date,CVX_unscaled,CVX_monthly,scale,CVX
2019-10-15,67,29.0,0.29,19.43
2019-10-16,58,29.0,0.29,16.82
2019-10-17,53,29.0,0.29,15.37
2019-10-18,45,29.0,0.29,13.049999999999999
2019-10-19,30,29.0,0.29,8.7
2019-10-20,18,29.0,0.29,5.22
2019-10-21,54,29.0,0.29,15.659999999999998
2019-10-22,78,29.0,0.29,22.619999999999997
2019-10-23,77,29.0,0.29,22.33
2019-10-24,42,29.0,0.29,12.18
2019-10-25,52,29.0,0.29,15.079999999999998
2019-10-26,15,29.0,0.29,4.35
2019-10-27,19,29.0,0.29,5.51
2019-10-28,56,29.0,0.29,16.24
2019-10-29,54,29.0,0.29,15.659999999999998
2019-10-30,51,29.0,0.29,14.79
2019-10-31,74,29.0,0.29,21.459999999999997
2019-11-01,100,27.0,0.27,27.0
2019-11-02,31,27.0,0.27,8.370000000000001
2019-11-03,13,27.0,0.27,3.5100000000000002
2019-11-04,74,27.0,0.27,19.98
2019-11-05,64,27.0,0.27,17.28
2019-11-06,84,27.0,0.27,22.68
2019-11-07,73,27.0,0.27,19.71
2019-11-08,60,27.0,0.27,16.200000000000003
2019-11-09,30,27.0,0.27,8.100000000000001
2019-11-10,0,27.0,0.27,0.0
2019-11-11,50,27.0,0.27,13.5
2019-11-12,57,27.0,0.27,15.39
2019-11-13,41,27.0,0.27,11.07
2019-11-14,58,27.0,0.27,15.66
2019-11-15,38,27.0,0.27,10.260000000000002
2019-11-16,20,27.0,0.27,5.4
2019-11-17,20,27.0,0.27,5.4
2019-11-18,56,27.0,0.27,15.120000000000001
2019-11-19,49,27.0,0.27,13.23
2019-11-20,61,27.0,0.27,16.470000000000002
2019-11-21,43,27.0,0.27,11.610000000000001
2019-11-22,64,27.0,0.27,17.28
2019-11-23,17,27.0,0.27,4.59
2019-11-24,32,27.0,0.27,8.64
2019-11-25,55,27.0,0.27,14.850000000000001
2019-11-26,55,27.0,0.27,14.850000000000001
2019-11-27,57,27.0,0.27,15.39
2019-11-28,13,27.0,0.27,3.5100000000000002
2019-11-29,38,27.0,0.27,10.260000000000002
2019-11-30,11,27.0,0.27,2.97
2019-12-01,26,25.0,0.25,6.5
2019-12-02,56,25.0,0.25,14.0
2019-12-03,48,25.0,0.25,12.0
2019-12-04,72,25.0,0.25,18.0
2019-12-05,76,25.0,0.25,19.0
2019-12-06,82,25.0,0.25,20.5
2019-12-07,30,25.0,0.25,7.5
2019-12-08,19,25.0,0.25,4.75
2019-12-09,62,25.0,0.25,15.5
2019-12-10,73,25.0,0.25,18.25
2019-12-11,97,25.0,0.25,24.25
2019-12-12,100,25.0,0.25,25.0
2019-12-13,68,25.0,0.25,17.0
2019-12-14,7,25.0,0.25,1.75
2019-12-15,32,25.0,0.25,8.0
2019-12-16,42,25.0,0.25,10.5
2019-12-17,76,25.0,0.25,19.0
2019-12-18,45,25.0,0.25,11.25
2019-12-19,62,25.0,0.25,15.5
2019-12-20,60,25.0,0.25,15.0
2019-12-21,23,25.0,0.25,5.75
2019-12-22,17,25.0,0.25,4.25
2019-12-23,38,25.0,0.25,9.5
2019-12-24,48,25.0,0.25,12.0
2019-12-25,27,25.0,0.25,6.75
2019-12-26,74,25.0,0.25,18.5
2019-12-27,73,25.0,0.25,18.25
2019-12-28,32,25.0,0.25,8.0
2019-12-29,14,25.0,0.25,3.5
2019-12-30,70,25.0,0.25,17.5
2019-12-31,63,25.0,0.25,15.75
2020-01-01,11,30.0,0.3,3.3
2020-01-02,41,30.0,0.3,12.299999999999999
2020-01-03,54,30.0,0.3,16.2
2020-01-04,18,30.0,0.3,5.3999999999999995
2020-01-05,19,30.0,0.3,5.7
2020-01-06,40,30.0,0.3,12.0
2020-01-07,46,30.0,0.3,13.799999999999999
2020-01-08,55,30.0,0.3,16.5
2020-01-09,44,30.0,0.3,13.2
2020-01-10,42,30.0,0.3,12.6
2020-01-11,6,30.0,0.3,1.7999999999999998
2020-01-12,13,30.0,0.3,3.9
2020-01-13,35,30.0,0.3,10.5
2020-01-14,44,30.0,0.3,13.2
2020-01-15,32,30.0,0.3,9.6
2020-01-16,52,30.0,0.3,15.6
2020-01-17,40,30.0,0.3,12.0
2020-01-18,10,30.0,0.3,3.0
2020-01-19,12,30.0,0.3,3.5999999999999996
2020-01-20,14,30.0,0.3,4.2
2020-01-21,43,30.0,0.3,12.9
2020-01-22,39,30.0,0.3,11.7
2020-01-23,39,30.0,0.3,11.7
2020-01-24,51,30.0,0.3,15.299999999999999
2020-01-25,26,30.0,0.3,7.8
2020-01-26,11,30.0,0.3,3.3
2020-01-27,44,30.0,0.3,13.2
2020-01-28,42,30.0,0.3,12.6
2020-01-29,34,30.0,0.3,10.2
2020-01-30,58,30.0,0.3,17.4
2020-01-31,100,30.0,0.3,30.0
2020-02-01,36,33.0,0.33,11.88
2020-02-02,22,33.0,0.33,7.260000000000001
2020-02-03,68,33.0,0.33,22.44
2020-02-04,62,33.0,0.33,20.46
2020-02-05,58,33.0,0.33,19.14
2020-02-06,60,33.0,0.33,19.8
2020-02-07,41,33.0,0.33,13.530000000000001
2020-02-08,15,33.0,0.33,4.95
2020-02-09,17,33.0,0.33,5.61
2020-02-10,52,33.0,0.33,17.16
2020-02-11,62,33.0,0.33,20.46
2020-02-12,49,33.0,0.33,16.17
2020-02-13,59,33.0,0.33,19.470000000000002
2020-02-14,43,33.0,0.33,14.190000000000001
2020-02-15,10,33.0,0.33,3.3000000000000003
2020-02-16,21,33.0,0.33,6.930000000000001
2020-02-17,28,33.0,0.33,9.24
2020-02-18,42,33.0,0.33,13.860000000000001
2020-02-19,51,33.0,0.33,16.830000000000002
2020-02-20,50,33.0,0.33,16.5
2020-02-21,46,33.0,0.33,15.180000000000001
2020-02-22,13,33.0,0.33,4.29
2020-02-23,10,33.0,0.33,3.3000000000000003
2020-02-24,62,33.0,0.33,20.46
2020-02-25,63,33.0,0.33,20.790000000000003
2020-02-26,73,33.0,0.33,24.09
2020-02-27,88,33.0,0.33,29.040000000000003
2020-02-28,100,33.0,0.33,33.0
2020-02-29,27,33.0,0.33,8.91
2020-03-01,9,86.0,0.86,7.74
2020-03-02,36,86.0,0.86,30.96
2020-03-03,38,86.0,0.86,32.68
2020-03-04,31,86.0,0.86,26.66
2020-03-05,37,86.0,0.86,31.82
2020-03-06,34,86.0,0.86,29.24
2020-03-07,16,86.0,0.86,13.76
2020-03-08,12,86.0,0.86,10.32
2020-03-09,100,86.0,0.86,86.0
2020-03-10,71,86.0,0.86,61.06
2020-03-11,51,86.0,0.86,43.86
2020-03-12,57,86.0,0.86,49.019999999999996
2020-03-13,59,86.0,0.86,50.74
2020-03-14,28,86.0,0.86,24.08
2020-03-15,15,86.0,0.86,12.9
2020-03-16,53,86.0,0.86,45.58
2020-03-17,50,86.0,0.86,43.0
2020-03-18,80,86.0,0.86,68.8
2020-03-19,85,86.0,0.86,73.1
2020-03-20,67,86.0,0.86,57.62
2020-03-21,29,86.0,0.86,24.94
2020-03-22,18,86.0,0.86,15.48
2020-03-23,75,86.0,0.86,64.5
2020-03-24,89,86.0,0.86,76.53999999999999
2020-03-25,84,86.0,0.86,72.24
2020-03-26,61,86.0,0.86,52.46
2020-03-27,67,86.0,0.86,57.62
2020-03-28,21,86.0,0.86,18.06
2020-03-29,16,86.0,0.86,13.76
2020-03-30,57,86.0,0.86,49.019999999999996
2020-03-31,64,86.0,0.86,55.04
2020-04-01,59,92.0,0.92,54.28
2020-04-02,77,92.0,0.92,70.84
2020-04-03,65,92.0,0.92,59.800000000000004
2020-04-04,18,92.0,0.92,16.560000000000002
2020-04-05,9,92.0,0.92,8.280000000000001
2020-04-06,60,92.0,0.92,55.2
2020-04-07,64,92.0,0.92,58.88
2020-04-08,60,92.0,0.92,55.2
2020-04-09,80,92.0,0.92,73.60000000000001
2020-04-10,34,92.0,0.92,31.28
2020-04-11,12,92.0,0.92,11.040000000000001
2020-04-12,12,92.0,0.92,11.040000000000001
2020-04-13,58,92.0,0.92,53.36
2020-04-14,46,92.0,0.92,42.32
2020-04-15,47,92.0,0.92,43.24
2020-04-16,47,92.0,0.92,43.24
2020-04-17,54,92.0,0.92,49.68
2020-04-18,16,92.0,0.92,14.72
2020-04-19,5,92.0,0.92,4.6000000000000005
2020-04-20,100,92.0,0.92,92.0
2020-04-21,86,92.0,0.92,79.12
2020-04-22,61,92.0,0.92,56.120000000000005
2020-04-23,59,92.0,0.92,54.28
2020-04-24,47,92.0,0.92,43.24
2020-04-25,20,92.0,0.92,18.400000000000002
2020-04-26,11,92.0,0.92,10.120000000000001
2020-04-27,53,92.0,0.92,48.760000000000005
2020-04-28,41,92.0,0.92,37.72
2020-04-29,56,92.0,0.92,51.52
2020-04-30,54,92.0,0.92,49.68
2020-05-01,100,57.0,0.57,56.99999999999999
2020-05-02,32,57.0,0.57,18.24
2020-05-03,23,57.0,0.57,13.11
2020-05-04,69,57.0,0.57,39.33
2020-05-05,85,57.0,0.57,48.449999999999996
2020-05-06,68,57.0,0.57,38.76
2020-05-07,66,57.0,0.57,37.62
2020-05-08,66,57.0,0.57,37.62
2020-05-09,22,57.0,0.57,12.54
2020-05-10,23,57.0,0.57,13.11
2020-05-11,59,57.0,0.57,33.629999999999995
2020-05-12,67,57.0,0.57,38.19
2020-05-13,76,57.0,0.57,43.31999999999999
2020-05-14,53,57.0,0.57,30.209999999999997
2020-05-15,59,57.0,0.57,33.629999999999995
2020-05-16,21,57.0,0.57,11.969999999999999
2020-05-17,23,57.0,0.57,13.11
2020-05-18,71,57.0,0.57,40.47
2020-05-19,67,57.0,0.57,38.19
2020-05-20,62,57.0,0.57,35.339999999999996
2020-05-21,53,57.0,0.57,30.209999999999997
2020-05-22,60,57.0,0.57,34.199999999999996
2020-05-23,22,57.0,0.57,12.54
2020-05-24,22,57.0,0.57,12.54
2020-05-25,24,57.0,0.57,13.68
2020-05-26,58,57.0,0.57,33.059999999999995
2020-05-27,71,57.0,0.57,40.47
2020-05-28,67,57.0,0.57,38.19
2020-05-29,60,57.0,0.57,34.199999999999996
2020-05-30,20,57.0,0.57,11.399999999999999
2020-05-31,10,57.0,0.57,5.699999999999999
2020-06-01,68,51.0,0.51,34.68
2020-06-02,69,51.0,0.51,35.19
2020-06-03,76,51.0,0.51,38.76
2020-06-04,67,51.0,0.51,34.17
2020-06-05,84,51.0,0.51,42.84
2020-06-06,31,51.0,0.51,15.81
2020-06-07,21,51.0,0.51,10.71
2020-06-08,86,51.0,0.51,43.86
2020-06-09,100,51.0,0.51,51.0
2020-06-10,78,51.0,0.51,39.78
2020-06-11,75,51.0,0.51,38.25
2020-06-12,74,51.0,0.51,37.74
2020-06-13,21,51.0,0.51,10.71
2020-06-14,29,51.0,0.51,14.790000000000001
2020-06-15,58,51.0,0.51,29.580000000000002
2020-06-16,65,51.0,0.51,33.15
2020-06-17,71,51.0,0.51,36.21
2020-06-18,60,51.0,0.51,30.6
2020-06-19,53,51.0,0.51,27.03
2020-06-20,19,51.0,0.51,9.69
2020-06-21,18,51.0,0.51,9.18
2020-06-22,61,51.0,0.51,31.11
2020-06-23,51,51.0,0.51,26.01
2020-06-24,65,51.0,0.51,33.15
2020-06-25,67,51.0,0.51,34.17
2020-06-26,55,51.0,0.51,28.05
2020-06-27,23,51.0,0.51,11.73
2020-06-28,15,51.0,0.51,7.65
2020-06-29,53,51.0,0.51,27.03
2020-06-30,73,51.0,0.51,37.230000000000004
2020-07-01,53,46.0,0.46,24.380000000000003
2020-07-02,48,46.0,0.46,22.080000000000002
2020-07-03,25,46.0,0.46,11.5
2020-07-04,9,46.0,0.46,4.140000000000001
2020-07-05,3,46.0,0.46,1.3800000000000001
2020-07-06,43,46.0,0.46,19.78
2020-07-07,36,46.0,0.46,16.560000000000002
2020-07-08,35,46.0,0.46,16.1
2020-07-09,47,46.0,0.46,21.62
2020-07-10,49,46.0,0.46,22.540000000000003
2020-07-11,16,46.0,0.46,7.36
2020-07-12,10,46.0,0.46,4.6000000000000005
2020-07-13,38,46.0,0.46,17.48
2020-07-14,47,46.0,0.46,21.62
2020-07-15,39,46.0,0.46,17.94
2020-07-16,49,46.0,0.46,22.540000000000003
2020-07-17,44,46.0,0.46,20.240000000000002
2020-07-18,20,46.0,0.46,9.200000000000001
2020-07-19,14,46.0,0.46,6.44
2020-07-20,80,46.0,0.46,36.800000000000004
2020-07-21,72,46.0,0.46,33.120000000000005
2020-07-22,53,46.0,0.46,24.380000000000003
2020-07-23,44,46.0,0.46,20.240000000000002
2020-07-24,49,46.0,0.46,22.540000000000003
2020-07-25,15,46.0,0.46,6.9
2020-07-26,9,46.0,0.46,4.140000000000001
2020-07-27,44,46.0,0.46,20.240000000000002
2020-07-28,36,46.0,0.46,16.560000000000002
2020-07-29,40,46.0,0.46,18.400000000000002
2020-07-30,46,46.0,0.46,21.16
2020-07-31,100,46.0,0.46,46.0
2020-08-01,42,39.0,0.39,16.38
2020-08-02,20,39.0,0.39,7.800000000000001
2020-08-03,93,39.0,0.39,36.27
2020-08-04,78,39.0,0.39,30.42
2020-08-05,100,39.0,0.39,39.0
2020-08-06,75,39.0,0.39,29.25
2020-08-07,95,39.0,0.39,37.050000000000004
2020-08-08,29,39.0,0.39,11.31
2020-08-09,29,39.0,0.39,11.31
2020-08-10,70,39.0,0.39,27.3
2020-08-11,95,39.0,0.39,37.050000000000004
2020-08-12,88,39.0,0.39,34.32
2020-08-13,94,39.0,0.39,36.660000000000004
2020-08-14,58,39.0,0.39,22.62
2020-08-15,23,39.0,0.39,8.97
2020-08-16,22,39.0,0.39,8.58
2020-08-17,77,39.0,0.39,30.03
2020-08-18,83,39.0,0.39,32.370000000000005
2020-08-19,77,39.0,0.39,30.03
2020-08-20,73,39.0,0.39,28.470000000000002
2020-08-21,84,39.0,0.39,32.76
2020-08-22,33,39.0,0.39,12.870000000000001
2020-08-23,19,39.0,0.39,7.41
2020-08-24,68,39.0,0.39,26.52
2020-08-25,96,39.0,0.39,37.44
2020-08-26,86,39.0,0.39,33.54
2020-08-27,73,39.0,0.39,28.470000000000002
2020-08-28,82,39.0,0.39,31.98
2020-08-29,20,39.0,0.39,7.800000000000001
2020-08-30,18,39.0,0.39,7.0200000000000005
2020-08-31,68,39.0,0.39,26.52
2020-09-01,100,40.0,0.4,40.0
2020-09-02,79,40.0,0.4,31.6
2020-09-03,93,40.0,0.4,37.2
2020-09-04,81,40.0,0.4,32.4
2020-09-05,23,40.0,0.4,9.200000000000001
2020-09-06,0,40.0,0.4,0.0
2020-09-07,34,40.0,0.4,13.600000000000001
2020-09-08,96,40.0,0.4,38.400000000000006
2020-09-09,98,40.0,0.4,39.2
2020-09-10,79,40.0,0.4,31.6
2020-09-11,96,40.0,0.4,38.400000000000006
2020-09-12,19,40.0,0.4,7.6000000000000005
2020-09-13,13,40.0,0.4,5.2
2020-09-14,84,40.0,0.4,33.6
2020-09-15,81,40.0,0.4,32.4
2020-09-16,91,40.0,0.4,36.4
2020-09-17,90,40.0,0.4,36.0
2020-09-18,71,40.0,0.4,28.400000000000002
2020-09-19,25,40.0,0.4,10.0
2020-09-20,15,40.0,0.4,6.0
2020-09-21,70,40.0,0.4,28.0
2020-09-22,77,40.0,0.4,30.8
2020-09-23,92,40.0,0.4,36.800000000000004
2020-09-24,89,40.0,0.4,35.6
2020-09-25,78,40.0,0.4,31.200000000000003
2020-09-26,44,40.0,0.4,17.6
2020-09-27,38,40.0,0.4,15.200000000000001
2020-09-28,91,40.0,0.4,36.4
2020-09-29,87,40.0,0.4,34.800000000000004
2020-09-30,95,40.0,0.4,38.0
2020-10-01,93,43.0,0.43,39.99
2020-10-02,82,43.0,0.43,35.26
2020-10-03,26,43.0,0.43,11.18
2020-10-04,15,43.0,0.43,6.45
2020-10-05,62,43.0,0.43,26.66
2020-10-06,85,43.0,0.43,36.55
2020-10-07,81,43.0,0.43,34.83
2020-10-08,75,43.0,0.43,32.25
2020-10-09,98,43.0,0.43,42.14
2020-10-10,25,43.0,0.43,10.75
2020-10-11,30,43.0,0.43,12.9
2020-10-12,71,43.0,0.43,30.53
2020-10-13,71,43.0,0.43,30.53
2020-10-14,65,43.0,0.43,27.95
2020-10-15,69,43.0,0.43,29.669999999999998
2020-10-16,68,43.0,0.43,29.24
2020-10-17,17,43.0,0.43,7.31
2020-10-18,17,43.0,0.43,7.31
2020-10-19,70,43.0,0.43,30.099999999999998
2020-10-20,70,43.0,0.43,30.099999999999998
2020-10-21,58,43.0,0.43,24.94
2020-10-22,81,43.0,0.43,34.83
2020-10-23,71,43.0,0.43,30.53
2020-10-24,27,43.0,0.43,11.61
2020-10-25,15,43.0,0.43,6.45
2020-10-26,73,43.0,0.43,31.39
2020-10-27,63,43.0,0.43,27.09
2020-10-28,80,43.0,0.43,34.4
2020-10-29,100,43.0,0.43,43.0
2020-10-30,96,43.0,0.43,41.28
2020-10-31,32,43.0,0.43,13.76
2020-11-01,13,46.0,0.46,5.98
2020-11-02,55,46.0,0.46,25.3
2020-11-03,75,46.0,0.46,34.5
2020-11-04,44,46.0,0.46,20.240000000000002
2020-11-05,42,46.0,0.46,19.32
2020-11-06,39,46.0,0.46,17.94
2020-11-07,22,46.0,0.46,10.120000000000001
2020-11-08,17,46.0,0.46,7.82
2020-11-09,100,46.0,0.46,46.0
2020-11-10,90,46.0,0.46,41.4
2020-11-11,70,46.0,0.46,32.2
2020-11-12,64,46.0,0.46,29.44
2020-11-13,42,46.0,0.46,19.32
2020-11-14,27,46.0,0.46,12.42
2020-11-15,12,46.0,0.46,5.5200000000000005
2020-11-16,84,46.0,0.46,38.64
2020-11-17,74,46.0,0.46,34.04
2020-11-18,68,46.0,0.46,31.28
2020-11-19,69,46.0,0.46,31.740000000000002
2020-11-20,63,46.0,0.46,28.98
2020-11-21,27,46.0,0.46,12.42
2020-11-22,14,46.0,0.46,6.44
2020-11-23,59,46.0,0.46,27.14
2020-11-24,88,46.0,0.46,40.480000000000004
2020-11-25,97,46.0,0.46,44.620000000000005
2020-11-26,19,46.0,0.46,8.74
2020-11-27,43,46.0,0.46,19.78
2020-11-28,23,46.0,0.46,10.58
2020-11-29,18,46.0,0.46,8.280000000000001
2020-11-30,62,46.0,0.46,28.52
2020-12-01,77,42.0,0.42,32.339999999999996
2020-12-02,77,42.0,0.42,32.339999999999996
2020-12-03,71,42.0,0.42,29.82
2020-12-04,81,42.0,0.42,34.019999999999996
2020-12-05,21,42.0,0.42,8.82
2020-12-06,26,42.0,0.42,10.92
2020-12-07,72,42.0,0.42,30.24
2020-12-08,60,42.0,0.42,25.2
2020-12-09,100,42.0,0.42,42.0
2020-12-10,77,42.0,0.42,32.339999999999996
2020-12-11,74,42.0,0.42,31.08
2020-12-12,26,42.0,0.42,10.92
2020-12-13,20,42.0,0.42,8.4
2020-12-14,66,42.0,0.42,27.72
2020-12-15,67,42.0,0.42,28.14
2020-12-16,70,42.0,0.42,29.4
2020-12-17,76,42.0,0.42,31.919999999999998
2020-12-18,65,42.0,0.42,27.3
2020-12-19,32,42.0,0.42,13.44
2020-12-20,15,42.0,0.42,6.3
2020-12-21,72,42.0,0.42,30.24
2020-12-22,64,42.0,0.42,26.88
2020-12-23,67,42.0,0.42,28.14
2020-12-24,74,42.0,0.42,31.08
2020-12-25,12,42.0,0.42,5.04
2020-12-26,20,42.0,0.42,8.4
2020-12-27,22,42.0,0.42,9.24
2020-12-28,89,42.0,0.42,37.379999999999995
2020-12-29,85,42.0,0.42,35.699999999999996
2020-12-30,66,42.0,0.42,27.72
2020-12-31,76,42.0,0.42,31.919999999999998
2021-01-01,21,41.0,0.41,8.61
2021-01-02,20,41.0,0.41,8.2
2021-01-03,17,41.0,0.41,6.97
2021-01-04,65,41.0,0.41,26.65
2021-01-05,76,41.0,0.41,31.159999999999997
2021-01-06,85,41.0,0.41,34.85
2021-01-07,79,41.0,0.41,32.39
2021-01-08,73,41.0,0.41,29.93
2021-01-09,23,41.0,0.41,9.43
2021-01-10,17,41.0,0.41,6.97
2021-01-11,79,41.0,0.41,32.39
2021-01-12,86,41.0,0.41,35.26
2021-01-13,69,41.0,0.41,28.29
2021-01-14,88,41.0,0.41,36.08
2021-01-15,79,41.0,0.41,32.39
2021-01-16,25,41.0,0.41,10.25
2021-01-17,23,41.0,0.41,9.43
2021-01-18,23,41.0,0.41,9.43
2021-01-19,60,41.0,0.41,24.599999999999998
2021-01-20,75,41.0,0.41,30.749999999999996
2021-01-21,68,41.0,0.41,27.88
2021-01-22,67,41.0,0.41,27.47
2021-01-23,20,41.0,0.41,8.2
2021-01-24,21,41.0,0.41,8.61
2021-01-25,70,41.0,0.41,28.7
2021-01-26,66,41.0,0.41,27.06
2021-01-27,80,41.0,0.41,32.8
2021-01-28,60,41.0,0.41,24.599999999999998
2021-01-29,100,41.0,0.41,41.0
2021-01-30,30,41.0,0.41,12.299999999999999
2021-01-31,25,41.0,0.41,10.25
2021-02-01,42,53.0,0.53,22.26
2021-02-02,50,53.0,0.53,26.5
2021-02-03,41,53.0,0.53,21.73
2021-02-04,40,53.0,0.53,21.200000000000003
2021-02-05,35,53.0,0.53,18.55
2021-02-06,12,53.0,0.53,6.36
2021-02-07,7,53.0,0.53,3.71
2021-02-08,41,53.0,0.53,21.73
2021-02-09,42,53.0,0.53,22.26
2021-02-10,45,53.0,0.53,23.85
2021-02-11,48,53.0,0.53,25.44
2021-02-12,37,53.0,0.53,19.61
2021-02-13,12,53.0,0.53,6.36
2021-02-14,14,53.0,0.53,7.42
2021-02-15,19,53.0,0.53,10.07
2021-02-16,60,53.0,0.53,31.8
2021-02-17,100,53.0,0.53,53.0
2021-02-18,52,53.0,0.53,27.560000000000002
2021-02-19,47,53.0,0.53,24.91
2021-02-20,18,53.0,0.53,9.540000000000001
2021-02-21,10,53.0,0.53,5.300000000000001
2021-02-22,52,53.0,0.53,27.560000000000002
2021-02-23,58,53.0,0.53,30.740000000000002
2021-02-24,57,53.0,0.53,30.21
2021-02-25,56,53.0,0.53,29.68
2021-02-26,56,53.0,0.53,29.68
2021-02-27,16,53.0,0.53,8.48
2021-02-28,20,53.0,0.53,10.600000000000001
2021-03-01,68,59.0,0.59,40.12
2021-03-02,71,59.0,0.59,41.89
2021-03-03,73,59.0,0.59,43.07
2021-03-04,81,59.0,0.59,47.79
2021-03-05,100,59.0,0.59,59.0
2021-03-06,27,59.0,0.59,15.93
2021-03-07,19,59.0,0.59,11.209999999999999
2021-03-08,89,59.0,0.59,52.51
2021-03-09,71,59.0,0.59,41.89
2021-03-10,67,59.0,0.59,39.53
2021-03-11,79,59.0,0.59,46.61
2021-03-12,79,59.0,0.59,46.61
2021-03-13,26,59.0,0.59,15.34
2021-03-14,9,59.0,0.59,5.31
2021-03-15,71,59.0,0.59,41.89
2021-03-16,60,59.0,0.59,35.4
2021-03-17,58,59.0,0.59,34.22
2021-03-18,55,59.0,0.59,32.449999999999996
2021-03-19,61,59.0,0.59,35.989999999999995
2021-03-20,15,59.0,0.59,8.85
2021-03-21,19,59.0,0.59,11.209999999999999
2021-03-22,55,59.0,0.59,32.449999999999996
2021-03-23,51,59.0,0.59,30.09
2021-03-24,46,59.0,0.59,27.139999999999997
2021-03-25,43,59.0,0.59,25.369999999999997
2021-03-26,55,59.0,0.59,32.449999999999996
2021-03-27,20,59.0,0.59,11.799999999999999
2021-03-28,9,59.0,0.59,5.31
2021-03-29,50,59.0,0.59,29.5
2021-03-30,53,59.0,0.59,31.27
2021-03-31,44,59.0,0.59,25.959999999999997
2021-04-01,60,38.0,0.38,22.8
2021-04-02,40,38.0,0.38,15.2
2021-04-03,19,38.0,0.38,7.22
2021-04-04,25,38.0,0.38,9.5
2021-04-05,74,38.0,0.38,28.12
2021-04-06,89,38.0,0.38,33.82
2021-04-07,79,38.0,0.38,30.02
2021-04-08,85,38.0,0.38,32.3
2021-04-09,71,38.0,0.38,26.98
2021-04-10,18,38.0,0.38,6.84
2021-04-11,20,38.0,0.38,7.6
2021-04-12,63,38.0,0.38,23.94
2021-04-13,64,38.0,0.38,24.32
2021-04-14,62,38.0,0.38,23.56
2021-04-15,74,38.0,0.38,28.12
2021-04-16,72,38.0,0.38,27.36
2021-04-17,32,38.0,0.38,12.16
2021-04-18,9,38.0,0.38,3.42
2021-04-19,55,38.0,0.38,20.9
2021-04-20,54,38.0,0.38,20.52
2021-04-21,62,38.0,0.38,23.56
2021-04-22,63,38.0,0.38,23.94
2021-04-23,78,38.0,0.38,29.64
2021-04-24,15,38.0,0.38,5.7
2021-04-25,11,38.0,0.38,4.18
2021-04-26,57,38.0,0.38,21.66
2021-04-27,68,38.0,0.38,25.84
2021-04-28,86,38.0,0.38,32.68
2021-04-29,100,38.0,0.38,38.0
2021-04-30,91,38.0,0.38,34.58
2021-05-01,36,43.0,0.43,15.48
2021-05-02,21,43.0,0.43,9.03
2021-05-03,70,43.0,0.43,30.099999999999998
2021-05-04,61,43.0,0.43,26.23
2021-05-05,78,43.0,0.43,33.54
2021-05-06,75,43.0,0.43,32.25
2021-05-07,62,43.0,0.43,26.66
2021-05-08,17,43.0,0.43,7.31
2021-05-09,21,43.0,0.43,9.03
2021-05-10,100,43.0,0.43,43.0
2021-05-11,72,43.0,0.43,30.96
2021-05-12,77,43.0,0.43,33.11
2021-05-13,72,43.0,0.43,30.96
2021-05-14,68,43.0,0.43,29.24
2021-05-15,26,43.0,0.43,11.18
2021-05-16,10,43.0,0.43,4.3
2021-05-17,66,43.0,0.43,28.38
2021-05-18,75,43.0,0.43,32.25
2021-05-19,59,43.0,0.43,25.37
2021-05-20,78,43.0,0.43,33.54
2021-05-21,60,43.0,0.43,25.8
2021-05-22,27,43.0,0.43,11.61
2021-05-23,13,43.0,0.43,5.59
2021-05-24,65,43.0,0.43,27.95
2021-05-25,63,43.0,0.43,27.09
2021-05-26,64,43.0,0.43,27.52
2021-05-27,56,43.0,0.43,24.08
2021-05-28,67,43.0,0.43,28.81
2021-05-29,18,43.0,0.43,7.74
2021-05-30,9,43.0,0.43,3.87
2021-05-31,17,43.0,0.43,7.31
2021-06-01,88,40.0,0.4,35.2
2021-06-02,73,40.0,0.4,29.200000000000003
2021-06-03,92,40.0,0.4,36.800000000000004
2021-06-04,70,40.0,0.4,28.0
2021-06-05,13,40.0,0.4,5.2
2021-06-06,19,40.0,0.4,7.6000000000000005
2021-06-07,72,40.0,0.4,28.8
2021-06-08,73,40.0,0.4,29.200000000000003
2021-06-09,71,40.0,0.4,28.400000000000002
2021-06-10,87,40.0,0.4,34.800000000000004
2021-06-11,66,40.0,0.4,26.400000000000002
2021-06-12,22,40.0,0.4,8.8
2021-06-13,32,40.0,0.4,12.8
2021-06-14,65,40.0,0.4,26.0
2021-06-15,94,40.0,0.4,37.6
2021-06-16,74,40.0,0.4,29.6
2021-06-17,100,40.0,0.4,40.0
2021-06-18,81,40.0,0.4,32.4
2021-06-19,46,40.0,0.4,18.400000000000002
2021-06-20,29,40.0,0.4,11.600000000000001
2021-06-21,82,40.0,0.4,32.800000000000004
2021-06-22,85,40.0,0.4,34.0
2021-06-23,80,40.0,0.4,32.0
2021-06-24,79,40.0,0.4,31.6
2021-06-25,97,40.0,0.4,38.800000000000004
2021-06-26,34,40.0,0.4,13.600000000000001
2021-06-27,17,40.0,0.4,6.800000000000001
2021-06-28,74,40.0,0.4,29.6
2021-06-29,79,40.0,0.4,31.6
2021-06-30,87,40.0,0.4,34.800000000000004
2021-07-01,69,38.0,0.38,26.22
2021-07-02,59,38.0,0.38,22.42
2021-07-03,19,38.0,0.38,7.22
2021-07-04,22,38.0,0.38,8.36
2021-07-05,21,38.0,0.38,7.98
2021-07-06,75,38.0,0.38,28.5
2021-07-07,67,38.0,0.38,25.46
2021-07-08,73,38.0,0.38,27.740000000000002
