date,WBA
2015-09-24,22.62
2015-09-25,23.400000000000002
2015-09-26,24.96
2015-09-27,0.0
2015-09-28,39.0
2015-09-29,26.52
2015-09-30,17.55
2015-10-01,3.9899999999999998
2015-10-02,12.54
2015-10-03,6.84
2015-10-04,10.829999999999998
2015-10-05,25.08
2015-10-06,7.409999999999999
2015-10-07,15.389999999999999
2015-10-08,8.549999999999999
2015-10-09,9.69
2015-10-10,7.409999999999999
2015-10-11,12.54
2015-10-12,10.26
2015-10-13,7.9799999999999995
2015-10-14,15.959999999999999
2015-10-15,21.09
2015-10-16,14.249999999999998
2015-10-17,15.959999999999999
2015-10-18,16.529999999999998
2015-10-19,16.529999999999998
2015-10-20,8.549999999999999
2015-10-21,6.84
2015-10-22,10.829999999999998
2015-10-23,4.56
2015-10-24,0.0
2015-10-25,22.799999999999997
2015-10-26,15.959999999999999
2015-10-27,45.599999999999994
2015-10-28,56.99999999999999
2015-10-29,30.209999999999997
2015-10-30,18.81
2015-10-31,15.389999999999999
2015-11-01,19.52
2015-11-02,24.4
2015-11-03,16.47
2015-11-04,11.59
2015-11-05,25.009999999999998
2015-11-06,20.74
2015-11-07,61.0
2015-11-08,18.91
2015-11-09,21.349999999999998
2015-11-10,19.52
2015-11-11,16.47
2015-11-12,14.64
2015-11-13,10.98
2015-11-14,19.52
2015-11-15,15.86
2015-11-16,14.03
2015-11-17,9.15
2015-11-18,17.69
2015-11-19,9.15
2015-11-20,25.009999999999998
2015-11-21,53.68
2015-11-22,43.92
2015-11-23,35.99
2015-11-24,18.3
2015-11-25,9.76
2015-11-26,0.0
2015-11-27,15.25
2015-11-28,6.1
2015-11-29,15.86
2015-11-30,21.349999999999998
2015-12-01,11.84
2015-12-02,14.06
2015-12-03,11.84
2015-12-04,5.18
2015-12-05,0.0
2015-12-06,18.87
2015-12-07,14.06
2015-12-08,7.03
2015-12-09,11.47
2015-12-10,20.72
2015-12-11,17.39
2015-12-12,12.95
2015-12-13,37.0
2015-12-14,9.99
2015-12-15,18.87
2015-12-16,16.28
2015-12-17,9.25
2015-12-18,9.62
2015-12-19,11.84
2015-12-20,11.84
2015-12-21,10.73
2015-12-22,3.33
2015-12-23,7.77
