date,HD_unscaled,HD_monthly,scale,HD
2014-09-18,79,61.0,0.61,48.19
2014-09-19,82,61.0,0.61,50.019999999999996
2014-09-20,99,61.0,0.61,60.39
2014-09-21,99,61.0,0.61,60.39
2014-09-22,82,61.0,0.61,50.019999999999996
2014-09-23,81,61.0,0.61,49.41
2014-09-24,83,61.0,0.61,50.629999999999995
2014-09-25,84,61.0,0.61,51.24
2014-09-26,88,61.0,0.61,53.68
2014-09-27,95,61.0,0.61,57.949999999999996
2014-09-28,99,61.0,0.61,60.39
2014-09-29,76,61.0,0.61,46.36
2014-09-30,85,61.0,0.61,51.85
2014-10-01,72,63.0,0.63,45.36
2014-10-02,75,63.0,0.63,47.25
2014-10-03,74,63.0,0.63,46.62
2014-10-04,80,63.0,0.63,50.4
2014-10-05,83,63.0,0.63,52.29
2014-10-06,72,63.0,0.63,45.36
2014-10-07,71,63.0,0.63,44.73
2014-10-08,71,63.0,0.63,44.73
2014-10-09,70,63.0,0.63,44.1
2014-10-10,76,63.0,0.63,47.88
2014-10-11,88,63.0,0.63,55.44
2014-10-12,100,63.0,0.63,63.0
2014-10-13,75,63.0,0.63,47.25
2014-10-14,70,63.0,0.63,44.1
2014-10-15,69,63.0,0.63,43.47
2014-10-16,69,63.0,0.63,43.47
2014-10-17,72,63.0,0.63,45.36
2014-10-18,88,63.0,0.63,55.44
2014-10-19,93,63.0,0.63,58.59
2014-10-20,70,63.0,0.63,44.1
2014-10-21,81,63.0,0.63,51.03
2014-10-22,72,63.0,0.63,45.36
2014-10-23,70,63.0,0.63,44.1
2014-10-24,79,63.0,0.63,49.77
2014-10-25,94,63.0,0.63,59.22
2014-10-26,93,63.0,0.63,58.59
2014-10-27,71,63.0,0.63,44.73
2014-10-28,75,63.0,0.63,47.25
2014-10-29,76,63.0,0.63,47.88
2014-10-30,75,63.0,0.63,47.25
2014-10-31,79,63.0,0.63,49.77
2014-11-01,69,71.0,0.71,48.989999999999995
2014-11-02,71,71.0,0.71,50.41
2014-11-03,54,71.0,0.71,38.339999999999996
2014-11-04,59,71.0,0.71,41.89
2014-11-05,52,71.0,0.71,36.92
2014-11-06,58,71.0,0.71,41.18
2014-11-07,52,71.0,0.71,36.92
2014-11-08,72,71.0,0.71,51.12
2014-11-09,75,71.0,0.71,53.25
2014-11-10,61,71.0,0.71,43.309999999999995
2014-11-11,61,71.0,0.71,43.309999999999995
2014-11-12,59,71.0,0.71,41.89
2014-11-13,57,71.0,0.71,40.47
2014-11-14,60,71.0,0.71,42.599999999999994
2014-11-15,69,71.0,0.71,48.989999999999995
2014-11-16,70,71.0,0.71,49.699999999999996
2014-11-17,56,71.0,0.71,39.76
2014-11-18,56,71.0,0.71,39.76
2014-11-19,58,71.0,0.71,41.18
2014-11-20,57,71.0,0.71,40.47
2014-11-21,62,71.0,0.71,44.019999999999996
2014-11-22,71,71.0,0.71,50.41
2014-11-23,73,71.0,0.71,51.83
2014-11-24,67,71.0,0.71,47.57
2014-11-25,63,71.0,0.71,44.73
2014-11-26,64,71.0,0.71,45.44
2014-11-27,89,71.0,0.71,63.19
2014-11-28,100,71.0,0.71,71.0
2014-11-29,90,71.0,0.71,63.9
2014-11-30,76,71.0,0.71,53.959999999999994
2014-12-01,74,80.0,0.8,59.2
2014-12-02,66,80.0,0.8,52.800000000000004
2014-12-03,67,80.0,0.8,53.6
2014-12-04,64,80.0,0.8,51.2
2014-12-05,70,80.0,0.8,56.0
2014-12-06,70,80.0,0.8,56.0
2014-12-07,77,80.0,0.8,61.6
2014-12-08,65,80.0,0.8,52.0
2014-12-09,63,80.0,0.8,50.400000000000006
2014-12-10,64,80.0,0.8,51.2
2014-12-11,62,80.0,0.8,49.6
2014-12-12,67,80.0,0.8,53.6
2014-12-13,83,80.0,0.8,66.4
2014-12-14,83,80.0,0.8,66.4
2014-12-15,68,80.0,0.8,54.400000000000006
2014-12-16,69,80.0,0.8,55.2
2014-12-17,62,80.0,0.8,49.6
2014-12-18,69,80.0,0.8,55.2
2014-12-19,66,80.0,0.8,52.800000000000004
2014-12-20,84,80.0,0.8,67.2
2014-12-21,78,80.0,0.8,62.400000000000006
2014-12-22,73,80.0,0.8,58.400000000000006
2014-12-23,72,80.0,0.8,57.6
2014-12-24,86,80.0,0.8,68.8
2014-12-25,98,80.0,0.8,78.4
2014-12-26,100,80.0,0.8,80.0
2014-12-27,87,80.0,0.8,69.60000000000001
2014-12-28,90,80.0,0.8,72.0
2014-12-29,79,80.0,0.8,63.2
2014-12-30,70,80.0,0.8,56.0
2014-12-31,82,80.0,0.8,65.60000000000001
2015-01-01,87,68.0,0.68,59.160000000000004
2015-01-02,83,68.0,0.68,56.440000000000005
2015-01-03,91,68.0,0.68,61.88
2015-01-04,93,68.0,0.68,63.24
2015-01-05,71,68.0,0.68,48.28
2015-01-06,76,68.0,0.68,51.68000000000001
2015-01-07,75,68.0,0.68,51.00000000000001
2015-01-08,69,68.0,0.68,46.92
2015-01-09,76,68.0,0.68,51.68000000000001
2015-01-10,85,68.0,0.68,57.800000000000004
2015-01-11,83,68.0,0.68,56.440000000000005
2015-01-12,68,68.0,0.68,46.24
2015-01-13,68,68.0,0.68,46.24
2015-01-14,76,68.0,0.68,51.68000000000001
2015-01-15,72,68.0,0.68,48.96
2015-01-16,73,68.0,0.68,49.64
2015-01-17,85,68.0,0.68,57.800000000000004
2015-01-18,94,68.0,0.68,63.92
2015-01-19,79,68.0,0.68,53.720000000000006
2015-01-20,76,68.0,0.68,51.68000000000001
2015-01-21,73,68.0,0.68,49.64
2015-01-22,78,68.0,0.68,53.040000000000006
2015-01-23,75,68.0,0.68,51.00000000000001
2015-01-24,100,68.0,0.68,68.0
2015-01-25,93,68.0,0.68,63.24
2015-01-26,76,68.0,0.68,51.68000000000001
2015-01-27,79,68.0,0.68,53.720000000000006
2015-01-28,71,68.0,0.68,48.28
2015-01-29,70,68.0,0.68,47.6
2015-01-30,78,68.0,0.68,53.040000000000006
2015-01-31,93,68.0,0.68,63.24
2015-02-01,100,73.0,0.73,73.0
2015-02-02,82,73.0,0.73,59.86
2015-02-03,82,73.0,0.73,59.86
2015-02-04,73,73.0,0.73,53.29
2015-02-05,74,73.0,0.73,54.019999999999996
2015-02-06,71,73.0,0.73,51.83
2015-02-07,94,73.0,0.73,68.62
2015-02-08,97,73.0,0.73,70.81
2015-02-09,77,73.0,0.73,56.21
2015-02-10,79,73.0,0.73,57.67
2015-02-11,79,73.0,0.73,57.67
2015-02-12,73,73.0,0.73,53.29
2015-02-13,78,73.0,0.73,56.94
2015-02-14,96,73.0,0.73,70.08
2015-02-15,96,73.0,0.73,70.08
2015-02-16,88,73.0,0.73,64.24
2015-02-17,78,73.0,0.73,56.94
2015-02-18,85,73.0,0.73,62.05
2015-02-19,76,73.0,0.73,55.48
2015-02-20,75,73.0,0.73,54.75
2015-02-21,90,73.0,0.73,65.7
2015-02-22,97,73.0,0.73,70.81
2015-02-23,71,73.0,0.73,51.83
2015-02-24,79,73.0,0.73,57.67
2015-02-25,76,73.0,0.73,55.48
2015-02-26,74,73.0,0.73,54.019999999999996
2015-02-27,76,73.0,0.73,55.48
2015-02-28,93,73.0,0.73,67.89
2015-03-01,90,78.0,0.78,70.2
2015-03-02,75,78.0,0.78,58.5
2015-03-03,78,78.0,0.78,60.84
2015-03-04,83,78.0,0.78,64.74000000000001
2015-03-05,78,78.0,0.78,60.84
2015-03-06,83,78.0,0.78,64.74000000000001
2015-03-07,96,78.0,0.78,74.88
2015-03-08,98,78.0,0.78,76.44
2015-03-09,84,78.0,0.78,65.52
2015-03-10,75,78.0,0.78,58.5
2015-03-11,84,78.0,0.78,65.52
2015-03-12,76,78.0,0.78,59.28
2015-03-13,81,78.0,0.78,63.18
2015-03-14,98,78.0,0.78,76.44
2015-03-15,93,78.0,0.78,72.54
2015-03-16,80,78.0,0.78,62.400000000000006
2015-03-17,81,78.0,0.78,63.18
2015-03-18,81,78.0,0.78,63.18
2015-03-19,79,78.0,0.78,61.620000000000005
2015-03-20,82,78.0,0.78,63.96
2015-03-21,99,78.0,0.78,77.22
2015-03-22,97,78.0,0.78,75.66
2015-03-23,78,78.0,0.78,60.84
2015-03-24,73,78.0,0.78,56.940000000000005
2015-03-25,75,78.0,0.78,58.5
2015-03-26,77,78.0,0.78,60.06
2015-03-27,82,78.0,0.78,63.96
2015-03-28,97,78.0,0.78,75.66
2015-03-29,100,78.0,0.78,78.0
2015-03-30,78,78.0,0.78,60.84
2015-03-31,77,78.0,0.78,60.06
2015-04-01,73,76.0,0.76,55.480000000000004
2015-04-02,79,76.0,0.76,60.04
2015-04-03,86,76.0,0.76,65.36
2015-04-04,95,76.0,0.76,72.2
2015-04-05,96,76.0,0.76,72.96000000000001
2015-04-06,79,76.0,0.76,60.04
2015-04-07,77,76.0,0.76,58.52
2015-04-08,75,76.0,0.76,57.0
2015-04-09,87,76.0,0.76,66.12
2015-04-10,94,76.0,0.76,71.44
2015-04-11,100,76.0,0.76,76.0
2015-04-12,95,76.0,0.76,72.2
2015-04-13,75,76.0,0.76,57.0
2015-04-14,78,76.0,0.76,59.28
2015-04-15,74,76.0,0.76,56.24
2015-04-16,73,76.0,0.76,55.480000000000004
2015-04-17,76,76.0,0.76,57.76
2015-04-18,91,76.0,0.76,69.16
2015-04-19,94,76.0,0.76,71.44
2015-04-20,81,76.0,0.76,61.56
2015-04-21,69,76.0,0.76,52.44
2015-04-22,70,76.0,0.76,53.2
2015-04-23,78,76.0,0.76,59.28
2015-04-24,80,76.0,0.76,60.8
2015-04-25,93,76.0,0.76,70.68
2015-04-26,88,76.0,0.76,66.88
2015-04-27,71,76.0,0.76,53.96
2015-04-28,76,76.0,0.76,57.76
2015-04-29,74,76.0,0.76,56.24
2015-04-30,79,76.0,0.76,60.04
2015-05-01,67,73.0,0.73,48.91
2015-05-02,81,73.0,0.73,59.129999999999995
2015-05-03,100,73.0,0.73,73.0
2015-05-04,69,73.0,0.73,50.37
2015-05-05,70,73.0,0.73,51.1
2015-05-06,72,73.0,0.73,52.56
2015-05-07,71,73.0,0.73,51.83
2015-05-08,70,73.0,0.73,51.1
2015-05-09,86,73.0,0.73,62.78
2015-05-10,88,73.0,0.73,64.24
2015-05-11,67,73.0,0.73,48.91
2015-05-12,80,73.0,0.73,58.4
2015-05-13,67,73.0,0.73,48.91
2015-05-14,68,73.0,0.73,49.64
2015-05-15,72,73.0,0.73,52.56
2015-05-16,88,73.0,0.73,64.24
2015-05-17,83,73.0,0.73,60.589999999999996
2015-05-18,69,73.0,0.73,50.37
2015-05-19,73,73.0,0.73,53.29
2015-05-20,67,73.0,0.73,48.91
2015-05-21,72,73.0,0.73,52.56
2015-05-22,73,73.0,0.73,53.29
2015-05-23,89,73.0,0.73,64.97
2015-05-24,88,73.0,0.73,64.24
2015-05-25,84,73.0,0.73,61.32
2015-05-26,71,73.0,0.73,51.83
2015-05-27,66,73.0,0.73,48.18
2015-05-28,77,73.0,0.73,56.21
2015-05-29,76,73.0,0.73,55.48
2015-05-30,85,73.0,0.73,62.05
2015-05-31,90,73.0,0.73,65.7
2015-06-01,66,78.0,0.78,51.480000000000004
2015-06-02,87,78.0,0.78,67.86
2015-06-03,72,78.0,0.78,56.160000000000004
2015-06-04,78,78.0,0.78,60.84
2015-06-05,77,78.0,0.78,60.06
2015-06-06,94,78.0,0.78,73.32000000000001
2015-06-07,90,78.0,0.78,70.2
2015-06-08,68,78.0,0.78,53.04
2015-06-09,77,78.0,0.78,60.06
2015-06-10,73,78.0,0.78,56.940000000000005
2015-06-11,75,78.0,0.78,58.5
2015-06-12,76,78.0,0.78,59.28
2015-06-13,93,78.0,0.78,72.54
2015-06-14,100,78.0,0.78,78.0
2015-06-15,71,78.0,0.78,55.38
2015-06-16,72,78.0,0.78,56.160000000000004
2015-06-17,82,78.0,0.78,63.96
2015-06-18,85,78.0,0.78,66.3
2015-06-19,81,78.0,0.78,63.18
2015-06-20,98,78.0,0.78,76.44
2015-06-21,96,78.0,0.78,74.88
2015-06-22,83,78.0,0.78,64.74000000000001
2015-06-23,86,78.0,0.78,67.08
2015-06-24,76,78.0,0.78,59.28
2015-06-25,67,78.0,0.78,52.260000000000005
2015-06-26,64,78.0,0.78,49.92
2015-06-27,76,78.0,0.78,59.28
2015-06-28,80,78.0,0.78,62.400000000000006
2015-06-29,61,78.0,0.78,47.58
2015-06-30,62,78.0,0.78,48.36
2015-07-01,73,65.0,0.65,47.45
2015-07-02,79,65.0,0.65,51.35
2015-07-03,85,65.0,0.65,55.25
2015-07-04,84,65.0,0.65,54.6
2015-07-05,98,65.0,0.65,63.7
2015-07-06,76,65.0,0.65,49.4
2015-07-07,75,65.0,0.65,48.75
2015-07-08,77,65.0,0.65,50.050000000000004
2015-07-09,80,65.0,0.65,52.0
2015-07-10,75,65.0,0.65,48.75
2015-07-11,86,65.0,0.65,55.9
2015-07-12,90,65.0,0.65,58.5
2015-07-13,78,65.0,0.65,50.7
2015-07-14,73,65.0,0.65,47.45
2015-07-15,91,65.0,0.65,59.15
2015-07-16,71,65.0,0.65,46.15
2015-07-17,81,65.0,0.65,52.65
2015-07-18,93,65.0,0.65,60.45
2015-07-19,100,65.0,0.65,65.0
2015-07-20,79,65.0,0.65,51.35
2015-07-21,76,65.0,0.65,49.4
2015-07-22,75,65.0,0.65,48.75
2015-07-23,78,65.0,0.65,50.7
2015-07-24,78,65.0,0.65,50.7
2015-07-25,95,65.0,0.65,61.75
2015-07-26,97,65.0,0.65,63.050000000000004
2015-07-27,75,65.0,0.65,48.75
2015-07-28,78,65.0,0.65,50.7
2015-07-29,82,65.0,0.65,53.300000000000004
2015-07-30,70,65.0,0.65,45.5
2015-07-31,83,65.0,0.65,53.95
2015-08-01,98,66.0,0.66,64.68
2015-08-02,99,66.0,0.66,65.34
2015-08-03,79,66.0,0.66,52.14
2015-08-04,77,66.0,0.66,50.82
2015-08-05,80,66.0,0.66,52.800000000000004
2015-08-06,82,66.0,0.66,54.120000000000005
2015-08-07,78,66.0,0.66,51.480000000000004
2015-08-08,96,66.0,0.66,63.36
2015-08-09,84,66.0,0.66,55.440000000000005
2015-08-10,76,66.0,0.66,50.160000000000004
2015-08-11,88,66.0,0.66,58.080000000000005
2015-08-12,71,66.0,0.66,46.86
2015-08-13,74,66.0,0.66,48.84
2015-08-14,83,66.0,0.66,54.78
2015-08-15,95,66.0,0.66,62.7
2015-08-16,100,66.0,0.66,66.0
2015-08-17,82,66.0,0.66,54.120000000000005
2015-08-18,83,66.0,0.66,54.78
2015-08-19,76,66.0,0.66,50.160000000000004
2015-08-20,75,66.0,0.66,49.5
2015-08-21,75,66.0,0.66,49.5
2015-08-22,93,66.0,0.66,61.38
2015-08-23,95,66.0,0.66,62.7
2015-08-24,79,66.0,0.66,52.14
2015-08-25,79,66.0,0.66,52.14
2015-08-26,74,66.0,0.66,48.84
2015-08-27,75,66.0,0.66,49.5
2015-08-28,83,66.0,0.66,54.78
2015-08-29,90,66.0,0.66,59.400000000000006
2015-08-30,97,66.0,0.66,64.02
2015-08-31,74,66.0,0.66,48.84
2015-09-01,79,63.0,0.63,49.77
2015-09-02,75,63.0,0.63,47.25
2015-09-03,82,63.0,0.63,51.660000000000004
2015-09-04,84,63.0,0.63,52.92
2015-09-05,98,63.0,0.63,61.74
2015-09-06,98,63.0,0.63,61.74
2015-09-07,99,63.0,0.63,62.37
2015-09-08,84,63.0,0.63,52.92
2015-09-09,74,63.0,0.63,46.62
2015-09-10,79,63.0,0.63,49.77
2015-09-11,80,63.0,0.63,50.4
2015-09-12,99,63.0,0.63,62.37
2015-09-13,93,63.0,0.63,58.59
2015-09-14,74,63.0,0.63,46.62
2015-09-15,76,63.0,0.63,47.88
2015-09-16,75,63.0,0.63,47.25
2015-09-17,80,63.0,0.63,50.4
2015-09-18,87,63.0,0.63,54.81
2015-09-19,92,63.0,0.63,57.96
2015-09-20,100,63.0,0.63,63.0
2015-09-21,74,63.0,0.63,46.62
2015-09-22,81,63.0,0.63,51.03
2015-09-23,74,63.0,0.63,46.62
2015-09-24,82,63.0,0.63,51.660000000000004
2015-09-25,83,63.0,0.63,52.29
2015-09-26,95,63.0,0.63,59.85
2015-09-27,99,63.0,0.63,62.37
2015-09-28,76,63.0,0.63,47.88
2015-09-29,77,63.0,0.63,48.51
2015-09-30,76,63.0,0.63,47.88
2015-10-01,61,65.0,0.65,39.65
2015-10-02,71,65.0,0.65,46.15
2015-10-03,74,65.0,0.65,48.1
2015-10-04,83,65.0,0.65,53.95
2015-10-05,66,65.0,0.65,42.9
2015-10-06,65,65.0,0.65,42.25
2015-10-07,64,65.0,0.65,41.6
2015-10-08,70,65.0,0.65,45.5
2015-10-09,73,65.0,0.65,47.45
2015-10-10,74,65.0,0.65,48.1
2015-10-11,82,65.0,0.65,53.300000000000004
2015-10-12,72,65.0,0.65,46.800000000000004
2015-10-13,67,65.0,0.65,43.550000000000004
2015-10-14,68,65.0,0.65,44.2
2015-10-15,71,65.0,0.65,46.15
2015-10-16,73,65.0,0.65,47.45
2015-10-17,94,65.0,0.65,61.1
2015-10-18,91,65.0,0.65,59.15
2015-10-19,70,65.0,0.65,45.5
2015-10-20,73,65.0,0.65,47.45
2015-10-21,68,65.0,0.65,44.2
2015-10-22,72,65.0,0.65,46.800000000000004
2015-10-23,71,65.0,0.65,46.15
2015-10-24,95,65.0,0.65,61.75
2015-10-25,96,65.0,0.65,62.400000000000006
2015-10-26,74,65.0,0.65,48.1
2015-10-27,74,65.0,0.65,48.1
2015-10-28,74,65.0,0.65,48.1
2015-10-29,81,65.0,0.65,52.65
2015-10-30,78,65.0,0.65,50.7
2015-10-31,100,65.0,0.65,65.0
2015-11-01,68,91.0,0.91,61.88
2015-11-02,53,91.0,0.91,48.230000000000004
2015-11-03,54,91.0,0.91,49.14
2015-11-04,52,91.0,0.91,47.32
2015-11-05,54,91.0,0.91,49.14
2015-11-06,55,91.0,0.91,50.050000000000004
2015-11-07,67,91.0,0.91,60.97
2015-11-08,72,91.0,0.91,65.52
2015-11-09,56,91.0,0.91,50.96
2015-11-10,59,91.0,0.91,53.690000000000005
2015-11-11,61,91.0,0.91,55.510000000000005
2015-11-12,62,91.0,0.91,56.42
2015-11-13,64,91.0,0.91,58.24
2015-11-14,78,91.0,0.91,70.98
2015-11-15,73,91.0,0.91,66.43
2015-11-16,60,91.0,0.91,54.6
2015-11-17,61,91.0,0.91,55.510000000000005
2015-11-18,68,91.0,0.91,61.88
2015-11-19,71,91.0,0.91,64.61
2015-11-20,68,91.0,0.91,61.88
2015-11-21,87,91.0,0.91,79.17
2015-11-22,91,91.0,0.91,82.81
2015-11-23,71,91.0,0.91,64.61
2015-11-24,74,91.0,0.91,67.34
2015-11-25,77,91.0,0.91,70.07000000000001
2015-11-26,93,91.0,0.91,84.63000000000001
2015-11-27,94,91.0,0.91,85.54
2015-11-28,100,91.0,0.91,91.0
2015-11-29,98,91.0,0.91,89.18
2015-11-30,74,91.0,0.91,67.34
2015-12-01,74,100.0,1.0,74.0
2015-12-02,69,100.0,1.0,69.0
2015-12-03,69,100.0,1.0,69.0
2015-12-04,70,100.0,1.0,70.0
2015-12-05,86,100.0,1.0,86.0
2015-12-06,91,100.0,1.0,91.0
2015-12-07,65,100.0,1.0,65.0
2015-12-08,67,100.0,1.0,67.0
2015-12-09,70,100.0,1.0,70.0
2015-12-10,77,100.0,1.0,77.0
2015-12-11,77,100.0,1.0,77.0
2015-12-12,87,100.0,1.0,87.0
2015-12-13,100,100.0,1.0,100.0
2015-12-14,69,100.0,1.0,69.0
2015-12-15,76,100.0,1.0,76.0
2015-12-16,68,100.0,1.0,68.0
2015-12-17,66,100.0,1.0,66.0
2015-12-18,69,100.0,1.0,69.0
2015-12-19,88,100.0,1.0,88.0
2015-12-20,82,100.0,1.0,82.0
2015-12-21,75,100.0,1.0,75.0
2015-12-22,75,100.0,1.0,75.0
2015-12-23,78,100.0,1.0,78.0
2015-12-24,91,100.0,1.0,91.0
2015-12-25,99,100.0,1.0,99.0
2015-12-26,87,100.0,1.0,87.0
2015-12-27,83,100.0,1.0,83.0
2015-12-28,80,100.0,1.0,80.0
2015-12-29,79,100.0,1.0,79.0
2015-12-30,78,100.0,1.0,78.0
2015-12-31,79,100.0,1.0,79.0
2016-01-01,97,61.0,0.61,59.17
2016-01-02,98,61.0,0.61,59.78
2016-01-03,96,61.0,0.61,58.56
2016-01-04,81,61.0,0.61,49.41
2016-01-05,82,61.0,0.61,50.019999999999996
2016-01-06,81,61.0,0.61,49.41
2016-01-07,77,61.0,0.61,46.97
2016-01-08,83,61.0,0.61,50.629999999999995
2016-01-09,96,61.0,0.61,58.56
2016-01-10,92,61.0,0.61,56.12
2016-01-11,77,61.0,0.61,46.97
2016-01-12,78,61.0,0.61,47.58
2016-01-13,77,61.0,0.61,46.97
2016-01-14,76,61.0,0.61,46.36
2016-01-15,81,61.0,0.61,49.41
2016-01-16,100,61.0,0.61,61.0
2016-01-17,93,61.0,0.61,56.73
2016-01-18,86,61.0,0.61,52.46
2016-01-19,81,61.0,0.61,49.41
2016-01-20,79,61.0,0.61,48.19
2016-01-21,81,61.0,0.61,49.41
2016-01-22,79,61.0,0.61,48.19
2016-01-23,90,61.0,0.61,54.9
2016-01-24,88,61.0,0.61,53.68
2016-01-25,77,61.0,0.61,46.97
2016-01-26,84,61.0,0.61,51.24
2016-01-27,76,61.0,0.61,46.36
2016-01-28,76,61.0,0.61,46.36
2016-01-29,83,61.0,0.61,50.629999999999995
2016-01-30,88,61.0,0.61,53.68
2016-01-31,93,61.0,0.61,56.73
2016-02-01,72,53.0,0.53,38.160000000000004
2016-02-02,77,53.0,0.53,40.81
2016-02-03,74,53.0,0.53,39.22
2016-02-04,82,53.0,0.53,43.46
2016-02-05,74,53.0,0.53,39.22
2016-02-06,100,53.0,0.53,53.0
2016-02-07,91,53.0,0.53,48.230000000000004
2016-02-08,75,53.0,0.53,39.75
2016-02-09,74,53.0,0.53,39.22
2016-02-10,75,53.0,0.53,39.75
2016-02-11,81,53.0,0.53,42.93
2016-02-12,80,53.0,0.53,42.400000000000006
2016-02-13,90,53.0,0.53,47.7
2016-02-14,93,53.0,0.53,49.29
2016-02-15,87,53.0,0.53,46.11
2016-02-16,77,53.0,0.53,40.81
2016-02-17,78,53.0,0.53,41.34
2016-02-18,81,53.0,0.53,42.93
2016-02-19,77,53.0,0.53,40.81
2016-02-20,93,53.0,0.53,49.29
2016-02-21,99,53.0,0.53,52.470000000000006
2016-02-22,73,53.0,0.53,38.690000000000005
2016-02-23,78,53.0,0.53,41.34
2016-02-24,80,53.0,0.53,42.400000000000006
2016-02-25,80,53.0,0.53,42.400000000000006
2016-02-26,69,53.0,0.53,36.57
2016-02-27,92,53.0,0.53,48.760000000000005
2016-02-28,92,53.0,0.53,48.760000000000005
2016-02-29,80,53.0,0.53,42.400000000000006
2016-03-01,82,60.0,0.6,49.199999999999996
2016-03-02,77,60.0,0.6,46.199999999999996
2016-03-03,76,60.0,0.6,45.6
2016-03-04,83,60.0,0.6,49.8
2016-03-05,98,60.0,0.6,58.8
2016-03-06,100,60.0,0.6,60.0
2016-03-07,86,60.0,0.6,51.6
2016-03-08,84,60.0,0.6,50.4
2016-03-09,75,60.0,0.6,45.0
2016-03-10,81,60.0,0.6,48.6
2016-03-11,82,60.0,0.6,49.199999999999996
2016-03-12,91,60.0,0.6,54.6
2016-03-13,91,60.0,0.6,54.6
2016-03-14,82,60.0,0.6,49.199999999999996
2016-03-15,77,60.0,0.6,46.199999999999996
2016-03-16,80,60.0,0.6,48.0
2016-03-17,76,60.0,0.6,45.6
2016-03-18,81,60.0,0.6,48.6
2016-03-19,95,60.0,0.6,57.0
2016-03-20,93,60.0,0.6,55.8
2016-03-21,78,60.0,0.6,46.8
2016-03-22,88,60.0,0.6,52.8
2016-03-23,78,60.0,0.6,46.8
2016-03-24,83,60.0,0.6,49.8
2016-03-25,81,60.0,0.6,48.6
2016-03-26,86,60.0,0.6,51.6
2016-03-27,92,60.0,0.6,55.199999999999996
2016-03-28,80,60.0,0.6,48.0
2016-03-29,76,60.0,0.6,45.6
2016-03-30,80,60.0,0.6,48.0
2016-03-31,75,60.0,0.6,45.0
2016-04-01,84,56.0,0.56,47.040000000000006
2016-04-02,95,56.0,0.56,53.2
2016-04-03,100,56.0,0.56,56.00000000000001
2016-04-04,77,56.0,0.56,43.120000000000005
2016-04-05,84,56.0,0.56,47.040000000000006
2016-04-06,85,56.0,0.56,47.6
2016-04-07,85,56.0,0.56,47.6
2016-04-08,89,56.0,0.56,49.84
2016-04-09,92,56.0,0.56,51.52
2016-04-10,95,56.0,0.56,53.2
2016-04-11,85,56.0,0.56,47.6
2016-04-12,85,56.0,0.56,47.6
2016-04-13,80,56.0,0.56,44.800000000000004
2016-04-14,78,56.0,0.56,43.68000000000001
2016-04-15,83,56.0,0.56,46.480000000000004
2016-04-16,96,56.0,0.56,53.760000000000005
2016-04-17,93,56.0,0.56,52.080000000000005
2016-04-18,83,56.0,0.56,46.480000000000004
2016-04-19,82,56.0,0.56,45.92
2016-04-20,76,56.0,0.56,42.56
2016-04-21,71,56.0,0.56,39.760000000000005
2016-04-22,79,56.0,0.56,44.24
2016-04-23,96,56.0,0.56,53.760000000000005
2016-04-24,89,56.0,0.56,49.84
2016-04-25,82,56.0,0.56,45.92
2016-04-26,76,56.0,0.56,42.56
2016-04-27,77,56.0,0.56,43.120000000000005
2016-04-28,78,56.0,0.56,43.68000000000001
2016-04-29,82,56.0,0.56,45.92
2016-04-30,89,56.0,0.56,49.84
2016-05-01,92,55.0,0.55,50.6
2016-05-02,80,55.0,0.55,44.0
2016-05-03,81,55.0,0.55,44.550000000000004
2016-05-04,77,55.0,0.55,42.35
2016-05-05,81,55.0,0.55,44.550000000000004
2016-05-06,79,55.0,0.55,43.45
2016-05-07,88,55.0,0.55,48.400000000000006
2016-05-08,89,55.0,0.55,48.95
2016-05-09,81,55.0,0.55,44.550000000000004
2016-05-10,82,55.0,0.55,45.1
2016-05-11,83,55.0,0.55,45.650000000000006
2016-05-12,85,55.0,0.55,46.75000000000001
2016-05-13,84,55.0,0.55,46.2
2016-05-14,88,55.0,0.55,48.400000000000006
2016-05-15,94,55.0,0.55,51.7
2016-05-16,85,55.0,0.55,46.75000000000001
2016-05-17,84,55.0,0.55,46.2
2016-05-18,90,55.0,0.55,49.50000000000001
2016-05-19,84,55.0,0.55,46.2
2016-05-20,76,55.0,0.55,41.800000000000004
2016-05-21,94,55.0,0.55,51.7
2016-05-22,100,55.0,0.55,55.00000000000001
2016-05-23,91,55.0,0.55,50.050000000000004
2016-05-24,87,55.0,0.55,47.85
2016-05-25,81,55.0,0.55,44.550000000000004
2016-05-26,79,55.0,0.55,43.45
2016-05-27,91,55.0,0.55,50.050000000000004
2016-05-28,88,55.0,0.55,48.400000000000006
2016-05-29,98,55.0,0.55,53.900000000000006
2016-05-30,87,55.0,0.55,47.85
2016-05-31,88,55.0,0.55,48.400000000000006
2016-06-01,79,52.0,0.52,41.08
2016-06-02,79,52.0,0.52,41.08
2016-06-03,78,52.0,0.52,40.56
2016-06-04,82,52.0,0.52,42.64
2016-06-05,89,52.0,0.52,46.28
2016-06-06,75,52.0,0.52,39.0
2016-06-07,76,52.0,0.52,39.52
2016-06-08,73,52.0,0.52,37.96
2016-06-09,76,52.0,0.52,39.52
2016-06-10,77,52.0,0.52,40.04
2016-06-11,85,52.0,0.52,44.2
2016-06-12,84,52.0,0.52,43.68
2016-06-13,75,52.0,0.52,39.0
2016-06-14,78,52.0,0.52,40.56
2016-06-15,75,52.0,0.52,39.0
2016-06-16,82,52.0,0.52,42.64
2016-06-17,88,52.0,0.52,45.760000000000005
