date,KO
2014-02-08,41.08
2014-02-09,39.0
2014-02-10,35.36
2014-02-11,39.52
2014-02-12,39.0
2014-02-13,41.08
2014-02-14,46.28
2014-02-15,46.28
2014-02-16,37.96
2014-02-17,42.64
2014-02-18,52.0
2014-02-19,50.96
2014-02-20,42.120000000000005
2014-02-21,44.72
2014-02-22,51.480000000000004
2014-02-23,46.28
2014-02-24,41.08
2014-02-25,44.72
2014-02-26,44.2
2014-02-27,40.56
2014-02-28,43.160000000000004
2014-03-01,46.800000000000004
2014-03-02,41.6
2014-03-03,39.52
2014-03-04,42.120000000000005
2014-03-05,43.160000000000004
2014-03-06,42.120000000000005
2014-03-07,44.72
2014-03-08,43.160000000000004
2014-03-09,43.68
2014-03-10,40.04
2014-03-11,39.52
2014-03-12,41.6
2014-03-13,42.120000000000005
2014-03-14,47.32
2014-03-15,52.0
2014-03-16,45.760000000000005
2014-03-17,42.64
2014-03-18,44.2
2014-03-19,44.2
2014-03-20,42.64
2014-03-21,48.88
2014-03-22,48.36
2014-03-23,50.440000000000005
2014-03-24,47.84
2014-03-25,47.84
2014-03-26,46.28
2014-03-27,48.36
2014-03-28,50.96
2014-03-29,50.440000000000005
2014-03-30,44.2
2014-03-31,43.160000000000004
2014-04-01,42.64
2014-04-02,35.88
2014-04-03,35.36
2014-04-04,40.56
2014-04-05,39.52
2014-04-06,39.0
2014-04-07,37.96
2014-04-08,41.08
2014-04-09,39.0
2014-04-10,42.120000000000005
2014-04-11,40.56
2014-04-12,45.760000000000005
2014-04-13,42.64
2014-04-14,38.480000000000004
2014-04-15,41.6
2014-04-16,43.160000000000004
2014-04-17,39.0
2014-04-18,44.2
2014-04-19,42.64
2014-04-20,44.72
2014-04-21,42.64
2014-04-22,40.56
2014-04-23,40.56
2014-04-24,37.44
2014-04-25,45.24
2014-04-26,45.760000000000005
2014-04-27,38.480000000000004
2014-04-28,52.0
2014-04-29,39.0
2014-04-30,40.04
2014-05-01,39.33
2014-05-02,39.33
2014-05-03,39.33
2014-05-04,39.9
2014-05-05,35.339999999999996
2014-05-06,40.47
2014-05-07,35.91
2014-05-08,37.05
2014-05-09,37.05
2014-05-10,39.9
2014-05-11,36.48
2014-05-12,42.18
2014-05-13,43.88999999999999
2014-05-14,38.76
2014-05-15,44.459999999999994
2014-05-16,45.599999999999994
2014-05-17,47.879999999999995
2014-05-18,50.73
2014-05-19,45.029999999999994
2014-05-20,42.18
2014-05-21,45.029999999999994
2014-05-22,43.88999999999999
2014-05-23,49.589999999999996
2014-05-24,56.99999999999999
2014-05-25,51.3
2014-05-26,47.879999999999995
2014-05-27,45.599999999999994
2014-05-28,45.599999999999994
2014-05-29,43.88999999999999
2014-05-30,43.31999999999999
2014-05-31,49.019999999999996
2014-06-01,54.0
2014-06-02,55.5
2014-06-03,53.25
2014-06-04,51.75
2014-06-05,60.0
2014-06-06,64.5
2014-06-07,64.5
2014-06-08,66.0
2014-06-09,59.25
2014-06-10,61.5
2014-06-11,63.75
2014-06-12,60.0
2014-06-13,56.25
2014-06-14,63.0
2014-06-15,62.25
2014-06-16,60.75
2014-06-17,67.5
2014-06-18,61.5
2014-06-19,66.75
2014-06-20,68.25
2014-06-21,75.0
2014-06-22,71.25
2014-06-23,63.75
2014-06-24,65.25
2014-06-25,60.0
2014-06-26,65.25
2014-06-27,69.0
2014-06-28,71.25
2014-06-29,66.0
2014-06-30,55.5
2014-07-01,48.1
2014-07-02,46.62
2014-07-03,48.1
2014-07-04,51.06
2014-07-05,57.72
2014-07-06,74.0
2014-07-07,48.839999999999996
2014-07-08,44.4
2014-07-09,44.4
2014-07-10,45.14
2014-07-11,47.36
2014-07-12,53.28
2014-07-13,46.62
2014-07-14,47.36
2014-07-15,44.4
2014-07-16,41.44
2014-07-17,42.18
2014-07-18,45.14
2014-07-19,55.5
2014-07-20,55.5
2014-07-21,48.1
2014-07-22,48.839999999999996
2014-07-23,47.36
2014-07-24,45.88
2014-07-25,44.4
2014-07-26,48.839999999999996
2014-07-27,43.66
2014-07-28,42.18
2014-07-29,45.88
2014-07-30,45.14
2014-07-31,45.14
2014-08-01,57.959999999999994
2014-08-02,66.92999999999999
2014-08-03,60.72
2014-08-04,58.65
2014-08-05,55.199999999999996
2014-08-06,60.029999999999994
2014-08-07,55.199999999999996
2014-08-08,65.55
2014-08-09,69.0
2014-08-10,66.92999999999999
2014-08-11,56.58
2014-08-12,50.37
2014-08-13,54.51
2014-08-14,61.41
2014-08-15,62.78999999999999
2014-08-16,53.81999999999999
2014-08-17,66.92999999999999
2014-08-18,62.099999999999994
2014-08-19,66.24
2014-08-20,67.61999999999999
2014-08-21,67.61999999999999
2014-08-22,64.86
2014-08-23,68.30999999999999
2014-08-24,65.55
2014-08-25,54.51
2014-08-26,55.199999999999996
2014-08-27,53.129999999999995
2014-08-28,54.51
2014-08-29,60.029999999999994
2014-08-30,62.099999999999994
2014-08-31,63.48
2014-09-01,52.93
2014-09-02,44.220000000000006
2014-09-03,50.25
2014-09-04,44.220000000000006
2014-09-05,51.59
2014-09-06,54.27
2014-09-07,48.910000000000004
2014-09-08,44.220000000000006
2014-09-09,44.89
2014-09-10,49.580000000000005
2014-09-11,46.900000000000006
2014-09-12,48.24
2014-09-13,56.95
2014-09-14,56.28
2014-09-15,49.580000000000005
2014-09-16,52.260000000000005
2014-09-17,48.910000000000004
2014-09-18,48.24
2014-09-19,56.28
2014-09-20,67.0
2014-09-21,56.28
2014-09-22,49.580000000000005
2014-09-23,50.92
2014-09-24,48.24
2014-09-25,45.56
2014-09-26,48.910000000000004
2014-09-27,54.940000000000005
2014-09-28,50.92
2014-09-29,46.230000000000004
2014-09-30,48.910000000000004
2014-10-01,58.8
2014-10-02,60.48
2014-10-03,63.0
2014-10-04,68.88
2014-10-05,63.839999999999996
2014-10-06,53.76
2014-10-07,62.16
2014-10-08,73.08
2014-10-09,76.44
2014-10-10,73.92
2014-10-11,80.64
2014-10-12,84.0
2014-10-13,70.56
2014-10-14,67.2
2014-10-15,73.08
2014-10-16,75.6
2014-10-17,76.44
2014-10-18,81.48
2014-10-19,80.64
2014-10-20,70.56
2014-10-21,75.6
2014-10-22,68.88
2014-10-23,66.36
2014-10-24,73.08
2014-10-25,82.32
2014-10-26,81.48
2014-10-27,66.36
2014-10-28,70.56
2014-10-29,67.2
2014-10-30,71.39999999999999
2014-10-31,74.75999999999999
2014-11-01,80.75
2014-11-02,80.75
2014-11-03,69.7
2014-11-04,71.39999999999999
2014-11-05,69.7
2014-11-06,68.85
2014-11-07,67.14999999999999
2014-11-08,75.64999999999999
2014-11-09,76.5
2014-11-10,72.25
2014-11-11,65.45
2014-11-12,68.0
2014-11-13,68.85
2014-11-14,67.14999999999999
2014-11-15,81.6
2014-11-16,80.75
2014-11-17,67.14999999999999
2014-11-18,67.14999999999999
2014-11-19,66.3
2014-11-20,67.14999999999999
2014-11-21,67.14999999999999
2014-11-22,80.75
2014-11-23,85.0
2014-11-24,77.35
2014-11-25,73.95
2014-11-26,71.39999999999999
2014-11-27,78.2
2014-11-28,77.35
2014-11-29,79.89999999999999
2014-11-30,73.95
2014-12-01,57.85
2014-12-02,62.300000000000004
2014-12-03,52.51
2014-12-04,66.75
2014-12-05,60.52
2014-12-06,66.75
2014-12-07,72.98
2014-12-08,60.52
2014-12-09,58.74
2014-12-10,63.19
2014-12-11,61.410000000000004
2014-12-12,59.63
2014-12-13,75.65
2014-12-14,72.98
2014-12-15,57.85
2014-12-16,62.300000000000004
2014-12-17,62.300000000000004
2014-12-18,69.42
2014-12-19,63.19
2014-12-20,72.98
2014-12-21,80.1
2014-12-22,72.98
2014-12-23,77.43
2014-12-24,86.33
2014-12-25,89.0
2014-12-26,87.22
2014-12-27,87.22
2014-12-28,77.43
2014-12-29,69.42
2014-12-30,76.54
2014-12-31,85.44
2015-01-01,86.48
2015-01-02,75.44
2015-01-03,78.2
2015-01-04,82.8
2015-01-05,69.92
2015-01-06,67.16
2015-01-07,66.24000000000001
2015-01-08,72.68
2015-01-09,81.88000000000001
2015-01-10,92.0
2015-01-11,80.04
2015-01-12,67.16
2015-01-13,66.24000000000001
2015-01-14,72.68
2015-01-15,67.16
2015-01-16,76.36
2015-01-17,87.4
2015-01-18,80.96000000000001
2015-01-19,80.04
2015-01-20,69.92
2015-01-21,77.28
2015-01-22,74.52000000000001
2015-01-23,77.28
2015-01-24,83.72
2015-01-25,89.24000000000001
2015-01-26,70.84
2015-01-27,74.52000000000001
2015-01-28,69.0
2015-01-29,71.76
2015-01-30,75.44
2015-01-31,91.08
2015-02-01,95.0
2015-02-02,63.65
2015-02-03,66.5
2015-02-04,65.55
2015-02-05,64.6
2015-02-06,74.1
2015-02-07,75.05
2015-02-08,79.8
2015-02-09,62.699999999999996
2015-02-10,69.35
2015-02-11,64.6
2015-02-12,58.9
2015-02-13,72.2
2015-02-14,76.95
2015-02-15,76.0
2015-02-16,73.14999999999999
2015-02-17,67.45
2015-02-18,77.89999999999999
2015-02-19,63.65
2015-02-20,70.3
2015-02-21,78.85
2015-02-22,82.64999999999999
2015-02-23,70.3
2015-02-24,67.45
2015-02-25,70.3
2015-02-26,67.45
2015-02-27,70.3
2015-02-28,82.64999999999999
2015-03-01,100.0
2015-03-02,76.0
2015-03-03,74.0
2015-03-04,73.0
2015-03-05,72.0
2015-03-06,71.0
2015-03-07,90.0
2015-03-08,93.0
2015-03-09,73.0
2015-03-10,74.0
2015-03-11,77.0
2015-03-12,75.0
2015-03-13,80.0
2015-03-14,90.0
2015-03-15,90.0
2015-03-16,78.0
2015-03-17,74.0
2015-03-18,69.0
2015-03-19,75.0
2015-03-20,82.0
2015-03-21,81.0
2015-03-22,85.0
2015-03-23,70.0
2015-03-24,77.0
2015-03-25,64.0
2015-03-26,71.0
2015-03-27,73.0
2015-03-28,95.0
2015-03-29,87.0
2015-03-30,72.0
2015-03-31,69.0
2015-04-01,73.0
2015-04-02,83.0
2015-04-03,81.0
2015-04-04,100.0
2015-04-05,93.0
2015-04-06,74.0
2015-04-07,78.0
