date,CSCO_unscaled,CSCO_monthly,scale,CSCO
2019-10-19,16,53.0,0.53,8.48
2019-10-20,8,53.0,0.53,4.24
2019-10-21,74,53.0,0.53,39.22
2019-10-22,58,53.0,0.53,30.740000000000002
2019-10-23,59,53.0,0.53,31.270000000000003
2019-10-24,78,53.0,0.53,41.34
2019-10-25,61,53.0,0.53,32.33
2019-10-26,40,53.0,0.53,21.200000000000003
2019-10-27,12,53.0,0.53,6.36
2019-10-28,56,53.0,0.53,29.68
2019-10-29,60,53.0,0.53,31.8
2019-10-30,64,53.0,0.53,33.92
2019-10-31,88,53.0,0.53,46.64
2019-11-01,25,78.0,0.78,19.5
2019-11-02,12,78.0,0.78,9.36
2019-11-03,8,78.0,0.78,6.24
2019-11-04,23,78.0,0.78,17.94
2019-11-05,24,78.0,0.78,18.72
2019-11-06,29,78.0,0.78,22.62
2019-11-07,22,78.0,0.78,17.16
2019-11-08,36,78.0,0.78,28.080000000000002
2019-11-09,9,78.0,0.78,7.0200000000000005
2019-11-10,4,78.0,0.78,3.12
2019-11-11,27,78.0,0.78,21.060000000000002
2019-11-12,32,78.0,0.78,24.96
2019-11-13,77,78.0,0.78,60.06
2019-11-14,100,78.0,0.78,78.0
2019-11-15,53,78.0,0.78,41.34
2019-11-16,12,78.0,0.78,9.36
2019-11-17,9,78.0,0.78,7.0200000000000005
2019-11-18,35,78.0,0.78,27.3
2019-11-19,33,78.0,0.78,25.740000000000002
2019-11-20,25,78.0,0.78,19.5
2019-11-21,26,78.0,0.78,20.28
2019-11-22,34,78.0,0.78,26.52
2019-11-23,5,78.0,0.78,3.9000000000000004
2019-11-24,8,78.0,0.78,6.24
2019-11-25,23,78.0,0.78,17.94
2019-11-26,26,78.0,0.78,20.28
2019-11-27,20,78.0,0.78,15.600000000000001
2019-11-28,8,78.0,0.78,6.24
2019-11-29,11,78.0,0.78,8.58
2019-11-30,10,78.0,0.78,7.800000000000001
2019-12-01,15,61.0,0.61,9.15
2019-12-02,60,61.0,0.61,36.6
2019-12-03,55,61.0,0.61,33.55
2019-12-04,68,61.0,0.61,41.48
2019-12-05,70,61.0,0.61,42.699999999999996
2019-12-06,82,61.0,0.61,50.019999999999996
2019-12-07,22,61.0,0.61,13.42
2019-12-08,17,61.0,0.61,10.37
2019-12-09,61,61.0,0.61,37.21
2019-12-10,76,61.0,0.61,46.36
2019-12-11,60,61.0,0.61,36.6
2019-12-12,74,61.0,0.61,45.14
2019-12-13,87,61.0,0.61,53.07
2019-12-14,11,61.0,0.61,6.71
2019-12-15,16,61.0,0.61,9.76
2019-12-16,85,61.0,0.61,51.85
2019-12-17,73,61.0,0.61,44.53
2019-12-18,70,61.0,0.61,42.699999999999996
2019-12-19,100,61.0,0.61,61.0
2019-12-20,89,61.0,0.61,54.29
2019-12-21,41,61.0,0.61,25.009999999999998
2019-12-22,25,61.0,0.61,15.25
2019-12-23,77,61.0,0.61,46.97
2019-12-24,63,61.0,0.61,38.43
2019-12-25,17,61.0,0.61,10.37
2019-12-26,70,61.0,0.61,42.699999999999996
2019-12-27,67,61.0,0.61,40.87
2019-12-28,32,61.0,0.61,19.52
2019-12-29,21,61.0,0.61,12.81
2019-12-30,55,61.0,0.61,33.55
2019-12-31,70,61.0,0.61,42.699999999999996
2020-01-01,31,61.0,0.61,18.91
2020-01-02,88,61.0,0.61,53.68
2020-01-03,100,61.0,0.61,61.0
2020-01-04,21,61.0,0.61,12.81
2020-01-05,15,61.0,0.61,9.15
2020-01-06,76,61.0,0.61,46.36
2020-01-07,87,61.0,0.61,53.07
2020-01-08,80,61.0,0.61,48.8
2020-01-09,76,61.0,0.61,46.36
2020-01-10,68,61.0,0.61,41.48
2020-01-11,7,61.0,0.61,4.27
2020-01-12,11,61.0,0.61,6.71
2020-01-13,55,61.0,0.61,33.55
2020-01-14,57,61.0,0.61,34.769999999999996
2020-01-15,60,61.0,0.61,36.6
2020-01-16,94,61.0,0.61,57.339999999999996
2020-01-17,83,61.0,0.61,50.629999999999995
2020-01-18,25,61.0,0.61,15.25
2020-01-19,29,61.0,0.61,17.69
2020-01-20,33,61.0,0.61,20.13
2020-01-21,54,61.0,0.61,32.94
2020-01-22,79,61.0,0.61,48.19
2020-01-23,73,61.0,0.61,44.53
2020-01-24,81,61.0,0.61,49.41
2020-01-25,19,61.0,0.61,11.59
2020-01-26,15,61.0,0.61,9.15
2020-01-27,61,61.0,0.61,37.21
2020-01-28,73,61.0,0.61,44.53
2020-01-29,76,61.0,0.61,46.36
2020-01-30,75,61.0,0.61,45.75
2020-01-31,57,61.0,0.61,34.769999999999996
2020-02-01,9,85.0,0.85,7.6499999999999995
2020-02-02,3,85.0,0.85,2.55
2020-02-03,22,85.0,0.85,18.7
2020-02-04,30,85.0,0.85,25.5
2020-02-05,26,85.0,0.85,22.099999999999998
2020-02-06,28,85.0,0.85,23.8
2020-02-07,18,85.0,0.85,15.299999999999999
2020-02-08,7,85.0,0.85,5.95
2020-02-09,5,85.0,0.85,4.25
2020-02-10,28,85.0,0.85,23.8
2020-02-11,43,85.0,0.85,36.55
2020-02-12,100,85.0,0.85,85.0
2020-02-13,91,85.0,0.85,77.35
2020-02-14,45,85.0,0.85,38.25
2020-02-15,15,85.0,0.85,12.75
2020-02-16,5,85.0,0.85,4.25
2020-02-17,11,85.0,0.85,9.35
2020-02-18,25,85.0,0.85,21.25
2020-02-19,27,85.0,0.85,22.95
2020-02-20,32,85.0,0.85,27.2
2020-02-21,29,85.0,0.85,24.65
2020-02-22,4,85.0,0.85,3.4
2020-02-23,4,85.0,0.85,3.4
2020-02-24,35,85.0,0.85,29.75
2020-02-25,42,85.0,0.85,35.699999999999996
2020-02-26,31,85.0,0.85,26.349999999999998
2020-02-27,44,85.0,0.85,37.4
2020-02-28,51,85.0,0.85,43.35
2020-02-29,14,85.0,0.85,11.9
2020-03-01,13,100.0,1.0,13.0
2020-03-02,71,100.0,1.0,71.0
2020-03-03,54,100.0,1.0,54.0
2020-03-04,52,100.0,1.0,52.0
2020-03-05,54,100.0,1.0,54.0
2020-03-06,54,100.0,1.0,54.0
2020-03-07,8,100.0,1.0,8.0
2020-03-08,15,100.0,1.0,15.0
2020-03-09,68,100.0,1.0,68.0
2020-03-10,70,100.0,1.0,70.0
2020-03-11,49,100.0,1.0,49.0
2020-03-12,83,100.0,1.0,83.0
2020-03-13,100,100.0,1.0,100.0
2020-03-14,22,100.0,1.0,22.0
2020-03-15,13,100.0,1.0,13.0
2020-03-16,75,100.0,1.0,75.0
2020-03-17,81,100.0,1.0,81.0
2020-03-18,91,100.0,1.0,91.0
2020-03-19,89,100.0,1.0,89.0
2020-03-20,72,100.0,1.0,72.0
2020-03-21,18,100.0,1.0,18.0
2020-03-22,16,100.0,1.0,16.0
2020-03-23,68,100.0,1.0,68.0
2020-03-24,92,100.0,1.0,92.0
2020-03-25,85,100.0,1.0,85.0
2020-03-26,68,100.0,1.0,68.0
2020-03-27,70,100.0,1.0,70.0
2020-03-28,23,100.0,1.0,23.0
2020-03-29,15,100.0,1.0,15.0
2020-03-30,66,100.0,1.0,66.0
2020-03-31,49,100.0,1.0,49.0
2020-04-01,91,66.0,0.66,60.06
2020-04-02,88,66.0,0.66,58.080000000000005
2020-04-03,75,66.0,0.66,49.5
2020-04-04,19,66.0,0.66,12.540000000000001
2020-04-05,20,66.0,0.66,13.200000000000001
2020-04-06,82,66.0,0.66,54.120000000000005
2020-04-07,86,66.0,0.66,56.760000000000005
2020-04-08,100,66.0,0.66,66.0
2020-04-09,72,66.0,0.66,47.52
2020-04-10,40,66.0,0.66,26.400000000000002
2020-04-11,29,66.0,0.66,19.14
2020-04-12,21,66.0,0.66,13.860000000000001
2020-04-13,69,66.0,0.66,45.54
2020-04-14,77,66.0,0.66,50.82
2020-04-15,73,66.0,0.66,48.18
2020-04-16,78,66.0,0.66,51.480000000000004
2020-04-17,76,66.0,0.66,50.160000000000004
2020-04-18,27,66.0,0.66,17.82
2020-04-19,18,66.0,0.66,11.88
2020-04-20,72,66.0,0.66,47.52
2020-04-21,75,66.0,0.66,49.5
2020-04-22,64,66.0,0.66,42.24
2020-04-23,73,66.0,0.66,48.18
2020-04-24,51,66.0,0.66,33.660000000000004
2020-04-25,23,66.0,0.66,15.180000000000001
2020-04-26,18,66.0,0.66,11.88
2020-04-27,60,66.0,0.66,39.6
2020-04-28,60,66.0,0.66,39.6
2020-04-29,66,66.0,0.66,43.56
2020-04-30,68,66.0,0.66,44.88
2020-05-01,16,84.0,0.84,13.44
2020-05-02,8,84.0,0.84,6.72
2020-05-03,0,84.0,0.84,0.0
2020-05-04,23,84.0,0.84,19.32
2020-05-05,26,84.0,0.84,21.84
2020-05-06,25,84.0,0.84,21.0
2020-05-07,25,84.0,0.84,21.0
2020-05-08,41,84.0,0.84,34.44
2020-05-09,13,84.0,0.84,10.92
2020-05-10,7,84.0,0.84,5.88
2020-05-11,40,84.0,0.84,33.6
2020-05-12,50,84.0,0.84,42.0
2020-05-13,100,84.0,0.84,84.0
2020-05-14,78,84.0,0.84,65.52
2020-05-15,42,84.0,0.84,35.28
2020-05-16,7,84.0,0.84,5.88
2020-05-17,8,84.0,0.84,6.72
2020-05-18,31,84.0,0.84,26.04
2020-05-19,34,84.0,0.84,28.56
2020-05-20,23,84.0,0.84,19.32
2020-05-21,25,84.0,0.84,21.0
2020-05-22,23,84.0,0.84,19.32
2020-05-23,13,84.0,0.84,10.92
2020-05-24,3,84.0,0.84,2.52
2020-05-25,4,84.0,0.84,3.36
2020-05-26,29,84.0,0.84,24.36
2020-05-27,27,84.0,0.84,22.68
2020-05-28,27,84.0,0.84,22.68
2020-05-29,34,84.0,0.84,28.56
2020-05-30,12,84.0,0.84,10.08
2020-05-31,1,84.0,0.84,0.84
2020-06-01,64,66.0,0.66,42.24
2020-06-02,75,66.0,0.66,49.5
2020-06-03,87,66.0,0.66,57.42
2020-06-04,68,66.0,0.66,44.88
2020-06-05,85,66.0,0.66,56.1
2020-06-06,27,66.0,0.66,17.82
2020-06-07,14,66.0,0.66,9.24
2020-06-08,79,66.0,0.66,52.14
2020-06-09,76,66.0,0.66,50.160000000000004
2020-06-10,79,66.0,0.66,52.14
2020-06-11,100,66.0,0.66,66.0
2020-06-12,96,66.0,0.66,63.36
2020-06-13,21,66.0,0.66,13.860000000000001
2020-06-14,10,66.0,0.66,6.6000000000000005
2020-06-15,78,66.0,0.66,51.480000000000004
2020-06-16,81,66.0,0.66,53.46
2020-06-17,68,66.0,0.66,44.88
2020-06-18,55,66.0,0.66,36.300000000000004
2020-06-19,62,66.0,0.66,40.92
2020-06-20,14,66.0,0.66,9.24
2020-06-21,11,66.0,0.66,7.260000000000001
2020-06-22,69,66.0,0.66,45.54
2020-06-23,72,66.0,0.66,47.52
2020-06-24,54,66.0,0.66,35.64
2020-06-25,63,66.0,0.66,41.580000000000005
2020-06-26,67,66.0,0.66,44.22
2020-06-27,18,66.0,0.66,11.88
2020-06-28,15,66.0,0.66,9.9
2020-06-29,59,66.0,0.66,38.940000000000005
2020-06-30,73,66.0,0.66,48.18
2020-07-01,78,61.0,0.61,47.58
2020-07-02,72,61.0,0.61,43.92
2020-07-03,33,61.0,0.61,20.13
2020-07-04,13,61.0,0.61,7.93
2020-07-05,11,61.0,0.61,6.71
2020-07-06,73,61.0,0.61,44.53
2020-07-07,60,61.0,0.61,36.6
2020-07-08,61,61.0,0.61,37.21
2020-07-09,100,61.0,0.61,61.0
2020-07-10,93,61.0,0.61,56.73
2020-07-11,25,61.0,0.61,15.25
2020-07-12,18,61.0,0.61,10.98
2020-07-13,72,61.0,0.61,43.92
2020-07-14,69,61.0,0.61,42.089999999999996
2020-07-15,73,61.0,0.61,44.53
2020-07-16,63,61.0,0.61,38.43
2020-07-17,56,61.0,0.61,34.16
2020-07-18,34,61.0,0.61,20.74
2020-07-19,11,61.0,0.61,6.71
2020-07-20,71,61.0,0.61,43.31
2020-07-21,79,61.0,0.61,48.19
2020-07-22,72,61.0,0.61,43.92
2020-07-23,80,61.0,0.61,48.8
2020-07-24,75,61.0,0.61,45.75
2020-07-25,13,61.0,0.61,7.93
2020-07-26,21,61.0,0.61,12.81
2020-07-27,58,61.0,0.61,35.38
2020-07-28,58,61.0,0.61,35.38
2020-07-29,65,61.0,0.61,39.65
2020-07-30,68,61.0,0.61,41.48
2020-07-31,71,61.0,0.61,43.31
2020-08-01,4,92.0,0.92,3.68
2020-08-02,4,92.0,0.92,3.68
2020-08-03,15,92.0,0.92,13.8
2020-08-04,18,92.0,0.92,16.560000000000002
2020-08-05,17,92.0,0.92,15.64
2020-08-06,14,92.0,0.92,12.88
2020-08-07,19,92.0,0.92,17.48
2020-08-08,5,92.0,0.92,4.6000000000000005
2020-08-09,3,92.0,0.92,2.7600000000000002
2020-08-10,24,92.0,0.92,22.080000000000002
2020-08-11,24,92.0,0.92,22.080000000000002
2020-08-12,67,92.0,0.92,61.64
2020-08-13,100,92.0,0.92,92.0
2020-08-14,53,92.0,0.92,48.760000000000005
2020-08-15,9,92.0,0.92,8.280000000000001
2020-08-16,8,92.0,0.92,7.36
2020-08-17,30,92.0,0.92,27.6
2020-08-18,33,92.0,0.92,30.360000000000003
2020-08-19,22,92.0,0.92,20.240000000000002
2020-08-20,22,92.0,0.92,20.240000000000002
2020-08-21,26,92.0,0.92,23.92
2020-08-22,6,92.0,0.92,5.5200000000000005
2020-08-23,4,92.0,0.92,3.68
2020-08-24,20,92.0,0.92,18.400000000000002
2020-08-25,18,92.0,0.92,16.560000000000002
2020-08-26,19,92.0,0.92,17.48
2020-08-27,16,92.0,0.92,14.72
2020-08-28,19,92.0,0.92,17.48
2020-08-29,6,92.0,0.92,5.5200000000000005
2020-08-30,6,92.0,0.92,5.5200000000000005
2020-08-31,17,92.0,0.92,15.64
2020-09-01,93,54.0,0.54,50.220000000000006
2020-09-02,77,54.0,0.54,41.580000000000005
2020-09-03,100,54.0,0.54,54.0
2020-09-04,89,54.0,0.54,48.06
2020-09-05,22,54.0,0.54,11.88
2020-09-06,14,54.0,0.54,7.5600000000000005
2020-09-07,14,54.0,0.54,7.5600000000000005
2020-09-08,89,54.0,0.54,48.06
2020-09-09,82,54.0,0.54,44.28
2020-09-10,73,54.0,0.54,39.42
2020-09-11,59,54.0,0.54,31.860000000000003
2020-09-12,17,54.0,0.54,9.18
2020-09-13,8,54.0,0.54,4.32
2020-09-14,86,54.0,0.54,46.440000000000005
2020-09-15,78,54.0,0.54,42.120000000000005
2020-09-16,70,54.0,0.54,37.800000000000004
2020-09-17,73,54.0,0.54,39.42
2020-09-18,80,54.0,0.54,43.2
2020-09-19,18,54.0,0.54,9.72
2020-09-20,13,54.0,0.54,7.0200000000000005
2020-09-21,76,54.0,0.54,41.040000000000006
2020-09-22,73,54.0,0.54,39.42
2020-09-23,71,54.0,0.54,38.34
2020-09-24,67,54.0,0.54,36.18
2020-09-25,86,54.0,0.54,46.440000000000005
2020-09-26,21,54.0,0.54,11.34
2020-09-27,39,54.0,0.54,21.060000000000002
2020-09-28,65,54.0,0.54,35.1
2020-09-29,78,54.0,0.54,42.120000000000005
2020-09-30,50,54.0,0.54,27.0
2020-10-01,79,56.0,0.56,44.24
2020-10-02,48,56.0,0.56,26.880000000000003
2020-10-03,0,56.0,0.56,0.0
2020-10-04,13,56.0,0.56,7.280000000000001
2020-10-05,75,56.0,0.56,42.00000000000001
2020-10-06,87,56.0,0.56,48.720000000000006
2020-10-07,91,56.0,0.56,50.96000000000001
2020-10-08,98,56.0,0.56,54.88
2020-10-09,90,56.0,0.56,50.400000000000006
2020-10-10,25,56.0,0.56,14.000000000000002
2020-10-11,15,56.0,0.56,8.4
2020-10-12,83,56.0,0.56,46.480000000000004
2020-10-13,79,56.0,0.56,44.24
2020-10-14,85,56.0,0.56,47.6
2020-10-15,71,56.0,0.56,39.760000000000005
2020-10-16,67,56.0,0.56,37.52
2020-10-17,39,56.0,0.56,21.840000000000003
2020-10-18,17,56.0,0.56,9.520000000000001
2020-10-19,51,56.0,0.56,28.560000000000002
2020-10-20,58,56.0,0.56,32.480000000000004
2020-10-21,48,56.0,0.56,26.880000000000003
2020-10-22,84,56.0,0.56,47.040000000000006
2020-10-23,71,56.0,0.56,39.760000000000005
2020-10-24,12,56.0,0.56,6.720000000000001
2020-10-25,25,56.0,0.56,14.000000000000002
2020-10-26,55,56.0,0.56,30.800000000000004
2020-10-27,100,56.0,0.56,56.00000000000001
2020-10-28,87,56.0,0.56,48.720000000000006
2020-10-29,70,56.0,0.56,39.2
2020-10-30,58,56.0,0.56,32.480000000000004
2020-10-31,21,56.0,0.56,11.760000000000002
2020-11-01,5,63.0,0.63,3.15
2020-11-02,29,63.0,0.63,18.27
2020-11-03,37,63.0,0.63,23.31
2020-11-04,19,63.0,0.63,11.97
2020-11-05,23,63.0,0.63,14.49
2020-11-06,23,63.0,0.63,14.49
2020-11-07,13,63.0,0.63,8.19
2020-11-08,6,63.0,0.63,3.7800000000000002
2020-11-09,50,63.0,0.63,31.5
2020-11-10,38,63.0,0.63,23.94
2020-11-11,37,63.0,0.63,23.31
2020-11-12,78,63.0,0.63,49.14
2020-11-13,100,63.0,0.63,63.0
2020-11-14,20,63.0,0.63,12.6
2020-11-15,9,63.0,0.63,5.67
2020-11-16,59,63.0,0.63,37.17
2020-11-17,41,63.0,0.63,25.830000000000002
2020-11-18,38,63.0,0.63,23.94
2020-11-19,25,63.0,0.63,15.75
2020-11-20,28,63.0,0.63,17.64
2020-11-21,10,63.0,0.63,6.3
2020-11-22,17,63.0,0.63,10.71
2020-11-23,32,63.0,0.63,20.16
2020-11-24,43,63.0,0.63,27.09
2020-11-25,37,63.0,0.63,23.31
2020-11-26,11,63.0,0.63,6.93
2020-11-27,24,63.0,0.63,15.120000000000001
2020-11-28,7,63.0,0.63,4.41
2020-11-29,4,63.0,0.63,2.52
2020-11-30,26,63.0,0.63,16.38
2020-12-01,58,54.0,0.54,31.32
2020-12-02,74,54.0,0.54,39.96
2020-12-03,63,54.0,0.54,34.02
2020-12-04,100,54.0,0.54,54.0
2020-12-05,17,54.0,0.54,9.18
2020-12-06,12,54.0,0.54,6.48
2020-12-07,75,54.0,0.54,40.5
2020-12-08,58,54.0,0.54,31.32
2020-12-09,58,54.0,0.54,31.32
2020-12-10,33,54.0,0.54,17.82
2020-12-11,55,54.0,0.54,29.700000000000003
2020-12-12,20,54.0,0.54,10.8
2020-12-13,17,54.0,0.54,9.18
2020-12-14,63,54.0,0.54,34.02
2020-12-15,70,54.0,0.54,37.800000000000004
2020-12-16,65,54.0,0.54,35.1
2020-12-17,69,54.0,0.54,37.260000000000005
2020-12-18,83,54.0,0.54,44.82
2020-12-19,34,54.0,0.54,18.36
2020-12-20,18,54.0,0.54,9.72
2020-12-21,45,54.0,0.54,24.3
2020-12-22,77,54.0,0.54,41.580000000000005
2020-12-23,62,54.0,0.54,33.480000000000004
2020-12-24,42,54.0,0.54,22.68
2020-12-25,11,54.0,0.54,5.94
2020-12-26,11,54.0,0.54,5.94
2020-12-27,10,54.0,0.54,5.4
2020-12-28,48,54.0,0.54,25.92
2020-12-29,54,54.0,0.54,29.160000000000004
2020-12-30,52,54.0,0.54,28.080000000000002
2020-12-31,58,54.0,0.54,31.32
2021-01-01,25,48.0,0.48,12.0
2021-01-02,20,48.0,0.48,9.6
2021-01-03,17,48.0,0.48,8.16
2021-01-04,62,48.0,0.48,29.759999999999998
2021-01-05,37,48.0,0.48,17.759999999999998
2021-01-06,100,48.0,0.48,48.0
2021-01-07,85,48.0,0.48,40.8
2021-01-08,86,48.0,0.48,41.28
2021-01-09,35,48.0,0.48,16.8
2021-01-10,10,48.0,0.48,4.8
2021-01-11,80,48.0,0.48,38.4
2021-01-12,71,48.0,0.48,34.08
2021-01-13,75,48.0,0.48,36.0
2021-01-14,62,48.0,0.48,29.759999999999998
2021-01-15,94,48.0,0.48,45.12
2021-01-16,31,48.0,0.48,14.879999999999999
2021-01-17,12,48.0,0.48,5.76
2021-01-18,18,48.0,0.48,8.64
2021-01-19,66,48.0,0.48,31.68
2021-01-20,96,48.0,0.48,46.08
2021-01-21,53,48.0,0.48,25.439999999999998
2021-01-22,74,48.0,0.48,35.519999999999996
2021-01-23,26,48.0,0.48,12.48
2021-01-24,12,48.0,0.48,5.76
2021-01-25,58,48.0,0.48,27.84
2021-01-26,75,48.0,0.48,36.0
2021-01-27,89,48.0,0.48,42.72
2021-01-28,96,48.0,0.48,46.08
2021-01-29,79,48.0,0.48,37.92
2021-01-30,33,48.0,0.48,15.84
2021-01-31,30,48.0,0.48,14.399999999999999
2021-02-01,25,65.0,0.65,16.25
2021-02-02,42,65.0,0.65,27.3
2021-02-03,29,65.0,0.65,18.85
2021-02-04,36,65.0,0.65,23.400000000000002
2021-02-05,52,65.0,0.65,33.800000000000004
2021-02-06,17,65.0,0.65,11.05
2021-02-07,12,65.0,0.65,7.800000000000001
2021-02-08,50,65.0,0.65,32.5
2021-02-09,92,65.0,0.65,59.800000000000004
2021-02-10,100,65.0,0.65,65.0
2021-02-11,55,65.0,0.65,35.75
2021-02-12,33,65.0,0.65,21.45
2021-02-13,12,65.0,0.65,7.800000000000001
2021-02-14,7,65.0,0.65,4.55
2021-02-15,13,65.0,0.65,8.450000000000001
2021-02-16,27,65.0,0.65,17.55
2021-02-17,30,65.0,0.65,19.5
2021-02-18,27,65.0,0.65,17.55
2021-02-19,30,65.0,0.65,19.5
2021-02-20,4,65.0,0.65,2.6
2021-02-21,8,65.0,0.65,5.2
2021-02-22,30,65.0,0.65,19.5
2021-02-23,35,65.0,0.65,22.75
2021-02-24,30,65.0,0.65,19.5
2021-02-25,22,65.0,0.65,14.3
2021-02-26,24,65.0,0.65,15.600000000000001
2021-02-27,2,65.0,0.65,1.3
2021-02-28,7,65.0,0.65,4.55
2021-03-01,54,54.0,0.54,29.160000000000004
2021-03-02,37,54.0,0.54,19.98
2021-03-03,68,54.0,0.54,36.72
2021-03-04,55,54.0,0.54,29.700000000000003
2021-03-05,69,54.0,0.54,37.260000000000005
2021-03-06,19,54.0,0.54,10.260000000000002
2021-03-07,17,54.0,0.54,9.18
2021-03-08,68,54.0,0.54,36.72
2021-03-09,75,54.0,0.54,40.5
2021-03-10,54,54.0,0.54,29.160000000000004
2021-03-11,100,54.0,0.54,54.0
2021-03-12,72,54.0,0.54,38.88
2021-03-13,31,54.0,0.54,16.740000000000002
2021-03-14,6,54.0,0.54,3.24
2021-03-15,69,54.0,0.54,37.260000000000005
2021-03-16,59,54.0,0.54,31.860000000000003
2021-03-17,50,54.0,0.54,27.0
2021-03-18,72,54.0,0.54,38.88
2021-03-19,50,54.0,0.54,27.0
2021-03-20,14,54.0,0.54,7.5600000000000005
2021-03-21,12,54.0,0.54,6.48
2021-03-22,55,54.0,0.54,29.700000000000003
2021-03-23,82,54.0,0.54,44.28
2021-03-24,70,54.0,0.54,37.800000000000004
2021-03-25,85,54.0,0.54,45.900000000000006
2021-03-26,62,54.0,0.54,33.480000000000004
2021-03-27,27,54.0,0.54,14.580000000000002
2021-03-28,18,54.0,0.54,9.72
2021-03-29,83,54.0,0.54,44.82
2021-03-30,63,54.0,0.54,34.02
2021-03-31,66,54.0,0.54,35.64
2021-04-01,62,48.0,0.48,29.759999999999998
2021-04-02,35,48.0,0.48,16.8
2021-04-03,25,48.0,0.48,12.0
2021-04-04,15,48.0,0.48,7.199999999999999
2021-04-05,100,48.0,0.48,48.0
2021-04-06,61,48.0,0.48,29.279999999999998
2021-04-07,36,48.0,0.48,17.28
2021-04-08,56,48.0,0.48,26.88
2021-04-09,61,48.0,0.48,29.279999999999998
2021-04-10,22,48.0,0.48,10.559999999999999
2021-04-11,0,48.0,0.48,0.0
2021-04-12,68,48.0,0.48,32.64
2021-04-13,61,48.0,0.48,29.279999999999998
2021-04-14,60,48.0,0.48,28.799999999999997
2021-04-15,73,48.0,0.48,35.04
2021-04-16,87,48.0,0.48,41.76
2021-04-17,15,48.0,0.48,7.199999999999999
2021-04-18,11,48.0,0.48,5.279999999999999
2021-04-19,64,48.0,0.48,30.72
2021-04-20,57,48.0,0.48,27.36
2021-04-21,63,48.0,0.48,30.24
2021-04-22,62,48.0,0.48,29.759999999999998
2021-04-23,44,48.0,0.48,21.119999999999997
2021-04-24,17,48.0,0.48,8.16
2021-04-25,27,48.0,0.48,12.959999999999999
2021-04-26,49,48.0,0.48,23.52
2021-04-27,58,48.0,0.48,27.84
2021-04-28,57,48.0,0.48,27.36
2021-04-29,55,48.0,0.48,26.4
2021-04-30,45,48.0,0.48,21.599999999999998
2021-05-01,15,53.0,0.53,7.95
2021-05-02,10,53.0,0.53,5.300000000000001
2021-05-03,39,53.0,0.53,20.67
2021-05-04,41,53.0,0.53,21.73
2021-05-05,37,53.0,0.53,19.61
2021-05-06,47,53.0,0.53,24.91
2021-05-07,64,53.0,0.53,33.92
2021-05-08,10,53.0,0.53,5.300000000000001
2021-05-09,13,53.0,0.53,6.890000000000001
2021-05-10,47,53.0,0.53,24.91
2021-05-11,46,53.0,0.53,24.380000000000003
2021-05-12,56,53.0,0.53,29.68
2021-05-13,67,53.0,0.53,35.510000000000005
2021-05-14,45,53.0,0.53,23.85
2021-05-15,15,53.0,0.53,7.95
2021-05-16,0,53.0,0.53,0.0
2021-05-17,49,53.0,0.53,25.970000000000002
2021-05-18,65,53.0,0.53,34.45
2021-05-19,91,53.0,0.53,48.230000000000004
2021-05-20,100,53.0,0.53,53.0
2021-05-21,51,53.0,0.53,27.03
2021-05-22,11,53.0,0.53,5.83
2021-05-23,13,53.0,0.53,6.890000000000001
2021-05-24,52,53.0,0.53,27.560000000000002
2021-05-25,46,53.0,0.53,24.380000000000003
2021-05-26,38,53.0,0.53,20.14
2021-05-27,52,53.0,0.53,27.560000000000002
2021-05-28,38,53.0,0.53,20.14
2021-05-29,18,53.0,0.53,9.540000000000001
2021-05-30,0,53.0,0.53,0.0
2021-05-31,5,53.0,0.53,2.6500000000000004
2021-06-01,67,47.0,0.47,31.49
2021-06-02,83,47.0,0.47,39.01
2021-06-03,55,47.0,0.47,25.849999999999998
2021-06-04,85,47.0,0.47,39.949999999999996
2021-06-05,32,47.0,0.47,15.04
2021-06-06,10,47.0,0.47,4.699999999999999
2021-06-07,74,47.0,0.47,34.78
2021-06-08,77,47.0,0.47,36.19
2021-06-09,81,47.0,0.47,38.07
2021-06-10,100,47.0,0.47,47.0
2021-06-11,65,47.0,0.47,30.549999999999997
2021-06-12,18,47.0,0.47,8.459999999999999
2021-06-13,0,47.0,0.47,0.0
2021-06-14,95,47.0,0.47,44.65
2021-06-15,86,47.0,0.47,40.419999999999995
2021-06-16,68,47.0,0.47,31.959999999999997
2021-06-17,67,47.0,0.47,31.49
2021-06-18,53,47.0,0.47,24.91
2021-06-19,23,47.0,0.47,10.809999999999999
2021-06-20,28,47.0,0.47,13.16
2021-06-21,93,47.0,0.47,43.71
2021-06-22,77,47.0,0.47,36.19
2021-06-23,90,47.0,0.47,42.3
2021-06-24,67,47.0,0.47,31.49
2021-06-25,88,47.0,0.47,41.36
2021-06-26,30,47.0,0.47,14.1
2021-06-27,16,47.0,0.47,7.52
2021-06-28,88,47.0,0.47,41.36
2021-06-29,86,47.0,0.47,40.419999999999995
2021-06-30,61,47.0,0.47,28.669999999999998
2021-07-01,76,42.0,0.42,31.919999999999998
2021-07-02,85,42.0,0.42,35.699999999999996
2021-07-03,18,42.0,0.42,7.56
2021-07-04,0,42.0,0.42,0.0
2021-07-05,9,42.0,0.42,3.78
2021-07-06,59,42.0,0.42,24.779999999999998
2021-07-07,66,42.0,0.42,27.72
2021-07-08,53,42.0,0.42,22.259999999999998
2021-07-09,84,42.0,0.42,35.28
