date,CSCO_unscaled,CSCO_monthly,scale,CSCO
2023-04-05,64,36.0,0.36,23.04
2023-04-06,64,36.0,0.36,23.04
2023-04-07,26,36.0,0.36,9.36
2023-04-08,14,36.0,0.36,5.04
2023-04-09,0,36.0,0.36,0.0
2023-04-10,68,36.0,0.36,24.48
2023-04-11,67,36.0,0.36,24.119999999999997
2023-04-12,59,36.0,0.36,21.24
2023-04-13,67,36.0,0.36,24.119999999999997
2023-04-14,57,36.0,0.36,20.52
2023-04-15,26,36.0,0.36,9.36
2023-04-16,28,36.0,0.36,10.08
2023-04-17,53,36.0,0.36,19.08
2023-04-18,48,36.0,0.36,17.28
2023-04-19,100,36.0,0.36,36.0
2023-04-20,82,36.0,0.36,29.52
2023-04-21,82,36.0,0.36,29.52
2023-04-22,17,36.0,0.36,6.12
2023-04-23,0,36.0,0.36,0.0
2023-04-24,84,36.0,0.36,30.24
2023-04-25,40,36.0,0.36,14.399999999999999
2023-04-26,58,36.0,0.36,20.88
2023-04-27,93,36.0,0.36,33.48
2023-04-28,63,36.0,0.36,22.68
2023-04-29,17,36.0,0.36,6.12
2023-04-30,18,36.0,0.36,6.4799999999999995
2023-05-01,30,44.0,0.44,13.2
2023-05-02,19,44.0,0.44,8.36
2023-05-03,24,44.0,0.44,10.56
2023-05-04,16,44.0,0.44,7.04
2023-05-05,29,44.0,0.44,12.76
2023-05-06,5,44.0,0.44,2.2
2023-05-07,0,44.0,0.44,0.0
2023-05-08,19,44.0,0.44,8.36
2023-05-09,19,44.0,0.44,8.36
2023-05-10,31,44.0,0.44,13.64
2023-05-11,29,44.0,0.44,12.76
2023-05-12,24,44.0,0.44,10.56
2023-05-13,5,44.0,0.44,2.2
2023-05-14,3,44.0,0.44,1.32
2023-05-15,25,44.0,0.44,11.0
2023-05-16,28,44.0,0.44,12.32
2023-05-17,100,44.0,0.44,44.0
2023-05-18,73,44.0,0.44,32.12
2023-05-19,37,44.0,0.44,16.28
2023-05-20,8,44.0,0.44,3.52
2023-05-21,0,44.0,0.44,0.0
2023-05-22,29,44.0,0.44,12.76
2023-05-23,21,44.0,0.44,9.24
2023-05-24,21,44.0,0.44,9.24
2023-05-25,29,44.0,0.44,12.76
2023-05-26,26,44.0,0.44,11.44
2023-05-27,10,44.0,0.44,4.4
2023-05-28,7,44.0,0.44,3.08
2023-05-29,3,44.0,0.44,1.32
2023-05-30,28,44.0,0.44,12.32
2023-05-31,31,44.0,0.44,13.64
2023-06-01,72,40.0,0.4,28.8
2023-06-02,67,40.0,0.4,26.8
2023-06-03,28,40.0,0.4,11.200000000000001
2023-06-04,8,40.0,0.4,3.2
2023-06-05,65,40.0,0.4,26.0
2023-06-06,87,40.0,0.4,34.800000000000004
2023-06-07,75,40.0,0.4,30.0
2023-06-08,72,40.0,0.4,28.8
2023-06-09,50,40.0,0.4,20.0
2023-06-10,15,40.0,0.4,6.0
2023-06-11,23,40.0,0.4,9.200000000000001
2023-06-12,84,40.0,0.4,33.6
2023-06-13,63,40.0,0.4,25.200000000000003
2023-06-14,68,40.0,0.4,27.200000000000003
2023-06-15,90,40.0,0.4,36.0
2023-06-16,100,40.0,0.4,40.0
2023-06-17,33,40.0,0.4,13.200000000000001
2023-06-18,22,40.0,0.4,8.8
2023-06-19,48,40.0,0.4,19.200000000000003
2023-06-20,61,40.0,0.4,24.400000000000002
2023-06-21,92,40.0,0.4,36.800000000000004
2023-06-22,45,40.0,0.4,18.0
2023-06-23,53,40.0,0.4,21.200000000000003
2023-06-24,0,40.0,0.4,0.0
2023-06-25,20,40.0,0.4,8.0
2023-06-26,57,40.0,0.4,22.8
2023-06-27,91,40.0,0.4,36.4
2023-06-28,56,40.0,0.4,22.400000000000002
2023-06-29,93,40.0,0.4,37.2
2023-06-30,75,40.0,0.4,30.0
2023-07-01,15,42.0,0.42,6.3
2023-07-02,15,42.0,0.42,6.3
2023-07-03,51,42.0,0.42,21.419999999999998
2023-07-04,12,42.0,0.42,5.04
2023-07-05,91,42.0,0.42,38.22
2023-07-06,53,42.0,0.42,22.259999999999998
2023-07-07,70,42.0,0.42,29.4
2023-07-08,30,42.0,0.42,12.6
2023-07-09,7,42.0,0.42,2.94
2023-07-10,61,42.0,0.42,25.619999999999997
2023-07-11,48,42.0,0.42,20.16
2023-07-12,59,42.0,0.42,24.779999999999998
2023-07-13,63,42.0,0.42,26.459999999999997
2023-07-14,53,42.0,0.42,22.259999999999998
2023-07-15,32,42.0,0.42,13.44
2023-07-16,0,42.0,0.42,0.0
2023-07-17,58,42.0,0.42,24.36
2023-07-18,77,42.0,0.42,32.339999999999996
2023-07-19,83,42.0,0.42,34.86
2023-07-20,84,42.0,0.42,35.28
2023-07-21,72,42.0,0.42,30.24
2023-07-22,17,42.0,0.42,7.14
2023-07-23,13,42.0,0.42,5.46
2023-07-24,97,42.0,0.42,40.74
2023-07-25,100,42.0,0.42,42.0
2023-07-26,70,42.0,0.42,29.4
2023-07-27,79,42.0,0.42,33.18
2023-07-28,76,42.0,0.42,31.919999999999998
2023-07-29,25,42.0,0.42,10.5
2023-07-30,34,42.0,0.42,14.28
2023-07-31,54,42.0,0.42,22.68
2023-08-01,24,50.0,0.5,12.0
2023-08-02,19,50.0,0.5,9.5
2023-08-03,27,50.0,0.5,13.5
2023-08-04,29,50.0,0.5,14.5
2023-08-05,10,50.0,0.5,5.0
2023-08-06,7,50.0,0.5,3.5
2023-08-07,29,50.0,0.5,14.5
2023-08-08,25,50.0,0.5,12.5
2023-08-09,27,50.0,0.5,13.5
2023-08-10,28,50.0,0.5,14.0
2023-08-11,35,50.0,0.5,17.5
2023-08-12,3,50.0,0.5,1.5
2023-08-13,10,50.0,0.5,5.0
2023-08-14,32,50.0,0.5,16.0
2023-08-15,38,50.0,0.5,19.0
2023-08-16,91,50.0,0.5,45.5
2023-08-17,100,50.0,0.5,50.0
2023-08-18,65,50.0,0.5,32.5
2023-08-19,9,50.0,0.5,4.5
2023-08-20,7,50.0,0.5,3.5
2023-08-21,46,50.0,0.5,23.0
2023-08-22,25,50.0,0.5,12.5
2023-08-23,30,50.0,0.5,15.0
2023-08-24,36,50.0,0.5,18.0
2023-08-25,39,50.0,0.5,19.5
2023-08-26,8,50.0,0.5,4.0
2023-08-27,0,50.0,0.5,0.0
2023-08-28,31,50.0,0.5,15.5
2023-08-29,32,50.0,0.5,16.0
2023-08-30,38,50.0,0.5,19.0
2023-08-31,37,50.0,0.5,18.5
2023-09-01,42,40.0,0.4,16.8
2023-09-02,12,40.0,0.4,4.800000000000001
2023-09-03,4,40.0,0.4,1.6
2023-09-04,13,40.0,0.4,5.2
2023-09-05,29,40.0,0.4,11.600000000000001
2023-09-06,32,40.0,0.4,12.8
2023-09-07,30,40.0,0.4,12.0
2023-09-08,35,40.0,0.4,14.0
2023-09-09,12,40.0,0.4,4.800000000000001
2023-09-10,12,40.0,0.4,4.800000000000001
2023-09-11,31,40.0,0.4,12.4
2023-09-12,32,40.0,0.4,12.8
2023-09-13,30,40.0,0.4,12.0
2023-09-14,28,40.0,0.4,11.200000000000001
2023-09-15,32,40.0,0.4,12.8
2023-09-16,6,40.0,0.4,2.4000000000000004
2023-09-17,11,40.0,0.4,4.4
2023-09-18,36,40.0,0.4,14.4
2023-09-19,41,40.0,0.4,16.400000000000002
2023-09-20,28,40.0,0.4,11.200000000000001
2023-09-21,100,40.0,0.4,40.0
2023-09-22,60,40.0,0.4,24.0
2023-09-23,20,40.0,0.4,8.0
2023-09-24,10,40.0,0.4,4.0
2023-09-25,37,40.0,0.4,14.8
2023-09-26,45,40.0,0.4,18.0
2023-09-27,27,40.0,0.4,10.8
2023-09-28,43,40.0,0.4,17.2
2023-09-29,33,40.0,0.4,13.200000000000001
2023-09-30,10,40.0,0.4,4.0
2023-10-01,0,30.0,0.3,0.0
2023-10-02,64,30.0,0.3,19.2
2023-10-03,86,30.0,0.3,25.8
2023-10-04,68,30.0,0.3,20.4
2023-10-05,49,30.0,0.3,14.7
2023-10-06,62,30.0,0.3,18.599999999999998
2023-10-07,18,30.0,0.3,5.3999999999999995
2023-10-08,19,30.0,0.3,5.7
2023-10-09,79,30.0,0.3,23.7
2023-10-10,81,30.0,0.3,24.3
2023-10-11,66,30.0,0.3,19.8
2023-10-12,89,30.0,0.3,26.7
2023-10-13,67,30.0,0.3,20.099999999999998
2023-10-14,26,30.0,0.3,7.8
2023-10-15,17,30.0,0.3,5.1
2023-10-16,51,30.0,0.3,15.299999999999999
2023-10-17,67,30.0,0.3,20.099999999999998
2023-10-18,47,30.0,0.3,14.1
2023-10-19,57,30.0,0.3,17.099999999999998
2023-10-20,42,30.0,0.3,12.6
2023-10-21,12,30.0,0.3,3.5999999999999996
2023-10-22,12,30.0,0.3,3.5999999999999996
2023-10-23,68,30.0,0.3,20.4
2023-10-24,64,30.0,0.3,19.2
2023-10-25,100,30.0,0.3,30.0
2023-10-26,69,30.0,0.3,20.7
2023-10-27,72,30.0,0.3,21.599999999999998
2023-10-28,0,30.0,0.3,0.0
2023-10-29,21,30.0,0.3,6.3
2023-10-30,79,30.0,0.3,23.7
2023-10-31,96,30.0,0.3,28.799999999999997
2023-11-01,11,53.0,0.53,5.83
2023-11-02,21,53.0,0.53,11.13
2023-11-03,14,53.0,0.53,7.42
2023-11-04,3,53.0,0.53,1.59
2023-11-05,3,53.0,0.53,1.59
2023-11-06,11,53.0,0.53,5.83
2023-11-07,16,53.0,0.53,8.48
2023-11-08,14,53.0,0.53,7.42
2023-11-09,20,53.0,0.53,10.600000000000001
2023-11-10,18,53.0,0.53,9.540000000000001
2023-11-11,11,53.0,0.53,5.83
2023-11-12,4,53.0,0.53,2.12
2023-11-13,17,53.0,0.53,9.01
2023-11-14,23,53.0,0.53,12.190000000000001
2023-11-15,64,53.0,0.53,33.92
2023-11-16,100,53.0,0.53,53.0
2023-11-17,45,53.0,0.53,23.85
2023-11-18,11,53.0,0.53,5.83
2023-11-19,6,53.0,0.53,3.18
2023-11-20,27,53.0,0.53,14.31
2023-11-21,27,53.0,0.53,14.31
2023-11-22,18,53.0,0.53,9.540000000000001
2023-11-23,4,53.0,0.53,2.12
2023-11-24,12,53.0,0.53,6.36
2023-11-25,5,53.0,0.53,2.6500000000000004
2023-11-26,2,53.0,0.53,1.06
2023-11-27,20,53.0,0.53,10.600000000000001
2023-11-28,23,53.0,0.53,12.190000000000001
2023-11-29,18,53.0,0.53,9.540000000000001
2023-11-30,17,53.0,0.53,9.01
2023-12-01,83,38.0,0.38,31.54
2023-12-02,28,38.0,0.38,10.64
2023-12-03,40,38.0,0.38,15.2
2023-12-04,78,38.0,0.38,29.64
2023-12-05,68,38.0,0.38,25.84
2023-12-06,83,38.0,0.38,31.54
2023-12-07,79,38.0,0.38,30.02
2023-12-08,82,38.0,0.38,31.16
2023-12-09,26,38.0,0.38,9.88
2023-12-10,17,38.0,0.38,6.46
2023-12-11,94,38.0,0.38,35.72
2023-12-12,75,38.0,0.38,28.5
2023-12-13,99,38.0,0.38,37.62
2023-12-14,92,38.0,0.38,34.96
2023-12-15,100,38.0,0.38,38.0
2023-12-16,18,38.0,0.38,6.84
2023-12-17,18,38.0,0.38,6.84
2023-12-18,89,38.0,0.38,33.82
2023-12-19,83,38.0,0.38,31.54
2023-12-20,93,38.0,0.38,35.34
2023-12-21,45,38.0,0.38,17.1
2023-12-22,98,38.0,0.38,37.24
2023-12-23,21,38.0,0.38,7.98
2023-12-24,23,38.0,0.38,8.74
2023-12-25,0,38.0,0.38,0.0
2023-12-26,69,38.0,0.38,26.22
2023-12-27,84,38.0,0.38,31.92
2023-12-28,82,38.0,0.38,31.16
2023-12-29,78,38.0,0.38,29.64
2023-12-30,37,38.0,0.38,14.06
2023-12-31,29,38.0,0.38,11.02
