date,WMT_unscaled,WMT_monthly,scale,WMT
2013-01-01,54,21.0,0.21,11.34
2013-01-02,94,21.0,0.21,19.74
2013-01-03,88,21.0,0.21,18.48
2013-01-04,97,21.0,0.21,20.37
2013-01-05,25,21.0,0.21,5.25
2013-01-06,53,21.0,0.21,11.129999999999999
2013-01-07,82,21.0,0.21,17.22
2013-01-08,98,21.0,0.21,20.58
2013-01-09,75,21.0,0.21,15.75
2013-01-10,100,21.0,0.21,21.0
2013-01-11,59,21.0,0.21,12.389999999999999
2013-01-12,39,21.0,0.21,8.19
2013-01-13,57,21.0,0.21,11.969999999999999
2013-01-14,69,21.0,0.21,14.49
2013-01-15,89,21.0,0.21,18.689999999999998
2013-01-16,84,21.0,0.21,17.64
2013-01-17,84,21.0,0.21,17.64
2013-01-18,69,21.0,0.21,14.49
2013-01-19,98,21.0,0.21,20.58
2013-01-20,0,21.0,0.21,0.0
2013-01-21,39,21.0,0.21,8.19
2013-01-22,87,21.0,0.21,18.27
2013-01-23,71,21.0,0.21,14.91
2013-01-24,88,21.0,0.21,18.48
2013-01-25,85,21.0,0.21,17.849999999999998
2013-01-26,37,21.0,0.21,7.77
2013-01-27,75,21.0,0.21,15.75
2013-01-28,57,21.0,0.21,11.969999999999999
2013-01-29,95,21.0,0.21,19.95
2013-01-30,78,21.0,0.21,16.38
2013-01-31,76,21.0,0.21,15.959999999999999
2013-02-01,68,26.0,0.26,17.68
2013-02-02,15,26.0,0.26,3.9000000000000004
2013-02-03,26,26.0,0.26,6.76
2013-02-04,49,26.0,0.26,12.74
2013-02-05,59,26.0,0.26,15.34
2013-02-06,55,26.0,0.26,14.3
2013-02-07,58,26.0,0.26,15.08
2013-02-08,52,26.0,0.26,13.52
2013-02-09,27,26.0,0.26,7.0200000000000005
2013-02-10,10,26.0,0.26,2.6
2013-02-11,43,26.0,0.26,11.18
2013-02-12,41,26.0,0.26,10.66
2013-02-13,46,26.0,0.26,11.96
2013-02-14,35,26.0,0.26,9.1
2013-02-15,91,26.0,0.26,23.66
2013-02-16,34,26.0,0.26,8.84
2013-02-17,31,26.0,0.26,8.06
2013-02-18,43,26.0,0.26,11.18
2013-02-19,46,26.0,0.26,11.96
2013-02-20,85,26.0,0.26,22.1
2013-02-21,100,26.0,0.26,26.0
2013-02-22,56,26.0,0.26,14.56
2013-02-23,45,26.0,0.26,11.700000000000001
2013-02-24,46,26.0,0.26,11.96
2013-02-25,29,26.0,0.26,7.54
2013-02-26,45,26.0,0.26,11.700000000000001
2013-02-27,58,26.0,0.26,15.08
2013-02-28,48,26.0,0.26,12.48
2013-03-01,89,21.0,0.21,18.689999999999998
2013-03-02,37,21.0,0.21,7.77
2013-03-03,35,21.0,0.21,7.35
2013-03-04,74,21.0,0.21,15.54
2013-03-05,83,21.0,0.21,17.43
2013-03-06,76,21.0,0.21,15.959999999999999
2013-03-07,77,21.0,0.21,16.169999999999998
2013-03-08,68,21.0,0.21,14.28
2013-03-09,43,21.0,0.21,9.03
2013-03-10,21,21.0,0.21,4.41
2013-03-11,71,21.0,0.21,14.91
2013-03-12,42,21.0,0.21,8.82
2013-03-13,73,21.0,0.21,15.33
2013-03-14,56,21.0,0.21,11.76
2013-03-15,61,21.0,0.21,12.809999999999999
2013-03-16,51,21.0,0.21,10.709999999999999
2013-03-17,22,21.0,0.21,4.62
2013-03-18,75,21.0,0.21,15.75
2013-03-19,55,21.0,0.21,11.549999999999999
2013-03-20,69,21.0,0.21,14.49
2013-03-21,51,21.0,0.21,10.709999999999999
2013-03-22,56,21.0,0.21,11.76
2013-03-23,35,21.0,0.21,7.35
2013-03-24,39,21.0,0.21,8.19
2013-03-25,100,21.0,0.21,21.0
2013-03-26,78,21.0,0.21,16.38
2013-03-27,72,21.0,0.21,15.12
2013-03-28,71,21.0,0.21,14.91
2013-03-29,47,21.0,0.21,9.87
2013-03-30,26,21.0,0.21,5.46
2013-03-31,25,21.0,0.21,5.25
2013-04-01,53,22.0,0.22,11.66
2013-04-02,62,22.0,0.22,13.64
2013-04-03,78,22.0,0.22,17.16
2013-04-04,66,22.0,0.22,14.52
2013-04-05,85,22.0,0.22,18.7
2013-04-06,48,22.0,0.22,10.56
2013-04-07,39,22.0,0.22,8.58
2013-04-08,57,22.0,0.22,12.540000000000001
2013-04-09,73,22.0,0.22,16.06
2013-04-10,100,22.0,0.22,22.0
2013-04-11,46,22.0,0.22,10.12
2013-04-12,53,22.0,0.22,11.66
2013-04-13,51,22.0,0.22,11.22
2013-04-14,8,22.0,0.22,1.76
2013-04-15,69,22.0,0.22,15.18
2013-04-16,54,22.0,0.22,11.88
2013-04-17,49,22.0,0.22,10.78
2013-04-18,51,22.0,0.22,11.22
2013-04-19,69,22.0,0.22,15.18
2013-04-20,32,22.0,0.22,7.04
2013-04-21,19,22.0,0.22,4.18
2013-04-22,62,22.0,0.22,13.64
2013-04-23,49,22.0,0.22,10.78
2013-04-24,43,22.0,0.22,9.46
2013-04-25,59,22.0,0.22,12.98
2013-04-26,93,22.0,0.22,20.46
2013-04-27,0,22.0,0.22,0.0
2013-04-28,0,22.0,0.22,0.0
2013-04-29,44,22.0,0.22,9.68
2013-04-30,51,22.0,0.22,11.22
2013-05-01,38,24.0,0.24,9.12
2013-05-02,31,24.0,0.24,7.4399999999999995
2013-05-03,43,24.0,0.24,10.32
2013-05-04,30,24.0,0.24,7.199999999999999
2013-05-05,20,24.0,0.24,4.8
2013-05-06,43,24.0,0.24,10.32
2013-05-07,38,24.0,0.24,9.12
2013-05-08,48,24.0,0.24,11.52
2013-05-09,34,24.0,0.24,8.16
2013-05-10,39,24.0,0.24,9.36
2013-05-11,13,24.0,0.24,3.12
2013-05-12,25,24.0,0.24,6.0
2013-05-13,41,24.0,0.24,9.84
2013-05-14,54,24.0,0.24,12.959999999999999
2013-05-15,62,24.0,0.24,14.879999999999999
2013-05-16,100,24.0,0.24,24.0
2013-05-17,55,24.0,0.24,13.2
2013-05-18,30,24.0,0.24,7.199999999999999
2013-05-19,12,24.0,0.24,2.88
2013-05-20,38,24.0,0.24,9.12
2013-05-21,31,24.0,0.24,7.4399999999999995
2013-05-22,15,24.0,0.24,3.5999999999999996
2013-05-23,31,24.0,0.24,7.4399999999999995
2013-05-24,32,24.0,0.24,7.68
2013-05-25,23,24.0,0.24,5.52
2013-05-26,27,24.0,0.24,6.4799999999999995
2013-05-27,18,24.0,0.24,4.32
2013-05-28,41,24.0,0.24,9.84
2013-05-29,30,24.0,0.24,7.199999999999999
2013-05-30,25,24.0,0.24,6.0
2013-05-31,58,24.0,0.24,13.92
2013-06-01,22,23.0,0.23,5.0600000000000005
2013-06-02,15,23.0,0.23,3.45
2013-06-03,60,23.0,0.23,13.8
2013-06-04,55,23.0,0.23,12.65
2013-06-05,35,23.0,0.23,8.05
2013-06-06,74,23.0,0.23,17.02
2013-06-07,100,23.0,0.23,23.0
2013-06-08,52,23.0,0.23,11.96
2013-06-09,18,23.0,0.23,4.140000000000001
2013-06-10,65,23.0,0.23,14.950000000000001
2013-06-11,81,23.0,0.23,18.630000000000003
2013-06-12,60,23.0,0.23,13.8
2013-06-13,48,23.0,0.23,11.040000000000001
2013-06-14,51,23.0,0.23,11.73
2013-06-15,23,23.0,0.23,5.29
2013-06-16,22,23.0,0.23,5.0600000000000005
2013-06-17,41,23.0,0.23,9.43
2013-06-18,56,23.0,0.23,12.88
2013-06-19,40,23.0,0.23,9.200000000000001
2013-06-20,72,23.0,0.23,16.560000000000002
2013-06-21,86,23.0,0.23,19.78
2013-06-22,31,23.0,0.23,7.13
2013-06-23,0,23.0,0.23,0.0
2013-06-24,62,23.0,0.23,14.26
2013-06-25,60,23.0,0.23,13.8
2013-06-26,44,23.0,0.23,10.120000000000001
2013-06-27,59,23.0,0.23,13.57
2013-06-28,44,23.0,0.23,10.120000000000001
2013-06-29,31,23.0,0.23,7.13
2013-06-30,32,23.0,0.23,7.36
2013-07-01,71,20.0,0.2,14.200000000000001
2013-07-02,74,20.0,0.2,14.8
2013-07-03,57,20.0,0.2,11.4
2013-07-04,37,20.0,0.2,7.4
2013-07-05,67,20.0,0.2,13.4
2013-07-06,29,20.0,0.2,5.800000000000001
2013-07-07,18,20.0,0.2,3.6
2013-07-08,63,20.0,0.2,12.600000000000001
2013-07-09,100,20.0,0.2,20.0
2013-07-10,54,20.0,0.2,10.8
2013-07-11,97,20.0,0.2,19.400000000000002
2013-07-12,47,20.0,0.2,9.4
2013-07-13,76,20.0,0.2,15.200000000000001
2013-07-14,62,20.0,0.2,12.4
2013-07-15,48,20.0,0.2,9.600000000000001
2013-07-16,70,20.0,0.2,14.0
2013-07-17,84,20.0,0.2,16.8
2013-07-18,65,20.0,0.2,13.0
2013-07-19,83,20.0,0.2,16.6
2013-07-20,71,20.0,0.2,14.200000000000001
2013-07-21,22,20.0,0.2,4.4
2013-07-22,51,20.0,0.2,10.200000000000001
2013-07-23,45,20.0,0.2,9.0
2013-07-24,74,20.0,0.2,14.8
2013-07-25,58,20.0,0.2,11.600000000000001
2013-07-26,78,20.0,0.2,15.600000000000001
2013-07-27,49,20.0,0.2,9.8
2013-07-28,43,20.0,0.2,8.6
2013-07-29,72,20.0,0.2,14.4
2013-07-30,49,20.0,0.2,9.8
2013-07-31,59,20.0,0.2,11.8
2013-08-01,44,23.0,0.23,10.120000000000001
2013-08-02,42,23.0,0.23,9.66
2013-08-03,25,23.0,0.23,5.75
2013-08-04,17,23.0,0.23,3.91
2013-08-05,42,23.0,0.23,9.66
2013-08-06,35,23.0,0.23,8.05
2013-08-07,78,23.0,0.23,17.94
2013-08-08,35,23.0,0.23,8.05
2013-08-09,46,23.0,0.23,10.58
2013-08-10,16,23.0,0.23,3.68
2013-08-11,15,23.0,0.23,3.45
2013-08-12,54,23.0,0.23,12.42
2013-08-13,47,23.0,0.23,10.81
2013-08-14,59,23.0,0.23,13.57
2013-08-15,95,23.0,0.23,21.85
2013-08-16,100,23.0,0.23,23.0
2013-08-17,29,23.0,0.23,6.67
2013-08-18,12,23.0,0.23,2.7600000000000002
2013-08-19,46,23.0,0.23,10.58
2013-08-20,51,23.0,0.23,11.73
2013-08-21,56,23.0,0.23,12.88
2013-08-22,45,23.0,0.23,10.35
2013-08-23,38,23.0,0.23,8.74
2013-08-24,20,23.0,0.23,4.6000000000000005
2013-08-25,30,23.0,0.23,6.9
2013-08-26,35,23.0,0.23,8.05
2013-08-27,54,23.0,0.23,12.42
2013-08-28,60,23.0,0.23,13.8
2013-08-29,42,23.0,0.23,9.66
2013-08-30,48,23.0,0.23,11.040000000000001
2013-08-31,24,23.0,0.23,5.5200000000000005
2013-09-01,50,20.0,0.2,10.0
2013-09-02,0,20.0,0.2,0.0
2013-09-03,74,20.0,0.2,14.8
2013-09-04,57,20.0,0.2,11.4
2013-09-05,70,20.0,0.2,14.0
2013-09-06,23,20.0,0.2,4.6000000000000005
2013-09-07,38,20.0,0.2,7.6000000000000005
2013-09-08,31,20.0,0.2,6.2
2013-09-09,65,20.0,0.2,13.0
2013-09-10,73,20.0,0.2,14.600000000000001
2013-09-11,78,20.0,0.2,15.600000000000001
2013-09-12,81,20.0,0.2,16.2
2013-09-13,59,20.0,0.2,11.8
2013-09-14,42,20.0,0.2,8.4
2013-09-15,14,20.0,0.2,2.8000000000000003
2013-09-16,54,20.0,0.2,10.8
2013-09-17,54,20.0,0.2,10.8
2013-09-18,80,20.0,0.2,16.0
2013-09-19,100,20.0,0.2,20.0
2013-09-20,40,20.0,0.2,8.0
2013-09-21,49,20.0,0.2,9.8
2013-09-22,0,20.0,0.2,0.0
2013-09-23,64,20.0,0.2,12.8
2013-09-24,63,20.0,0.2,12.600000000000001
2013-09-25,95,20.0,0.2,19.0
2013-09-26,89,20.0,0.2,17.8
2013-09-27,86,20.0,0.2,17.2
2013-09-28,48,20.0,0.2,9.600000000000001
2013-09-29,34,20.0,0.2,6.800000000000001
2013-09-30,38,20.0,0.2,7.6000000000000005
2013-10-01,69,21.0,0.21,14.49
2013-10-02,57,21.0,0.21,11.969999999999999
2013-10-03,71,21.0,0.21,14.91
2013-10-04,87,21.0,0.21,18.27
2013-10-05,24,21.0,0.21,5.04
2013-10-06,45,21.0,0.21,9.45
2013-10-07,58,21.0,0.21,12.18
2013-10-08,57,21.0,0.21,11.969999999999999
2013-10-09,47,21.0,0.21,9.87
2013-10-10,79,21.0,0.21,16.59
2013-10-11,60,21.0,0.21,12.6
2013-10-12,48,21.0,0.21,10.08
2013-10-13,25,21.0,0.21,5.25
2013-10-14,58,21.0,0.21,12.18
2013-10-15,70,21.0,0.21,14.7
2013-10-16,76,21.0,0.21,15.959999999999999
2013-10-17,87,21.0,0.21,18.27
2013-10-18,100,21.0,0.21,21.0
2013-10-19,51,21.0,0.21,10.709999999999999
2013-10-20,36,21.0,0.21,7.56
2013-10-21,50,21.0,0.21,10.5
2013-10-22,62,21.0,0.21,13.02
2013-10-23,76,21.0,0.21,15.959999999999999
2013-10-24,63,21.0,0.21,13.229999999999999
2013-10-25,79,21.0,0.21,16.59
2013-10-26,28,21.0,0.21,5.88
2013-10-27,25,21.0,0.21,5.25
2013-10-28,45,21.0,0.21,9.45
2013-10-29,74,21.0,0.21,15.54
2013-10-30,87,21.0,0.21,18.27
2013-10-31,79,21.0,0.21,16.59
2013-11-01,31,26.0,0.26,8.06
2013-11-02,0,26.0,0.26,0.0
2013-11-03,14,26.0,0.26,3.64
2013-11-04,32,26.0,0.26,8.32
2013-11-05,53,26.0,0.26,13.780000000000001
2013-11-06,48,26.0,0.26,12.48
2013-11-07,44,26.0,0.26,11.440000000000001
2013-11-08,44,26.0,0.26,11.440000000000001
2013-11-09,40,26.0,0.26,10.4
2013-11-10,27,26.0,0.26,7.0200000000000005
2013-11-11,41,26.0,0.26,10.66
2013-11-12,100,26.0,0.26,26.0
2013-11-13,36,26.0,0.26,9.36
2013-11-14,56,26.0,0.26,14.56
2013-11-15,57,26.0,0.26,14.82
2013-11-16,35,26.0,0.26,9.1
2013-11-17,12,26.0,0.26,3.12
2013-11-18,57,26.0,0.26,14.82
2013-11-19,55,26.0,0.26,14.3
2013-11-20,35,26.0,0.26,9.1
2013-11-21,41,26.0,0.26,10.66
2013-11-22,55,26.0,0.26,14.3
2013-11-23,45,26.0,0.26,11.700000000000001
2013-11-24,24,26.0,0.26,6.24
2013-11-25,54,26.0,0.26,14.040000000000001
2013-11-26,79,26.0,0.26,20.54
2013-11-27,64,26.0,0.26,16.64
2013-11-28,18,26.0,0.26,4.68
2013-11-29,52,26.0,0.26,13.52
2013-11-30,9,26.0,0.26,2.34
2013-12-01,24,21.0,0.21,5.04
2013-12-02,69,21.0,0.21,14.49
2013-12-03,89,21.0,0.21,18.689999999999998
2013-12-04,94,21.0,0.21,19.74
2013-12-05,74,21.0,0.21,15.54
2013-12-06,98,21.0,0.21,20.58
2013-12-07,24,21.0,0.21,5.04
2013-12-08,34,21.0,0.21,7.14
2013-12-09,66,21.0,0.21,13.86
2013-12-10,72,21.0,0.21,15.12
2013-12-11,45,21.0,0.21,9.45
2013-12-12,81,21.0,0.21,17.009999999999998
2013-12-13,75,21.0,0.21,15.75
2013-12-14,25,21.0,0.21,5.25
2013-12-15,58,21.0,0.21,12.18
2013-12-16,55,21.0,0.21,11.549999999999999
2013-12-17,78,21.0,0.21,16.38
2013-12-18,100,21.0,0.21,21.0
2013-12-19,72,21.0,0.21,15.12
2013-12-20,89,21.0,0.21,18.689999999999998
2013-12-21,48,21.0,0.21,10.08
2013-12-22,41,21.0,0.21,8.61
2013-12-23,50,21.0,0.21,10.5
2013-12-24,69,21.0,0.21,14.49
2013-12-25,50,21.0,0.21,10.5
2013-12-26,79,21.0,0.21,16.59
2013-12-27,51,21.0,0.21,10.709999999999999
2013-12-28,49,21.0,0.21,10.29
2013-12-29,24,21.0,0.21,5.04
2013-12-30,40,21.0,0.21,8.4
2013-12-31,34,21.0,0.21,7.14
2014-01-01,71,20.0,0.2,14.200000000000001
2014-01-02,52,20.0,0.2,10.4
2014-01-03,55,20.0,0.2,11.0
2014-01-04,43,20.0,0.2,8.6
2014-01-05,0,20.0,0.2,0.0
2014-01-06,50,20.0,0.2,10.0
2014-01-07,77,20.0,0.2,15.4
2014-01-08,57,20.0,0.2,11.4
2014-01-09,70,20.0,0.2,14.0
2014-01-10,65,20.0,0.2,13.0
2014-01-11,0,20.0,0.2,0.0
2014-01-12,0,20.0,0.2,0.0
2014-01-13,60,20.0,0.2,12.0
2014-01-14,59,20.0,0.2,11.8
2014-01-15,58,20.0,0.2,11.600000000000001
2014-01-16,58,20.0,0.2,11.600000000000001
2014-01-17,26,20.0,0.2,5.2
2014-01-18,34,20.0,0.2,6.800000000000001
2014-01-19,35,20.0,0.2,7.0
2014-01-20,38,20.0,0.2,7.6000000000000005
2014-01-21,70,20.0,0.2,14.0
2014-01-22,75,20.0,0.2,15.0
2014-01-23,100,20.0,0.2,20.0
2014-01-24,96,20.0,0.2,19.200000000000003
2014-01-25,61,20.0,0.2,12.200000000000001
2014-01-26,33,20.0,0.2,6.6000000000000005
2014-01-27,72,20.0,0.2,14.4
2014-01-28,74,20.0,0.2,14.8
2014-01-29,78,20.0,0.2,15.600000000000001
2014-01-30,52,20.0,0.2,10.4
2014-01-31,71,20.0,0.2,14.200000000000001
2014-02-01,37,23.0,0.23,8.51
2014-02-02,16,23.0,0.23,3.68
2014-02-03,73,23.0,0.23,16.79
2014-02-04,37,23.0,0.23,8.51
2014-02-05,39,23.0,0.23,8.97
2014-02-06,57,23.0,0.23,13.110000000000001
2014-02-07,45,23.0,0.23,10.35
2014-02-08,27,23.0,0.23,6.21
2014-02-09,12,23.0,0.23,2.7600000000000002
2014-02-10,35,23.0,0.23,8.05
2014-02-11,44,23.0,0.23,10.120000000000001
2014-02-12,53,23.0,0.23,12.190000000000001
2014-02-13,39,23.0,0.23,8.97
2014-02-14,38,23.0,0.23,8.74
2014-02-15,41,23.0,0.23,9.43
2014-02-16,17,23.0,0.23,3.91
2014-02-17,40,23.0,0.23,9.200000000000001
2014-02-18,53,23.0,0.23,12.190000000000001
2014-02-19,42,23.0,0.23,9.66
2014-02-20,100,23.0,0.23,23.0
2014-02-21,76,23.0,0.23,17.48
2014-02-22,54,23.0,0.23,12.42
2014-02-23,37,23.0,0.23,8.51
2014-02-24,38,23.0,0.23,8.74
2014-02-25,30,23.0,0.23,6.9
2014-02-26,62,23.0,0.23,14.26
2014-02-27,56,23.0,0.23,12.88
2014-02-28,38,23.0,0.23,8.74
2014-03-01,45,17.0,0.17,7.65
2014-03-02,19,17.0,0.17,3.2300000000000004
2014-03-03,65,17.0,0.17,11.05
2014-03-04,64,17.0,0.17,10.88
2014-03-05,63,17.0,0.17,10.71
2014-03-06,88,17.0,0.17,14.96
2014-03-07,49,17.0,0.17,8.33
2014-03-08,25,17.0,0.17,4.25
2014-03-09,29,17.0,0.17,4.930000000000001
2014-03-10,67,17.0,0.17,11.39
2014-03-11,44,17.0,0.17,7.48
2014-03-12,45,17.0,0.17,7.65
2014-03-13,72,17.0,0.17,12.24
2014-03-14,60,17.0,0.17,10.200000000000001
2014-03-15,16,17.0,0.17,2.72
2014-03-16,33,17.0,0.17,5.61
2014-03-17,48,17.0,0.17,8.16
2014-03-18,100,17.0,0.17,17.0
2014-03-19,56,17.0,0.17,9.520000000000001
2014-03-20,68,17.0,0.17,11.56
2014-03-21,83,17.0,0.17,14.110000000000001
2014-03-22,56,17.0,0.17,9.520000000000001
2014-03-23,32,17.0,0.17,5.44
2014-03-24,74,17.0,0.17,12.58
2014-03-25,49,17.0,0.17,8.33
2014-03-26,62,17.0,0.17,10.540000000000001
2014-03-27,75,17.0,0.17,12.750000000000002
2014-03-28,71,17.0,0.17,12.07
2014-03-29,23,17.0,0.17,3.91
2014-03-30,22,17.0,0.17,3.74
2014-03-31,44,17.0,0.17,7.48
2014-04-01,70,19.0,0.19,13.3
2014-04-02,73,19.0,0.19,13.870000000000001
2014-04-03,51,19.0,0.19,9.69
2014-04-04,48,19.0,0.19,9.120000000000001
2014-04-05,47,19.0,0.19,8.93
2014-04-06,39,19.0,0.19,7.41
2014-04-07,37,19.0,0.19,7.03
2014-04-08,71,19.0,0.19,13.49
2014-04-09,65,19.0,0.19,12.35
2014-04-10,75,19.0,0.19,14.25
2014-04-11,46,19.0,0.19,8.74
2014-04-12,17,19.0,0.19,3.23
2014-04-13,27,19.0,0.19,5.13
2014-04-14,58,19.0,0.19,11.02
2014-04-15,60,19.0,0.19,11.4
2014-04-16,45,19.0,0.19,8.55
2014-04-17,68,19.0,0.19,12.92
2014-04-18,40,19.0,0.19,7.6
2014-04-19,25,19.0,0.19,4.75
2014-04-20,34,19.0,0.19,6.46
2014-04-21,80,19.0,0.19,15.2
2014-04-22,65,19.0,0.19,12.35
2014-04-23,49,19.0,0.19,9.31
2014-04-24,45,19.0,0.19,8.55
2014-04-25,54,19.0,0.19,10.26
2014-04-26,22,19.0,0.19,4.18
2014-04-27,35,19.0,0.19,6.65
2014-04-28,74,19.0,0.19,14.06
2014-04-29,54,19.0,0.19,10.26
2014-04-30,100,19.0,0.19,19.0
2014-05-01,69,20.0,0.2,13.8
2014-05-02,59,20.0,0.2,11.8
2014-05-03,25,20.0,0.2,5.0
2014-05-04,22,20.0,0.2,4.4
2014-05-05,56,20.0,0.2,11.200000000000001
2014-05-06,69,20.0,0.2,13.8
2014-05-07,56,20.0,0.2,11.200000000000001
2014-05-08,63,20.0,0.2,12.600000000000001
2014-05-09,80,20.0,0.2,16.0
2014-05-10,30,20.0,0.2,6.0
2014-05-11,36,20.0,0.2,7.2
2014-05-12,69,20.0,0.2,13.8
2014-05-13,55,20.0,0.2,11.0
2014-05-14,44,20.0,0.2,8.8
2014-05-15,100,20.0,0.2,20.0
2014-05-16,77,20.0,0.2,15.4
2014-05-17,46,20.0,0.2,9.200000000000001
2014-05-18,50,20.0,0.2,10.0
2014-05-19,54,20.0,0.2,10.8
2014-05-20,61,20.0,0.2,12.200000000000001
2014-05-21,46,20.0,0.2,9.200000000000001
2014-05-22,71,20.0,0.2,14.200000000000001
2014-05-23,44,20.0,0.2,8.8
2014-05-24,19,20.0,0.2,3.8000000000000003
2014-05-25,0,20.0,0.2,0.0
2014-05-26,49,20.0,0.2,9.8
2014-05-27,19,20.0,0.2,3.8000000000000003
2014-05-28,59,20.0,0.2,11.8
2014-05-29,61,20.0,0.2,12.200000000000001
2014-05-30,60,20.0,0.2,12.0
2014-05-31,28,20.0,0.2,5.6000000000000005
2014-06-01,13,21.0,0.21,2.73
2014-06-02,60,21.0,0.21,12.6
2014-06-03,21,21.0,0.21,4.41
2014-06-04,31,21.0,0.21,6.51
2014-06-05,72,21.0,0.21,15.12
2014-06-06,75,21.0,0.21,15.75
2014-06-07,73,21.0,0.21,15.33
2014-06-08,33,21.0,0.21,6.93
2014-06-09,99,21.0,0.21,20.79
2014-06-10,71,21.0,0.21,14.91
2014-06-11,84,21.0,0.21,17.64
2014-06-12,60,21.0,0.21,12.6
2014-06-13,75,21.0,0.21,15.75
2014-06-14,45,21.0,0.21,9.45
2014-06-15,31,21.0,0.21,6.51
2014-06-16,43,21.0,0.21,9.03
2014-06-17,95,21.0,0.21,19.95
2014-06-18,85,21.0,0.21,17.849999999999998
2014-06-19,45,21.0,0.21,9.45
2014-06-20,93,21.0,0.21,19.529999999999998
2014-06-21,51,21.0,0.21,10.709999999999999
2014-06-22,20,21.0,0.21,4.2
2014-06-23,75,21.0,0.21,15.75
2014-06-24,100,21.0,0.21,21.0
2014-06-25,53,21.0,0.21,11.129999999999999
2014-06-26,49,21.0,0.21,10.29
2014-06-27,71,21.0,0.21,14.91
2014-06-28,64,21.0,0.21,13.44
2014-06-29,60,21.0,0.21,12.6
2014-06-30,86,21.0,0.21,18.06
2014-07-01,100,21.0,0.21,21.0
2014-07-02,49,21.0,0.21,10.29
2014-07-03,85,21.0,0.21,17.849999999999998
2014-07-04,62,21.0,0.21,13.02
2014-07-05,0,21.0,0.21,0.0
2014-07-06,46,21.0,0.21,9.66
2014-07-07,65,21.0,0.21,13.65
2014-07-08,67,21.0,0.21,14.07
2014-07-09,69,21.0,0.21,14.49
2014-07-10,74,21.0,0.21,15.54
2014-07-11,80,21.0,0.21,16.8
2014-07-12,31,21.0,0.21,6.51
2014-07-13,19,21.0,0.21,3.9899999999999998
2014-07-14,76,21.0,0.21,15.959999999999999
2014-07-15,61,21.0,0.21,12.809999999999999
2014-07-16,38,21.0,0.21,7.9799999999999995
2014-07-17,38,21.0,0.21,7.9799999999999995
2014-07-18,59,21.0,0.21,12.389999999999999
2014-07-19,49,21.0,0.21,10.29
2014-07-20,57,21.0,0.21,11.969999999999999
2014-07-21,46,21.0,0.21,9.66
2014-07-22,58,21.0,0.21,12.18
2014-07-23,85,21.0,0.21,17.849999999999998
2014-07-24,89,21.0,0.21,18.689999999999998
2014-07-25,60,21.0,0.21,12.6
2014-07-26,64,21.0,0.21,13.44
2014-07-27,31,21.0,0.21,6.51
2014-07-28,50,21.0,0.21,10.5
2014-07-29,59,21.0,0.21,12.389999999999999
2014-07-30,47,21.0,0.21,9.87
2014-07-31,74,21.0,0.21,15.54
2014-08-01,51,19.0,0.19,9.69
2014-08-02,68,19.0,0.19,12.92
2014-08-03,75,19.0,0.19,14.25
2014-08-04,58,19.0,0.19,11.02
2014-08-05,53,19.0,0.19,10.07
2014-08-06,50,19.0,0.19,9.5
2014-08-07,62,19.0,0.19,11.78
2014-08-08,40,19.0,0.19,7.6
2014-08-09,43,19.0,0.19,8.17
2014-08-10,0,19.0,0.19,0.0
2014-08-11,42,19.0,0.19,7.98
2014-08-12,40,19.0,0.19,7.6
2014-08-13,56,19.0,0.19,10.64
2014-08-14,100,19.0,0.19,19.0
2014-08-15,67,19.0,0.19,12.73
2014-08-16,29,19.0,0.19,5.51
2014-08-17,52,19.0,0.19,9.88
2014-08-18,64,19.0,0.19,12.16
2014-08-19,75,19.0,0.19,14.25
2014-08-20,99,19.0,0.19,18.81
2014-08-21,68,19.0,0.19,12.92
2014-08-22,60,19.0,0.19,11.4
2014-08-23,25,19.0,0.19,4.75
2014-08-24,27,19.0,0.19,5.13
2014-08-25,39,19.0,0.19,7.41
2014-08-26,43,19.0,0.19,8.17
2014-08-27,34,19.0,0.19,6.46
2014-08-28,72,19.0,0.19,13.68
2014-08-29,43,19.0,0.19,8.17
2014-08-30,64,19.0,0.19,12.16
2014-08-31,23,19.0,0.19,4.37
2014-09-01,71,18.0,0.18,12.78
2014-09-02,61,18.0,0.18,10.98
2014-09-03,85,18.0,0.18,15.299999999999999
2014-09-04,54,18.0,0.18,9.719999999999999
2014-09-05,94,18.0,0.18,16.919999999999998
2014-09-06,70,18.0,0.18,12.6
2014-09-07,47,18.0,0.18,8.459999999999999
2014-09-08,49,18.0,0.18,8.82
2014-09-09,50,18.0,0.18,9.0
2014-09-10,56,18.0,0.18,10.08
2014-09-11,57,18.0,0.18,10.26
2014-09-12,92,18.0,0.18,16.56
2014-09-13,96,18.0,0.18,17.28
2014-09-14,25,18.0,0.18,4.5
2014-09-15,34,18.0,0.18,6.12
2014-09-16,72,18.0,0.18,12.959999999999999
2014-09-17,70,18.0,0.18,12.6
2014-09-18,74,18.0,0.18,13.32
2014-09-19,100,18.0,0.18,18.0
2014-09-20,91,18.0,0.18,16.38
2014-09-21,28,18.0,0.18,5.04
2014-09-22,94,18.0,0.18,16.919999999999998
2014-09-23,19,18.0,0.18,3.42
2014-09-24,61,18.0,0.18,10.98
2014-09-25,87,18.0,0.18,15.66
2014-09-26,72,18.0,0.18,12.959999999999999
2014-09-27,87,18.0,0.18,15.66
2014-09-28,15,18.0,0.18,2.6999999999999997
2014-09-29,59,18.0,0.18,10.62
