date,Verizon Stock Price_unscaled,Verizon Stock Price_monthly,scale,Verizon Stock Price
2009-11-27,0,9.0,0.09,0.0
2009-11-28,0,9.0,0.09,0.0
2009-11-29,0,9.0,0.09,0.0
2009-11-30,0,9.0,0.09,0.0
2009-12-01,0,10.0,0.1,0.0
2009-12-02,0,10.0,0.1,0.0
2009-12-03,0,10.0,0.1,0.0
2009-12-04,0,10.0,0.1,0.0
2009-12-05,0,10.0,0.1,0.0
2009-12-06,49,10.0,0.1,4.9
2009-12-07,0,10.0,0.1,0.0
2009-12-08,0,10.0,0.1,0.0
2009-12-09,0,10.0,0.1,0.0
2009-12-10,77,10.0,0.1,7.7
2009-12-11,72,10.0,0.1,7.2
2009-12-12,0,10.0,0.1,0.0
2009-12-13,0,10.0,0.1,0.0
2009-12-14,100,10.0,0.1,10.0
2009-12-15,33,10.0,0.1,3.3000000000000003
2009-12-16,0,10.0,0.1,0.0
2009-12-17,0,10.0,0.1,0.0
2009-12-18,0,10.0,0.1,0.0
2009-12-19,0,10.0,0.1,0.0
2009-12-20,0,10.0,0.1,0.0
2009-12-21,0,10.0,0.1,0.0
2009-12-22,0,10.0,0.1,0.0
2009-12-23,0,10.0,0.1,0.0
2009-12-24,0,10.0,0.1,0.0
2009-12-25,0,10.0,0.1,0.0
2009-12-26,0,10.0,0.1,0.0
2009-12-27,0,10.0,0.1,0.0
2009-12-28,69,10.0,0.1,6.9
2009-12-29,0,10.0,0.1,0.0
2009-12-30,0,10.0,0.1,0.0
2009-12-31,0,10.0,0.1,0.0
2010-01-01,0,11.0,0.11,0.0
2010-01-02,0,11.0,0.11,0.0
2010-01-03,100,11.0,0.11,11.0
2010-01-04,0,11.0,0.11,0.0
2010-01-05,0,11.0,0.11,0.0
2010-01-06,0,11.0,0.11,0.0
2010-01-07,66,11.0,0.11,7.26
2010-01-08,0,11.0,0.11,0.0
2010-01-09,75,11.0,0.11,8.25
2010-01-10,0,11.0,0.11,0.0
2010-01-11,0,11.0,0.11,0.0
2010-01-12,0,11.0,0.11,0.0
2010-01-13,0,11.0,0.11,0.0
2010-01-14,0,11.0,0.11,0.0
2010-01-15,0,11.0,0.11,0.0
2010-01-16,0,11.0,0.11,0.0
2010-01-17,0,11.0,0.11,0.0
2010-01-18,41,11.0,0.11,4.51
2010-01-19,71,11.0,0.11,7.81
2010-01-20,0,11.0,0.11,0.0
2010-01-21,0,11.0,0.11,0.0
2010-01-22,0,11.0,0.11,0.0
2010-01-23,86,11.0,0.11,9.46
2010-01-24,0,11.0,0.11,0.0
2010-01-25,0,11.0,0.11,0.0
2010-01-26,45,11.0,0.11,4.95
2010-01-27,81,11.0,0.11,8.91
2010-01-28,0,11.0,0.11,0.0
2010-01-29,71,11.0,0.11,7.81
2010-01-30,0,11.0,0.11,0.0
2010-01-31,67,11.0,0.11,7.37
2010-02-01,49,6.0,0.06,2.94
2010-02-02,0,6.0,0.06,0.0
2010-02-03,0,6.0,0.06,0.0
2010-02-04,47,6.0,0.06,2.82
2010-02-05,0,6.0,0.06,0.0
2010-02-06,0,6.0,0.06,0.0
2010-02-07,0,6.0,0.06,0.0
2010-02-08,0,6.0,0.06,0.0
2010-02-09,52,6.0,0.06,3.12
2010-02-10,0,6.0,0.06,0.0
2010-02-11,0,6.0,0.06,0.0
2010-02-12,0,6.0,0.06,0.0
2010-02-13,0,6.0,0.06,0.0
2010-02-14,0,6.0,0.06,0.0
2010-02-15,100,6.0,0.06,6.0
2010-02-16,27,6.0,0.06,1.6199999999999999
2010-02-17,0,6.0,0.06,0.0
2010-02-18,0,6.0,0.06,0.0
2010-02-19,0,6.0,0.06,0.0
2010-02-20,0,6.0,0.06,0.0
2010-02-21,58,6.0,0.06,3.48
2010-02-22,37,6.0,0.06,2.2199999999999998
2010-02-23,0,6.0,0.06,0.0
2010-02-24,0,6.0,0.06,0.0
2010-02-25,0,6.0,0.06,0.0
2010-02-26,0,6.0,0.06,0.0
2010-02-27,0,6.0,0.06,0.0
2010-02-28,0,6.0,0.06,0.0
2010-03-01,38,14.0,0.14,5.32
2010-03-02,87,14.0,0.14,12.180000000000001
2010-03-03,100,14.0,0.14,14.000000000000002
2010-03-04,0,14.0,0.14,0.0
2010-03-05,35,14.0,0.14,4.9
2010-03-06,73,14.0,0.14,10.22
2010-03-07,0,14.0,0.14,0.0
2010-03-08,59,14.0,0.14,8.260000000000002
2010-03-09,82,14.0,0.14,11.48
2010-03-10,31,14.0,0.14,4.340000000000001
2010-03-11,0,14.0,0.14,0.0
2010-03-12,0,14.0,0.14,0.0
2010-03-13,0,14.0,0.14,0.0
2010-03-14,0,14.0,0.14,0.0
2010-03-15,0,14.0,0.14,0.0
2010-03-16,0,14.0,0.14,0.0
2010-03-17,0,14.0,0.14,0.0
2010-03-18,0,14.0,0.14,0.0
2010-03-19,0,14.0,0.14,0.0
2010-03-20,0,14.0,0.14,0.0
2010-03-21,0,14.0,0.14,0.0
2010-03-22,0,14.0,0.14,0.0
2010-03-23,30,14.0,0.14,4.2
2010-03-24,0,14.0,0.14,0.0
2010-03-25,0,14.0,0.14,0.0
2010-03-26,94,14.0,0.14,13.160000000000002
2010-03-27,53,14.0,0.14,7.420000000000001
2010-03-28,0,14.0,0.14,0.0
2010-03-29,35,14.0,0.14,4.9
2010-03-30,64,14.0,0.14,8.96
2010-03-31,77,14.0,0.14,10.780000000000001
2010-04-01,0,7.0,0.07,0.0
2010-04-02,0,7.0,0.07,0.0
2010-04-03,0,7.0,0.07,0.0
2010-04-04,100,7.0,0.07,7.000000000000001
2010-04-05,0,7.0,0.07,0.0
2010-04-06,0,7.0,0.07,0.0
2010-04-07,15,7.0,0.07,1.05
2010-04-08,57,7.0,0.07,3.99
2010-04-09,0,7.0,0.07,0.0
2010-04-10,31,7.0,0.07,2.1700000000000004
2010-04-11,0,7.0,0.07,0.0
2010-04-12,0,7.0,0.07,0.0
2010-04-13,14,7.0,0.07,0.9800000000000001
2010-04-14,0,7.0,0.07,0.0
2010-04-15,17,7.0,0.07,1.1900000000000002
2010-04-16,0,7.0,0.07,0.0
2010-04-17,0,7.0,0.07,0.0
2010-04-18,0,7.0,0.07,0.0
2010-04-19,39,7.0,0.07,2.7300000000000004
2010-04-20,0,7.0,0.07,0.0
2010-04-21,0,7.0,0.07,0.0
2010-04-22,13,7.0,0.07,0.9100000000000001
2010-04-23,0,7.0,0.07,0.0
2010-04-24,0,7.0,0.07,0.0
2010-04-25,48,7.0,0.07,3.3600000000000003
2010-04-26,0,7.0,0.07,0.0
2010-04-27,0,7.0,0.07,0.0
2010-04-28,21,7.0,0.07,1.4700000000000002
2010-04-29,0,7.0,0.07,0.0
2010-04-30,0,7.0,0.07,0.0
2010-05-01,0,13.0,0.13,0.0
2010-05-02,0,13.0,0.13,0.0
2010-05-03,0,13.0,0.13,0.0
2010-05-04,0,13.0,0.13,0.0
2010-05-05,0,13.0,0.13,0.0
2010-05-06,70,13.0,0.13,9.1
2010-05-07,0,13.0,0.13,0.0
2010-05-08,0,13.0,0.13,0.0
2010-05-09,95,13.0,0.13,12.35
2010-05-10,46,13.0,0.13,5.98
2010-05-11,59,13.0,0.13,7.67
2010-05-12,0,13.0,0.13,0.0
2010-05-13,0,13.0,0.13,0.0
2010-05-14,0,13.0,0.13,0.0
2010-05-15,0,13.0,0.13,0.0
2010-05-16,0,13.0,0.13,0.0
2010-05-17,0,13.0,0.13,0.0
2010-05-18,0,13.0,0.13,0.0
2010-05-19,0,13.0,0.13,0.0
2010-05-20,0,13.0,0.13,0.0
2010-05-21,96,13.0,0.13,12.48
2010-05-22,0,13.0,0.13,0.0
2010-05-23,0,13.0,0.13,0.0
2010-05-24,77,13.0,0.13,10.01
2010-05-25,37,13.0,0.13,4.8100000000000005
2010-05-26,0,13.0,0.13,0.0
2010-05-27,100,13.0,0.13,13.0
2010-05-28,0,13.0,0.13,0.0
2010-05-29,0,13.0,0.13,0.0
2010-05-30,0,13.0,0.13,0.0
2010-05-31,0,13.0,0.13,0.0
2010-06-01,25,13.0,0.13,3.25
2010-06-02,18,13.0,0.13,2.34
2010-06-03,0,13.0,0.13,0.0
2010-06-04,0,13.0,0.13,0.0
2010-06-05,0,13.0,0.13,0.0
2010-06-06,0,13.0,0.13,0.0
2010-06-07,0,13.0,0.13,0.0
2010-06-08,0,13.0,0.13,0.0
2010-06-09,0,13.0,0.13,0.0
2010-06-10,26,13.0,0.13,3.38
2010-06-11,0,13.0,0.13,0.0
2010-06-12,23,13.0,0.13,2.99
2010-06-13,0,13.0,0.13,0.0
2010-06-14,15,13.0,0.13,1.9500000000000002
2010-06-15,0,13.0,0.13,0.0
2010-06-16,0,13.0,0.13,0.0
2010-06-17,0,13.0,0.13,0.0
2010-06-18,0,13.0,0.13,0.0
2010-06-19,0,13.0,0.13,0.0
2010-06-20,100,13.0,0.13,13.0
2010-06-21,0,13.0,0.13,0.0
2010-06-22,0,13.0,0.13,0.0
2010-06-23,12,13.0,0.13,1.56
2010-06-24,0,13.0,0.13,0.0
2010-06-25,0,13.0,0.13,0.0
2010-06-26,0,13.0,0.13,0.0
2010-06-27,0,13.0,0.13,0.0
2010-06-28,0,13.0,0.13,0.0
2010-06-29,0,13.0,0.13,0.0
2010-06-30,19,13.0,0.13,2.47
2010-07-01,90,12.0,0.12,10.799999999999999
2010-07-02,0,12.0,0.12,0.0
2010-07-03,0,12.0,0.12,0.0
2010-07-04,0,12.0,0.12,0.0
2010-07-05,0,12.0,0.12,0.0
2010-07-06,0,12.0,0.12,0.0
2010-07-07,0,12.0,0.12,0.0
2010-07-08,43,12.0,0.12,5.16
2010-07-09,34,12.0,0.12,4.08
2010-07-10,0,12.0,0.12,0.0
2010-07-11,81,12.0,0.12,9.719999999999999
2010-07-12,0,12.0,0.12,0.0
2010-07-13,66,12.0,0.12,7.92
2010-07-14,48,12.0,0.12,5.76
2010-07-15,0,12.0,0.12,0.0
2010-07-16,0,12.0,0.12,0.0
2010-07-17,0,12.0,0.12,0.0
2010-07-18,0,12.0,0.12,0.0
2010-07-19,74,12.0,0.12,8.879999999999999
2010-07-20,43,12.0,0.12,5.16
2010-07-21,33,12.0,0.12,3.96
2010-07-22,0,12.0,0.12,0.0
2010-07-23,0,12.0,0.12,0.0
2010-07-24,0,12.0,0.12,0.0
2010-07-25,62,12.0,0.12,7.4399999999999995
2010-07-26,0,12.0,0.12,0.0
2010-07-27,0,12.0,0.12,0.0
2010-07-28,100,12.0,0.12,12.0
2010-07-29,0,12.0,0.12,0.0
2010-07-30,0,12.0,0.12,0.0
2010-07-31,0,12.0,0.12,0.0
2010-08-01,0,13.0,0.13,0.0
2010-08-02,0,13.0,0.13,0.0
2010-08-03,69,13.0,0.13,8.97
2010-08-04,59,13.0,0.13,7.67
2010-08-05,0,13.0,0.13,0.0
2010-08-06,0,13.0,0.13,0.0
2010-08-07,0,13.0,0.13,0.0
2010-08-08,0,13.0,0.13,0.0
2010-08-09,0,13.0,0.13,0.0
2010-08-10,0,13.0,0.13,0.0
2010-08-11,71,13.0,0.13,9.23
2010-08-12,66,13.0,0.13,8.58
2010-08-13,39,13.0,0.13,5.07
2010-08-14,0,13.0,0.13,0.0
2010-08-15,0,13.0,0.13,0.0
2010-08-16,0,13.0,0.13,0.0
2010-08-17,0,13.0,0.13,0.0
2010-08-18,39,13.0,0.13,5.07
2010-08-19,38,13.0,0.13,4.94
2010-08-20,0,13.0,0.13,0.0
2010-08-21,0,13.0,0.13,0.0
2010-08-22,0,13.0,0.13,0.0
2010-08-23,0,13.0,0.13,0.0
2010-08-24,65,13.0,0.13,8.450000000000001
2010-08-25,0,13.0,0.13,0.0
2010-08-26,36,13.0,0.13,4.68
2010-08-27,100,13.0,0.13,13.0
2010-08-28,0,13.0,0.13,0.0
2010-08-29,0,13.0,0.13,0.0
2010-08-30,0,13.0,0.13,0.0
2010-08-31,0,13.0,0.13,0.0
2010-09-01,100,6.0,0.06,6.0
2010-09-02,0,6.0,0.06,0.0
2010-09-03,0,6.0,0.06,0.0
2010-09-04,0,6.0,0.06,0.0
2010-09-05,0,6.0,0.06,0.0
2010-09-06,0,6.0,0.06,0.0
2010-09-07,0,6.0,0.06,0.0
2010-09-08,0,6.0,0.06,0.0
2010-09-09,0,6.0,0.06,0.0
2010-09-10,67,6.0,0.06,4.02
2010-09-11,0,6.0,0.06,0.0
2010-09-12,0,6.0,0.06,0.0
2010-09-13,0,6.0,0.06,0.0
2010-09-14,0,6.0,0.06,0.0
2010-09-15,0,6.0,0.06,0.0
2010-09-16,0,6.0,0.06,0.0
2010-09-17,0,6.0,0.06,0.0
2010-09-18,0,6.0,0.06,0.0
2010-09-19,0,6.0,0.06,0.0
2010-09-20,0,6.0,0.06,0.0
2010-09-21,0,6.0,0.06,0.0
2010-09-22,0,6.0,0.06,0.0
2010-09-23,0,6.0,0.06,0.0
2010-09-24,0,6.0,0.06,0.0
2010-09-25,100,6.0,0.06,6.0
2010-09-26,0,6.0,0.06,0.0
2010-09-27,53,6.0,0.06,3.1799999999999997
2010-09-28,0,6.0,0.06,0.0
2010-09-29,61,6.0,0.06,3.6599999999999997
2010-09-30,0,6.0,0.06,0.0
2010-10-01,0,15.0,0.15,0.0
2010-10-02,0,15.0,0.15,0.0
2010-10-03,0,15.0,0.15,0.0
2010-10-04,0,15.0,0.15,0.0
2010-10-05,40,15.0,0.15,6.0
2010-10-06,0,15.0,0.15,0.0
2010-10-07,0,15.0,0.15,0.0
2010-10-08,100,15.0,0.15,15.0
2010-10-09,0,15.0,0.15,0.0
2010-10-10,0,15.0,0.15,0.0
2010-10-11,0,15.0,0.15,0.0
2010-10-12,0,15.0,0.15,0.0
2010-10-13,0,15.0,0.15,0.0
2010-10-14,0,15.0,0.15,0.0
2010-10-15,45,15.0,0.15,6.75
2010-10-16,64,15.0,0.15,9.6
2010-10-17,0,15.0,0.15,0.0
2010-10-18,0,15.0,0.15,0.0
2010-10-19,38,15.0,0.15,5.7
2010-10-20,31,15.0,0.15,4.6499999999999995
2010-10-21,42,15.0,0.15,6.3
2010-10-22,52,15.0,0.15,7.8
2010-10-23,0,15.0,0.15,0.0
2010-10-24,0,15.0,0.15,0.0
2010-10-25,68,15.0,0.15,10.2
2010-10-26,55,15.0,0.15,8.25
2010-10-27,72,15.0,0.15,10.799999999999999
2010-10-28,0,15.0,0.15,0.0
2010-10-29,71,15.0,0.15,10.65
2010-10-30,0,15.0,0.15,0.0
2010-10-31,0,15.0,0.15,0.0
2010-11-01,0,12.0,0.12,0.0
2010-11-02,42,12.0,0.12,5.04
2010-11-03,0,12.0,0.12,0.0
2010-11-04,18,12.0,0.12,2.16
2010-11-05,100,12.0,0.12,12.0
2010-11-06,35,12.0,0.12,4.2
2010-11-07,41,12.0,0.12,4.92
2010-11-08,20,12.0,0.12,2.4
2010-11-09,38,12.0,0.12,4.56
2010-11-10,48,12.0,0.12,5.76
2010-11-11,0,12.0,0.12,0.0
2010-11-12,0,12.0,0.12,0.0
2010-11-13,0,12.0,0.12,0.0
2010-11-14,0,12.0,0.12,0.0
2010-11-15,0,12.0,0.12,0.0
2010-11-16,0,12.0,0.12,0.0
2010-11-17,0,12.0,0.12,0.0
2010-11-18,0,12.0,0.12,0.0
2010-11-19,17,12.0,0.12,2.04
2010-11-20,0,12.0,0.12,0.0
2010-11-21,0,12.0,0.12,0.0
2010-11-22,27,12.0,0.12,3.2399999999999998
2010-11-23,19,12.0,0.12,2.28
2010-11-24,0,12.0,0.12,0.0
2010-11-25,0,12.0,0.12,0.0
2010-11-26,22,12.0,0.12,2.6399999999999997
2010-11-27,30,12.0,0.12,3.5999999999999996
2010-11-28,0,12.0,0.12,0.0
2010-11-29,0,12.0,0.12,0.0
2010-11-30,15,12.0,0.12,1.7999999999999998
2010-12-01,0,8.0,0.08,0.0
2010-12-02,0,8.0,0.08,0.0
2010-12-03,26,8.0,0.08,2.08
2010-12-04,0,8.0,0.08,0.0
2010-12-05,100,8.0,0.08,8.0
2010-12-06,0,8.0,0.08,0.0
2010-12-07,23,8.0,0.08,1.84
2010-12-08,0,8.0,0.08,0.0
2010-12-09,0,8.0,0.08,0.0
2010-12-10,0,8.0,0.08,0.0
2010-12-11,0,8.0,0.08,0.0
2010-12-12,0,8.0,0.08,0.0
2010-12-13,0,8.0,0.08,0.0
2010-12-14,0,8.0,0.08,0.0
2010-12-15,0,8.0,0.08,0.0
2010-12-16,0,8.0,0.08,0.0
2010-12-17,0,8.0,0.08,0.0
2010-12-18,0,8.0,0.08,0.0
2010-12-19,0,8.0,0.08,0.0
2010-12-20,0,8.0,0.08,0.0
2010-12-21,25,8.0,0.08,2.0
2010-12-22,21,8.0,0.08,1.68
2010-12-23,0,8.0,0.08,0.0
2010-12-24,0,8.0,0.08,0.0
2010-12-25,0,8.0,0.08,0.0
2010-12-26,52,8.0,0.08,4.16
2010-12-27,64,8.0,0.08,5.12
2010-12-28,0,8.0,0.08,0.0
2010-12-29,25,8.0,0.08,2.0
2010-12-30,0,8.0,0.08,0.0
2010-12-31,0,8.0,0.08,0.0
2011-01-01,15,37.0,0.37,5.55
2011-01-02,0,37.0,0.37,0.0
2011-01-03,0,37.0,0.37,0.0
2011-01-04,36,37.0,0.37,13.32
2011-01-05,0,37.0,0.37,0.0
2011-01-06,59,37.0,0.37,21.83
2011-01-07,28,37.0,0.37,10.36
2011-01-08,34,37.0,0.37,12.58
2011-01-09,48,37.0,0.37,17.759999999999998
2011-01-10,66,37.0,0.37,24.419999999999998
2011-01-11,100,37.0,0.37,37.0
2011-01-12,55,37.0,0.37,20.35
2011-01-13,34,37.0,0.37,12.58
2011-01-14,14,37.0,0.37,5.18
2011-01-15,0,37.0,0.37,0.0
2011-01-16,44,37.0,0.37,16.28
2011-01-17,0,37.0,0.37,0.0
2011-01-18,27,37.0,0.37,9.99
2011-01-19,15,37.0,0.37,5.55
2011-01-20,10,37.0,0.37,3.7
2011-01-21,12,37.0,0.37,4.4399999999999995
2011-01-22,16,37.0,0.37,5.92
2011-01-23,0,37.0,0.37,0.0
2011-01-24,9,37.0,0.37,3.33
2011-01-25,24,37.0,0.37,8.879999999999999
2011-01-26,26,37.0,0.37,9.62
2011-01-27,0,37.0,0.37,0.0
2011-01-28,14,37.0,0.37,5.18
2011-01-29,21,37.0,0.37,7.77
2011-01-30,0,37.0,0.37,0.0
2011-01-31,20,37.0,0.37,7.4
2011-02-01,27,15.0,0.15,4.05
2011-02-02,73,15.0,0.15,10.95
2011-02-03,66,15.0,0.15,9.9
2011-02-04,93,15.0,0.15,13.95
2011-02-05,39,15.0,0.15,5.85
2011-02-06,0,15.0,0.15,0.0
2011-02-07,27,15.0,0.15,4.05
2011-02-08,43,15.0,0.15,6.45
2011-02-09,59,15.0,0.15,8.85
2011-02-10,29,15.0,0.15,4.35
2011-02-11,0,15.0,0.15,0.0
2011-02-12,39,15.0,0.15,5.85
2011-02-13,33,15.0,0.15,4.95
2011-02-14,41,15.0,0.15,6.1499999999999995
2011-02-15,0,15.0,0.15,0.0
2011-02-16,0,15.0,0.15,0.0
2011-02-17,55,15.0,0.15,8.25
2011-02-18,69,15.0,0.15,10.35
2011-02-19,0,15.0,0.15,0.0
2011-02-20,0,15.0,0.15,0.0
2011-02-21,0,15.0,0.15,0.0
2011-02-22,96,15.0,0.15,14.399999999999999
2011-02-23,0,15.0,0.15,0.0
2011-02-24,100,15.0,0.15,15.0
2011-02-25,62,15.0,0.15,9.299999999999999
2011-02-26,42,15.0,0.15,6.3
2011-02-27,68,15.0,0.15,10.2
2011-02-28,0,15.0,0.15,0.0
2011-03-01,0,11.0,0.11,0.0
2011-03-02,34,11.0,0.11,3.74
2011-03-03,0,11.0,0.11,0.0
2011-03-04,0,11.0,0.11,0.0
2011-03-05,71,11.0,0.11,7.81
2011-03-06,25,11.0,0.11,2.75
2011-03-07,0,11.0,0.11,0.0
2011-03-08,25,11.0,0.11,2.75
2011-03-09,0,11.0,0.11,0.0
2011-03-10,28,11.0,0.11,3.08
2011-03-11,36,11.0,0.11,3.96
2011-03-12,0,11.0,0.11,0.0
2011-03-13,0,11.0,0.11,0.0
2011-03-14,0,11.0,0.11,0.0
2011-03-15,26,11.0,0.11,2.86
2011-03-16,0,11.0,0.11,0.0
2011-03-17,34,11.0,0.11,3.74
2011-03-18,100,11.0,0.11,11.0
2011-03-19,0,11.0,0.11,0.0
2011-03-20,0,11.0,0.11,0.0
2011-03-21,25,11.0,0.11,2.75
2011-03-22,55,11.0,0.11,6.05
2011-03-23,0,11.0,0.11,0.0
2011-03-24,22,11.0,0.11,2.42
2011-03-25,0,11.0,0.11,0.0
2011-03-26,0,11.0,0.11,0.0
2011-03-27,86,11.0,0.11,9.46
2011-03-28,23,11.0,0.11,2.53
2011-03-29,26,11.0,0.11,2.86
2011-03-30,0,11.0,0.11,0.0
2011-03-31,19,11.0,0.11,2.09
2011-04-01,0,11.0,0.11,0.0
2011-04-02,0,11.0,0.11,0.0
2011-04-03,0,11.0,0.11,0.0
2011-04-04,21,11.0,0.11,2.31
2011-04-05,20,11.0,0.11,2.2
2011-04-06,50,11.0,0.11,5.5
2011-04-07,0,11.0,0.11,0.0
2011-04-08,0,11.0,0.11,0.0
2011-04-09,0,11.0,0.11,0.0
2011-04-10,31,11.0,0.11,3.41
2011-04-11,28,11.0,0.11,3.08
2011-04-12,23,11.0,0.11,2.53
2011-04-13,0,11.0,0.11,0.0
2011-04-14,0,11.0,0.11,0.0
2011-04-15,26,11.0,0.11,2.86
2011-04-16,55,11.0,0.11,6.05
2011-04-17,0,11.0,0.11,0.0
2011-04-18,0,11.0,0.11,0.0
2011-04-19,100,11.0,0.11,11.0
2011-04-20,32,11.0,0.11,3.52
2011-04-21,49,11.0,0.11,5.39
2011-04-22,0,11.0,0.11,0.0
2011-04-23,0,11.0,0.11,0.0
2011-04-24,76,11.0,0.11,8.36
2011-04-25,31,11.0,0.11,3.41
2011-04-26,0,11.0,0.11,0.0
2011-04-27,38,11.0,0.11,4.18
2011-04-28,0,11.0,0.11,0.0
2011-04-29,0,11.0,0.11,0.0
2011-04-30,36,11.0,0.11,3.96
2011-05-01,0,7.0,0.07,0.0
2011-05-02,0,7.0,0.07,0.0
2011-05-03,0,7.0,0.07,0.0
2011-05-04,0,7.0,0.07,0.0
2011-05-05,46,7.0,0.07,3.22
2011-05-06,56,7.0,0.07,3.9200000000000004
2011-05-07,0,7.0,0.07,0.0
2011-05-08,0,7.0,0.07,0.0
2011-05-09,0,7.0,0.07,0.0
2011-05-10,0,7.0,0.07,0.0
2011-05-11,31,7.0,0.07,2.1700000000000004
2011-05-12,0,7.0,0.07,0.0
2011-05-13,0,7.0,0.07,0.0
2011-05-14,0,7.0,0.07,0.0
2011-05-15,0,7.0,0.07,0.0
2011-05-16,0,7.0,0.07,0.0
2011-05-17,0,7.0,0.07,0.0
2011-05-18,53,7.0,0.07,3.7100000000000004
2011-05-19,0,7.0,0.07,0.0
2011-05-20,57,7.0,0.07,3.99
2011-05-21,48,7.0,0.07,3.3600000000000003
2011-05-22,0,7.0,0.07,0.0
2011-05-23,0,7.0,0.07,0.0
2011-05-24,49,7.0,0.07,3.43
2011-05-25,0,7.0,0.07,0.0
2011-05-26,0,7.0,0.07,0.0
2011-05-27,0,7.0,0.07,0.0
2011-05-28,100,7.0,0.07,7.000000000000001
2011-05-29,0,7.0,0.07,0.0
2011-05-30,0,7.0,0.07,0.0
2011-05-31,38,7.0,0.07,2.66
2011-06-01,0,5.0,0.05,0.0
2011-06-02,0,5.0,0.05,0.0
2011-06-03,30,5.0,0.05,1.5
2011-06-04,100,5.0,0.05,5.0
2011-06-05,84,5.0,0.05,4.2
2011-06-06,0,5.0,0.05,0.0
2011-06-07,47,5.0,0.05,2.35
2011-06-08,0,5.0,0.05,0.0
2011-06-09,0,5.0,0.05,0.0
2011-06-10,35,5.0,0.05,1.75
2011-06-11,0,5.0,0.05,0.0
2011-06-12,99,5.0,0.05,4.95
2011-06-13,0,5.0,0.05,0.0
2011-06-14,0,5.0,0.05,0.0
2011-06-15,50,5.0,0.05,2.5
2011-06-16,0,5.0,0.05,0.0
2011-06-17,0,5.0,0.05,0.0
2011-06-18,0,5.0,0.05,0.0
2011-06-19,0,5.0,0.05,0.0
2011-06-20,52,5.0,0.05,2.6
2011-06-21,0,5.0,0.05,0.0
2011-06-22,0,5.0,0.05,0.0
2011-06-23,0,5.0,0.05,0.0
2011-06-24,0,5.0,0.05,0.0
2011-06-25,0,5.0,0.05,0.0
2011-06-26,0,5.0,0.05,0.0
2011-06-27,0,5.0,0.05,0.0
2011-06-28,0,5.0,0.05,0.0
2011-06-29,0,5.0,0.05,0.0
2011-06-30,36,5.0,0.05,1.8
2011-07-01,64,8.0,0.08,5.12
2011-07-02,0,8.0,0.08,0.0
2011-07-03,0,8.0,0.08,0.0
2011-07-04,0,8.0,0.08,0.0
2011-07-05,0,8.0,0.08,0.0
2011-07-06,0,8.0,0.08,0.0
2011-07-07,0,8.0,0.08,0.0
2011-07-08,0,8.0,0.08,0.0
2011-07-09,0,8.0,0.08,0.0
2011-07-10,0,8.0,0.08,0.0
2011-07-11,84,8.0,0.08,6.72
2011-07-12,64,8.0,0.08,5.12
2011-07-13,66,8.0,0.08,5.28
2011-07-14,0,8.0,0.08,0.0
2011-07-15,0,8.0,0.08,0.0
2011-07-16,0,8.0,0.08,0.0
2011-07-17,0,8.0,0.08,0.0
2011-07-18,0,8.0,0.08,0.0
2011-07-19,0,8.0,0.08,0.0
2011-07-20,37,8.0,0.08,2.96
2011-07-21,71,8.0,0.08,5.68
2011-07-22,0,8.0,0.08,0.0
2011-07-23,0,8.0,0.08,0.0
2011-07-24,0,8.0,0.08,0.0
2011-07-25,0,8.0,0.08,0.0
2011-07-26,100,8.0,0.08,8.0
2011-07-27,0,8.0,0.08,0.0
2011-07-28,0,8.0,0.08,0.0
2011-07-29,32,8.0,0.08,2.56
2011-07-30,0,8.0,0.08,0.0
2011-07-31,0,8.0,0.08,0.0
2011-08-01,0,16.0,0.16,0.0
2011-08-02,65,16.0,0.16,10.4
2011-08-03,53,16.0,0.16,8.48
2011-08-04,44,16.0,0.16,7.04
2011-08-05,75,16.0,0.16,12.0
2011-08-06,0,16.0,0.16,0.0
2011-08-07,0,16.0,0.16,0.0
2011-08-08,0,16.0,0.16,0.0
2011-08-09,41,16.0,0.16,6.5600000000000005
2011-08-10,56,16.0,0.16,8.96
2011-08-11,99,16.0,0.16,15.84
2011-08-12,0,16.0,0.16,0.0
2011-08-13,0,16.0,0.16,0.0
2011-08-14,0,16.0,0.16,0.0
2011-08-15,54,16.0,0.16,8.64
2011-08-16,0,16.0,0.16,0.0
2011-08-17,0,16.0,0.16,0.0
2011-08-18,100,16.0,0.16,16.0
2011-08-19,48,16.0,0.16,7.68
2011-08-20,0,16.0,0.16,0.0
2011-08-21,46,16.0,0.16,7.36
2011-08-22,22,16.0,0.16,3.52
2011-08-23,0,16.0,0.16,0.0
2011-08-24,0,16.0,0.16,0.0
2011-08-25,42,16.0,0.16,6.72
2011-08-26,0,16.0,0.16,0.0
2011-08-27,45,16.0,0.16,7.2
2011-08-28,75,16.0,0.16,12.0
2011-08-29,36,16.0,0.16,5.76
2011-08-30,0,16.0,0.16,0.0
2011-08-31,36,16.0,0.16,5.76
2011-09-01,0,8.0,0.08,0.0
2011-09-02,49,8.0,0.08,3.92
2011-09-03,0,8.0,0.08,0.0
2011-09-04,40,8.0,0.08,3.2
2011-09-05,73,8.0,0.08,5.84
2011-09-06,26,8.0,0.08,2.08
2011-09-07,0,8.0,0.08,0.0
2011-09-08,0,8.0,0.08,0.0
2011-09-09,35,8.0,0.08,2.8000000000000003
2011-09-10,60,8.0,0.08,4.8
2011-09-11,0,8.0,0.08,0.0
