date,McDonald's Stock Price_unscaled,McDonald's Stock Price_monthly,scale,McDonald's Stock Price
2009-07-21,0,6.0,0.06,0.0
2009-07-22,30,6.0,0.06,1.7999999999999998
2009-07-23,0,6.0,0.06,0.0
2009-07-24,0,6.0,0.06,0.0
2009-07-25,0,6.0,0.06,0.0
2009-07-26,0,6.0,0.06,0.0
2009-07-27,0,6.0,0.06,0.0
2009-07-28,0,6.0,0.06,0.0
2009-07-29,0,6.0,0.06,0.0
2009-07-30,0,6.0,0.06,0.0
2009-07-31,0,6.0,0.06,0.0
2009-08-01,0,13.0,0.13,0.0
2009-08-02,0,13.0,0.13,0.0
2009-08-03,0,13.0,0.13,0.0
2009-08-04,68,13.0,0.13,8.84
2009-08-05,0,13.0,0.13,0.0
2009-08-06,0,13.0,0.13,0.0
2009-08-07,0,13.0,0.13,0.0
2009-08-08,0,13.0,0.13,0.0
2009-08-09,0,13.0,0.13,0.0
2009-08-10,0,13.0,0.13,0.0
2009-08-11,0,13.0,0.13,0.0
2009-08-12,100,13.0,0.13,13.0
2009-08-13,0,13.0,0.13,0.0
2009-08-14,55,13.0,0.13,7.15
2009-08-15,0,13.0,0.13,0.0
2009-08-16,0,13.0,0.13,0.0
2009-08-17,0,13.0,0.13,0.0
2009-08-18,47,13.0,0.13,6.11
2009-08-19,0,13.0,0.13,0.0
2009-08-20,0,13.0,0.13,0.0
2009-08-21,0,13.0,0.13,0.0
2009-08-22,0,13.0,0.13,0.0
2009-08-23,0,13.0,0.13,0.0
2009-08-24,0,13.0,0.13,0.0
2009-08-25,0,13.0,0.13,0.0
2009-08-26,0,13.0,0.13,0.0
2009-08-27,0,13.0,0.13,0.0
2009-08-28,0,13.0,0.13,0.0
2009-08-29,0,13.0,0.13,0.0
2009-08-30,0,13.0,0.13,0.0
2009-08-31,0,13.0,0.13,0.0
2009-09-01,30,17.0,0.17,5.1000000000000005
2009-09-02,0,17.0,0.17,0.0
2009-09-03,0,17.0,0.17,0.0
2009-09-04,0,17.0,0.17,0.0
2009-09-05,0,17.0,0.17,0.0
2009-09-06,0,17.0,0.17,0.0
2009-09-07,0,17.0,0.17,0.0
2009-09-08,0,17.0,0.17,0.0
2009-09-09,22,17.0,0.17,3.74
2009-09-10,0,17.0,0.17,0.0
2009-09-11,0,17.0,0.17,0.0
2009-09-12,0,17.0,0.17,0.0
2009-09-13,0,17.0,0.17,0.0
2009-09-14,0,17.0,0.17,0.0
2009-09-15,0,17.0,0.17,0.0
2009-09-16,0,17.0,0.17,0.0
2009-09-17,0,17.0,0.17,0.0
2009-09-18,0,17.0,0.17,0.0
2009-09-19,0,17.0,0.17,0.0
2009-09-20,46,17.0,0.17,7.82
2009-09-21,0,17.0,0.17,0.0
2009-09-22,0,17.0,0.17,0.0
2009-09-23,0,17.0,0.17,0.0
2009-09-24,100,17.0,0.17,17.0
2009-09-25,0,17.0,0.17,0.0
2009-09-26,0,17.0,0.17,0.0
2009-09-27,66,17.0,0.17,11.22
2009-09-28,0,17.0,0.17,0.0
2009-09-29,0,17.0,0.17,0.0
2009-09-30,0,17.0,0.17,0.0
2009-10-01,94,6.0,0.06,5.64
2009-10-02,0,6.0,0.06,0.0
2009-10-03,0,6.0,0.06,0.0
2009-10-04,0,6.0,0.06,0.0
2009-10-05,90,6.0,0.06,5.3999999999999995
2009-10-06,100,6.0,0.06,6.0
2009-10-07,0,6.0,0.06,0.0
2009-10-08,0,6.0,0.06,0.0
2009-10-09,70,6.0,0.06,4.2
2009-10-10,0,6.0,0.06,0.0
2009-10-11,0,6.0,0.06,0.0
2009-10-12,0,6.0,0.06,0.0
2009-10-13,0,6.0,0.06,0.0
2009-10-14,0,6.0,0.06,0.0
2009-10-15,0,6.0,0.06,0.0
2009-10-16,0,6.0,0.06,0.0
2009-10-17,50,6.0,0.06,3.0
2009-10-18,0,6.0,0.06,0.0
2009-10-19,0,6.0,0.06,0.0
2009-10-20,0,6.0,0.06,0.0
2009-10-21,0,6.0,0.06,0.0
2009-10-22,0,6.0,0.06,0.0
2009-10-23,0,6.0,0.06,0.0
2009-10-24,0,6.0,0.06,0.0
2009-10-25,0,6.0,0.06,0.0
2009-10-26,0,6.0,0.06,0.0
2009-10-27,0,6.0,0.06,0.0
2009-10-28,65,6.0,0.06,3.9
2009-10-29,0,6.0,0.06,0.0
2009-10-30,0,6.0,0.06,0.0
2009-10-31,0,6.0,0.06,0.0
2009-11-01,0,15.0,0.15,0.0
2009-11-02,0,15.0,0.15,0.0
2009-11-03,71,15.0,0.15,10.65
2009-11-04,0,15.0,0.15,0.0
2009-11-05,0,15.0,0.15,0.0
2009-11-06,18,15.0,0.15,2.6999999999999997
2009-11-07,0,15.0,0.15,0.0
2009-11-08,0,15.0,0.15,0.0
2009-11-09,0,15.0,0.15,0.0
2009-11-10,72,15.0,0.15,10.799999999999999
2009-11-11,27,15.0,0.15,4.05
2009-11-12,0,15.0,0.15,0.0
2009-11-13,0,15.0,0.15,0.0
2009-11-14,0,15.0,0.15,0.0
2009-11-15,87,15.0,0.15,13.049999999999999
2009-11-16,14,15.0,0.15,2.1
2009-11-17,0,15.0,0.15,0.0
2009-11-18,0,15.0,0.15,0.0
2009-11-19,0,15.0,0.15,0.0
2009-11-20,0,15.0,0.15,0.0
2009-11-21,74,15.0,0.15,11.1
2009-11-22,64,15.0,0.15,9.6
2009-11-23,0,15.0,0.15,0.0
2009-11-24,0,15.0,0.15,0.0
2009-11-25,100,15.0,0.15,15.0
2009-11-26,0,15.0,0.15,0.0
2009-11-27,0,15.0,0.15,0.0
2009-11-28,0,15.0,0.15,0.0
2009-11-29,40,15.0,0.15,6.0
2009-11-30,0,15.0,0.15,0.0
2009-12-01,20,12.0,0.12,2.4
2009-12-02,0,12.0,0.12,0.0
2009-12-03,0,12.0,0.12,0.0
2009-12-04,0,12.0,0.12,0.0
2009-12-05,0,12.0,0.12,0.0
2009-12-06,100,12.0,0.12,12.0
2009-12-07,0,12.0,0.12,0.0
2009-12-08,0,12.0,0.12,0.0
2009-12-09,0,12.0,0.12,0.0
2009-12-10,0,12.0,0.12,0.0
2009-12-11,0,12.0,0.12,0.0
2009-12-12,0,12.0,0.12,0.0
2009-12-13,0,12.0,0.12,0.0
2009-12-14,0,12.0,0.12,0.0
2009-12-15,0,12.0,0.12,0.0
2009-12-16,0,12.0,0.12,0.0
2009-12-17,0,12.0,0.12,0.0
2009-12-18,27,12.0,0.12,3.2399999999999998
2009-12-19,0,12.0,0.12,0.0
2009-12-20,0,12.0,0.12,0.0
2009-12-21,0,12.0,0.12,0.0
2009-12-22,0,12.0,0.12,0.0
2009-12-23,31,12.0,0.12,3.7199999999999998
2009-12-24,0,12.0,0.12,0.0
2009-12-25,0,12.0,0.12,0.0
2009-12-26,0,12.0,0.12,0.0
2009-12-27,52,12.0,0.12,6.24
2009-12-28,0,12.0,0.12,0.0
2009-12-29,0,12.0,0.12,0.0
2009-12-30,0,12.0,0.12,0.0
2009-12-31,35,12.0,0.12,4.2
2010-01-01,0,12.0,0.12,0.0
2010-01-02,0,12.0,0.12,0.0
2010-01-03,100,12.0,0.12,12.0
2010-01-04,0,12.0,0.12,0.0
2010-01-05,0,12.0,0.12,0.0
2010-01-06,0,12.0,0.12,0.0
2010-01-07,0,12.0,0.12,0.0
2010-01-08,0,12.0,0.12,0.0
2010-01-09,0,12.0,0.12,0.0
2010-01-10,0,12.0,0.12,0.0
2010-01-11,0,12.0,0.12,0.0
2010-01-12,0,12.0,0.12,0.0
2010-01-13,0,12.0,0.12,0.0
2010-01-14,0,12.0,0.12,0.0
2010-01-15,43,12.0,0.12,5.16
2010-01-16,0,12.0,0.12,0.0
2010-01-17,0,12.0,0.12,0.0
2010-01-18,0,12.0,0.12,0.0
2010-01-19,0,12.0,0.12,0.0
2010-01-20,25,12.0,0.12,3.0
2010-01-21,28,12.0,0.12,3.36
2010-01-22,0,12.0,0.12,0.0
2010-01-23,0,12.0,0.12,0.0
2010-01-24,0,12.0,0.12,0.0
2010-01-25,25,12.0,0.12,3.0
2010-01-26,0,12.0,0.12,0.0
2010-01-27,0,12.0,0.12,0.0
2010-01-28,0,12.0,0.12,0.0
2010-01-29,0,12.0,0.12,0.0
2010-01-30,48,12.0,0.12,5.76
2010-01-31,34,12.0,0.12,4.08
2010-02-01,0,10.0,0.1,0.0
2010-02-02,52,10.0,0.1,5.2
2010-02-03,0,10.0,0.1,0.0
2010-02-04,0,10.0,0.1,0.0
2010-02-05,44,10.0,0.1,4.4
2010-02-06,0,10.0,0.1,0.0
2010-02-07,0,10.0,0.1,0.0
2010-02-08,0,10.0,0.1,0.0
2010-02-09,0,10.0,0.1,0.0
2010-02-10,0,10.0,0.1,0.0
2010-02-11,100,10.0,0.1,10.0
2010-02-12,0,10.0,0.1,0.0
2010-02-13,0,10.0,0.1,0.0
2010-02-14,0,10.0,0.1,0.0
2010-02-15,0,10.0,0.1,0.0
2010-02-16,72,10.0,0.1,7.2
2010-02-17,0,10.0,0.1,0.0
2010-02-18,0,10.0,0.1,0.0
2010-02-19,0,10.0,0.1,0.0
2010-02-20,0,10.0,0.1,0.0
2010-02-21,0,10.0,0.1,0.0
2010-02-22,0,10.0,0.1,0.0
2010-02-23,0,10.0,0.1,0.0
2010-02-24,0,10.0,0.1,0.0
2010-02-25,44,10.0,0.1,4.4
2010-02-26,0,10.0,0.1,0.0
2010-02-27,79,10.0,0.1,7.9
2010-02-28,98,10.0,0.1,9.8
2010-03-01,30,14.0,0.14,4.2
2010-03-02,61,14.0,0.14,8.540000000000001
2010-03-03,62,14.0,0.14,8.680000000000001
2010-03-04,0,14.0,0.14,0.0
2010-03-05,0,14.0,0.14,0.0
2010-03-06,38,14.0,0.14,5.32
2010-03-07,0,14.0,0.14,0.0
2010-03-08,0,14.0,0.14,0.0
2010-03-09,91,14.0,0.14,12.740000000000002
2010-03-10,0,14.0,0.14,0.0
2010-03-11,0,14.0,0.14,0.0
2010-03-12,0,14.0,0.14,0.0
2010-03-13,0,14.0,0.14,0.0
2010-03-14,0,14.0,0.14,0.0
2010-03-15,28,14.0,0.14,3.9200000000000004
2010-03-16,0,14.0,0.14,0.0
2010-03-17,0,14.0,0.14,0.0
2010-03-18,0,14.0,0.14,0.0
2010-03-19,25,14.0,0.14,3.5000000000000004
2010-03-20,0,14.0,0.14,0.0
2010-03-21,0,14.0,0.14,0.0
2010-03-22,26,14.0,0.14,3.6400000000000006
2010-03-23,0,14.0,0.14,0.0
2010-03-24,0,14.0,0.14,0.0
2010-03-25,62,14.0,0.14,8.680000000000001
2010-03-26,0,14.0,0.14,0.0
2010-03-27,0,14.0,0.14,0.0
2010-03-28,100,14.0,0.14,14.000000000000002
2010-03-29,62,14.0,0.14,8.680000000000001
2010-03-30,0,14.0,0.14,0.0
2010-03-31,0,14.0,0.14,0.0
2010-04-01,0,21.0,0.21,0.0
2010-04-02,21,21.0,0.21,4.41
2010-04-03,100,21.0,0.21,21.0
2010-04-04,0,21.0,0.21,0.0
2010-04-05,0,21.0,0.21,0.0
2010-04-06,0,21.0,0.21,0.0
2010-04-07,0,21.0,0.21,0.0
2010-04-08,0,21.0,0.21,0.0
2010-04-09,15,21.0,0.21,3.15
2010-04-10,0,21.0,0.21,0.0
2010-04-11,0,21.0,0.21,0.0
2010-04-12,0,21.0,0.21,0.0
2010-04-13,0,21.0,0.21,0.0
2010-04-14,0,21.0,0.21,0.0
2010-04-15,0,21.0,0.21,0.0
2010-04-16,16,21.0,0.21,3.36
2010-04-17,0,21.0,0.21,0.0
2010-04-18,0,21.0,0.21,0.0
2010-04-19,0,21.0,0.21,0.0
2010-04-20,0,21.0,0.21,0.0
2010-04-21,0,21.0,0.21,0.0
2010-04-22,0,21.0,0.21,0.0
2010-04-23,0,21.0,0.21,0.0
2010-04-24,0,21.0,0.21,0.0
2010-04-25,0,21.0,0.21,0.0
2010-04-26,0,21.0,0.21,0.0
2010-04-27,0,21.0,0.21,0.0
2010-04-28,0,21.0,0.21,0.0
2010-04-29,0,21.0,0.21,0.0
2010-04-30,0,21.0,0.21,0.0
2010-05-01,0,14.0,0.14,0.0
2010-05-02,0,14.0,0.14,0.0
2010-05-03,47,14.0,0.14,6.580000000000001
2010-05-04,0,14.0,0.14,0.0
2010-05-05,0,14.0,0.14,0.0
2010-05-06,32,14.0,0.14,4.48
2010-05-07,28,14.0,0.14,3.9200000000000004
2010-05-08,0,14.0,0.14,0.0
2010-05-09,42,14.0,0.14,5.880000000000001
2010-05-10,0,14.0,0.14,0.0
2010-05-11,0,14.0,0.14,0.0
2010-05-12,0,14.0,0.14,0.0
2010-05-13,0,14.0,0.14,0.0
2010-05-14,0,14.0,0.14,0.0
2010-05-15,0,14.0,0.14,0.0
2010-05-16,0,14.0,0.14,0.0
2010-05-17,29,14.0,0.14,4.0600000000000005
2010-05-18,100,14.0,0.14,14.000000000000002
2010-05-19,0,14.0,0.14,0.0
2010-05-20,61,14.0,0.14,8.540000000000001
2010-05-21,0,14.0,0.14,0.0
2010-05-22,37,14.0,0.14,5.180000000000001
2010-05-23,0,14.0,0.14,0.0
2010-05-24,0,14.0,0.14,0.0
2010-05-25,0,14.0,0.14,0.0
2010-05-26,0,14.0,0.14,0.0
2010-05-27,30,14.0,0.14,4.2
2010-05-28,0,14.0,0.14,0.0
2010-05-29,0,14.0,0.14,0.0
2010-05-30,0,14.0,0.14,0.0
2010-05-31,0,14.0,0.14,0.0
2010-06-01,0,18.0,0.18,0.0
2010-06-02,0,18.0,0.18,0.0
2010-06-03,0,18.0,0.18,0.0
2010-06-04,0,18.0,0.18,0.0
2010-06-05,0,18.0,0.18,0.0
2010-06-06,0,18.0,0.18,0.0
2010-06-07,30,18.0,0.18,5.3999999999999995
2010-06-08,38,18.0,0.18,6.84
2010-06-09,29,18.0,0.18,5.22
2010-06-10,0,18.0,0.18,0.0
2010-06-11,0,18.0,0.18,0.0
2010-06-12,0,18.0,0.18,0.0
2010-06-13,0,18.0,0.18,0.0
2010-06-14,0,18.0,0.18,0.0
2010-06-15,71,18.0,0.18,12.78
2010-06-16,31,18.0,0.18,5.58
2010-06-17,0,18.0,0.18,0.0
2010-06-18,0,18.0,0.18,0.0
2010-06-19,0,18.0,0.18,0.0
2010-06-20,100,18.0,0.18,18.0
2010-06-21,0,18.0,0.18,0.0
2010-06-22,0,18.0,0.18,0.0
2010-06-23,0,18.0,0.18,0.0
2010-06-24,0,18.0,0.18,0.0
2010-06-25,0,18.0,0.18,0.0
2010-06-26,0,18.0,0.18,0.0
2010-06-27,0,18.0,0.18,0.0
2010-06-28,0,18.0,0.18,0.0
2010-06-29,38,18.0,0.18,6.84
2010-06-30,0,18.0,0.18,0.0
2010-07-01,0,4.0,0.04,0.0
2010-07-02,43,4.0,0.04,1.72
2010-07-03,0,4.0,0.04,0.0
2010-07-04,0,4.0,0.04,0.0
2010-07-05,0,4.0,0.04,0.0
2010-07-06,59,4.0,0.04,2.36
2010-07-07,0,4.0,0.04,0.0
2010-07-08,0,4.0,0.04,0.0
2010-07-09,0,4.0,0.04,0.0
2010-07-10,48,4.0,0.04,1.92
2010-07-11,0,4.0,0.04,0.0
2010-07-12,0,4.0,0.04,0.0
2010-07-13,44,4.0,0.04,1.76
2010-07-14,0,4.0,0.04,0.0
2010-07-15,0,4.0,0.04,0.0
2010-07-16,0,4.0,0.04,0.0
2010-07-17,67,4.0,0.04,2.68
2010-07-18,0,4.0,0.04,0.0
2010-07-19,0,4.0,0.04,0.0
2010-07-20,0,4.0,0.04,0.0
2010-07-21,0,4.0,0.04,0.0
2010-07-22,0,4.0,0.04,0.0
2010-07-23,0,4.0,0.04,0.0
2010-07-24,0,4.0,0.04,0.0
2010-07-25,100,4.0,0.04,4.0
2010-07-26,0,4.0,0.04,0.0
2010-07-27,0,4.0,0.04,0.0
2010-07-28,0,4.0,0.04,0.0
2010-07-29,42,4.0,0.04,1.68
2010-07-30,76,4.0,0.04,3.04
2010-07-31,0,4.0,0.04,0.0
2010-08-01,0,11.0,0.11,0.0
2010-08-02,57,11.0,0.11,6.2700000000000005
2010-08-03,0,11.0,0.11,0.0
2010-08-04,0,11.0,0.11,0.0
2010-08-05,100,11.0,0.11,11.0
2010-08-06,0,11.0,0.11,0.0
2010-08-07,44,11.0,0.11,4.84
2010-08-08,0,11.0,0.11,0.0
2010-08-09,0,11.0,0.11,0.0
2010-08-10,23,11.0,0.11,2.53
2010-08-11,29,11.0,0.11,3.19
2010-08-12,0,11.0,0.11,0.0
2010-08-13,39,11.0,0.11,4.29
2010-08-14,0,11.0,0.11,0.0
2010-08-15,0,11.0,0.11,0.0
2010-08-16,0,11.0,0.11,0.0
2010-08-17,0,11.0,0.11,0.0
2010-08-18,0,11.0,0.11,0.0
2010-08-19,30,11.0,0.11,3.3
2010-08-20,0,11.0,0.11,0.0
2010-08-21,0,11.0,0.11,0.0
2010-08-22,0,11.0,0.11,0.0
2010-08-23,0,11.0,0.11,0.0
2010-08-24,0,11.0,0.11,0.0
2010-08-25,0,11.0,0.11,0.0
2010-08-26,0,11.0,0.11,0.0
2010-08-27,0,11.0,0.11,0.0
2010-08-28,0,11.0,0.11,0.0
2010-08-29,0,11.0,0.11,0.0
2010-08-30,29,11.0,0.11,3.19
2010-08-31,0,11.0,0.11,0.0
2010-09-01,0,11.0,0.11,0.0
2010-09-02,0,11.0,0.11,0.0
2010-09-03,43,11.0,0.11,4.73
2010-09-04,0,11.0,0.11,0.0
2010-09-05,0,11.0,0.11,0.0
2010-09-06,45,11.0,0.11,4.95
2010-09-07,0,11.0,0.11,0.0
2010-09-08,0,11.0,0.11,0.0
2010-09-09,0,11.0,0.11,0.0
2010-09-10,53,11.0,0.11,5.83
2010-09-11,0,11.0,0.11,0.0
2010-09-12,100,11.0,0.11,11.0
2010-09-13,34,11.0,0.11,3.74
2010-09-14,0,11.0,0.11,0.0
2010-09-15,0,11.0,0.11,0.0
2010-09-16,0,11.0,0.11,0.0
2010-09-17,0,11.0,0.11,0.0
2010-09-18,0,11.0,0.11,0.0
2010-09-19,51,11.0,0.11,5.61
2010-09-20,0,11.0,0.11,0.0
2010-09-21,63,11.0,0.11,6.93
2010-09-22,0,11.0,0.11,0.0
2010-09-23,0,11.0,0.11,0.0
2010-09-24,0,11.0,0.11,0.0
2010-09-25,0,11.0,0.11,0.0
2010-09-26,0,11.0,0.11,0.0
2010-09-27,0,11.0,0.11,0.0
2010-09-28,0,11.0,0.11,0.0
2010-09-29,0,11.0,0.11,0.0
2010-09-30,0,11.0,0.11,0.0
2010-10-01,100,9.0,0.09,9.0
2010-10-02,0,9.0,0.09,0.0
2010-10-03,0,9.0,0.09,0.0
2010-10-04,0,9.0,0.09,0.0
2010-10-05,0,9.0,0.09,0.0
2010-10-06,0,9.0,0.09,0.0
2010-10-07,77,9.0,0.09,6.93
2010-10-08,0,9.0,0.09,0.0
2010-10-09,0,9.0,0.09,0.0
2010-10-10,0,9.0,0.09,0.0
2010-10-11,0,9.0,0.09,0.0
2010-10-12,0,9.0,0.09,0.0
2010-10-13,0,9.0,0.09,0.0
2010-10-14,0,9.0,0.09,0.0
2010-10-15,23,9.0,0.09,2.07
2010-10-16,0,9.0,0.09,0.0
2010-10-17,0,9.0,0.09,0.0
2010-10-18,36,9.0,0.09,3.2399999999999998
2010-10-19,0,9.0,0.09,0.0
2010-10-20,0,9.0,0.09,0.0
2010-10-21,0,9.0,0.09,0.0
2010-10-22,0,9.0,0.09,0.0
2010-10-23,0,9.0,0.09,0.0
2010-10-24,47,9.0,0.09,4.2299999999999995
2010-10-25,48,9.0,0.09,4.32
2010-10-26,0,9.0,0.09,0.0
2010-10-27,0,9.0,0.09,0.0
2010-10-28,0,9.0,0.09,0.0
2010-10-29,0,9.0,0.09,0.0
2010-10-30,0,9.0,0.09,0.0
2010-10-31,0,9.0,0.09,0.0
2010-11-01,0,7.0,0.07,0.0
2010-11-02,0,7.0,0.07,0.0
2010-11-03,24,7.0,0.07,1.6800000000000002
2010-11-04,0,7.0,0.07,0.0
2010-11-05,18,7.0,0.07,1.2600000000000002
2010-11-06,100,7.0,0.07,7.000000000000001
2010-11-07,0,7.0,0.07,0.0
2010-11-08,0,7.0,0.07,0.0
2010-11-09,0,7.0,0.07,0.0
2010-11-10,0,7.0,0.07,0.0
2010-11-11,0,7.0,0.07,0.0
2010-11-12,28,7.0,0.07,1.9600000000000002
2010-11-13,26,7.0,0.07,1.8200000000000003
2010-11-14,0,7.0,0.07,0.0
2010-11-15,48,7.0,0.07,3.3600000000000003
2010-11-16,0,7.0,0.07,0.0
2010-11-17,0,7.0,0.07,0.0
2010-11-18,24,7.0,0.07,1.6800000000000002
2010-11-19,0,7.0,0.07,0.0
2010-11-20,47,7.0,0.07,3.2900000000000005
2010-11-21,0,7.0,0.07,0.0
2010-11-22,0,7.0,0.07,0.0
2010-11-23,22,7.0,0.07,1.54
2010-11-24,0,7.0,0.07,0.0
2010-11-25,0,7.0,0.07,0.0
2010-11-26,0,7.0,0.07,0.0
2010-11-27,44,7.0,0.07,3.08
2010-11-28,0,7.0,0.07,0.0
2010-11-29,0,7.0,0.07,0.0
2010-11-30,0,7.0,0.07,0.0
2010-12-01,25,14.0,0.14,3.5000000000000004
2010-12-02,0,14.0,0.14,0.0
2010-12-03,0,14.0,0.14,0.0
2010-12-04,0,14.0,0.14,0.0
2010-12-05,0,14.0,0.14,0.0
2010-12-06,0,14.0,0.14,0.0
2010-12-07,0,14.0,0.14,0.0
2010-12-08,43,14.0,0.14,6.0200000000000005
2010-12-09,0,14.0,0.14,0.0
2010-12-10,0,14.0,0.14,0.0
2010-12-11,0,14.0,0.14,0.0
2010-12-12,0,14.0,0.14,0.0
2010-12-13,43,14.0,0.14,6.0200000000000005
2010-12-14,0,14.0,0.14,0.0
2010-12-15,0,14.0,0.14,0.0
2010-12-16,84,14.0,0.14,11.760000000000002
2010-12-17,0,14.0,0.14,0.0
2010-12-18,48,14.0,0.14,6.720000000000001
2010-12-19,0,14.0,0.14,0.0
2010-12-20,45,14.0,0.14,6.300000000000001
2010-12-21,0,14.0,0.14,0.0
2010-12-22,0,14.0,0.14,0.0
2010-12-23,0,14.0,0.14,0.0
2010-12-24,0,14.0,0.14,0.0
2010-12-25,0,14.0,0.14,0.0
2010-12-26,100,14.0,0.14,14.000000000000002
2010-12-27,0,14.0,0.14,0.0
2010-12-28,0,14.0,0.14,0.0
2010-12-29,0,14.0,0.14,0.0
2010-12-30,0,14.0,0.14,0.0
2010-12-31,0,14.0,0.14,0.0
2011-01-01,0,12.0,0.12,0.0
2011-01-02,38,12.0,0.12,4.56
2011-01-03,0,12.0,0.12,0.0
2011-01-04,0,12.0,0.12,0.0
2011-01-05,40,12.0,0.12,4.8
2011-01-06,0,12.0,0.12,0.0
2011-01-07,27,12.0,0.12,3.2399999999999998
2011-01-08,0,12.0,0.12,0.0
2011-01-09,24,12.0,0.12,2.88
2011-01-10,0,12.0,0.12,0.0
2011-01-11,100,12.0,0.12,12.0
2011-01-12,0,12.0,0.12,0.0
2011-01-13,0,12.0,0.12,0.0
2011-01-14,49,12.0,0.12,5.88
2011-01-15,0,12.0,0.12,0.0
2011-01-16,0,12.0,0.12,0.0
2011-01-17,0,12.0,0.12,0.0
2011-01-18,24,12.0,0.12,2.88
2011-01-19,0,12.0,0.12,0.0
2011-01-20,0,12.0,0.12,0.0
2011-01-21,49,12.0,0.12,5.88
2011-01-22,48,12.0,0.12,5.76
2011-01-23,0,12.0,0.12,0.0
2011-01-24,0,12.0,0.12,0.0
2011-01-25,22,12.0,0.12,2.6399999999999997
2011-01-26,21,12.0,0.12,2.52
2011-01-27,36,12.0,0.12,4.32
2011-01-28,0,12.0,0.12,0.0
2011-01-29,62,12.0,0.12,7.4399999999999995
2011-01-30,0,12.0,0.12,0.0
2011-01-31,0,12.0,0.12,0.0
2011-02-01,0,13.0,0.13,0.0
2011-02-02,100,13.0,0.13,13.0
2011-02-03,46,13.0,0.13,5.98
2011-02-04,0,13.0,0.13,0.0
2011-02-05,0,13.0,0.13,0.0
2011-02-06,0,13.0,0.13,0.0
2011-02-07,0,13.0,0.13,0.0
2011-02-08,0,13.0,0.13,0.0
2011-02-09,0,13.0,0.13,0.0
2011-02-10,0,13.0,0.13,0.0
2011-02-11,0,13.0,0.13,0.0
2011-02-12,0,13.0,0.13,0.0
2011-02-13,0,13.0,0.13,0.0
2011-02-14,57,13.0,0.13,7.41
2011-02-15,0,13.0,0.13,0.0
2011-02-16,0,13.0,0.13,0.0
2011-02-17,85,13.0,0.13,11.05
2011-02-18,0,13.0,0.13,0.0
2011-02-19,0,13.0,0.13,0.0
2011-02-20,0,13.0,0.13,0.0
2011-02-21,57,13.0,0.13,7.41
2011-02-22,63,13.0,0.13,8.19
2011-02-23,0,13.0,0.13,0.0
2011-02-24,0,13.0,0.13,0.0
2011-02-25,61,13.0,0.13,7.930000000000001
2011-02-26,0,13.0,0.13,0.0
2011-02-27,0,13.0,0.13,0.0
2011-02-28,0,13.0,0.13,0.0
2011-03-01,32,13.0,0.13,4.16
2011-03-02,33,13.0,0.13,4.29
2011-03-03,21,13.0,0.13,2.73
2011-03-04,0,13.0,0.13,0.0
2011-03-05,0,13.0,0.13,0.0
2011-03-06,0,13.0,0.13,0.0
2011-03-07,57,13.0,0.13,7.41
2011-03-08,45,13.0,0.13,5.8500000000000005
2011-03-09,0,13.0,0.13,0.0
2011-03-10,0,13.0,0.13,0.0
2011-03-11,0,13.0,0.13,0.0
2011-03-12,0,13.0,0.13,0.0
2011-03-13,0,13.0,0.13,0.0
2011-03-14,46,13.0,0.13,5.98
2011-03-15,0,13.0,0.13,0.0
2011-03-16,0,13.0,0.13,0.0
2011-03-17,0,13.0,0.13,0.0
2011-03-18,28,13.0,0.13,3.64
2011-03-19,0,13.0,0.13,0.0
2011-03-20,27,13.0,0.13,3.5100000000000002
2011-03-21,40,13.0,0.13,5.2
2011-03-22,0,13.0,0.13,0.0
2011-03-23,0,13.0,0.13,0.0
2011-03-24,0,13.0,0.13,0.0
2011-03-25,100,13.0,0.13,13.0
2011-03-26,0,13.0,0.13,0.0
2011-03-27,0,13.0,0.13,0.0
2011-03-28,0,13.0,0.13,0.0
2011-03-29,0,13.0,0.13,0.0
2011-03-30,0,13.0,0.13,0.0
2011-03-31,0,13.0,0.13,0.0
2011-04-01,54,13.0,0.13,7.0200000000000005
2011-04-02,0,13.0,0.13,0.0
2011-04-03,0,13.0,0.13,0.0
2011-04-04,32,13.0,0.13,4.16
2011-04-05,36,13.0,0.13,4.68
2011-04-06,0,13.0,0.13,0.0
2011-04-07,0,13.0,0.13,0.0
2011-04-08,35,13.0,0.13,4.55
2011-04-09,0,13.0,0.13,0.0
2011-04-10,0,13.0,0.13,0.0
2011-04-11,0,13.0,0.13,0.0
2011-04-12,0,13.0,0.13,0.0
2011-04-13,0,13.0,0.13,0.0
2011-04-14,0,13.0,0.13,0.0
2011-04-15,35,13.0,0.13,4.55
2011-04-16,0,13.0,0.13,0.0
2011-04-17,0,13.0,0.13,0.0
2011-04-18,0,13.0,0.13,0.0
2011-04-19,100,13.0,0.13,13.0
2011-04-20,0,13.0,0.13,0.0
2011-04-21,0,13.0,0.13,0.0
2011-04-22,0,13.0,0.13,0.0
2011-04-23,68,13.0,0.13,8.84
2011-04-24,0,13.0,0.13,0.0
2011-04-25,0,13.0,0.13,0.0
2011-04-26,0,13.0,0.13,0.0
2011-04-27,35,13.0,0.13,4.55
2011-04-28,0,13.0,0.13,0.0
2011-04-29,62,13.0,0.13,8.06
2011-04-30,0,13.0,0.13,0.0
2011-05-01,74,9.0,0.09,6.66
2011-05-02,0,9.0,0.09,0.0
2011-05-03,0,9.0,0.09,0.0
2011-05-04,71,9.0,0.09,6.39
