date,PG_unscaled,PG_monthly,isPartial,scale,PG
2019-08-30,92,60.0,,0.6,55.199999999999996
2019-08-31,68,60.0,,0.6,40.8
2019-09-01,64,65.0,False,0.65,41.6
2019-09-02,79,65.0,,0.65,51.35
2019-09-03,88,65.0,,0.65,57.2
2019-09-04,88,65.0,,0.65,57.2
2019-09-05,87,65.0,,0.65,56.550000000000004
2019-09-06,100,65.0,,0.65,65.0
2019-09-07,84,65.0,,0.65,54.6
2019-09-08,71,65.0,,0.65,46.15
2019-09-09,81,65.0,,0.65,52.65
2019-09-10,82,65.0,,0.65,53.300000000000004
2019-09-11,95,65.0,,0.65,61.75
2019-09-12,91,65.0,,0.65,59.15
2019-09-13,90,65.0,,0.65,58.5
2019-09-14,80,65.0,,0.65,52.0
2019-09-15,71,65.0,,0.65,46.15
2019-09-16,81,65.0,,0.65,52.65
2019-09-17,91,65.0,,0.65,59.15
2019-09-18,92,65.0,,0.65,59.800000000000004
2019-09-19,90,65.0,,0.65,58.5
2019-09-20,87,65.0,,0.65,56.550000000000004
2019-09-21,68,65.0,,0.65,44.2
2019-09-22,70,65.0,,0.65,45.5
2019-09-23,93,65.0,,0.65,60.45
2019-09-24,96,65.0,,0.65,62.400000000000006
2019-09-25,95,65.0,,0.65,61.75
2019-09-26,100,65.0,,0.65,65.0
2019-09-27,93,65.0,,0.65,60.45
2019-09-28,80,65.0,,0.65,52.0
2019-09-29,89,65.0,,0.65,57.85
2019-09-30,99,65.0,,0.65,64.35000000000001
2019-10-01,24,100.0,False,1.0,24.0
2019-10-02,26,100.0,,1.0,26.0
2019-10-03,21,100.0,,1.0,21.0
2019-10-04,25,100.0,,1.0,25.0
2019-10-05,21,100.0,,1.0,21.0
2019-10-06,20,100.0,,1.0,20.0
2019-10-07,24,100.0,,1.0,24.0
2019-10-08,59,100.0,,1.0,59.0
2019-10-09,100,100.0,,1.0,100.0
2019-10-10,56,100.0,,1.0,56.0
2019-10-11,34,100.0,,1.0,34.0
2019-10-12,23,100.0,,1.0,23.0
2019-10-13,23,100.0,,1.0,23.0
2019-10-14,26,100.0,,1.0,26.0
2019-10-15,28,100.0,,1.0,28.0
2019-10-16,24,100.0,,1.0,24.0
2019-10-17,25,100.0,,1.0,25.0
2019-10-18,25,100.0,,1.0,25.0
2019-10-19,20,100.0,,1.0,20.0
2019-10-20,21,100.0,,1.0,21.0
2019-10-21,29,100.0,,1.0,29.0
2019-10-22,36,100.0,,1.0,36.0
2019-10-23,36,100.0,,1.0,36.0
2019-10-24,33,100.0,,1.0,33.0
2019-10-25,36,100.0,,1.0,36.0
2019-10-26,41,100.0,,1.0,41.0
2019-10-27,43,100.0,,1.0,43.0
2019-10-28,43,100.0,,1.0,43.0
2019-10-29,42,100.0,,1.0,42.0
2019-10-30,37,100.0,,1.0,37.0
2019-10-31,34,100.0,,1.0,34.0
2019-11-01,89,70.0,False,0.7,62.3
2019-11-02,76,70.0,,0.7,53.199999999999996
2019-11-03,72,70.0,,0.7,50.4
2019-11-04,89,70.0,,0.7,62.3
2019-11-05,87,70.0,,0.7,60.9
2019-11-06,94,70.0,,0.7,65.8
2019-11-07,95,70.0,,0.7,66.5
2019-11-08,83,70.0,,0.7,58.099999999999994
2019-11-09,68,70.0,,0.7,47.599999999999994
2019-11-10,65,70.0,,0.7,45.5
2019-11-11,78,70.0,,0.7,54.599999999999994
2019-11-12,79,70.0,,0.7,55.3
2019-11-13,89,70.0,,0.7,62.3
2019-11-14,78,70.0,,0.7,54.599999999999994
2019-11-15,85,70.0,,0.7,59.49999999999999
2019-11-16,65,70.0,,0.7,45.5
2019-11-17,69,70.0,,0.7,48.3
2019-11-18,88,70.0,,0.7,61.599999999999994
2019-11-19,100,70.0,,0.7,70.0
2019-11-20,95,70.0,,0.7,66.5
2019-11-21,85,70.0,,0.7,59.49999999999999
2019-11-22,94,70.0,,0.7,65.8
2019-11-23,66,70.0,,0.7,46.199999999999996
2019-11-24,68,70.0,,0.7,47.599999999999994
2019-11-25,69,70.0,,0.7,48.3
2019-11-26,74,70.0,,0.7,51.8
2019-11-27,78,70.0,,0.7,54.599999999999994
2019-11-28,58,70.0,,0.7,40.599999999999994
2019-11-29,70,70.0,,0.7,49.0
2019-11-30,60,70.0,,0.7,42.0
2019-12-01,66,67.0,False,0.67,44.220000000000006
2019-12-02,81,67.0,,0.67,54.27
2019-12-03,87,67.0,,0.67,58.290000000000006
2019-12-04,94,67.0,,0.67,62.980000000000004
2019-12-05,92,67.0,,0.67,61.64
2019-12-06,85,67.0,,0.67,56.95
2019-12-07,64,67.0,,0.67,42.88
2019-12-08,68,67.0,,0.67,45.56
2019-12-09,87,67.0,,0.67,58.290000000000006
2019-12-10,89,67.0,,0.67,59.63
2019-12-11,87,67.0,,0.67,58.290000000000006
2019-12-12,83,67.0,,0.67,55.61000000000001
2019-12-13,84,67.0,,0.67,56.28
2019-12-14,68,67.0,,0.67,45.56
2019-12-15,67,67.0,,0.67,44.89
2019-12-16,100,67.0,,0.67,67.0
2019-12-17,84,67.0,,0.67,56.28
2019-12-18,85,67.0,,0.67,56.95
2019-12-19,81,67.0,,0.67,54.27
2019-12-20,88,67.0,,0.67,58.96
2019-12-21,72,67.0,,0.67,48.24
2019-12-22,72,67.0,,0.67,48.24
2019-12-23,68,67.0,,0.67,45.56
2019-12-24,81,67.0,,0.67,54.27
2019-12-25,68,67.0,,0.67,45.56
2019-12-26,74,67.0,,0.67,49.580000000000005
2019-12-27,74,67.0,,0.67,49.580000000000005
2019-12-28,80,67.0,,0.67,53.6
2019-12-29,72,67.0,,0.67,48.24
2019-12-30,74,67.0,,0.67,49.580000000000005
2019-12-31,77,67.0,,0.67,51.59
2020-01-01,80,71.0,False,0.71,56.8
2020-01-02,85,71.0,,0.71,60.349999999999994
2020-01-03,78,71.0,,0.71,55.379999999999995
2020-01-04,63,71.0,,0.71,44.73
2020-01-05,72,71.0,,0.71,51.12
2020-01-06,84,71.0,,0.71,59.64
2020-01-07,96,71.0,,0.71,68.16
2020-01-08,99,71.0,,0.71,70.28999999999999
2020-01-09,90,71.0,,0.71,63.9
2020-01-10,89,71.0,,0.71,63.19
2020-01-11,70,71.0,,0.71,49.699999999999996
2020-01-12,73,71.0,,0.71,51.83
2020-01-13,91,71.0,,0.71,64.61
2020-01-14,92,71.0,,0.71,65.32
2020-01-15,93,71.0,,0.71,66.03
2020-01-16,91,71.0,,0.71,64.61
2020-01-17,95,71.0,,0.71,67.45
2020-01-18,80,71.0,,0.71,56.8
2020-01-19,79,71.0,,0.71,56.089999999999996
2020-01-20,82,71.0,,0.71,58.22
2020-01-21,90,71.0,,0.71,63.9
2020-01-22,90,71.0,,0.71,63.9
2020-01-23,100,71.0,,0.71,71.0
2020-01-24,87,71.0,,0.71,61.769999999999996
2020-01-25,85,71.0,,0.71,60.349999999999994
2020-01-26,72,71.0,,0.71,51.12
2020-01-27,87,71.0,,0.71,61.769999999999996
2020-01-28,92,71.0,,0.71,65.32
2020-01-29,95,71.0,,0.71,67.45
2020-01-30,91,71.0,,0.71,64.61
2020-01-31,96,71.0,,0.71,68.16
2020-02-01,83,71.0,False,0.71,58.93
2020-02-02,72,71.0,,0.71,51.12
2020-02-03,82,71.0,,0.71,58.22
2020-02-04,90,71.0,,0.71,63.9
2020-02-05,88,71.0,,0.71,62.48
2020-02-06,87,71.0,,0.71,61.769999999999996
2020-02-07,87,71.0,,0.71,61.769999999999996
2020-02-08,80,71.0,,0.71,56.8
2020-02-09,85,71.0,,0.71,60.349999999999994
2020-02-10,81,71.0,,0.71,57.51
2020-02-11,94,71.0,,0.71,66.74
2020-02-12,97,71.0,,0.71,68.86999999999999
2020-02-13,92,71.0,,0.71,65.32
2020-02-14,84,71.0,,0.71,59.64
2020-02-15,76,71.0,,0.71,53.959999999999994
2020-02-16,78,71.0,,0.71,55.379999999999995
2020-02-17,85,71.0,,0.71,60.349999999999994
2020-02-18,87,71.0,,0.71,61.769999999999996
2020-02-19,90,71.0,,0.71,63.9
2020-02-20,87,71.0,,0.71,61.769999999999996
2020-02-21,96,71.0,,0.71,68.16
2020-02-22,84,71.0,,0.71,59.64
2020-02-23,86,71.0,,0.71,61.059999999999995
2020-02-24,96,71.0,,0.71,68.16
2020-02-25,99,71.0,,0.71,70.28999999999999
2020-02-26,90,71.0,,0.71,63.9
2020-02-27,95,71.0,,0.71,67.45
2020-02-28,100,71.0,,0.71,71.0
2020-02-29,95,71.0,,0.71,67.45
2020-03-01,67,81.0,False,0.81,54.27
2020-03-02,74,81.0,,0.81,59.940000000000005
2020-03-03,79,81.0,,0.81,63.99
2020-03-04,71,81.0,,0.81,57.510000000000005
2020-03-05,90,81.0,,0.81,72.9
2020-03-06,76,81.0,,0.81,61.56
2020-03-07,67,81.0,,0.81,54.27
2020-03-08,61,81.0,,0.81,49.410000000000004
2020-03-09,75,81.0,,0.81,60.75000000000001
2020-03-10,89,81.0,,0.81,72.09
2020-03-11,84,81.0,,0.81,68.04
2020-03-12,100,81.0,,0.81,81.0
2020-03-13,87,81.0,,0.81,70.47
2020-03-14,67,81.0,,0.81,54.27
2020-03-15,60,81.0,,0.81,48.6
2020-03-16,85,81.0,,0.81,68.85000000000001
2020-03-17,82,81.0,,0.81,66.42
2020-03-18,90,81.0,,0.81,72.9
2020-03-19,87,81.0,,0.81,70.47
2020-03-20,72,81.0,,0.81,58.32000000000001
2020-03-21,65,81.0,,0.81,52.650000000000006
2020-03-22,58,81.0,,0.81,46.980000000000004
2020-03-23,87,81.0,,0.81,70.47
2020-03-24,84,81.0,,0.81,68.04
2020-03-25,76,81.0,,0.81,61.56
2020-03-26,71,81.0,,0.81,57.510000000000005
2020-03-27,70,81.0,,0.81,56.7
2020-03-28,66,81.0,,0.81,53.46
2020-03-29,61,81.0,,0.81,49.410000000000004
2020-03-30,67,81.0,,0.81,54.27
2020-03-31,76,81.0,,0.81,61.56
2020-04-01,94,63.0,False,0.63,59.22
2020-04-02,84,63.0,,0.63,52.92
2020-04-03,84,63.0,,0.63,52.92
2020-04-04,71,63.0,,0.63,44.73
2020-04-05,75,63.0,,0.63,47.25
2020-04-06,86,63.0,,0.63,54.18
2020-04-07,90,63.0,,0.63,56.7
2020-04-08,81,63.0,,0.63,51.03
2020-04-09,85,63.0,,0.63,53.55
2020-04-10,70,63.0,,0.63,44.1
2020-04-11,70,63.0,,0.63,44.1
2020-04-12,72,63.0,,0.63,45.36
2020-04-13,80,63.0,,0.63,50.4
2020-04-14,100,63.0,,0.63,63.0
2020-04-15,90,63.0,,0.63,56.7
2020-04-16,81,63.0,,0.63,51.03
2020-04-17,97,63.0,,0.63,61.11
2020-04-18,73,63.0,,0.63,45.99
2020-04-19,72,63.0,,0.63,45.36
2020-04-20,82,63.0,,0.63,51.660000000000004
2020-04-21,81,63.0,,0.63,51.03
2020-04-22,82,63.0,,0.63,51.660000000000004
2020-04-23,83,63.0,,0.63,52.29
2020-04-24,77,63.0,,0.63,48.51
2020-04-25,64,63.0,,0.63,40.32
2020-04-26,68,63.0,,0.63,42.84
2020-04-27,86,63.0,,0.63,54.18
2020-04-28,76,63.0,,0.63,47.88
2020-04-29,84,63.0,,0.63,52.92
2020-04-30,76,63.0,,0.63,47.88
2020-05-01,80,66.0,False,0.66,52.800000000000004
2020-05-02,75,66.0,,0.66,49.5
2020-05-03,72,66.0,,0.66,47.52
2020-05-04,79,66.0,,0.66,52.14
2020-05-05,80,66.0,,0.66,52.800000000000004
2020-05-06,85,66.0,,0.66,56.1
2020-05-07,82,66.0,,0.66,54.120000000000005
2020-05-08,90,66.0,,0.66,59.400000000000006
2020-05-09,77,66.0,,0.66,50.82
2020-05-10,66,66.0,,0.66,43.56
2020-05-11,80,66.0,,0.66,52.800000000000004
2020-05-12,83,66.0,,0.66,54.78
2020-05-13,81,66.0,,0.66,53.46
2020-05-14,95,66.0,,0.66,62.7
2020-05-15,85,66.0,,0.66,56.1
2020-05-16,81,66.0,,0.66,53.46
2020-05-17,86,66.0,,0.66,56.760000000000005
2020-05-18,94,66.0,,0.66,62.040000000000006
2020-05-19,83,66.0,,0.66,54.78
2020-05-20,83,66.0,,0.66,54.78
2020-05-21,86,66.0,,0.66,56.760000000000005
2020-05-22,79,66.0,,0.66,52.14
2020-05-23,71,66.0,,0.66,46.86
2020-05-24,76,66.0,,0.66,50.160000000000004
2020-05-25,76,66.0,,0.66,50.160000000000004
2020-05-26,100,66.0,,0.66,66.0
2020-05-27,90,66.0,,0.66,59.400000000000006
2020-05-28,87,66.0,,0.66,57.42
2020-05-29,81,66.0,,0.66,53.46
2020-05-30,72,66.0,,0.66,47.52
2020-05-31,63,66.0,,0.66,41.580000000000005
2020-06-01,83,64.0,False,0.64,53.120000000000005
2020-06-02,87,64.0,,0.64,55.68
2020-06-03,99,64.0,,0.64,63.36
2020-06-04,84,64.0,,0.64,53.76
2020-06-05,86,64.0,,0.64,55.04
2020-06-06,75,64.0,,0.64,48.0
2020-06-07,82,64.0,,0.64,52.480000000000004
2020-06-08,90,64.0,,0.64,57.6
2020-06-09,96,64.0,,0.64,61.44
2020-06-10,91,64.0,,0.64,58.24
2020-06-11,82,64.0,,0.64,52.480000000000004
2020-06-12,90,64.0,,0.64,57.6
2020-06-13,81,64.0,,0.64,51.84
2020-06-14,80,64.0,,0.64,51.2
2020-06-15,85,64.0,,0.64,54.4
2020-06-16,93,64.0,,0.64,59.52
2020-06-17,85,64.0,,0.64,54.4
2020-06-18,88,64.0,,0.64,56.32
2020-06-19,98,64.0,,0.64,62.72
2020-06-20,100,64.0,,0.64,64.0
2020-06-21,82,64.0,,0.64,52.480000000000004
2020-06-22,91,64.0,,0.64,58.24
2020-06-23,86,64.0,,0.64,55.04
2020-06-24,85,64.0,,0.64,54.4
2020-06-25,84,64.0,,0.64,53.76
2020-06-26,85,64.0,,0.64,54.4
2020-06-27,87,64.0,,0.64,55.68
2020-06-28,84,64.0,,0.64,53.76
2020-06-29,82,64.0,,0.64,52.480000000000004
2020-06-30,92,64.0,,0.64,58.88
2020-07-01,86,59.0,False,0.59,50.739999999999995
2020-07-02,82,59.0,,0.59,48.379999999999995
2020-07-03,75,59.0,,0.59,44.25
2020-07-04,78,59.0,,0.59,46.019999999999996
2020-07-05,82,59.0,,0.59,48.379999999999995
2020-07-06,86,59.0,,0.59,50.739999999999995
2020-07-07,88,59.0,,0.59,51.919999999999995
2020-07-08,83,59.0,,0.59,48.97
2020-07-09,71,59.0,,0.59,41.89
2020-07-10,90,59.0,,0.59,53.099999999999994
2020-07-11,74,59.0,,0.59,43.66
2020-07-12,81,59.0,,0.59,47.79
2020-07-13,86,59.0,,0.59,50.739999999999995
2020-07-14,85,59.0,,0.59,50.15
2020-07-15,90,59.0,,0.59,53.099999999999994
2020-07-16,87,59.0,,0.59,51.33
2020-07-17,77,59.0,,0.59,45.43
2020-07-18,72,59.0,,0.59,42.48
2020-07-19,77,59.0,,0.59,45.43
2020-07-20,89,59.0,,0.59,52.51
2020-07-21,84,59.0,,0.59,49.559999999999995
2020-07-22,88,59.0,,0.59,51.919999999999995
2020-07-23,82,59.0,,0.59,48.379999999999995
2020-07-24,81,59.0,,0.59,47.79
2020-07-25,73,59.0,,0.59,43.07
2020-07-26,75,59.0,,0.59,44.25
2020-07-27,84,59.0,,0.59,49.559999999999995
2020-07-28,79,59.0,,0.59,46.61
2020-07-29,88,59.0,,0.59,51.919999999999995
2020-07-30,100,59.0,,0.59,59.0
2020-07-31,98,59.0,,0.59,57.82
2020-08-01,81,70.0,False,0.7,56.699999999999996
2020-08-02,76,70.0,,0.7,53.199999999999996
2020-08-03,84,70.0,,0.7,58.8
2020-08-04,84,70.0,,0.7,58.8
2020-08-05,84,70.0,,0.7,58.8
2020-08-06,89,70.0,,0.7,62.3
2020-08-07,83,70.0,,0.7,58.099999999999994
2020-08-08,79,70.0,,0.7,55.3
2020-08-09,78,70.0,,0.7,54.599999999999994
2020-08-10,84,70.0,,0.7,58.8
2020-08-11,77,70.0,,0.7,53.9
2020-08-12,80,70.0,,0.7,56.0
2020-08-13,83,70.0,,0.7,58.099999999999994
2020-08-14,86,70.0,,0.7,60.199999999999996
2020-08-15,88,70.0,,0.7,61.599999999999994
2020-08-16,100,70.0,,0.7,70.0
2020-08-17,91,70.0,,0.7,63.699999999999996
2020-08-18,87,70.0,,0.7,60.9
2020-08-19,87,70.0,,0.7,60.9
2020-08-20,85,70.0,,0.7,59.49999999999999
2020-08-21,82,70.0,,0.7,57.4
2020-08-22,76,70.0,,0.7,53.199999999999996
2020-08-23,78,70.0,,0.7,54.599999999999994
2020-08-24,94,70.0,,0.7,65.8
2020-08-25,85,70.0,,0.7,59.49999999999999
2020-08-26,83,70.0,,0.7,58.099999999999994
2020-08-27,78,70.0,,0.7,54.599999999999994
2020-08-28,83,70.0,,0.7,58.099999999999994
2020-08-29,78,70.0,,0.7,54.599999999999994
2020-08-30,80,70.0,,0.7,56.0
2020-08-31,85,70.0,,0.7,59.49999999999999
2020-09-01,77,66.0,False,0.66,50.82
2020-09-02,88,66.0,,0.66,58.080000000000005
2020-09-03,96,66.0,,0.66,63.36
2020-09-04,100,66.0,,0.66,66.0
2020-09-05,97,66.0,,0.66,64.02
2020-09-06,92,66.0,,0.66,60.720000000000006
2020-09-07,98,66.0,,0.66,64.68
2020-09-08,99,66.0,,0.66,65.34
2020-09-09,84,66.0,,0.66,55.440000000000005
2020-09-10,88,66.0,,0.66,58.080000000000005
2020-09-11,90,66.0,,0.66,59.400000000000006
2020-09-12,84,66.0,,0.66,55.440000000000005
2020-09-13,78,66.0,,0.66,51.480000000000004
2020-09-14,87,66.0,,0.66,57.42
2020-09-15,95,66.0,,0.66,62.7
2020-09-16,89,66.0,,0.66,58.74
2020-09-17,90,66.0,,0.66,59.400000000000006
2020-09-18,93,66.0,,0.66,61.38
2020-09-19,81,66.0,,0.66,53.46
2020-09-20,78,66.0,,0.66,51.480000000000004
2020-09-21,83,66.0,,0.66,54.78
2020-09-22,83,66.0,,0.66,54.78
2020-09-23,94,66.0,,0.66,62.040000000000006
2020-09-24,82,66.0,,0.66,54.120000000000005
2020-09-25,94,66.0,,0.66,62.040000000000006
2020-09-26,79,66.0,,0.66,52.14
2020-09-27,87,66.0,,0.66,57.42
2020-09-28,93,66.0,,0.66,61.38
2020-09-29,95,66.0,,0.66,62.7
2020-09-30,91,66.0,,0.66,60.06
2020-10-01,67,66.0,False,0.66,44.22
2020-10-02,74,66.0,,0.66,48.84
2020-10-03,65,66.0,,0.66,42.9
2020-10-04,63,66.0,,0.66,41.580000000000005
2020-10-05,74,66.0,,0.66,48.84
2020-10-06,76,66.0,,0.66,50.160000000000004
2020-10-07,80,66.0,,0.66,52.800000000000004
2020-10-08,75,66.0,,0.66,49.5
2020-10-09,78,66.0,,0.66,51.480000000000004
2020-10-10,71,66.0,,0.66,46.86
2020-10-11,65,66.0,,0.66,42.9
2020-10-12,72,66.0,,0.66,47.52
2020-10-13,74,66.0,,0.66,48.84
2020-10-14,73,66.0,,0.66,48.18
2020-10-15,69,66.0,,0.66,45.54
2020-10-16,75,66.0,,0.66,49.5
2020-10-17,69,66.0,,0.66,45.54
2020-10-18,71,66.0,,0.66,46.86
2020-10-19,75,66.0,,0.66,49.5
2020-10-20,84,66.0,,0.66,55.440000000000005
2020-10-21,77,66.0,,0.66,50.82
2020-10-22,70,66.0,,0.66,46.2
2020-10-23,76,66.0,,0.66,50.160000000000004
2020-10-24,74,66.0,,0.66,48.84
2020-10-25,79,66.0,,0.66,52.14
2020-10-26,84,66.0,,0.66,55.440000000000005
2020-10-27,82,66.0,,0.66,54.120000000000005
2020-10-28,80,66.0,,0.66,52.800000000000004
2020-10-29,79,66.0,,0.66,52.14
2020-10-30,100,66.0,,0.66,66.0
2020-10-31,87,66.0,,0.66,57.42
2020-11-01,67,57.0,False,0.57,38.19
2020-11-02,64,57.0,,0.57,36.48
2020-11-03,63,57.0,,0.57,35.91
2020-11-04,36,57.0,,0.57,20.52
2020-11-05,45,57.0,,0.57,25.65
2020-11-06,50,57.0,,0.57,28.499999999999996
2020-11-07,47,57.0,,0.57,26.79
2020-11-08,49,57.0,,0.57,27.929999999999996
2020-11-09,66,57.0,,0.57,37.62
2020-11-10,63,57.0,,0.57,35.91
2020-11-11,58,57.0,,0.57,33.059999999999995
2020-11-12,59,57.0,,0.57,33.629999999999995
2020-11-13,63,57.0,,0.57,35.91
2020-11-14,51,57.0,,0.57,29.069999999999997
2020-11-15,53,57.0,,0.57,30.209999999999997
2020-11-16,65,57.0,,0.57,37.05
2020-11-17,67,57.0,,0.57,38.19
2020-11-18,66,57.0,,0.57,37.62
2020-11-19,100,57.0,,0.57,56.99999999999999
2020-11-20,68,57.0,,0.57,38.76
2020-11-21,59,57.0,,0.57,33.629999999999995
2020-11-22,56,57.0,,0.57,31.919999999999998
2020-11-23,61,57.0,,0.57,34.769999999999996
2020-11-24,58,57.0,,0.57,33.059999999999995
2020-11-25,57,57.0,,0.57,32.489999999999995
2020-11-26,57,57.0,,0.57,32.489999999999995
2020-11-27,54,57.0,,0.57,30.779999999999998
2020-11-28,50,57.0,,0.57,28.499999999999996
2020-11-29,44,57.0,,0.57,25.08
2020-11-30,57,57.0,,0.57,32.489999999999995
2020-12-01,84,59.0,False,0.59,49.559999999999995
2020-12-02,100,59.0,,0.59,59.0
2020-12-03,91,59.0,,0.59,53.69
2020-12-04,96,59.0,,0.59,56.64
2020-12-05,79,59.0,,0.59,46.61
2020-12-06,75,59.0,,0.59,44.25
2020-12-07,88,59.0,,0.59,51.919999999999995
2020-12-08,81,59.0,,0.59,47.79
2020-12-09,81,59.0,,0.59,47.79
2020-12-10,96,59.0,,0.59,56.64
2020-12-11,87,59.0,,0.59,51.33
2020-12-12,82,59.0,,0.59,48.379999999999995
2020-12-13,75,59.0,,0.59,44.25
2020-12-14,93,59.0,,0.59,54.87
2020-12-15,79,59.0,,0.59,46.61
2020-12-16,96,59.0,,0.59,56.64
2020-12-17,90,59.0,,0.59,53.099999999999994
2020-12-18,78,59.0,,0.59,46.019999999999996
2020-12-19,82,59.0,,0.59,48.379999999999995
2020-12-20,78,59.0,,0.59,46.019999999999996
2020-12-21,80,59.0,,0.59,47.199999999999996
2020-12-22,88,59.0,,0.59,51.919999999999995
2020-12-23,90,59.0,,0.59,53.099999999999994
2020-12-24,86,59.0,,0.59,50.739999999999995
2020-12-25,76,59.0,,0.59,44.839999999999996
2020-12-26,89,59.0,,0.59,52.51
2020-12-27,80,59.0,,0.59,47.199999999999996
2020-12-28,93,59.0,,0.59,54.87
2020-12-29,88,59.0,,0.59,51.919999999999995
2020-12-30,85,59.0,,0.59,50.15
2020-12-31,89,59.0,,0.59,52.51
2021-01-01,74,62.0,False,0.62,45.88
2021-01-02,73,62.0,,0.62,45.26
2021-01-03,80,62.0,,0.62,49.6
2021-01-04,82,62.0,,0.62,50.839999999999996
2021-01-05,76,62.0,,0.62,47.12
2021-01-06,80,62.0,,0.62,49.6
2021-01-07,72,62.0,,0.62,44.64
2021-01-08,76,62.0,,0.62,47.12
2021-01-09,79,62.0,,0.62,48.98
2021-01-10,66,62.0,,0.62,40.92
2021-01-11,78,62.0,,0.62,48.36
2021-01-12,91,62.0,,0.62,56.42
2021-01-13,81,62.0,,0.62,50.22
2021-01-14,79,62.0,,0.62,48.98
2021-01-15,88,62.0,,0.62,54.56
2021-01-16,77,62.0,,0.62,47.74
2021-01-17,77,62.0,,0.62,47.74
2021-01-18,81,62.0,,0.62,50.22
2021-01-19,87,62.0,,0.62,53.94
2021-01-20,100,62.0,,0.62,62.0
2021-01-21,89,62.0,,0.62,55.18
2021-01-22,90,62.0,,0.62,55.8
2021-01-23,75,62.0,,0.62,46.5
2021-01-24,75,62.0,,0.62,46.5
2021-01-25,92,62.0,,0.62,57.04
2021-01-26,98,62.0,,0.62,60.76
2021-01-27,99,62.0,,0.62,61.38
2021-01-28,94,62.0,,0.62,58.28
2021-01-29,95,62.0,,0.62,58.9
2021-01-30,73,62.0,,0.62,45.26
2021-01-31,78,62.0,,0.62,48.36
2021-02-01,100,66.0,False,0.66,66.0
2021-02-02,89,66.0,,0.66,58.74
2021-02-03,86,66.0,,0.66,56.760000000000005
2021-02-04,82,66.0,,0.66,54.120000000000005
2021-02-05,82,66.0,,0.66,54.120000000000005
2021-02-06,87,66.0,,0.66,57.42
2021-02-07,77,66.0,,0.66,50.82
2021-02-08,75,66.0,,0.66,49.5
2021-02-09,79,66.0,,0.66,52.14
2021-02-10,82,66.0,,0.66,54.120000000000005
2021-02-11,79,66.0,,0.66,52.14
2021-02-12,88,66.0,,0.66,58.080000000000005
2021-02-13,76,66.0,,0.66,50.160000000000004
2021-02-14,71,66.0,,0.66,46.86
2021-02-15,78,66.0,,0.66,51.480000000000004
2021-02-16,88,66.0,,0.66,58.080000000000005
2021-02-17,81,66.0,,0.66,53.46
2021-02-18,87,66.0,,0.66,57.42
2021-02-19,87,66.0,,0.66,57.42
2021-02-20,76,66.0,,0.66,50.160000000000004
2021-02-21,76,66.0,,0.66,50.160000000000004
2021-02-22,78,66.0,,0.66,51.480000000000004
2021-02-23,88,66.0,,0.66,58.080000000000005
2021-02-24,88,66.0,,0.66,58.080000000000005
2021-02-25,80,66.0,,0.66,52.800000000000004
2021-02-26,82,66.0,,0.66,54.120000000000005
2021-02-27,82,66.0,,0.66,54.120000000000005
2021-02-28,77,66.0,,0.66,50.82
2021-03-01,94,61.0,False,0.61,57.339999999999996
2021-03-02,95,61.0,,0.61,57.949999999999996
2021-03-03,99,61.0,,0.61,60.39
2021-03-04,95,61.0,,0.61,57.949999999999996
2021-03-05,98,61.0,,0.61,59.78
2021-03-06,83,61.0,,0.61,50.629999999999995
2021-03-07,91,61.0,,0.61,55.51
2021-03-08,93,61.0,,0.61,56.73
2021-03-09,97,61.0,,0.61,59.17
2021-03-10,86,61.0,,0.61,52.46
2021-03-11,94,61.0,,0.61,57.339999999999996
2021-03-12,93,61.0,,0.61,56.73
2021-03-13,89,61.0,,0.61,54.29
2021-03-14,78,61.0,,0.61,47.58
2021-03-15,86,61.0,,0.61,52.46
2021-03-16,89,61.0,,0.61,54.29
2021-03-17,87,61.0,,0.61,53.07
2021-03-18,87,61.0,,0.61,53.07
2021-03-19,92,61.0,,0.61,56.12
2021-03-20,80,61.0,,0.61,48.8
2021-03-21,78,61.0,,0.61,47.58
2021-03-22,92,61.0,,0.61,56.12
2021-03-23,96,61.0,,0.61,58.56
2021-03-24,90,61.0,,0.61,54.9
2021-03-25,90,61.0,,0.61,54.9
2021-03-26,90,61.0,,0.61,54.9
2021-03-27,81,61.0,,0.61,49.41
2021-03-28,84,61.0,,0.61,51.24
2021-03-29,90,61.0,,0.61,54.9
2021-03-30,100,61.0,,0.61,61.0
2021-03-31,89,61.0,,0.61,54.29
2021-04-01,95,55.0,False,0.55,52.25000000000001
2021-04-02,89,55.0,,0.55,48.95
2021-04-03,79,55.0,,0.55,43.45
2021-04-04,80,55.0,,0.55,44.0
2021-04-05,98,55.0,,0.55,53.900000000000006
2021-04-06,95,55.0,,0.55,52.25000000000001
2021-04-07,93,55.0,,0.55,51.150000000000006
2021-04-08,93,55.0,,0.55,51.150000000000006
2021-04-09,94,55.0,,0.55,51.7
2021-04-10,83,55.0,,0.55,45.650000000000006
2021-04-11,76,55.0,,0.55,41.800000000000004
2021-04-12,90,55.0,,0.55,49.50000000000001
2021-04-13,99,55.0,,0.55,54.45
2021-04-14,94,55.0,,0.55,51.7
2021-04-15,92,55.0,,0.55,50.6
2021-04-16,90,55.0,,0.55,49.50000000000001
2021-04-17,80,55.0,,0.55,44.0
2021-04-18,87,55.0,,0.55,47.85
2021-04-19,100,55.0,,0.55,55.00000000000001
