date,HON
2016-01-07,34.0
2016-01-08,32.4
2016-01-09,25.6
2016-01-10,23.6
2016-01-11,31.200000000000003
2016-01-12,31.6
2016-01-13,28.8
2016-01-14,30.0
2016-01-15,30.4
2016-01-16,23.6
2016-01-17,32.0
2016-01-18,30.0
2016-01-19,31.200000000000003
2016-01-20,30.8
2016-01-21,32.4
2016-01-22,29.6
2016-01-23,29.6
2016-01-24,32.0
2016-01-25,29.200000000000003
2016-01-26,29.6
2016-01-27,40.0
2016-01-28,30.0
2016-01-29,29.6
2016-01-30,29.6
2016-01-31,28.0
2016-02-01,28.7
2016-02-02,24.15
2016-02-03,33.599999999999994
2016-02-04,27.3
2016-02-05,28.7
2016-02-06,25.2
2016-02-07,22.05
2016-02-08,26.6
2016-02-09,23.8
2016-02-10,35.0
2016-02-11,24.85
2016-02-12,27.65
2016-02-13,21.0
2016-02-14,23.1
2016-02-15,23.8
2016-02-16,27.3
2016-02-17,24.85
2016-02-18,26.6
2016-02-19,23.1
2016-02-20,23.45
2016-02-21,19.6
2016-02-22,28.0
2016-02-23,28.0
2016-02-24,28.7
2016-02-25,32.55
2016-02-26,29.05
2016-02-27,22.75
2016-02-28,19.95
2016-02-29,28.35
2016-03-01,30.1
2016-03-02,29.75
2016-03-03,25.9
2016-03-04,25.9
2016-03-05,20.3
2016-03-06,23.1
2016-03-07,27.3
2016-03-08,31.5
2016-03-09,28.35
2016-03-10,35.0
2016-03-11,30.45
2016-03-12,20.65
2016-03-13,23.45
2016-03-14,25.2
2016-03-15,24.85
2016-03-16,25.2
2016-03-17,24.15
2016-03-18,27.3
2016-03-19,18.2
2016-03-20,23.1
2016-03-21,25.55
2016-03-22,27.65
2016-03-23,22.75
2016-03-24,25.9
2016-03-25,21.0
2016-03-26,20.3
2016-03-27,18.55
2016-03-28,28.0
2016-03-29,25.9
2016-03-30,29.4
2016-03-31,27.65
2016-04-01,24.75
2016-04-02,24.75
2016-04-03,23.1
2016-04-04,24.75
2016-04-05,26.73
2016-04-06,25.74
2016-04-07,31.020000000000003
2016-04-08,21.78
2016-04-09,23.1
2016-04-10,20.790000000000003
2016-04-11,24.75
2016-04-12,29.37
2016-04-13,26.07
2016-04-14,26.07
2016-04-15,28.05
2016-04-16,26.4
2016-04-17,21.12
2016-04-18,24.09
2016-04-19,19.14
2016-04-20,28.71
2016-04-21,23.43
2016-04-22,29.040000000000003
2016-04-23,23.1
2016-04-24,19.47
2016-04-25,33.0
2016-04-26,25.08
2016-04-27,26.4
2016-04-28,25.41
2016-04-29,30.03
2016-04-30,18.81
2016-05-01,25.500000000000004
2016-05-02,29.58
2016-05-03,32.64
2016-05-04,27.200000000000003
2016-05-05,30.94
2016-05-06,31.96
2016-05-07,23.12
2016-05-08,21.08
2016-05-09,31.62
2016-05-10,27.540000000000003
2016-05-11,29.24
