date,WMT_unscaled,WMT_monthly,isPartial,scale,WMT
2018-01-01,14,70.0,False,0.7,9.799999999999999
2018-01-02,59,70.0,,0.7,41.3
2018-01-03,56,70.0,,0.7,39.199999999999996
2018-01-04,59,70.0,,0.7,41.3
2018-01-05,60,70.0,,0.7,42.0
2018-01-06,29,70.0,,0.7,20.299999999999997
2018-01-07,18,70.0,,0.7,12.6
2018-01-08,57,70.0,,0.7,39.9
2018-01-09,64,70.0,,0.7,44.8
2018-01-10,56,70.0,,0.7,39.199999999999996
2018-01-11,100,70.0,,0.7,70.0
2018-01-12,87,70.0,,0.7,60.9
2018-01-13,30,70.0,,0.7,21.0
2018-01-14,13,70.0,,0.7,9.1
2018-01-15,19,70.0,,0.7,13.299999999999999
2018-01-16,53,70.0,,0.7,37.099999999999994
2018-01-17,71,70.0,,0.7,49.699999999999996
2018-01-18,89,70.0,,0.7,62.3
2018-01-19,72,70.0,,0.7,50.4
2018-01-20,21,70.0,,0.7,14.7
2018-01-21,17,70.0,,0.7,11.899999999999999
2018-01-22,70,70.0,,0.7,49.0
2018-01-23,76,70.0,,0.7,53.199999999999996
2018-01-24,69,70.0,,0.7,48.3
2018-01-25,66,70.0,,0.7,46.199999999999996
2018-01-26,82,70.0,,0.7,57.4
2018-01-27,32,70.0,,0.7,22.4
2018-01-28,21,70.0,,0.7,14.7
2018-01-29,68,70.0,,0.7,47.599999999999994
2018-01-30,86,70.0,,0.7,60.199999999999996
2018-01-31,72,70.0,,0.7,50.4
2018-02-01,24,100.0,False,1.0,24.0
2018-02-02,24,100.0,,1.0,24.0
2018-02-03,10,100.0,,1.0,10.0
2018-02-04,9,100.0,,1.0,9.0
2018-02-05,28,100.0,,1.0,28.0
2018-02-06,40,100.0,,1.0,40.0
2018-02-07,26,100.0,,1.0,26.0
2018-02-08,32,100.0,,1.0,32.0
2018-02-09,28,100.0,,1.0,28.0
2018-02-10,7,100.0,,1.0,7.0
2018-02-11,5,100.0,,1.0,5.0
2018-02-12,20,100.0,,1.0,20.0
2018-02-13,23,100.0,,1.0,23.0
2018-02-14,26,100.0,,1.0,26.0
2018-02-15,25,100.0,,1.0,25.0
2018-02-16,20,100.0,,1.0,20.0
2018-02-17,10,100.0,,1.0,10.0
2018-02-18,8,100.0,,1.0,8.0
2018-02-19,12,100.0,,1.0,12.0
2018-02-20,97,100.0,,1.0,97.0
2018-02-21,100,100.0,,1.0,100.0
2018-02-22,64,100.0,,1.0,64.0
2018-02-23,41,100.0,,1.0,41.0
2018-02-24,15,100.0,,1.0,15.0
2018-02-25,6,100.0,,1.0,6.0
2018-02-26,33,100.0,,1.0,33.0
2018-02-27,34,100.0,,1.0,34.0
2018-02-28,34,100.0,,1.0,34.0
2018-03-01,90,68.0,False,0.68,61.2
2018-03-02,100,68.0,,0.68,68.0
2018-03-03,30,68.0,,0.68,20.400000000000002
2018-03-04,18,68.0,,0.68,12.24
2018-03-05,83,68.0,,0.68,56.440000000000005
2018-03-06,84,68.0,,0.68,57.120000000000005
2018-03-07,86,68.0,,0.68,58.480000000000004
2018-03-08,77,68.0,,0.68,52.36000000000001
2018-03-09,80,68.0,,0.68,54.400000000000006
2018-03-10,23,68.0,,0.68,15.64
2018-03-11,22,68.0,,0.68,14.96
2018-03-12,64,68.0,,0.68,43.52
2018-03-13,58,68.0,,0.68,39.440000000000005
2018-03-14,69,68.0,,0.68,46.92
2018-03-15,78,68.0,,0.68,53.040000000000006
2018-03-16,85,68.0,,0.68,57.800000000000004
2018-03-17,20,68.0,,0.68,13.600000000000001
2018-03-18,17,68.0,,0.68,11.56
2018-03-19,65,68.0,,0.68,44.2
2018-03-20,70,68.0,,0.68,47.6
2018-03-21,69,68.0,,0.68,46.92
2018-03-22,61,68.0,,0.68,41.480000000000004
2018-03-23,70,68.0,,0.68,47.6
2018-03-24,25,68.0,,0.68,17.0
2018-03-25,12,68.0,,0.68,8.16
2018-03-26,64,68.0,,0.68,43.52
2018-03-27,63,68.0,,0.68,42.84
2018-03-28,71,68.0,,0.68,48.28
2018-03-29,60,68.0,,0.68,40.800000000000004
2018-03-30,61,68.0,,0.68,41.480000000000004
2018-03-31,16,68.0,,0.68,10.88
2018-04-01,17,44.0,False,0.44,7.48
2018-04-02,80,44.0,,0.44,35.2
2018-04-03,100,44.0,,0.44,44.0
2018-04-04,77,44.0,,0.44,33.88
2018-04-05,77,44.0,,0.44,33.88
2018-04-06,78,44.0,,0.44,34.32
2018-04-07,21,44.0,,0.44,9.24
2018-04-08,11,44.0,,0.44,4.84
2018-04-09,57,44.0,,0.44,25.080000000000002
2018-04-10,54,44.0,,0.44,23.76
2018-04-11,54,44.0,,0.44,23.76
2018-04-12,68,44.0,,0.44,29.92
2018-04-13,55,44.0,,0.44,24.2
2018-04-14,21,44.0,,0.44,9.24
2018-04-15,14,44.0,,0.44,6.16
2018-04-16,51,44.0,,0.44,22.44
2018-04-17,60,44.0,,0.44,26.4
2018-04-18,53,44.0,,0.44,23.32
2018-04-19,49,44.0,,0.44,21.56
2018-04-20,73,44.0,,0.44,32.12
2018-04-21,23,44.0,,0.44,10.12
2018-04-22,8,44.0,,0.44,3.52
2018-04-23,51,44.0,,0.44,22.44
2018-04-24,50,44.0,,0.44,22.0
2018-04-25,59,44.0,,0.44,25.96
2018-04-26,43,44.0,,0.44,18.92
2018-04-27,61,44.0,,0.44,26.84
2018-04-28,19,44.0,,0.44,8.36
2018-04-29,19,44.0,,0.44,8.36
2018-04-30,59,44.0,,0.44,25.96
2018-05-01,24,68.0,False,0.68,16.32
2018-05-02,28,68.0,,0.68,19.040000000000003
2018-05-03,22,68.0,,0.68,14.96
2018-05-04,31,68.0,,0.68,21.080000000000002
2018-05-05,11,68.0,,0.68,7.48
2018-05-06,3,68.0,,0.68,2.04
2018-05-07,30,68.0,,0.68,20.400000000000002
2018-05-08,27,68.0,,0.68,18.360000000000003
2018-05-09,63,68.0,,0.68,42.84
2018-05-10,44,68.0,,0.68,29.92
2018-05-11,40,68.0,,0.68,27.200000000000003
2018-05-12,15,68.0,,0.68,10.200000000000001
2018-05-13,12,68.0,,0.68,8.16
2018-05-14,38,68.0,,0.68,25.840000000000003
2018-05-15,39,68.0,,0.68,26.520000000000003
2018-05-16,40,68.0,,0.68,27.200000000000003
2018-05-17,100,68.0,,0.68,68.0
2018-05-18,59,68.0,,0.68,40.120000000000005
2018-05-19,10,68.0,,0.68,6.800000000000001
2018-05-20,11,68.0,,0.68,7.48
2018-05-21,35,68.0,,0.68,23.8
2018-05-22,32,68.0,,0.68,21.76
2018-05-23,36,68.0,,0.68,24.48
2018-05-24,32,68.0,,0.68,21.76
2018-05-25,29,68.0,,0.68,19.720000000000002
2018-05-26,9,68.0,,0.68,6.12
2018-05-27,5,68.0,,0.68,3.4000000000000004
2018-05-28,8,68.0,,0.68,5.44
2018-05-29,27,68.0,,0.68,18.360000000000003
2018-05-30,26,68.0,,0.68,17.68
2018-05-31,33,68.0,,0.68,22.44
2018-06-01,78,44.0,False,0.44,34.32
2018-06-02,34,44.0,,0.44,14.96
2018-06-03,14,44.0,,0.44,6.16
2018-06-04,92,44.0,,0.44,40.48
2018-06-05,100,44.0,,0.44,44.0
2018-06-06,95,44.0,,0.44,41.8
2018-06-07,94,44.0,,0.44,41.36
2018-06-08,84,44.0,,0.44,36.96
2018-06-09,27,44.0,,0.44,11.88
2018-06-10,15,44.0,,0.44,6.6
2018-06-11,82,44.0,,0.44,36.08
2018-06-12,63,44.0,,0.44,27.72
2018-06-13,77,44.0,,0.44,33.88
2018-06-14,67,44.0,,0.44,29.48
2018-06-15,68,44.0,,0.44,29.92
2018-06-16,20,44.0,,0.44,8.8
2018-06-17,15,44.0,,0.44,6.6
2018-06-18,67,44.0,,0.44,29.48
2018-06-19,58,44.0,,0.44,25.52
2018-06-20,75,44.0,,0.44,33.0
2018-06-21,69,44.0,,0.44,30.36
2018-06-22,59,44.0,,0.44,25.96
2018-06-23,33,44.0,,0.44,14.52
2018-06-24,10,44.0,,0.44,4.4
2018-06-25,68,44.0,,0.44,29.92
2018-06-26,78,44.0,,0.44,34.32
2018-06-27,65,44.0,,0.44,28.6
2018-06-28,77,44.0,,0.44,33.88
2018-06-29,50,44.0,,0.44,22.0
2018-06-30,12,44.0,,0.44,5.28
2018-07-01,12,41.0,False,0.41,4.92
2018-07-02,60,41.0,,0.41,24.599999999999998
2018-07-03,79,41.0,,0.41,32.39
2018-07-04,33,41.0,,0.41,13.53
2018-07-05,49,41.0,,0.41,20.09
2018-07-06,60,41.0,,0.41,24.599999999999998
2018-07-07,34,41.0,,0.41,13.94
2018-07-08,29,41.0,,0.41,11.889999999999999
2018-07-09,69,41.0,,0.41,28.29
2018-07-10,85,41.0,,0.41,34.85
2018-07-11,75,41.0,,0.41,30.749999999999996
2018-07-12,70,41.0,,0.41,28.7
2018-07-13,73,41.0,,0.41,29.93
2018-07-14,24,41.0,,0.41,9.84
2018-07-15,14,41.0,,0.41,5.739999999999999
2018-07-16,69,41.0,,0.41,28.29
2018-07-17,91,41.0,,0.41,37.309999999999995
2018-07-18,90,41.0,,0.41,36.9
2018-07-19,67,41.0,,0.41,27.47
2018-07-20,68,41.0,,0.41,27.88
2018-07-21,25,41.0,,0.41,10.25
2018-07-22,22,41.0,,0.41,9.02
2018-07-23,60,41.0,,0.41,24.599999999999998
2018-07-24,61,41.0,,0.41,25.009999999999998
2018-07-25,80,41.0,,0.41,32.8
2018-07-26,78,41.0,,0.41,31.979999999999997
2018-07-27,100,41.0,,0.41,41.0
2018-07-28,22,41.0,,0.41,9.02
2018-07-29,11,41.0,,0.41,4.51
2018-07-30,63,41.0,,0.41,25.83
2018-07-31,69,41.0,,0.41,28.29
2018-08-01,15,68.0,False,0.68,10.200000000000001
2018-08-02,19,68.0,,0.68,12.920000000000002
2018-08-03,16,68.0,,0.68,10.88
2018-08-04,9,68.0,,0.68,6.12
2018-08-05,5,68.0,,0.68,3.4000000000000004
2018-08-06,17,68.0,,0.68,11.56
2018-08-07,18,68.0,,0.68,12.24
2018-08-08,21,68.0,,0.68,14.280000000000001
2018-08-09,20,68.0,,0.68,13.600000000000001
2018-08-10,18,68.0,,0.68,12.24
2018-08-11,8,68.0,,0.68,5.44
2018-08-12,6,68.0,,0.68,4.08
2018-08-13,16,68.0,,0.68,10.88
2018-08-14,19,68.0,,0.68,12.920000000000002
2018-08-15,24,68.0,,0.68,16.32
2018-08-16,100,68.0,,0.68,68.0
2018-08-17,52,68.0,,0.68,35.36
2018-08-18,13,68.0,,0.68,8.84
2018-08-19,10,68.0,,0.68,6.800000000000001
2018-08-20,30,68.0,,0.68,20.400000000000002
2018-08-21,29,68.0,,0.68,19.720000000000002
2018-08-22,21,68.0,,0.68,14.280000000000001
2018-08-23,24,68.0,,0.68,16.32
2018-08-24,20,68.0,,0.68,13.600000000000001
2018-08-25,8,68.0,,0.68,5.44
2018-08-26,4,68.0,,0.68,2.72
2018-08-27,19,68.0,,0.68,12.920000000000002
2018-08-28,22,68.0,,0.68,14.96
2018-08-29,23,68.0,,0.68,15.64
2018-08-30,19,68.0,,0.68,12.920000000000002
2018-08-31,19,68.0,,0.68,12.920000000000002
2018-09-01,24,35.0,False,0.35,8.399999999999999
2018-09-02,21,35.0,,0.35,7.35
2018-09-03,33,35.0,,0.35,11.549999999999999
2018-09-04,80,35.0,,0.35,28.0
2018-09-05,100,35.0,,0.35,35.0
2018-09-06,92,35.0,,0.35,32.199999999999996
2018-09-07,72,35.0,,0.35,25.2
2018-09-08,35,35.0,,0.35,12.25
2018-09-09,27,35.0,,0.35,9.45
2018-09-10,75,35.0,,0.35,26.25
2018-09-11,75,35.0,,0.35,26.25
2018-09-12,77,35.0,,0.35,26.95
2018-09-13,87,35.0,,0.35,30.45
2018-09-14,68,35.0,,0.35,23.799999999999997
2018-09-15,33,35.0,,0.35,11.549999999999999
2018-09-16,19,35.0,,0.35,6.6499999999999995
2018-09-17,73,35.0,,0.35,25.549999999999997
2018-09-18,71,35.0,,0.35,24.849999999999998
2018-09-19,87,35.0,,0.35,30.45
2018-09-20,72,35.0,,0.35,25.2
2018-09-21,82,35.0,,0.35,28.7
2018-09-22,17,35.0,,0.35,5.949999999999999
2018-09-23,15,35.0,,0.35,5.25
2018-09-24,57,35.0,,0.35,19.95
2018-09-25,73,35.0,,0.35,25.549999999999997
2018-09-26,67,35.0,,0.35,23.45
2018-09-27,68,35.0,,0.35,23.799999999999997
2018-09-28,70,35.0,,0.35,24.5
2018-09-29,29,35.0,,0.35,10.149999999999999
2018-09-30,14,35.0,,0.35,4.8999999999999995
2018-10-01,53,42.0,False,0.42,22.259999999999998
2018-10-02,63,42.0,,0.42,26.459999999999997
2018-10-03,50,42.0,,0.42,21.0
2018-10-04,42,42.0,,0.42,17.64
2018-10-05,59,42.0,,0.42,24.779999999999998
2018-10-06,19,42.0,,0.42,7.9799999999999995
2018-10-07,11,42.0,,0.42,4.62
2018-10-08,49,42.0,,0.42,20.58
2018-10-09,79,42.0,,0.42,33.18
2018-10-10,75,42.0,,0.42,31.5
2018-10-11,63,42.0,,0.42,26.459999999999997
2018-10-12,66,42.0,,0.42,27.72
2018-10-13,29,42.0,,0.42,12.18
2018-10-14,10,42.0,,0.42,4.2
2018-10-15,57,42.0,,0.42,23.939999999999998
2018-10-16,85,42.0,,0.42,35.699999999999996
2018-10-17,68,42.0,,0.42,28.56
2018-10-18,57,42.0,,0.42,23.939999999999998
2018-10-19,71,42.0,,0.42,29.82
2018-10-20,26,42.0,,0.42,10.92
2018-10-21,20,42.0,,0.42,8.4
2018-10-22,48,42.0,,0.42,20.16
2018-10-23,70,42.0,,0.42,29.4
2018-10-24,61,42.0,,0.42,25.619999999999997
2018-10-25,69,42.0,,0.42,28.98
2018-10-26,76,42.0,,0.42,31.919999999999998
2018-10-27,25,42.0,,0.42,10.5
2018-10-28,16,42.0,,0.42,6.72
2018-10-29,67,42.0,,0.42,28.14
2018-10-30,89,42.0,,0.42,37.379999999999995
2018-10-31,100,42.0,,0.42,42.0
2018-11-01,45,71.0,False,0.71,31.95
2018-11-02,41,71.0,,0.71,29.11
2018-11-03,13,71.0,,0.71,9.23
2018-11-04,8,71.0,,0.71,5.68
2018-11-05,35,71.0,,0.71,24.849999999999998
2018-11-06,39,71.0,,0.71,27.689999999999998
2018-11-07,38,71.0,,0.71,26.979999999999997
2018-11-08,49,71.0,,0.71,34.79
2018-11-09,45,71.0,,0.71,31.95
2018-11-10,13,71.0,,0.71,9.23
2018-11-11,11,71.0,,0.71,7.81
2018-11-12,47,71.0,,0.71,33.37
2018-11-13,46,71.0,,0.71,32.66
2018-11-14,48,71.0,,0.71,34.08
2018-11-15,100,71.0,,0.71,71.0
2018-11-16,56,71.0,,0.71,39.76
2018-11-17,17,71.0,,0.71,12.07
2018-11-18,12,71.0,,0.71,8.52
2018-11-19,45,71.0,,0.71,31.95
2018-11-20,50,71.0,,0.71,35.5
2018-11-21,37,71.0,,0.71,26.27
2018-11-22,23,71.0,,0.71,16.33
2018-11-23,39,71.0,,0.71,27.689999999999998
2018-11-24,12,71.0,,0.71,8.52
2018-11-25,8,71.0,,0.71,5.68
2018-11-26,27,71.0,,0.71,19.169999999999998
2018-11-27,39,71.0,,0.71,27.689999999999998
2018-11-28,48,71.0,,0.71,34.08
2018-11-29,39,71.0,,0.71,27.689999999999998
2018-11-30,36,71.0,,0.71,25.56
2018-12-01,23,36.0,False,0.36,8.28
2018-12-02,12,36.0,,0.36,4.32
2018-12-03,69,36.0,,0.36,24.84
2018-12-04,67,36.0,,0.36,24.119999999999997
2018-12-05,49,36.0,,0.36,17.64
2018-12-06,74,36.0,,0.36,26.64
2018-12-07,80,36.0,,0.36,28.799999999999997
2018-12-08,28,36.0,,0.36,10.08
2018-12-09,22,36.0,,0.36,7.92
2018-12-10,61,36.0,,0.36,21.96
2018-12-11,60,36.0,,0.36,21.599999999999998
2018-12-12,77,36.0,,0.36,27.72
2018-12-13,66,36.0,,0.36,23.759999999999998
2018-12-14,55,36.0,,0.36,19.8
2018-12-15,28,36.0,,0.36,10.08
2018-12-16,15,36.0,,0.36,5.3999999999999995
2018-12-17,57,36.0,,0.36,20.52
2018-12-18,63,36.0,,0.36,22.68
2018-12-19,84,36.0,,0.36,30.24
2018-12-20,75,36.0,,0.36,27.0
2018-12-21,80,36.0,,0.36,28.799999999999997
2018-12-22,21,36.0,,0.36,7.56
2018-12-23,10,36.0,,0.36,3.5999999999999996
2018-12-24,60,36.0,,0.36,21.599999999999998
2018-12-25,28,36.0,,0.36,10.08
2018-12-26,100,36.0,,0.36,36.0
2018-12-27,97,36.0,,0.36,34.92
2018-12-28,84,36.0,,0.36,30.24
2018-12-29,14,36.0,,0.36,5.04
2018-12-30,11,36.0,,0.36,3.96
2018-12-31,68,36.0,,0.36,24.48
2019-01-01,31,38.0,False,0.38,11.78
2019-01-02,85,38.0,,0.38,32.3
2019-01-03,100,38.0,,0.38,38.0
2019-01-04,75,38.0,,0.38,28.5
2019-01-05,34,38.0,,0.38,12.92
2019-01-06,13,38.0,,0.38,4.94
2019-01-07,70,38.0,,0.38,26.6
2019-01-08,96,38.0,,0.38,36.480000000000004
2019-01-09,90,38.0,,0.38,34.2
2019-01-10,81,38.0,,0.38,30.78
2019-01-11,86,38.0,,0.38,32.68
2019-01-12,23,38.0,,0.38,8.74
2019-01-13,23,38.0,,0.38,8.74
2019-01-14,70,38.0,,0.38,26.6
2019-01-15,85,38.0,,0.38,32.3
2019-01-16,83,38.0,,0.38,31.54
2019-01-17,65,38.0,,0.38,24.7
2019-01-18,66,38.0,,0.38,25.080000000000002
2019-01-19,20,38.0,,0.38,7.6
2019-01-20,17,38.0,,0.38,6.46
2019-01-21,26,38.0,,0.38,9.88
2019-01-22,63,38.0,,0.38,23.94
2019-01-23,77,38.0,,0.38,29.26
2019-01-24,81,38.0,,0.38,30.78
2019-01-25,85,38.0,,0.38,32.3
2019-01-26,18,38.0,,0.38,6.84
2019-01-27,21,38.0,,0.38,7.98
2019-01-28,87,38.0,,0.38,33.06
2019-01-29,73,38.0,,0.38,27.740000000000002
2019-01-30,75,38.0,,0.38,28.5
2019-01-31,84,38.0,,0.38,31.92
2019-02-01,27,50.0,False,0.5,13.5
2019-02-02,11,50.0,,0.5,5.5
2019-02-03,4,50.0,,0.5,2.0
2019-02-04,20,50.0,,0.5,10.0
2019-02-05,23,50.0,,0.5,11.5
2019-02-06,23,50.0,,0.5,11.5
2019-02-07,24,50.0,,0.5,12.0
2019-02-08,23,50.0,,0.5,11.5
2019-02-09,10,50.0,,0.5,5.0
2019-02-10,3,50.0,,0.5,1.5
2019-02-11,25,50.0,,0.5,12.5
2019-02-12,26,50.0,,0.5,13.0
2019-02-13,24,50.0,,0.5,12.0
2019-02-14,29,50.0,,0.5,14.5
2019-02-15,34,50.0,,0.5,17.0
2019-02-16,13,50.0,,0.5,6.5
2019-02-17,6,50.0,,0.5,3.0
2019-02-18,13,50.0,,0.5,6.5
2019-02-19,100,50.0,,0.5,50.0
2019-02-20,58,50.0,,0.5,29.0
2019-02-21,34,50.0,,0.5,17.0
2019-02-22,27,50.0,,0.5,13.5
2019-02-23,17,50.0,,0.5,8.5
2019-02-24,7,50.0,,0.5,3.5
2019-02-25,30,50.0,,0.5,15.0
2019-02-26,27,50.0,,0.5,13.5
2019-02-27,29,50.0,,0.5,14.5
2019-02-28,25,50.0,,0.5,12.5
2019-03-01,98,35.0,False,0.35,34.3
2019-03-02,58,35.0,,0.35,20.299999999999997
2019-03-03,22,35.0,,0.35,7.699999999999999
2019-03-04,100,35.0,,0.35,35.0
2019-03-05,94,35.0,,0.35,32.9
2019-03-06,76,35.0,,0.35,26.599999999999998
2019-03-07,75,35.0,,0.35,26.25
2019-03-08,88,35.0,,0.35,30.799999999999997
2019-03-09,25,35.0,,0.35,8.75
2019-03-10,19,35.0,,0.35,6.6499999999999995
2019-03-11,77,35.0,,0.35,26.95
2019-03-12,92,35.0,,0.35,32.199999999999996
2019-03-13,89,35.0,,0.35,31.15
2019-03-14,74,35.0,,0.35,25.9
2019-03-15,72,35.0,,0.35,25.2
2019-03-16,29,35.0,,0.35,10.149999999999999
2019-03-17,28,35.0,,0.35,9.799999999999999
2019-03-18,79,35.0,,0.35,27.65
2019-03-19,92,35.0,,0.35,32.199999999999996
2019-03-20,76,35.0,,0.35,26.599999999999998
2019-03-21,90,35.0,,0.35,31.499999999999996
2019-03-22,97,35.0,,0.35,33.949999999999996
2019-03-23,42,35.0,,0.35,14.7
2019-03-24,38,35.0,,0.35,13.299999999999999
2019-03-25,73,35.0,,0.35,25.549999999999997
2019-03-26,75,35.0,,0.35,26.25
2019-03-27,82,35.0,,0.35,28.7
2019-03-28,61,35.0,,0.35,21.349999999999998
2019-03-29,77,35.0,,0.35,26.95
2019-03-30,24,35.0,,0.35,8.399999999999999
2019-03-31,10,35.0,,0.35,3.5
2019-04-01,62,36.0,False,0.36,22.32
2019-04-02,83,36.0,,0.36,29.88
2019-04-03,75,36.0,,0.36,27.0
2019-04-04,65,36.0,,0.36,23.4
2019-04-05,68,36.0,,0.36,24.48
2019-04-06,26,36.0,,0.36,9.36
2019-04-07,15,36.0,,0.36,5.3999999999999995
2019-04-08,60,36.0,,0.36,21.599999999999998
2019-04-09,60,36.0,,0.36,21.599999999999998
2019-04-10,59,36.0,,0.36,21.24
2019-04-11,61,36.0,,0.36,21.96
2019-04-12,99,36.0,,0.36,35.64
2019-04-13,39,36.0,,0.36,14.04
2019-04-14,26,36.0,,0.36,9.36
2019-04-15,86,36.0,,0.36,30.959999999999997
2019-04-16,85,36.0,,0.36,30.599999999999998
2019-04-17,100,36.0,,0.36,36.0
2019-04-18,70,36.0,,0.36,25.2
2019-04-19,38,36.0,,0.36,13.68
2019-04-20,18,36.0,,0.36,6.4799999999999995
2019-04-21,16,36.0,,0.36,5.76
2019-04-22,64,36.0,,0.36,23.04
2019-04-23,70,36.0,,0.36,25.2
2019-04-24,81,36.0,,0.36,29.16
2019-04-25,80,36.0,,0.36,28.799999999999997
2019-04-26,72,36.0,,0.36,25.919999999999998
2019-04-27,32,36.0,,0.36,11.52
2019-04-28,18,36.0,,0.36,6.4799999999999995
2019-04-29,92,36.0,,0.36,33.12
2019-04-30,70,36.0,,0.36,25.2
2019-05-01,31,39.0,False,0.39,12.09
2019-05-02,32,39.0,,0.39,12.48
2019-05-03,38,39.0,,0.39,14.82
2019-05-04,10,39.0,,0.39,3.9000000000000004
2019-05-05,6,39.0,,0.39,2.34
2019-05-06,29,39.0,,0.39,11.31
2019-05-07,32,39.0,,0.39,12.48
2019-05-08,37,39.0,,0.39,14.43
2019-05-09,31,39.0,,0.39,12.09
2019-05-10,32,39.0,,0.39,12.48
2019-05-11,11,39.0,,0.39,4.29
2019-05-12,11,39.0,,0.39,4.29
2019-05-13,37,39.0,,0.39,14.43
2019-05-14,43,39.0,,0.39,16.77
2019-05-15,45,39.0,,0.39,17.55
2019-05-16,100,39.0,,0.39,39.0
2019-05-17,50,39.0,,0.39,19.5
2019-05-18,6,39.0,,0.39,2.34
2019-05-19,9,39.0,,0.39,3.5100000000000002
2019-05-20,33,39.0,,0.39,12.870000000000001
2019-05-21,25,39.0,,0.39,9.75
2019-05-22,34,39.0,,0.39,13.26
2019-05-23,29,39.0,,0.39,11.31
2019-05-24,26,39.0,,0.39,10.14
2019-05-25,9,39.0,,0.39,3.5100000000000002
2019-05-26,8,39.0,,0.39,3.12
2019-05-27,7,39.0,,0.39,2.73
2019-05-28,28,39.0,,0.39,10.92
2019-05-29,35,39.0,,0.39,13.65
2019-05-30,26,39.0,,0.39,10.14
2019-05-31,32,39.0,,0.39,12.48
2019-06-01,26,43.0,False,0.43,11.18
2019-06-02,12,43.0,,0.43,5.16
2019-06-03,49,43.0,,0.43,21.07
2019-06-04,77,43.0,,0.43,33.11
2019-06-05,65,43.0,,0.43,27.95
2019-06-06,69,43.0,,0.43,29.669999999999998
2019-06-07,81,43.0,,0.43,34.83
2019-06-08,36,43.0,,0.43,15.48
2019-06-09,18,43.0,,0.43,7.74
2019-06-10,64,43.0,,0.43,27.52
2019-06-11,94,43.0,,0.43,40.42
2019-06-12,80,43.0,,0.43,34.4
2019-06-13,78,43.0,,0.43,33.54
2019-06-14,83,43.0,,0.43,35.69
2019-06-15,29,43.0,,0.43,12.47
2019-06-16,25,43.0,,0.43,10.75
2019-06-17,64,43.0,,0.43,27.52
2019-06-18,88,43.0,,0.43,37.839999999999996
2019-06-19,67,43.0,,0.43,28.81
2019-06-20,100,43.0,,0.43,43.0
2019-06-21,91,43.0,,0.43,39.13
2019-06-22,21,43.0,,0.43,9.03
2019-06-23,18,43.0,,0.43,7.74
2019-06-24,74,43.0,,0.43,31.82
2019-06-25,71,43.0,,0.43,30.53
2019-06-26,65,43.0,,0.43,27.95
2019-06-27,78,43.0,,0.43,33.54
2019-06-28,81,43.0,,0.43,34.83
2019-06-29,22,43.0,,0.43,9.459999999999999
2019-06-30,10,43.0,,0.43,4.3
2019-07-01,67,41.0,False,0.41,27.47
2019-07-02,63,41.0,,0.41,25.83
2019-07-03,70,41.0,,0.41,28.7
2019-07-04,32,41.0,,0.41,13.12
2019-07-05,59,41.0,,0.41,24.189999999999998
2019-07-06,27,41.0,,0.41,11.069999999999999
2019-07-07,22,41.0,,0.41,9.02
2019-07-08,60,41.0,,0.41,24.599999999999998
2019-07-09,61,41.0,,0.41,25.009999999999998
2019-07-10,77,41.0,,0.41,31.569999999999997
2019-07-11,88,41.0,,0.41,36.08
2019-07-12,100,41.0,,0.41,41.0
2019-07-13,27,41.0,,0.41,11.069999999999999
2019-07-14,15,41.0,,0.41,6.1499999999999995
2019-07-15,94,41.0,,0.41,38.54
2019-07-16,88,41.0,,0.41,36.08
2019-07-17,70,41.0,,0.41,28.7
2019-07-18,59,41.0,,0.41,24.189999999999998
2019-07-19,59,41.0,,0.41,24.189999999999998
2019-07-20,31,41.0,,0.41,12.709999999999999
2019-07-21,23,41.0,,0.41,9.43
2019-07-22,62,41.0,,0.41,25.419999999999998
2019-07-23,74,41.0,,0.41,30.34
2019-07-24,85,41.0,,0.41,34.85
2019-07-25,58,41.0,,0.41,23.779999999999998
2019-07-26,64,41.0,,0.41,26.24
2019-07-27,18,41.0,,0.41,7.38
2019-07-28,9,41.0,,0.41,3.69
2019-07-29,44,41.0,,0.41,18.04
2019-07-30,65,41.0,,0.41,26.65
2019-07-31,72,41.0,,0.41,29.52
2019-08-01,31,47.0,False,0.47,14.569999999999999
2019-08-02,27,47.0,,0.47,12.69
2019-08-03,5,47.0,,0.47,2.3499999999999996
2019-08-04,7,47.0,,0.47,3.29
2019-08-05,29,47.0,,0.47,13.629999999999999
2019-08-06,28,47.0,,0.47,13.16
2019-08-07,32,47.0,,0.47,15.04
2019-08-08,38,47.0,,0.47,17.86
2019-08-09,24,47.0,,0.47,11.28
2019-08-10,6,47.0,,0.47,2.82
2019-08-11,8,47.0,,0.47,3.76
2019-08-12,38,47.0,,0.47,17.86
2019-08-13,34,47.0,,0.47,15.979999999999999
2019-08-14,47,47.0,,0.47,22.09
2019-08-15,100,47.0,,0.47,47.0
2019-08-16,49,47.0,,0.47,23.029999999999998
2019-08-17,17,47.0,,0.47,7.989999999999999
2019-08-18,7,47.0,,0.47,3.29
2019-08-19,35,47.0,,0.47,16.45
2019-08-20,35,47.0,,0.47,16.45
2019-08-21,44,47.0,,0.47,20.68
2019-08-22,38,47.0,,0.47,17.86
2019-08-23,33,47.0,,0.47,15.51
2019-08-24,10,47.0,,0.47,4.699999999999999
2019-08-25,10,47.0,,0.47,4.699999999999999
2019-08-26,29,47.0,,0.47,13.629999999999999
2019-08-27,27,47.0,,0.47,12.69
