date,INTC
2016-04-25,6.0
2016-04-26,4.75
2016-04-27,7.5
2016-04-28,5.25
2016-04-29,6.25
2016-04-30,1.25
2016-05-01,4.18
2016-05-02,15.58
2016-05-03,10.45
2016-05-04,18.62
2016-05-05,11.78
2016-05-06,8.93
2016-05-07,5.13
2016-05-08,2.28
2016-05-09,16.34
2016-05-10,14.82
2016-05-11,14.44
2016-05-12,9.69
2016-05-13,14.06
2016-05-14,5.7
2016-05-15,3.8
2016-05-16,11.97
2016-05-17,12.16
2016-05-18,12.35
2016-05-19,9.12
2016-05-20,16.34
2016-05-21,0.0
