date,MSFT_unscaled,MSFT_monthly,isPartial,scale,MSFT
2019-08-21,76,31.0,,0.31,23.56
2019-08-22,72,31.0,,0.31,22.32
2019-08-23,71,31.0,,0.31,22.01
2019-08-24,21,31.0,,0.31,6.51
2019-08-25,18,31.0,,0.31,5.58
2019-08-26,64,31.0,,0.31,19.84
2019-08-27,71,31.0,,0.31,22.01
2019-08-28,69,31.0,,0.31,21.39
2019-08-29,69,31.0,,0.31,21.39
2019-08-30,65,31.0,,0.31,20.15
2019-08-31,20,31.0,,0.31,6.2
2019-09-01,8,27.0,False,0.27,2.16
2019-09-02,10,27.0,,0.27,2.7
2019-09-03,46,27.0,,0.27,12.420000000000002
2019-09-04,50,27.0,,0.27,13.5
2019-09-05,60,27.0,,0.27,16.200000000000003
2019-09-06,57,27.0,,0.27,15.39
2019-09-07,19,27.0,,0.27,5.130000000000001
2019-09-08,7,27.0,,0.27,1.8900000000000001
2019-09-09,49,27.0,,0.27,13.23
2019-09-10,51,27.0,,0.27,13.770000000000001
2019-09-11,59,27.0,,0.27,15.930000000000001
2019-09-12,63,27.0,,0.27,17.01
2019-09-13,55,27.0,,0.27,14.850000000000001
2019-09-14,15,27.0,,0.27,4.050000000000001
2019-09-15,8,27.0,,0.27,2.16
2019-09-16,40,27.0,,0.27,10.8
2019-09-17,43,27.0,,0.27,11.610000000000001
2019-09-18,65,27.0,,0.27,17.55
2019-09-19,100,27.0,,0.27,27.0
2019-09-20,74,27.0,,0.27,19.98
2019-09-21,19,27.0,,0.27,5.130000000000001
2019-09-22,11,27.0,,0.27,2.97
2019-09-23,51,27.0,,0.27,13.770000000000001
2019-09-24,58,27.0,,0.27,15.66
2019-09-25,53,27.0,,0.27,14.31
2019-09-26,53,27.0,,0.27,14.31
2019-09-27,46,27.0,,0.27,12.420000000000002
2019-09-28,17,27.0,,0.27,4.59
2019-09-29,10,27.0,,0.27,2.7
2019-09-30,45,27.0,,0.27,12.15
2019-10-01,29,43.0,False,0.43,12.47
2019-10-02,36,43.0,,0.43,15.48
2019-10-03,31,43.0,,0.43,13.33
2019-10-04,31,43.0,,0.43,13.33
2019-10-05,7,43.0,,0.43,3.01
2019-10-06,5,43.0,,0.43,2.15
2019-10-07,25,43.0,,0.43,10.75
2019-10-08,27,43.0,,0.43,11.61
2019-10-09,27,43.0,,0.43,11.61
2019-10-10,33,43.0,,0.43,14.19
2019-10-11,34,43.0,,0.43,14.62
2019-10-12,9,43.0,,0.43,3.87
2019-10-13,5,43.0,,0.43,2.15
2019-10-14,25,43.0,,0.43,10.75
2019-10-15,33,43.0,,0.43,14.19
2019-10-16,30,43.0,,0.43,12.9
2019-10-17,30,43.0,,0.43,12.9
2019-10-18,32,43.0,,0.43,13.76
2019-10-19,10,43.0,,0.43,4.3
2019-10-20,5,43.0,,0.43,2.15
2019-10-21,35,43.0,,0.43,15.049999999999999
2019-10-22,44,43.0,,0.43,18.919999999999998
2019-10-23,100,43.0,,0.43,43.0
2019-10-24,75,43.0,,0.43,32.25
2019-10-25,48,43.0,,0.43,20.64
2019-10-26,53,43.0,,0.43,22.79
2019-10-27,18,43.0,,0.43,7.74
2019-10-28,67,43.0,,0.43,28.81
2019-10-29,50,43.0,,0.43,21.5
2019-10-30,43,43.0,,0.43,18.49
2019-10-31,40,43.0,,0.43,17.2
2019-11-01,85,31.0,False,0.31,26.35
2019-11-02,27,31.0,,0.31,8.37
2019-11-03,21,31.0,,0.31,6.51
2019-11-04,87,31.0,,0.31,26.97
2019-11-05,86,31.0,,0.31,26.66
2019-11-06,70,31.0,,0.31,21.7
2019-11-07,91,31.0,,0.31,28.21
2019-11-08,78,31.0,,0.31,24.18
2019-11-09,27,31.0,,0.31,8.37
2019-11-10,13,31.0,,0.31,4.03
2019-11-11,69,31.0,,0.31,21.39
2019-11-12,88,31.0,,0.31,27.28
2019-11-13,91,31.0,,0.31,28.21
2019-11-14,77,31.0,,0.31,23.87
2019-11-15,100,31.0,,0.31,31.0
2019-11-16,41,31.0,,0.31,12.709999999999999
2019-11-17,18,31.0,,0.31,5.58
2019-11-18,98,31.0,,0.31,30.38
2019-11-19,98,31.0,,0.31,30.38
2019-11-20,89,31.0,,0.31,27.59
2019-11-21,79,31.0,,0.31,24.49
2019-11-22,90,31.0,,0.31,27.9
2019-11-23,23,31.0,,0.31,7.13
2019-11-24,8,31.0,,0.31,2.48
2019-11-25,83,31.0,,0.31,25.73
2019-11-26,83,31.0,,0.31,25.73
2019-11-27,90,31.0,,0.31,27.9
2019-11-28,26,31.0,,0.31,8.06
2019-11-29,40,31.0,,0.31,12.4
2019-11-30,18,31.0,,0.31,5.58
2019-12-01,20,31.0,False,0.31,6.2
2019-12-02,84,31.0,,0.31,26.04
2019-12-03,92,31.0,,0.31,28.52
2019-12-04,93,31.0,,0.31,28.83
2019-12-05,86,31.0,,0.31,26.66
2019-12-06,90,31.0,,0.31,27.9
2019-12-07,29,31.0,,0.31,8.99
2019-12-08,16,31.0,,0.31,4.96
2019-12-09,67,31.0,,0.31,20.77
2019-12-10,78,31.0,,0.31,24.18
2019-12-11,72,31.0,,0.31,22.32
2019-12-12,82,31.0,,0.31,25.419999999999998
2019-12-13,92,31.0,,0.31,28.52
2019-12-14,33,31.0,,0.31,10.23
2019-12-15,21,31.0,,0.31,6.51
2019-12-16,94,31.0,,0.31,29.14
2019-12-17,98,31.0,,0.31,30.38
2019-12-18,82,31.0,,0.31,25.419999999999998
2019-12-19,95,31.0,,0.31,29.45
2019-12-20,100,31.0,,0.31,31.0
2019-12-21,34,31.0,,0.31,10.54
2019-12-22,19,31.0,,0.31,5.89
2019-12-23,90,31.0,,0.31,27.9
2019-12-24,73,31.0,,0.31,22.63
2019-12-25,26,31.0,,0.31,8.06
2019-12-26,97,31.0,,0.31,30.07
2019-12-27,94,31.0,,0.31,29.14
2019-12-28,35,31.0,,0.31,10.85
2019-12-29,24,31.0,,0.31,7.4399999999999995
2019-12-30,96,31.0,,0.31,29.759999999999998
2019-12-31,88,31.0,,0.31,27.28
2020-01-01,9,46.0,False,0.46,4.140000000000001
2020-01-02,42,46.0,,0.46,19.32
2020-01-03,34,46.0,,0.46,15.64
2020-01-04,10,46.0,,0.46,4.6000000000000005
2020-01-05,6,46.0,,0.46,2.7600000000000002
2020-01-06,33,46.0,,0.46,15.180000000000001
2020-01-07,35,46.0,,0.46,16.1
2020-01-08,41,46.0,,0.46,18.86
2020-01-09,42,46.0,,0.46,19.32
2020-01-10,38,46.0,,0.46,17.48
2020-01-11,9,46.0,,0.46,4.140000000000001
2020-01-12,6,46.0,,0.46,2.7600000000000002
2020-01-13,34,46.0,,0.46,15.64
2020-01-14,37,46.0,,0.46,17.02
2020-01-15,36,46.0,,0.46,16.560000000000002
2020-01-16,45,46.0,,0.46,20.7
2020-01-17,49,46.0,,0.46,22.540000000000003
2020-01-18,12,46.0,,0.46,5.5200000000000005
2020-01-19,7,46.0,,0.46,3.22
2020-01-20,12,46.0,,0.46,5.5200000000000005
2020-01-21,32,46.0,,0.46,14.72
2020-01-22,37,46.0,,0.46,17.02
2020-01-23,34,46.0,,0.46,15.64
2020-01-24,35,46.0,,0.46,16.1
2020-01-25,11,46.0,,0.46,5.0600000000000005
2020-01-26,6,46.0,,0.46,2.7600000000000002
2020-01-27,37,46.0,,0.46,17.02
2020-01-28,44,46.0,,0.46,20.240000000000002
2020-01-29,92,46.0,,0.46,42.32
2020-01-30,100,46.0,,0.46,46.0
2020-01-31,58,46.0,,0.46,26.68
2020-02-01,15,73.0,False,0.73,10.95
2020-02-02,6,73.0,,0.73,4.38
2020-02-03,39,73.0,,0.73,28.47
2020-02-04,51,73.0,,0.73,37.23
2020-02-05,70,73.0,,0.73,51.1
2020-02-06,56,73.0,,0.73,40.879999999999995
2020-02-07,53,73.0,,0.73,38.69
2020-02-08,16,73.0,,0.73,11.68
2020-02-09,10,73.0,,0.73,7.3
2020-02-10,55,73.0,,0.73,40.15
2020-02-11,78,73.0,,0.73,56.94
2020-02-12,77,73.0,,0.73,56.21
2020-02-13,75,73.0,,0.73,54.75
2020-02-14,64,73.0,,0.73,46.72
2020-02-15,17,73.0,,0.73,12.41
2020-02-16,9,73.0,,0.73,6.57
2020-02-17,18,73.0,,0.73,13.14
2020-02-18,45,73.0,,0.73,32.85
2020-02-19,45,73.0,,0.73,32.85
2020-02-20,49,73.0,,0.73,35.769999999999996
2020-02-21,53,73.0,,0.73,38.69
2020-02-22,16,73.0,,0.73,11.68
2020-02-23,9,73.0,,0.73,6.57
2020-02-24,66,73.0,,0.73,48.18
2020-02-25,75,73.0,,0.73,54.75
2020-02-26,70,73.0,,0.73,51.1
2020-02-27,86,73.0,,0.73,62.78
2020-02-28,100,73.0,,0.73,73.0
2020-02-29,24,73.0,,0.73,17.52
2020-03-01,13,100.0,False,1.0,13.0
2020-03-02,80,100.0,,1.0,80.0
2020-03-03,77,100.0,,1.0,77.0
2020-03-04,62,100.0,,1.0,62.0
2020-03-05,54,100.0,,1.0,54.0
2020-03-06,53,100.0,,1.0,53.0
2020-03-07,15,100.0,,1.0,15.0
2020-03-08,11,100.0,,1.0,11.0
2020-03-09,84,100.0,,1.0,84.0
2020-03-10,72,100.0,,1.0,72.0
2020-03-11,70,100.0,,1.0,70.0
2020-03-12,93,100.0,,1.0,93.0
2020-03-13,100,100.0,,1.0,100.0
2020-03-14,32,100.0,,1.0,32.0
2020-03-15,16,100.0,,1.0,16.0
2020-03-16,89,100.0,,1.0,89.0
2020-03-17,82,100.0,,1.0,82.0
2020-03-18,88,100.0,,1.0,88.0
2020-03-19,79,100.0,,1.0,79.0
2020-03-20,72,100.0,,1.0,72.0
2020-03-21,19,100.0,,1.0,19.0
2020-03-22,12,100.0,,1.0,12.0
2020-03-23,73,100.0,,1.0,73.0
2020-03-24,72,100.0,,1.0,72.0
2020-03-25,82,100.0,,1.0,82.0
2020-03-26,68,100.0,,1.0,68.0
2020-03-27,61,100.0,,1.0,61.0
2020-03-28,19,100.0,,1.0,19.0
2020-03-29,12,100.0,,1.0,12.0
2020-03-30,64,100.0,,1.0,64.0
2020-03-31,66,100.0,,1.0,66.0
2020-04-01,57,69.0,False,0.69,39.33
2020-04-02,50,69.0,,0.69,34.5
2020-04-03,42,69.0,,0.69,28.979999999999997
2020-04-04,11,69.0,,0.69,7.59
2020-04-05,11,69.0,,0.69,7.59
2020-04-06,56,69.0,,0.69,38.64
2020-04-07,56,69.0,,0.69,38.64
2020-04-08,50,69.0,,0.69,34.5
2020-04-09,47,69.0,,0.69,32.43
2020-04-10,23,69.0,,0.69,15.87
2020-04-11,9,69.0,,0.69,6.209999999999999
2020-04-12,7,69.0,,0.69,4.83
2020-04-13,39,69.0,,0.69,26.909999999999997
2020-04-14,53,69.0,,0.69,36.57
2020-04-15,44,69.0,,0.69,30.36
2020-04-16,51,69.0,,0.69,35.19
2020-04-17,53,69.0,,0.69,36.57
2020-04-18,16,69.0,,0.69,11.04
2020-04-19,11,69.0,,0.69,7.59
2020-04-20,43,69.0,,0.69,29.669999999999998
2020-04-21,51,69.0,,0.69,35.19
2020-04-22,45,69.0,,0.69,31.049999999999997
2020-04-23,50,69.0,,0.69,34.5
2020-04-24,40,69.0,,0.69,27.599999999999998
2020-04-25,15,69.0,,0.69,10.35
2020-04-26,10,69.0,,0.69,6.8999999999999995
2020-04-27,47,69.0,,0.69,32.43
2020-04-28,54,69.0,,0.69,37.26
2020-04-29,100,69.0,,0.69,69.0
2020-04-30,84,69.0,,0.69,57.959999999999994
2020-05-01,100,51.0,False,0.51,51.0
2020-05-02,29,51.0,,0.51,14.790000000000001
2020-05-03,19,51.0,,0.51,9.69
2020-05-04,88,51.0,,0.51,44.88
2020-05-05,96,51.0,,0.51,48.96
2020-05-06,93,51.0,,0.51,47.43
2020-05-07,87,51.0,,0.51,44.37
2020-05-08,90,51.0,,0.51,45.9
2020-05-09,26,51.0,,0.51,13.26
2020-05-10,17,51.0,,0.51,8.67
2020-05-11,79,51.0,,0.51,40.29
2020-05-12,88,51.0,,0.51,44.88
2020-05-13,86,51.0,,0.51,43.86
2020-05-14,77,51.0,,0.51,39.27
2020-05-15,78,51.0,,0.51,39.78
2020-05-16,21,51.0,,0.51,10.71
2020-05-17,11,51.0,,0.51,5.61
2020-05-18,89,51.0,,0.51,45.39
2020-05-19,75,51.0,,0.51,38.25
2020-05-20,78,51.0,,0.51,39.78
2020-05-21,69,51.0,,0.51,35.19
2020-05-22,69,51.0,,0.51,35.19
2020-05-23,17,51.0,,0.51,8.67
2020-05-24,13,51.0,,0.51,6.63
2020-05-25,16,51.0,,0.51,8.16
2020-05-26,80,51.0,,0.51,40.8
2020-05-27,85,51.0,,0.51,43.35
2020-05-28,76,51.0,,0.51,38.76
2020-05-29,64,51.0,,0.51,32.64
2020-05-30,20,51.0,,0.51,10.2
2020-05-31,14,51.0,,0.51,7.140000000000001
2020-06-01,52,59.0,False,0.59,30.68
2020-06-02,59,59.0,,0.59,34.809999999999995
2020-06-03,61,59.0,,0.59,35.989999999999995
2020-06-04,54,59.0,,0.59,31.86
2020-06-05,68,59.0,,0.59,40.12
2020-06-06,18,59.0,,0.59,10.62
2020-06-07,13,59.0,,0.59,7.67
2020-06-08,65,59.0,,0.59,38.35
2020-06-09,73,59.0,,0.59,43.07
2020-06-10,98,59.0,,0.59,57.82
2020-06-11,87,59.0,,0.59,51.33
2020-06-12,83,59.0,,0.59,48.97
2020-06-13,17,59.0,,0.59,10.03
2020-06-14,9,59.0,,0.59,5.31
2020-06-15,64,59.0,,0.59,37.76
2020-06-16,78,59.0,,0.59,46.019999999999996
2020-06-17,73,59.0,,0.59,43.07
2020-06-18,63,59.0,,0.59,37.169999999999995
2020-06-19,68,59.0,,0.59,40.12
2020-06-20,18,59.0,,0.59,10.62
2020-06-21,13,59.0,,0.59,7.67
2020-06-22,81,59.0,,0.59,47.79
2020-06-23,100,59.0,,0.59,59.0
2020-06-24,73,59.0,,0.59,43.07
2020-06-25,67,59.0,,0.59,39.53
2020-06-26,73,59.0,,0.59,43.07
2020-06-27,19,59.0,,0.59,11.209999999999999
2020-06-28,13,59.0,,0.59,7.67
2020-06-29,66,59.0,,0.59,38.94
2020-06-30,69,59.0,,0.59,40.71
2020-07-01,29,79.0,False,0.79,22.91
2020-07-02,32,79.0,,0.79,25.28
2020-07-03,12,79.0,,0.79,9.48
2020-07-04,5,79.0,,0.79,3.95
2020-07-05,6,79.0,,0.79,4.74
2020-07-06,34,79.0,,0.79,26.86
2020-07-07,36,79.0,,0.79,28.44
2020-07-08,36,79.0,,0.79,28.44
2020-07-09,37,79.0,,0.79,29.23
2020-07-10,33,79.0,,0.79,26.07
2020-07-11,10,79.0,,0.79,7.9
2020-07-12,7,79.0,,0.79,5.53
2020-07-13,38,79.0,,0.79,30.020000000000003
2020-07-14,42,79.0,,0.79,33.18
2020-07-15,36,79.0,,0.79,28.44
2020-07-16,37,79.0,,0.79,29.23
2020-07-17,34,79.0,,0.79,26.86
2020-07-18,11,79.0,,0.79,8.690000000000001
2020-07-19,8,79.0,,0.79,6.32
2020-07-20,46,79.0,,0.79,36.34
2020-07-21,52,79.0,,0.79,41.08
2020-07-22,100,79.0,,0.79,79.0
2020-07-23,80,79.0,,0.79,63.2
2020-07-24,52,79.0,,0.79,41.08
2020-07-25,10,79.0,,0.79,7.9
2020-07-26,8,79.0,,0.79,6.32
2020-07-27,36,79.0,,0.79,28.44
2020-07-28,33,79.0,,0.79,26.07
2020-07-29,34,79.0,,0.79,26.86
2020-07-30,40,79.0,,0.79,31.6
2020-07-31,56,79.0,,0.79,44.24
2020-08-01,23,80.0,False,0.8,18.400000000000002
2020-08-02,12,80.0,,0.8,9.600000000000001
2020-08-03,100,80.0,,0.8,80.0
2020-08-04,73,80.0,,0.8,58.400000000000006
2020-08-05,58,80.0,,0.8,46.400000000000006
2020-08-06,45,80.0,,0.8,36.0
2020-08-07,46,80.0,,0.8,36.800000000000004
2020-08-08,14,80.0,,0.8,11.200000000000001
2020-08-09,9,80.0,,0.8,7.2
2020-08-10,45,80.0,,0.8,36.0
2020-08-11,46,80.0,,0.8,36.800000000000004
2020-08-12,43,80.0,,0.8,34.4
2020-08-13,40,80.0,,0.8,32.0
2020-08-14,37,80.0,,0.8,29.6
2020-08-15,8,80.0,,0.8,6.4
2020-08-16,7,80.0,,0.8,5.6000000000000005
2020-08-17,35,80.0,,0.8,28.0
2020-08-18,38,80.0,,0.8,30.400000000000002
2020-08-19,34,80.0,,0.8,27.200000000000003
2020-08-20,37,80.0,,0.8,29.6
2020-08-21,37,80.0,,0.8,29.6
2020-08-22,11,80.0,,0.8,8.8
2020-08-23,7,80.0,,0.8,5.6000000000000005
2020-08-24,35,80.0,,0.8,28.0
2020-08-25,35,80.0,,0.8,28.0
2020-08-26,44,80.0,,0.8,35.2
2020-08-27,63,80.0,,0.8,50.400000000000006
2020-08-28,53,80.0,,0.8,42.400000000000006
2020-08-29,15,80.0,,0.8,12.0
2020-08-30,12,80.0,,0.8,9.600000000000001
2020-08-31,45,80.0,,0.8,36.0
2020-09-01,77,67.0,False,0.67,51.59
2020-09-02,80,67.0,,0.67,53.6
2020-09-03,83,67.0,,0.67,55.61000000000001
2020-09-04,100,67.0,,0.67,67.0
2020-09-05,25,67.0,,0.67,16.75
2020-09-06,10,67.0,,0.67,6.7
2020-09-07,14,67.0,,0.67,9.38
2020-09-08,88,67.0,,0.67,58.96
2020-09-09,86,67.0,,0.67,57.620000000000005
2020-09-10,68,67.0,,0.67,45.56
2020-09-11,67,67.0,,0.67,44.89
2020-09-12,15,67.0,,0.67,10.05
2020-09-13,15,67.0,,0.67,10.05
2020-09-14,85,67.0,,0.67,56.95
2020-09-15,66,67.0,,0.67,44.220000000000006
2020-09-16,58,67.0,,0.67,38.86
2020-09-17,56,67.0,,0.67,37.52
2020-09-18,59,67.0,,0.67,39.53
2020-09-19,12,67.0,,0.67,8.040000000000001
2020-09-20,9,67.0,,0.67,6.03
2020-09-21,74,67.0,,0.67,49.580000000000005
2020-09-22,67,67.0,,0.67,44.89
2020-09-23,57,67.0,,0.67,38.190000000000005
2020-09-24,54,67.0,,0.67,36.18
2020-09-25,53,67.0,,0.67,35.510000000000005
2020-09-26,17,67.0,,0.67,11.39
2020-09-27,9,67.0,,0.67,6.03
2020-09-28,48,67.0,,0.67,32.160000000000004
2020-09-29,48,67.0,,0.67,32.160000000000004
2020-09-30,46,67.0,,0.67,30.82
2020-10-01,32,52.0,False,0.52,16.64
2020-10-02,45,52.0,,0.52,23.400000000000002
2020-10-03,11,52.0,,0.52,5.720000000000001
2020-10-04,7,52.0,,0.52,3.64
2020-10-05,37,52.0,,0.52,19.240000000000002
2020-10-06,40,52.0,,0.52,20.8
2020-10-07,38,52.0,,0.52,19.76
2020-10-08,36,52.0,,0.52,18.72
2020-10-09,44,52.0,,0.52,22.880000000000003
2020-10-10,11,52.0,,0.52,5.720000000000001
2020-10-11,5,52.0,,0.52,2.6
2020-10-12,43,52.0,,0.52,22.36
2020-10-13,45,52.0,,0.52,23.400000000000002
2020-10-14,44,52.0,,0.52,22.880000000000003
2020-10-15,35,52.0,,0.52,18.2
2020-10-16,36,52.0,,0.52,18.72
2020-10-17,11,52.0,,0.52,5.720000000000001
2020-10-18,7,52.0,,0.52,3.64
2020-10-19,36,52.0,,0.52,18.72
2020-10-20,37,52.0,,0.52,19.240000000000002
2020-10-21,38,52.0,,0.52,19.76
2020-10-22,35,52.0,,0.52,18.2
2020-10-23,33,52.0,,0.52,17.16
2020-10-24,11,52.0,,0.52,5.720000000000001
2020-10-25,7,52.0,,0.52,3.64
2020-10-26,43,52.0,,0.52,22.36
2020-10-27,100,52.0,,0.52,52.0
2020-10-28,89,52.0,,0.52,46.28
2020-10-29,54,52.0,,0.52,28.080000000000002
2020-10-30,47,52.0,,0.52,24.44
2020-10-31,9,52.0,,0.52,4.68
2020-11-01,11,40.0,False,0.4,4.4
2020-11-02,72,40.0,,0.4,28.8
2020-11-03,70,40.0,,0.4,28.0
2020-11-04,54,40.0,,0.4,21.6
2020-11-05,75,40.0,,0.4,30.0
2020-11-06,65,40.0,,0.4,26.0
2020-11-07,16,40.0,,0.4,6.4
2020-11-08,13,40.0,,0.4,5.2
2020-11-09,100,40.0,,0.4,40.0
2020-11-10,78,40.0,,0.4,31.200000000000003
2020-11-11,77,40.0,,0.4,30.8
2020-11-12,67,40.0,,0.4,26.8
2020-11-13,63,40.0,,0.4,25.200000000000003
2020-11-14,14,40.0,,0.4,5.6000000000000005
2020-11-15,12,40.0,,0.4,4.800000000000001
2020-11-16,64,40.0,,0.4,25.6
2020-11-17,53,40.0,,0.4,21.200000000000003
2020-11-18,61,40.0,,0.4,24.400000000000002
2020-11-19,64,40.0,,0.4,25.6
2020-11-20,60,40.0,,0.4,24.0
2020-11-21,15,40.0,,0.4,6.0
2020-11-22,9,40.0,,0.4,3.6
2020-11-23,56,40.0,,0.4,22.400000000000002
2020-11-24,73,40.0,,0.4,29.200000000000003
2020-11-25,63,40.0,,0.4,25.200000000000003
2020-11-26,17,40.0,,0.4,6.800000000000001
2020-11-27,39,40.0,,0.4,15.600000000000001
2020-11-28,14,40.0,,0.4,5.6000000000000005
2020-11-29,8,40.0,,0.4,3.2
2020-11-30,55,40.0,,0.4,22.0
2020-12-01,94,39.0,False,0.39,36.660000000000004
2020-12-02,90,39.0,,0.39,35.1
2020-12-03,74,39.0,,0.39,28.86
2020-12-04,82,39.0,,0.39,31.98
2020-12-05,23,39.0,,0.39,8.97
2020-12-06,8,39.0,,0.39,3.12
2020-12-07,76,39.0,,0.39,29.64
2020-12-08,76,39.0,,0.39,29.64
2020-12-09,80,39.0,,0.39,31.200000000000003
2020-12-10,80,39.0,,0.39,31.200000000000003
2020-12-11,76,39.0,,0.39,29.64
2020-12-12,24,39.0,,0.39,9.36
2020-12-13,13,39.0,,0.39,5.07
2020-12-14,79,39.0,,0.39,30.810000000000002
2020-12-15,72,39.0,,0.39,28.080000000000002
2020-12-16,90,39.0,,0.39,35.1
2020-12-17,98,39.0,,0.39,38.22
2020-12-18,87,39.0,,0.39,33.93
2020-12-19,26,39.0,,0.39,10.14
2020-12-20,15,39.0,,0.39,5.8500000000000005
2020-12-21,91,39.0,,0.39,35.49
2020-12-22,100,39.0,,0.39,39.0
2020-12-23,86,39.0,,0.39,33.54
2020-12-24,70,39.0,,0.39,27.3
2020-12-25,21,39.0,,0.39,8.19
2020-12-26,19,39.0,,0.39,7.41
2020-12-27,11,39.0,,0.39,4.29
2020-12-28,83,39.0,,0.39,32.370000000000005
2020-12-29,91,39.0,,0.39,35.49
2020-12-30,80,39.0,,0.39,31.200000000000003
2020-12-31,72,39.0,,0.39,28.080000000000002
2021-01-01,9,49.0,False,0.49,4.41
2021-01-02,5,49.0,,0.49,2.45
2021-01-03,4,49.0,,0.49,1.96
2021-01-04,29,49.0,,0.49,14.209999999999999
2021-01-05,25,49.0,,0.49,12.25
2021-01-06,32,49.0,,0.49,15.68
2021-01-07,34,49.0,,0.49,16.66
2021-01-08,32,49.0,,0.49,15.68
2021-01-09,9,49.0,,0.49,4.41
2021-01-10,4,49.0,,0.49,1.96
2021-01-11,25,49.0,,0.49,12.25
2021-01-12,29,49.0,,0.49,14.209999999999999
2021-01-13,28,49.0,,0.49,13.719999999999999
2021-01-14,26,49.0,,0.49,12.74
2021-01-15,27,49.0,,0.49,13.23
2021-01-16,6,49.0,,0.49,2.94
2021-01-17,3,49.0,,0.49,1.47
2021-01-18,7,49.0,,0.49,3.4299999999999997
2021-01-19,24,49.0,,0.49,11.76
2021-01-20,39,49.0,,0.49,19.11
2021-01-21,35,49.0,,0.49,17.15
2021-01-22,34,49.0,,0.49,16.66
2021-01-23,11,49.0,,0.49,5.39
2021-01-24,7,49.0,,0.49,3.4299999999999997
2021-01-25,42,49.0,,0.49,20.58
2021-01-26,85,49.0,,0.49,41.65
2021-01-27,100,49.0,,0.49,49.0
2021-01-28,57,49.0,,0.49,27.93
2021-01-29,44,49.0,,0.49,21.56
2021-01-30,11,49.0,,0.49,5.39
2021-01-31,6,49.0,,0.49,2.94
2021-02-01,94,43.0,False,0.43,40.42
2021-02-02,100,43.0,,0.43,43.0
2021-02-03,95,43.0,,0.43,40.85
2021-02-04,83,43.0,,0.43,35.69
2021-02-05,72,43.0,,0.43,30.96
2021-02-06,21,43.0,,0.43,9.03
2021-02-07,11,43.0,,0.43,4.7299999999999995
2021-02-08,67,43.0,,0.43,28.81
2021-02-09,64,43.0,,0.43,27.52
2021-02-10,65,43.0,,0.43,27.95
2021-02-11,66,43.0,,0.43,28.38
2021-02-12,70,43.0,,0.43,30.099999999999998
2021-02-13,18,43.0,,0.43,7.74
2021-02-14,8,43.0,,0.43,3.44
2021-02-15,17,43.0,,0.43,7.31
2021-02-16,64,43.0,,0.43,27.52
2021-02-17,65,43.0,,0.43,27.95
2021-02-18,59,43.0,,0.43,25.37
2021-02-19,56,43.0,,0.43,24.08
2021-02-20,14,43.0,,0.43,6.02
2021-02-21,11,43.0,,0.43,4.7299999999999995
2021-02-22,67,43.0,,0.43,28.81
2021-02-23,80,43.0,,0.43,34.4
2021-02-24,73,43.0,,0.43,31.39
2021-02-25,62,43.0,,0.43,26.66
2021-02-26,68,43.0,,0.43,29.24
2021-02-27,19,43.0,,0.43,8.17
2021-02-28,9,43.0,,0.43,3.87
2021-03-01,69,38.0,False,0.38,26.22
2021-03-02,82,38.0,,0.38,31.16
2021-03-03,80,38.0,,0.38,30.4
2021-03-04,90,38.0,,0.38,34.2
2021-03-05,100,38.0,,0.38,38.0
2021-03-06,28,38.0,,0.38,10.64
2021-03-07,16,38.0,,0.38,6.08
2021-03-08,89,38.0,,0.38,33.82
2021-03-09,97,38.0,,0.38,36.86
2021-03-10,86,38.0,,0.38,32.68
2021-03-11,70,38.0,,0.38,26.6
2021-03-12,79,38.0,,0.38,30.02
2021-03-13,18,38.0,,0.38,6.84
2021-03-14,13,38.0,,0.38,4.94
2021-03-15,78,38.0,,0.38,29.64
2021-03-16,66,38.0,,0.38,25.080000000000002
2021-03-17,63,38.0,,0.38,23.94
2021-03-18,63,38.0,,0.38,23.94
2021-03-19,71,38.0,,0.38,26.98
2021-03-20,19,38.0,,0.38,7.22
2021-03-21,16,38.0,,0.38,6.08
2021-03-22,67,38.0,,0.38,25.46
2021-03-23,89,38.0,,0.38,33.82
2021-03-24,67,38.0,,0.38,25.46
2021-03-25,75,38.0,,0.38,28.5
2021-03-26,71,38.0,,0.38,26.98
2021-03-27,19,38.0,,0.38,7.22
2021-03-28,13,38.0,,0.38,4.94
2021-03-29,59,38.0,,0.38,22.42
2021-03-30,69,38.0,,0.38,26.22
2021-03-31,89,38.0,,0.38,33.82
2021-04-01,48,53.0,False,0.53,25.44
2021-04-02,20,53.0,,0.53,10.600000000000001
2021-04-03,7,53.0,,0.53,3.71
2021-04-04,6,53.0,,0.53,3.18
2021-04-05,50,53.0,,0.53,26.5
2021-04-06,39,53.0,,0.53,20.67
2021-04-07,38,53.0,,0.53,20.14
2021-04-08,43,53.0,,0.53,22.790000000000003
2021-04-09,42,53.0,,0.53,22.26
2021-04-10,10,53.0,,0.53,5.300000000000001
2021-04-11,8,53.0,,0.53,4.24
2021-04-12,50,53.0,,0.53,26.5
2021-04-13,50,53.0,,0.53,26.5
2021-04-14,44,53.0,,0.53,23.32
2021-04-15,37,53.0,,0.53,19.61
2021-04-16,38,53.0,,0.53,20.14
2021-04-17,11,53.0,,0.53,5.83
2021-04-18,9,53.0,,0.53,4.7700000000000005
2021-04-19,37,53.0,,0.53,19.61
2021-04-20,33,53.0,,0.53,17.490000000000002
2021-04-21,35,53.0,,0.53,18.55
2021-04-22,33,53.0,,0.53,17.490000000000002
