date,UNH_unscaled,UNH_monthly,isPartial,scale,UNH
2023-02-20,69,78.0,,0.78,53.82
2023-02-21,72,78.0,,0.78,56.160000000000004
2023-02-22,72,78.0,,0.78,56.160000000000004
2023-02-23,64,78.0,,0.78,49.92
2023-02-24,54,78.0,,0.78,42.120000000000005
2023-02-25,49,78.0,,0.78,38.22
2023-02-26,52,78.0,,0.78,40.56
2023-02-27,63,78.0,,0.78,49.14
2023-02-28,67,78.0,,0.78,52.260000000000005
2023-03-01,91,66.0,False,0.66,60.06
2023-03-02,77,66.0,,0.66,50.82
2023-03-03,65,66.0,,0.66,42.9
2023-03-04,55,66.0,,0.66,36.300000000000004
2023-03-05,55,66.0,,0.66,36.300000000000004
2023-03-06,82,66.0,,0.66,54.120000000000005
2023-03-07,90,66.0,,0.66,59.400000000000006
2023-03-08,87,66.0,,0.66,57.42
2023-03-09,79,66.0,,0.66,52.14
2023-03-10,62,66.0,,0.66,40.92
2023-03-11,41,66.0,,0.66,27.060000000000002
2023-03-12,46,66.0,,0.66,30.360000000000003
2023-03-13,66,66.0,,0.66,43.56
2023-03-14,55,66.0,,0.66,36.300000000000004
2023-03-15,56,66.0,,0.66,36.96
2023-03-16,51,66.0,,0.66,33.660000000000004
2023-03-17,50,66.0,,0.66,33.0
2023-03-18,49,66.0,,0.66,32.34
2023-03-19,43,66.0,,0.66,28.380000000000003
2023-03-20,71,66.0,,0.66,46.86
2023-03-21,78,66.0,,0.66,51.480000000000004
2023-03-22,91,66.0,,0.66,60.06
2023-03-23,76,66.0,,0.66,50.160000000000004
2023-03-24,68,66.0,,0.66,44.88
2023-03-25,67,66.0,,0.66,44.22
2023-03-26,60,66.0,,0.66,39.6
2023-03-27,86,66.0,,0.66,56.760000000000005
2023-03-28,85,66.0,,0.66,56.1
2023-03-29,81,66.0,,0.66,53.46
2023-03-30,100,66.0,,0.66,66.0
2023-03-31,78,66.0,,0.66,51.480000000000004
2023-04-01,43,76.0,False,0.76,32.68
2023-04-02,53,76.0,,0.76,40.28
2023-04-03,87,76.0,,0.76,66.12
2023-04-04,82,76.0,,0.76,62.32
2023-04-05,81,76.0,,0.76,61.56
2023-04-06,76,76.0,,0.76,57.76
2023-04-07,56,76.0,,0.76,42.56
2023-04-08,43,76.0,,0.76,32.68
2023-04-09,46,76.0,,0.76,34.96
2023-04-10,75,76.0,,0.76,57.0
2023-04-11,88,76.0,,0.76,66.88
2023-04-12,82,76.0,,0.76,62.32
2023-04-13,69,76.0,,0.76,52.44
2023-04-14,100,76.0,,0.76,76.0
2023-04-15,50,76.0,,0.76,38.0
2023-04-16,53,76.0,,0.76,40.28
2023-04-17,72,76.0,,0.76,54.72
2023-04-18,79,76.0,,0.76,60.04
2023-04-19,82,76.0,,0.76,62.32
2023-04-20,83,76.0,,0.76,63.08
2023-04-21,76,76.0,,0.76,57.76
2023-04-22,56,76.0,,0.76,42.56
2023-04-23,44,76.0,,0.76,33.44
2023-04-24,79,76.0,,0.76,60.04
2023-04-25,71,76.0,,0.76,53.96
2023-04-26,80,76.0,,0.76,60.8
2023-04-27,61,76.0,,0.76,46.36
2023-04-28,56,76.0,,0.76,42.56
2023-04-29,42,76.0,,0.76,31.92
2023-04-30,50,76.0,,0.76,38.0
2023-05-01,100,59.0,False,0.59,59.0
2023-05-02,82,59.0,,0.59,48.379999999999995
2023-05-03,77,59.0,,0.59,45.43
2023-05-04,76,59.0,,0.59,44.839999999999996
2023-05-05,59,59.0,,0.59,34.809999999999995
2023-05-06,29,59.0,,0.59,17.11
2023-05-07,38,59.0,,0.59,22.419999999999998
2023-05-08,67,59.0,,0.59,39.53
2023-05-09,62,59.0,,0.59,36.58
2023-05-10,68,59.0,,0.59,40.12
2023-05-11,68,59.0,,0.59,40.12
2023-05-12,60,59.0,,0.59,35.4
2023-05-13,33,59.0,,0.59,19.47
2023-05-14,38,59.0,,0.59,22.419999999999998
2023-05-15,69,59.0,,0.59,40.71
2023-05-16,62,59.0,,0.59,36.58
2023-05-17,61,59.0,,0.59,35.989999999999995
2023-05-18,62,59.0,,0.59,36.58
2023-05-19,68,59.0,,0.59,40.12
2023-05-20,58,59.0,,0.59,34.22
2023-05-21,44,59.0,,0.59,25.959999999999997
2023-05-22,61,59.0,,0.59,35.989999999999995
2023-05-23,53,59.0,,0.59,31.27
2023-05-24,59,59.0,,0.59,34.809999999999995
2023-05-25,65,59.0,,0.59,38.35
2023-05-26,48,59.0,,0.59,28.32
2023-05-27,21,59.0,,0.59,12.389999999999999
2023-05-28,23,59.0,,0.59,13.569999999999999
2023-05-29,24,59.0,,0.59,14.16
2023-05-30,44,59.0,,0.59,25.959999999999997
2023-05-31,61,59.0,,0.59,35.989999999999995
2023-06-01,39,54.0,False,0.54,21.060000000000002
2023-06-02,45,54.0,,0.54,24.3
2023-06-03,21,54.0,,0.54,11.34
2023-06-04,24,54.0,,0.54,12.96
2023-06-05,37,54.0,,0.54,19.98
2023-06-06,53,54.0,,0.54,28.62
2023-06-07,37,54.0,,0.54,19.98
2023-06-08,44,54.0,,0.54,23.76
2023-06-09,44,54.0,,0.54,23.76
2023-06-10,22,54.0,,0.54,11.88
2023-06-11,24,54.0,,0.54,12.96
2023-06-12,52,54.0,,0.54,28.080000000000002
2023-06-13,56,54.0,,0.54,30.240000000000002
2023-06-14,100,54.0,,0.54,54.0
2023-06-15,66,54.0,,0.54,35.64
2023-06-16,56,54.0,,0.54,30.240000000000002
2023-06-17,24,54.0,,0.54,12.96
2023-06-18,25,54.0,,0.54,13.5
2023-06-19,29,54.0,,0.54,15.66
2023-06-20,51,54.0,,0.54,27.540000000000003
2023-06-21,47,54.0,,0.54,25.380000000000003
2023-06-22,44,54.0,,0.54,23.76
2023-06-23,46,54.0,,0.54,24.840000000000003
2023-06-24,30,54.0,,0.54,16.200000000000003
2023-06-25,19,54.0,,0.54,10.260000000000002
2023-06-26,55,54.0,,0.54,29.700000000000003
2023-06-27,48,54.0,,0.54,25.92
2023-06-28,48,54.0,,0.54,25.92
2023-06-29,39,54.0,,0.54,21.060000000000002
2023-06-30,40,54.0,,0.54,21.6
2023-07-01,23,59.0,False,0.59,13.569999999999999
2023-07-02,26,59.0,,0.59,15.34
2023-07-03,36,59.0,,0.59,21.24
2023-07-04,24,59.0,,0.59,14.16
2023-07-05,43,59.0,,0.59,25.369999999999997
2023-07-06,42,59.0,,0.59,24.779999999999998
2023-07-07,52,59.0,,0.59,30.68
2023-07-08,27,59.0,,0.59,15.93
2023-07-09,28,59.0,,0.59,16.52
2023-07-10,54,59.0,,0.59,31.86
2023-07-11,58,59.0,,0.59,34.22
2023-07-12,69,59.0,,0.59,40.71
2023-07-13,59,59.0,,0.59,34.809999999999995
2023-07-14,100,59.0,,0.59,59.0
2023-07-15,34,59.0,,0.59,20.06
2023-07-16,29,59.0,,0.59,17.11
2023-07-17,52,59.0,,0.59,30.68
2023-07-18,52,59.0,,0.59,30.68
2023-07-19,58,59.0,,0.59,34.22
2023-07-20,50,59.0,,0.59,29.5
2023-07-21,42,59.0,,0.59,24.779999999999998
2023-07-22,21,59.0,,0.59,12.389999999999999
2023-07-23,23,59.0,,0.59,13.569999999999999
2023-07-24,52,59.0,,0.59,30.68
2023-07-25,50,59.0,,0.59,29.5
2023-07-26,48,59.0,,0.59,28.32
2023-07-27,39,59.0,,0.59,23.009999999999998
2023-07-28,41,59.0,,0.59,24.189999999999998
2023-07-29,22,59.0,,0.59,12.979999999999999
2023-07-30,25,59.0,,0.59,14.75
2023-07-31,42,59.0,,0.59,24.779999999999998
2023-08-01,46,66.0,False,0.66,30.360000000000003
2023-08-02,47,66.0,,0.66,31.020000000000003
2023-08-03,43,66.0,,0.66,28.380000000000003
2023-08-04,37,66.0,,0.66,24.42
2023-08-05,23,66.0,,0.66,15.180000000000001
2023-08-06,26,66.0,,0.66,17.16
2023-08-07,44,66.0,,0.66,29.040000000000003
2023-08-08,46,66.0,,0.66,30.360000000000003
2023-08-09,40,66.0,,0.66,26.400000000000002
2023-08-10,46,66.0,,0.66,30.360000000000003
2023-08-11,42,66.0,,0.66,27.720000000000002
2023-08-12,30,66.0,,0.66,19.8
2023-08-13,24,66.0,,0.66,15.84
2023-08-14,55,66.0,,0.66,36.300000000000004
2023-08-15,47,66.0,,0.66,31.020000000000003
2023-08-16,47,66.0,,0.66,31.020000000000003
2023-08-17,42,66.0,,0.66,27.720000000000002
2023-08-18,51,66.0,,0.66,33.660000000000004
2023-08-19,25,66.0,,0.66,16.5
2023-08-20,39,66.0,,0.66,25.740000000000002
2023-08-21,63,66.0,,0.66,41.580000000000005
2023-08-22,64,66.0,,0.66,42.24
2023-08-23,56,66.0,,0.66,36.96
2023-08-24,53,66.0,,0.66,34.980000000000004
2023-08-25,60,66.0,,0.66,39.6
2023-08-26,63,66.0,,0.66,41.580000000000005
2023-08-27,64,66.0,,0.66,42.24
2023-08-28,100,66.0,,0.66,66.0
2023-08-29,91,66.0,,0.66,60.06
2023-08-30,76,66.0,,0.66,50.160000000000004
2023-08-31,79,66.0,,0.66,52.14
2023-09-01,73,80.0,False,0.8,58.400000000000006
2023-09-02,65,80.0,,0.8,52.0
2023-09-03,59,80.0,,0.8,47.2
2023-09-04,65,80.0,,0.8,52.0
2023-09-05,91,80.0,,0.8,72.8
2023-09-06,71,80.0,,0.8,56.800000000000004
2023-09-07,75,80.0,,0.8,60.0
2023-09-08,64,80.0,,0.8,51.2
2023-09-09,76,80.0,,0.8,60.800000000000004
2023-09-10,57,80.0,,0.8,45.6
2023-09-11,73,80.0,,0.8,58.400000000000006
2023-09-12,70,80.0,,0.8,56.0
2023-09-13,71,80.0,,0.8,56.800000000000004
2023-09-14,72,80.0,,0.8,57.6
2023-09-15,62,80.0,,0.8,49.6
2023-09-16,94,80.0,,0.8,75.2
2023-09-17,83,80.0,,0.8,66.4
2023-09-18,67,80.0,,0.8,53.6
2023-09-19,84,80.0,,0.8,67.2
2023-09-20,77,80.0,,0.8,61.6
2023-09-21,67,80.0,,0.8,53.6
2023-09-22,66,80.0,,0.8,52.800000000000004
2023-09-23,69,80.0,,0.8,55.2
2023-09-24,70,80.0,,0.8,56.0
2023-09-25,64,80.0,,0.8,51.2
2023-09-26,73,80.0,,0.8,58.400000000000006
2023-09-27,62,80.0,,0.8,49.6
2023-09-28,68,80.0,,0.8,54.400000000000006
2023-09-29,63,80.0,,0.8,50.400000000000006
2023-09-30,100,80.0,,0.8,80.0
2023-10-01,48,80.0,False,0.8,38.400000000000006
2023-10-02,61,80.0,,0.8,48.800000000000004
2023-10-03,57,80.0,,0.8,45.6
2023-10-04,56,80.0,,0.8,44.800000000000004
2023-10-05,61,80.0,,0.8,48.800000000000004
2023-10-06,48,80.0,,0.8,38.400000000000006
2023-10-07,45,80.0,,0.8,36.0
2023-10-08,44,80.0,,0.8,35.2
2023-10-09,51,80.0,,0.8,40.800000000000004
2023-10-10,65,80.0,,0.8,52.0
2023-10-11,64,80.0,,0.8,51.2
2023-10-12,63,80.0,,0.8,50.400000000000006
2023-10-13,93,80.0,,0.8,74.4
2023-10-14,100,80.0,,0.8,80.0
2023-10-15,53,80.0,,0.8,42.400000000000006
2023-10-16,81,80.0,,0.8,64.8
2023-10-17,71,80.0,,0.8,56.800000000000004
2023-10-18,63,80.0,,0.8,50.400000000000006
2023-10-19,54,80.0,,0.8,43.2
2023-10-20,64,80.0,,0.8,51.2
2023-10-21,86,80.0,,0.8,68.8
2023-10-22,64,80.0,,0.8,51.2
2023-10-23,56,80.0,,0.8,44.800000000000004
2023-10-24,55,80.0,,0.8,44.0
2023-10-25,53,80.0,,0.8,42.400000000000006
2023-10-26,59,80.0,,0.8,47.2
2023-10-27,64,80.0,,0.8,51.2
2023-10-28,56,80.0,,0.8,44.800000000000004
2023-10-29,43,80.0,,0.8,34.4
2023-10-30,60,80.0,,0.8,48.0
2023-10-31,54,80.0,,0.8,43.2
2023-11-01,63,81.0,False,0.81,51.03
2023-11-02,55,81.0,,0.81,44.550000000000004
2023-11-03,59,81.0,,0.81,47.790000000000006
2023-11-04,81,81.0,,0.81,65.61
2023-11-05,36,81.0,,0.81,29.160000000000004
2023-11-06,57,81.0,,0.81,46.17
2023-11-07,60,81.0,,0.81,48.6
2023-11-08,72,81.0,,0.81,58.32000000000001
2023-11-09,61,81.0,,0.81,49.410000000000004
2023-11-10,45,81.0,,0.81,36.45
2023-11-11,52,81.0,,0.81,42.120000000000005
2023-11-12,56,81.0,,0.81,45.36
2023-11-13,65,81.0,,0.81,52.650000000000006
2023-11-14,56,81.0,,0.81,45.36
2023-11-15,47,81.0,,0.81,38.07
2023-11-16,54,81.0,,0.81,43.74
2023-11-17,56,81.0,,0.81,45.36
2023-11-18,74,81.0,,0.81,59.940000000000005
2023-11-19,70,81.0,,0.81,56.7
2023-11-20,100,81.0,,0.81,81.0
2023-11-21,59,81.0,,0.81,47.790000000000006
2023-11-22,36,81.0,,0.81,29.160000000000004
2023-11-23,29,81.0,,0.81,23.490000000000002
2023-11-24,33,81.0,,0.81,26.73
2023-11-25,43,81.0,,0.81,34.830000000000005
2023-11-26,56,81.0,,0.81,45.36
2023-11-27,72,81.0,,0.81,58.32000000000001
2023-11-28,58,81.0,,0.81,46.980000000000004
2023-11-29,65,81.0,,0.81,52.650000000000006
2023-11-30,70,81.0,,0.81,56.7
2023-12-01,79,60.0,False,0.6,47.4
2023-12-02,75,60.0,,0.6,45.0
2023-12-03,62,60.0,,0.6,37.199999999999996
2023-12-04,100,60.0,,0.6,60.0
2023-12-05,100,60.0,,0.6,60.0
2023-12-06,87,60.0,,0.6,52.199999999999996
2023-12-07,82,60.0,,0.6,49.199999999999996
2023-12-08,82,60.0,,0.6,49.199999999999996
2023-12-09,58,60.0,,0.6,34.8
2023-12-10,61,60.0,,0.6,36.6
2023-12-11,91,60.0,,0.6,54.6
2023-12-12,85,60.0,,0.6,51.0
2023-12-13,80,60.0,,0.6,48.0
2023-12-14,87,60.0,,0.6,52.199999999999996
2023-12-15,78,60.0,,0.6,46.8
2023-12-16,63,60.0,,0.6,37.8
2023-12-17,51,60.0,,0.6,30.599999999999998
2023-12-18,61,60.0,,0.6,36.6
2023-12-19,71,60.0,,0.6,42.6
2023-12-20,88,60.0,,0.6,52.8
2023-12-21,68,60.0,,0.6,40.8
2023-12-22,57,60.0,,0.6,34.199999999999996
2023-12-23,37,60.0,,0.6,22.2
2023-12-24,36,60.0,,0.6,21.599999999999998
2023-12-25,35,60.0,,0.6,21.0
2023-12-26,45,60.0,,0.6,27.0
2023-12-27,63,60.0,,0.6,37.8
2023-12-28,64,60.0,,0.6,38.4
2023-12-29,60,60.0,,0.6,36.0
2023-12-30,54,60.0,,0.6,32.4
2023-12-31,41,60.0,,0.6,24.599999999999998
