date,MSFT,AAPL,Visa,JPM,UNH,WMT,JNJ,PG,INTC,DIS,VZ,AMGN,IBM,CAT,NKE,AXP,HON,BA,GS,MMM,TRV,DOW
2012-02-13,7.56,34.2,41.76,6.48,51.2,8.61,9.31,40.81,9.43,39.0,34.68,13.0,15.12,38.88,7.1000000000000005,11.04,14.2,41.83,58.32000000000001,8.74,10.4,2.72
2012-02-14,9.84,38.7,45.24,11.7,53.76,11.34,17.29,50.88,19.32,30.81,37.23,4.29,16.169999999999998,42.120000000000005,6.9,10.56,14.2,39.95,64.80000000000001,11.4,8.84,2.88
2012-02-15,6.72,45.0,40.6,9.54,43.52,14.7,12.16,42.93,6.9,33.15,36.21,0.0,16.38,39.96,10.0,3.84,14.2,41.36,64.80000000000001,7.03,9.49,2.88
2012-02-16,11.76,42.3,45.24,11.7,60.16,15.12,12.35,48.760000000000005,15.18,28.47,35.19,0.0,15.33,43.2,2.8000000000000003,4.56,13.489999999999998,38.54,63.99,10.64,6.890000000000001,3.08
2012-02-17,9.84,34.2,41.76,9.9,48.0,8.19,13.3,46.11,23.0,31.98,36.21,4.68,15.33,41.040000000000006,4.0,20.88,14.2,34.309999999999995,56.7,8.74,4.16,3.48
2012-02-18,4.92,11.25,35.379999999999995,2.34,49.28,7.14,6.08,42.400000000000006,13.11,27.69,39.27,0.0,7.56,43.2,4.1000000000000005,0.0,14.91,41.83,67.23,12.16,7.28,1.76
2012-02-19,3.36,6.3,36.54,3.78,39.04,0.0,5.89,35.510000000000005,8.280000000000001,24.57,33.15,5.33,7.77,52.38,8.6,0.0,15.62,45.59,69.66000000000001,11.4,0.0,1.2
2012-02-20,6.6,14.4,42.34,5.04,49.28,11.55,9.31,45.05,11.96,25.35,31.11,0.0,13.23,44.28,2.3000000000000003,0.0,14.2,42.3,59.13,19.0,0.0,2.4
2012-02-21,9.84,27.9,42.34,12.06,56.96,21.0,16.15,42.93,18.4,32.370000000000005,39.78,0.0,14.91,42.120000000000005,3.3000000000000003,9.12,16.33,38.54,61.56,9.5,0.0,4.0
2012-02-22,9.36,29.25,45.82,13.32,59.52,21.0,13.87,47.7,20.01,34.32,33.15,0.0,15.54,43.74,8.200000000000001,6.24,15.62,38.07,56.7,11.78,7.800000000000001,3.44
2012-02-23,7.92,26.55,43.5,14.04,54.4,14.91,19.0,41.870000000000005,20.24,27.69,29.58,0.0,15.75,43.2,4.9,0.0,14.2,42.77,63.18000000000001,8.93,0.0,2.92
2012-02-24,7.08,27.45,42.34,16.2,44.8,14.91,18.05,50.88,16.79,28.86,28.56,4.8100000000000005,15.54,42.66,7.300000000000001,11.52,14.91,41.83,60.75000000000001,11.21,4.94,3.28
2012-02-25,3.0,10.8,37.12,4.5,41.6,7.56,7.03,42.400000000000006,2.0700000000000003,24.57,30.09,0.0,7.77,46.98,4.4,7.199999999999999,71.0,47.0,58.32000000000001,9.12,0.0,1.32
2012-02-26,2.16,7.2,36.54,0.0,46.08,10.71,5.89,39.22,0.0,31.200000000000003,29.58,0.0,7.979999999999999,47.52,7.6,0.0,26.27,39.48,55.89,10.07,7.800000000000001,1.16
2012-02-27,6.6,26.1,42.92,17.46,56.96,12.39,10.83,42.93,14.95,31.200000000000003,38.25,0.0,16.38,41.580000000000005,7.2,13.92,17.04,41.83,63.99,9.88,13.0,3.0
2012-02-28,7.439999999999999,29.7,41.76,18.0,53.120000000000005,8.82,11.02,52.470000000000006,23.0,36.27,37.74,7.15,21.0,44.82,6.6000000000000005,7.199999999999999,18.46,38.07,55.89,8.36,5.59,3.52
2012-02-29,11.04,36.45,43.5,17.64,56.32,12.6,12.35,53.0,18.4,31.98,42.33,9.23,18.06,46.98,7.300000000000001,0.0,16.33,45.12,59.13,9.88,7.28,3.56
2012-03-01,11.0,31.85,44.84,9.36,45.43,17.29,9.69,47.17,18.04,32.01,25.44,0.0,18.69,43.86,2.64,0.0,44.0,48.88,64.97,17.0,2.76,3.48
2012-03-02,8.25,27.3,46.02,8.4,52.51,17.67,12.920000000000002,53.0,13.86,31.020000000000003,36.48,0.0,17.849999999999998,47.94,5.16,10.8,55.00000000000001,49.92,65.7,11.73,3.84,3.0
2012-03-03,3.52,9.75,38.35,3.84,51.33,11.21,6.29,43.46,3.3,24.75,22.08,8.91,8.61,50.49,4.56,16.470000000000002,47.85,48.36,66.42999999999999,15.3,5.4,1.52
2012-03-04,4.18,6.5,38.94,1.2,49.56,4.5600000000000005,7.65,44.52,2.86,29.37,36.0,0.0,9.87,51.0,0.0,16.470000000000002,48.95,49.92,64.97,6.460000000000001,0.0,1.16
2012-03-05,6.6,26.65,46.02,10.08,53.69,7.79,8.84,40.28,9.68,32.67,36.48,0.0,18.48,41.82,2.16,14.85,45.1,50.96,65.7,10.2,2.76,2.76
2012-03-06,7.81,34.45,46.61,9.36,51.92,14.82,14.45,42.400000000000006,13.2,33.0,48.0,0.0,21.0,40.8,0.0,16.200000000000003,46.2,50.96,73.0,14.45,6.12,4.0
2012-03-07,7.37,47.45,46.02,4.32,53.1,7.98,13.43,43.99,13.64,28.05,32.16,3.52,18.06,35.7,6.84,14.31,36.85,42.64,60.59,10.71,3.36,3.44
2012-03-08,6.71,33.15,46.61,8.4,40.12,18.05,17.0,43.46,11.66,27.06,34.08,7.26,17.43,39.27,4.8,23.22,40.7,44.2,70.81,8.84,9.0,2.88
2012-03-09,7.81,25.35,59.0,7.199999999999999,40.71,11.78,13.43,47.17,15.18,28.71,36.48,6.05,16.38,39.78,4.08,0.0,53.900000000000006,43.68,69.35,12.750000000000002,0.0,3.08
2012-03-10,2.97,9.1,43.07,3.12,50.74,5.7,8.67,41.870000000000005,5.5,25.74,31.68,0.0,9.24,46.92,0.0,11.61,40.150000000000006,49.92,68.62,15.13,8.04,1.48
2012-03-11,1.87,5.8500000000000005,39.53,4.08,54.28,9.5,7.48,35.510000000000005,3.52,26.07,20.16,0.0,7.56,46.92,3.84,14.31,37.400000000000006,44.72,59.86,10.71,7.199999999999999,1.16
2012-03-12,6.93,25.35,48.38,10.08,43.66,6.46,11.05,40.81,10.78,30.360000000000003,38.88,0.0,16.169999999999998,35.7,2.76,6.75,39.6,44.2,64.24,12.41,9.24,2.52
2012-03-13,10.56,37.05,47.2,24.0,30.09,11.59,12.920000000000002,47.7,22.0,27.06,29.28,11.0,17.009999999999998,38.25,5.88,12.15,41.8,49.92,71.53999999999999,11.73,0.0,3.64
2012-03-14,7.26,43.55,40.12,19.44,30.68,7.79,10.71,39.22,13.2,27.39,32.64,7.04,17.43,37.74,6.24,9.18,41.25,45.760000000000005,73.0,14.45,2.4,3.64
2012-03-15,8.47,46.15,40.71,16.56,26.55,17.67,7.31,48.760000000000005,10.56,28.71,35.52,2.42,15.54,37.74,6.96,14.580000000000002,47.85,44.2,72.27,11.9,4.2,3.48
2012-03-16,7.37,46.8,39.53,12.0,36.58,13.11,16.490000000000002,39.75,9.02,28.05,31.2,0.0,14.07,36.21,3.48,7.0200000000000005,38.5,47.32,64.24,10.37,0.0,3.0
2012-03-17,3.19,12.35,34.22,4.56,23.01,6.2700000000000005,9.52,36.57,5.5,24.09,38.4,3.52,8.19,41.82,2.4,12.15,40.7,40.56,70.08,13.43,0.0,1.32
2012-03-18,1.65,10.4,35.4,5.04,31.86,8.93,6.12,36.57,4.84,28.380000000000003,32.64,0.0,8.61,41.82,2.88,0.0,41.8,49.92,69.35,14.79,0.0,1.2
2012-03-19,8.47,65.0,39.53,12.48,46.02,5.32,13.090000000000002,42.400000000000006,16.06,29.040000000000003,33.6,4.07,15.33,36.21,0.0,26.19,37.95,46.28,65.7,15.13,4.92,2.84
2012-03-20,7.92,51.35,43.66,11.76,47.2,11.59,16.150000000000002,41.34,10.56,28.380000000000003,34.56,3.3,17.22,36.21,6.24,8.64,42.900000000000006,46.28,70.08,12.920000000000002,4.32,2.84
2012-03-21,5.61,35.1,41.89,12.0,45.43,5.13,15.13,41.870000000000005,13.2,29.37,33.12,6.82,16.38,37.74,3.84,0.0,33.550000000000004,44.72,60.59,10.88,4.32,2.72
2012-03-22,7.26,33.800000000000004,41.89,6.96,43.66,11.78,13.94,39.22,11.22,30.360000000000003,41.76,8.8,18.06,38.76,12.0,27.0,41.8,45.24,68.62,12.58,2.52,2.96
2012-03-23,6.71,37.05,40.12,12.24,38.94,7.03,10.71,43.99,13.2,31.35,39.84,0.0,15.54,40.8,9.96,0.0,35.2,43.16,64.97,10.54,5.88,2.96
2012-03-24,1.65,11.7,35.989999999999995,2.64,40.12,0.0,4.930000000000001,50.88,8.36,28.71,26.88,0.0,7.56,41.82,8.879999999999999,12.420000000000002,45.650000000000006,47.84,67.16,12.750000000000002,0.0,1.28
2012-03-25,1.21,7.15,35.4,2.64,46.61,3.23,5.44,37.63,4.84,27.06,23.52,4.29,7.35,43.86,2.76,0.0,36.85,51.48,59.13,10.88,12.0,1.12
2012-03-26,5.5,33.15,41.89,8.4,59.0,11.21,11.56,49.29,18.48,31.020000000000003,42.24,10.12,15.54,37.74,5.52,25.65,35.75,52.0,67.89,9.18,5.76,2.84
2012-03-27,8.14,33.15,41.89,10.8,50.74,4.94,11.22,45.580000000000005,20.68,31.020000000000003,36.0,4.18,16.169999999999998,37.23,2.88,8.100000000000001,45.650000000000006,48.36,64.24,10.54,0.0,2.84
2012-03-28,5.72,31.85,41.3,10.32,48.97,6.84,10.03,45.05,9.46,28.05,41.76,0.0,17.22,39.78,3.72,0.0,33.550000000000004,48.88,64.97,12.24,7.08,2.88
2012-03-29,5.17,30.55,42.48,9.84,53.1,10.26,9.86,46.64,10.12,27.06,39.36,0.0,17.22,39.78,4.56,0.0,41.8,45.760000000000005,64.24,7.99,9.24,3.08
2012-03-30,5.28,31.85,47.2,5.76,51.33,19.0,9.86,48.760000000000005,13.2,23.76,34.56,0.0,16.169999999999998,41.82,3.36,17.55,46.2,41.6,51.83,11.05,6.24,2.92
2012-03-31,2.31,9.1,35.989999999999995,4.32,33.04,3.8,5.1000000000000005,32.86,3.52,24.75,27.36,0.0,8.19,39.27,3.36,9.72,34.650000000000006,41.6,55.48,11.56,0.0,1.16
2012-04-01,2.04,4.199999999999999,51.66,6.51,37.1,6.44,5.78,43.68000000000001,3.0,25.42,25.92,0.0,7.7,55.28999999999999,7.41,0.0,49.68000000000001,52.92,63.48,14.04,3.38,1.16
2012-04-02,3.96,23.1,62.37,11.13,52.5,4.6000000000000005,8.67,48.16,10.25,23.56,27.84,2.04,17.6,42.74999999999999,10.14,7.000000000000001,48.6,44.82,64.17,8.28,9.88,3.2
2012-04-03,5.279999999999999,29.4,63.0,8.82,57.4,8.97,10.71,53.760000000000005,9.75,24.18,39.84,9.72,18.26,45.03,6.890000000000001,7.56,46.440000000000005,49.14,59.34,12.78,7.15,3.2
2012-04-04,5.04,26.6,56.07,10.92,57.4,3.91,11.9,51.52,7.5,27.9,42.72,3.48,18.92,44.46,12.61,12.32,46.440000000000005,45.900000000000006,54.51,12.24,2.34,3.12
2012-04-05,4.8,25.2,55.44,7.14,54.6,5.75,7.31,46.48,6.75,23.56,35.52,2.64,19.36,44.46,13.0,9.52,48.6,46.440000000000005,62.1,12.78,0.0,3.24
2012-04-06,3.12,18.9,57.96,4.62,45.5,2.99,4.42,48.16,10.25,22.32,31.68,12.0,18.7,47.31,3.38,11.2,45.36,49.14,69.0,17.28,4.16,2.8000000000000003
2012-04-07,1.7999999999999998,7.699999999999999,52.29,2.1,35.7,6.21,4.25,44.24,4.0,23.87,38.88,0.0,11.22,50.73,7.41,0.0,42.66,49.14,60.03,18.0,0.0,1.32
2012-04-08,1.56,5.6,51.03,1.89,40.6,5.98,5.1000000000000005,47.6,1.25,29.45,34.08,0.0,12.1,56.99999999999999,7.41,9.8,45.36,52.92,64.86,15.84,13.0,1.36
2012-04-09,4.44,25.9,62.37,6.72,46.2,7.82,12.750000000000002,51.52,6.75,26.04,27.84,4.32,18.7,45.03,6.890000000000001,9.52,45.36,46.440000000000005,63.48,15.66,0.0,3.24
2012-04-10,5.279999999999999,30.1,63.0,8.19,58.8,5.29,16.830000000000002,53.2,8.75,27.28,33.6,0.0,21.12,45.03,9.36,0.0,44.82,49.68000000000001,62.1,13.5,5.2,3.96
2012-04-11,4.44,26.6,54.18,10.29,65.1,5.98,8.67,55.440000000000005,8.25,23.56,34.08,3.24,21.56,40.47,10.53,9.8,43.74,44.82,63.48,10.62,5.07,4.0
2012-04-12,5.04,24.5,57.33,10.71,51.8,5.98,14.79,45.92,10.75,25.42,42.24,3.6,19.14,45.03,12.35,11.48,52.92,53.46,66.24,9.0,4.94,3.28
2012-04-13,5.64,27.3,55.44,21.0,41.3,4.140000000000001,12.07,50.400000000000006,5.5,26.97,26.88,4.92,16.72,43.31999999999999,6.24,7.56,45.36,49.68000000000001,66.92999999999999,12.78,9.1,3.4
2012-04-14,3.12,9.1,44.73,4.41,34.3,2.76,6.29,48.720000000000006,3.75,22.63,23.04,0.0,8.14,50.16,0.0,11.48,43.2,44.28,58.65,11.88,3.9,1.48
2012-04-15,1.44,6.3,49.77,6.51,41.3,4.140000000000001,3.4000000000000004,43.120000000000005,2.75,30.07,33.6,0.0,8.36,50.73,0.0,0.0,43.74,45.36,54.51,14.22,0.0,1.4
2012-04-16,5.16,36.4,53.55,7.77,54.6,4.83,17.0,50.400000000000006,11.5,22.32,24.48,3.84,18.48,41.04,6.76,9.52,43.74,43.74,63.48,10.26,5.07,2.92
2012-04-17,6.24,39.2,56.7,9.24,53.2,5.98,15.13,49.84,21.25,28.52,31.68,3.6,22.0,42.74999999999999,4.16,28.000000000000004,49.14,50.220000000000006,69.0,13.5,0.0,3.28
2012-04-18,5.52,28.7,54.18,7.56,49.7,2.0700000000000003,11.22,56.00000000000001,25.0,23.87,21.12,3.48,20.9,44.46,7.67,11.48,39.96,46.98,62.1,11.52,5.720000000000001,3.04
2012-04-19,11.52,30.1,56.07,11.13,66.5,6.44,10.03,48.720000000000006,9.5,31.0,33.6,3.24,19.8,47.88,9.88,16.520000000000003,39.42,49.68000000000001,66.24,16.2,9.88,3.24
2012-04-20,12.0,32.9,54.81,5.88,52.5,9.66,8.67,50.400000000000006,11.0,26.04,35.04,0.0,17.82,43.88999999999999,5.46,10.36,54.0,45.900000000000006,60.72,14.04,4.8100000000000005,3.12
2012-04-21,4.08,9.8,41.58,0.0,33.599999999999994,7.36,10.03,45.92,1.25,27.28,42.72,0.0,8.14,45.03,4.03,0.0,42.66,49.14,65.55,10.08,7.28,1.32
2012-04-22,1.92,7.0,44.1,1.26,46.2,5.0600000000000005,13.77,43.68000000000001,1.25,28.52,27.84,0.0,7.7,51.3,10.53,0.0,47.52,50.760000000000005,56.58,10.44,7.930000000000001,1.32
2012-04-23,7.08,32.9,57.96,6.09,70.0,23.0,10.37,53.760000000000005,12.25,22.32,36.96,2.4,19.8,45.6,3.77,5.6000000000000005,45.36,49.68000000000001,59.34,14.04,4.16,3.16
2012-04-24,5.279999999999999,61.6,57.33,4.62,56.7,20.93,11.39,51.52,11.25,23.25,41.28,2.64,19.36,46.17,9.23,10.36,48.6,44.28,63.48,10.26,0.0,3.52
2012-04-25,4.44,70.0,56.7,7.56,61.6,17.02,12.24,50.400000000000006,12.0,26.66,31.2,1.7999999999999998,18.48,45.6,5.8500000000000005,11.48,41.040000000000006,49.68000000000001,65.55,12.96,8.450000000000001,3.16
2012-04-26,5.04,37.8,54.18,6.3,52.5,11.96,12.750000000000002,50.400000000000006,9.0,27.9,48.0,0.0,19.14,44.46,6.76,6.16,40.5,54.0,65.55,9.0,5.720000000000001,3.2
2012-04-27,5.64,30.8,52.29,7.77,37.8,7.13,13.43,51.52,11.0,22.63,40.8,2.88,17.6,45.03,9.1,12.32,46.98,50.760000000000005,55.88999999999999,10.44,0.0,2.96
2012-04-28,2.04,10.5,45.36,2.52,37.1,2.99,10.37,52.080000000000005,1.25,21.7,31.2,0.0,9.68,51.3,7.800000000000001,0.0,40.5,52.38,68.30999999999999,10.26,10.27,1.36
2012-04-29,0.96,7.0,45.99,1.47,49.0,4.37,0.0,45.36000000000001,1.5,22.32,34.56,3.24,8.36,53.01,4.29,8.120000000000001,45.36,50.760000000000005,59.34,9.72,0.0,1.16
2012-04-30,4.44,29.4,59.22,8.82,62.99999999999999,7.590000000000001,10.37,53.2,7.75,23.87,36.0,2.88,17.82,43.88999999999999,8.97,7.840000000000001,43.2,52.92,64.86,11.7,4.94,3.12
2012-05-01,9.0,45.59,66.0,3.99,44.82,4.140000000000001,7.98,55.8,17.16,32.0,48.0,0.0,23.0,43.31999999999999,5.9,8.14,37.73,50.88,58.5,10.45,3.3600000000000003,2.88
2012-05-02,5.22,38.54,60.06,2.85,54.0,11.96,8.260000000000002,49.2,22.0,29.44,42.72,0.0,22.77,56.99999999999999,9.0,6.6,38.22,47.17,56.25,16.53,0.0,2.84
2012-05-03,6.93,34.309999999999995,52.8,2.85,44.82,8.74,9.24,49.2,18.26,27.2,26.88,3.36,21.39,46.74,10.0,0.0,35.77,46.64,63.0,15.96,5.74,2.8000000000000003
2012-05-04,5.85,36.66,54.120000000000005,5.13,39.42,11.73,4.48,57.0,12.1,24.96,34.08,3.36,17.48,42.74999999999999,8.6,11.66,40.67,46.64,53.25,16.72,6.44,2.72
2012-05-05,2.52,15.04,48.84,2.85,31.32,4.83,3.5000000000000004,43.2,4.18,26.24,34.08,4.0,9.43,44.46,2.3000000000000003,7.92,33.32,47.17,54.0,18.81,3.08,1.16
2012-05-06,1.08,8.93,46.86,0.57,28.62,11.27,4.48,43.8,4.84,27.2,35.52,0.0,10.12,43.31999999999999,0.0,8.36,36.26,48.760000000000005,52.5,14.06,0.0,1.2
2012-05-07,6.3,38.54,59.400000000000006,3.42,54.0,5.29,6.300000000000001,49.8,15.62,28.48,36.48,0.0,21.16,46.17,0.0,14.52,49.0,48.760000000000005,62.25,17.29,14.000000000000002,3.4
2012-05-08,5.49,32.9,58.74,4.56,35.1,6.44,9.52,47.4,14.74,31.04,37.92,0.0,21.39,41.61,8.6,0.0,35.77,43.99,59.25,14.44,2.66,2.84
2012-05-09,5.04,34.309999999999995,63.36,3.99,33.480000000000004,5.5200000000000005,11.48,48.6,16.5,28.8,37.92,0.0,21.39,46.17,7.4,9.68,38.22,53.0,61.5,17.1,7.140000000000001,3.0
2012-05-10,5.13,32.43,65.34,19.38,45.36,11.5,12.18,49.8,11.66,31.68,31.2,2.08,21.62,41.04,6.9,5.28,37.73,50.35,60.75,16.72,4.62,3.0
2012-05-11,6.66,34.309999999999995,58.74,56.99999999999999,32.940000000000005,13.34,9.1,48.6,20.24,27.84,34.56,0.0,19.78,40.47,5.0,22.0,37.24,46.64,61.5,17.1,4.2,3.04
2012-05-12,2.34,11.28,48.84,13.68,28.62,5.5200000000000005,0.0,40.2,5.06,22.72,36.48,8.0,9.43,51.87,0.0,0.0,38.71,45.580000000000005,63.75,19.0,10.500000000000002,1.4
2012-05-13,0.8099999999999999,7.05,48.84,11.4,32.400000000000006,0.0,6.720000000000001,39.6,2.64,21.76,24.0,0.0,9.2,47.31,3.1,0.0,43.12,45.05,56.25,16.91,0.0,1.04
2012-05-14,4.14,32.9,57.42,27.93,51.84,7.13,7.840000000000001,51.0,10.78,27.84,34.56,0.0,18.86,37.62,6.2,0.0,34.79,45.580000000000005,62.25,11.78,6.0200000000000005,3.0
2012-05-15,5.31,31.49,59.400000000000006,22.8,48.06,6.9,7.98,49.8,11.66,27.52,46.08,3.44,20.7,38.76,5.2,11.0,32.34,47.17,64.5,15.96,3.640000000000001,3.12
2012-05-16,4.32,36.19,58.74,17.669999999999998,38.34,10.58,14.000000000000002,46.8,13.42,24.96,34.08,4.0,20.47,41.61,7.4,0.0,31.85,49.82,63.75,17.86,6.16,3.56
2012-05-17,5.4,37.6,52.14,19.38,32.940000000000005,13.34,8.96,51.0,12.76,25.92,33.12,0.0,22.08,37.05,3.1,11.0,29.4,44.52,66.75,13.68,4.2,3.04
2012-05-18,6.84,47.0,53.46,15.39,39.42,23.0,8.260000000000002,49.2,11.66,25.28,45.6,5.5200000000000005,19.32,41.61,7.1000000000000005,7.48,30.87,48.23,62.25,12.16,0.0,4.0
2012-05-19,3.42,15.51,44.88,7.409999999999999,31.860000000000003,4.37,3.5000000000000004,43.8,3.52,22.4,40.32,2.64,9.2,48.45,4.1000000000000005,5.28,33.32,49.29,57.0,18.81,7.56,1.6
2012-05-20,3.51,9.87,50.82,2.28,25.92,6.9,1.96,44.4,2.64,25.92,24.48,3.36,9.2,37.05,3.0,0.0,36.75,49.29,59.25,11.4,3.640000000000001,1.44
2012-05-21,7.649999999999999,42.3,56.760000000000005,17.099999999999998,34.56,11.73,10.500000000000002,55.8,11.88,30.4,35.52,0.0,19.32,37.62,6.6000000000000005,12.54,29.89,45.580000000000005,62.25,14.44,5.460000000000001,3.12
2012-05-22,5.49,44.18,57.42,15.39,29.160000000000004,12.65,7.140000000000001,50.4,12.98,28.48,29.76,0.0,21.85,39.9,6.5,14.3,32.34,53.0,75.0,17.1,6.16,2.92
2012-05-23,7.109999999999999,38.07,56.760000000000005,10.26,29.700000000000003,16.330000000000002,10.500000000000002,57.0,12.54,29.12,35.52,2.4,20.24,39.9,6.300000000000001,0.0,32.34,48.760000000000005,66.75,12.73,5.180000000000001,3.0
2012-05-24,4.859999999999999,36.19,54.78,9.12,27.540000000000003,13.8,8.120000000000001,52.8,13.64,24.0,45.6,0.0,22.540000000000003,40.47,0.0,0.0,39.2,43.46,66.0,15.58,4.0600000000000005,3.4
2012-05-25,5.58,36.66,51.48,10.26,30.24,11.5,10.36,49.2,14.08,27.2,39.36,0.0,17.71,42.18,6.1000000000000005,12.32,31.85,51.41,56.25,14.63,8.120000000000001,2.72
2012-05-26,0.0,10.34,44.22,5.13,15.12,10.58,6.86,50.4,4.4,29.44,27.36,2.56,8.97,43.88999999999999,0.0,0.0,34.3,51.940000000000005,61.5,14.63,0.0,1.32
2012-05-27,0.0,7.52,42.9,2.85,24.3,10.35,1.8200000000000005,40.8,3.74,24.64,25.92,0.0,7.590000000000001,43.31999999999999,6.0,0.0,30.38,41.870000000000005,57.75,12.35,5.6000000000000005,0.96
2012-05-28,1.17,7.989999999999999,46.86,2.28,20.520000000000003,2.76,5.6000000000000005,40.2,3.08,24.64,24.48,0.0,10.12,40.47,8.8,0.0,31.85,46.11,54.0,15.2,0.0,1.16
2012-05-29,5.94,31.02,56.760000000000005,7.409999999999999,31.860000000000003,15.64,7.98,57.0,18.04,27.84,37.92,0.0,20.47,38.19,3.2,0.0,28.42,46.11,62.25,15.39,3.78,2.88
2012-05-30,4.859999999999999,33.84,58.080000000000005,9.69,29.700000000000003,11.73,10.36,50.4,11.88,28.16,32.64,2.4,20.7,37.05,6.7,18.7,38.22,49.29,66.0,14.44,5.32,2.96
2012-05-31,4.41,34.78,56.1,9.69,26.46,10.12,12.32,60.0,11.22,31.04,36.0,0.0,21.39,39.33,5.1000000000000005,0.0,39.2,45.580000000000005,67.5,19.0,13.72,3.16
2012-06-01,3.77,31.16,53.3,21.0,30.6,19.32,12.41,48.0,15.39,29.700000000000003,29.64,0.0,17.43,46.74,2.6,0.0,53.900000000000006,48.96,64.35000000000001,19.0,3.84,4.0
2012-06-02,1.04,7.98,46.15,6.65,19.040000000000003,14.49,7.99,39.5,6.46,31.35,49.4,3.51,9.24,52.44,3.51,0.0,41.25,45.39,63.05,17.67,7.68,1.64
2012-06-03,1.17,6.08,44.2,0.0,22.44,0.0,4.42,36.5,0.0,28.380000000000003,40.56,0.0,9.45,55.28999999999999,3.9,0.0,40.150000000000006,45.9,57.2,14.06,3.72,1.4
2012-06-04,2.8600000000000003,25.84,57.85,21.35,26.180000000000003,23.0,13.6,44.0,15.01,24.75,42.64,3.51,19.11,49.02,4.16,3.2300000000000004,45.650000000000006,46.92,53.3,15.96,8.16,3.92
2012-06-05,4.03,24.32,57.85,17.15,24.14,9.66,6.970000000000001,40.0,14.82,26.4,28.08,0.0,19.95,53.58,3.25,17.0,36.85,49.47,65.0,13.87,4.8,3.44
2012-06-06,2.99,25.46,54.6,22.4,27.540000000000003,11.04,12.58,40.0,19.0,27.06,45.760000000000005,5.59,18.69,53.58,2.47,6.460000000000001,53.900000000000006,47.43,54.6,14.63,4.92,3.16
2012-06-07,2.21,26.98,59.15,23.45,28.56,16.1,10.71,42.5,17.67,31.35,35.88,0.0,19.74,53.01,2.47,6.630000000000001,47.3,47.94,60.45,16.72,0.0,3.68
2012-06-08,2.47,23.18,59.8,12.95,24.82,15.41,10.71,44.0,12.92,28.71,46.8,0.0,18.9,53.01,1.4300000000000002,6.460000000000001,52.8,48.45,55.25,16.72,3.72,2.88
2012-06-09,0.91,8.74,57.85,5.6,29.24,6.67,0.0,40.0,0.0,27.39,40.56,3.64,9.45,54.72,0.0,0.0,55.00000000000001,45.39,52.0,11.78,0.0,1.2
2012-06-10,1.56,5.32,55.25,8.399999999999999,24.14,22.540000000000003,6.12,39.0,0.0,28.05,20.8,0.0,7.77,51.87,3.64,8.5,51.150000000000006,49.47,52.0,15.96,9.72,1.48
2012-06-11,2.6,38.0,65.0,19.25,34.0,19.32,5.61,43.5,14.06,31.020000000000003,37.96,2.73,18.48,48.45,3.25,5.1000000000000005,34.1,48.45,57.2,16.91,2.88,2.76
2012-06-12,2.34,31.16,62.400000000000006,17.15,28.9,14.26,11.39,40.5,15.2,25.74,52.0,6.11,18.9,47.88,1.3,0.0,43.45,49.98,57.2,19.0,5.88,3.0
2012-06-13,2.08,23.18,57.2,35.0,30.26,10.58,13.6,37.0,12.16,30.03,48.88,2.8600000000000003,20.16,49.02,2.21,0.0,41.8,47.94,57.85,17.48,4.56,2.76
2012-06-14,2.34,22.04,55.9,24.5,30.26,12.88,11.39,42.0,13.87,28.380000000000003,31.200000000000003,2.21,18.69,48.45,2.99,7.82,39.05,47.43,53.95,10.64,3.6,2.68
2012-06-15,5.07,24.32,57.2,18.55,27.880000000000003,15.87,12.24,38.0,16.53,30.03,42.64,0.0,17.64,49.02,1.82,5.1000000000000005,37.95,46.41,48.1,15.01,4.44,2.52
2012-06-16,1.3,7.98,46.8,3.85,11.56,3.68,5.2700000000000005,39.0,0.0,30.03,35.36,0.0,8.82,54.72,3.38,11.22,51.7,49.47,53.95,16.53,0.0,1.28
2012-06-17,0.65,6.08,46.8,3.5,19.040000000000003,7.82,4.590000000000001,32.5,0.0,32.34,42.64,0.0,7.14,56.99999999999999,4.16,0.0,40.150000000000006,50.49,48.1,17.86,0.0,1.04
2012-06-18,7.930000000000001,25.84,56.55,12.95,31.62,9.43,9.86,37.0,12.16,28.380000000000003,48.36,2.99,21.0,50.16,4.8100000000000005,7.31,52.25000000000001,48.45,57.85,16.72,3.48,2.92
2012-06-19,13.0,26.22,55.25,19.6,30.6,14.03,10.54,37.0,11.59,25.08,44.2,0.0,20.16,46.74,3.38,8.67,41.25,49.98,59.15,14.82,6.12,2.8000000000000003
2012-06-20,6.5,22.42,52.65,20.3,28.56,14.03,13.94,50.0,15.39,26.73,39.52,2.21,18.9,51.87,1.69,0.0,48.95,46.41,63.05,14.63,0.0,2.84
2012-06-21,4.42,19.76,52.65,22.75,33.660000000000004,15.41,9.52,46.5,13.68,25.74,36.92,2.8600000000000003,20.37,49.02,5.2,0.0,52.8,49.98,53.95,14.82,3.0,2.88
2012-06-22,4.55,19.38,52.65,21.35,25.500000000000004,11.5,7.99,43.0,9.88,27.06,43.16,5.8500000000000005,16.8,50.73,2.99,4.42,52.25000000000001,44.37,56.55,15.77,0.0,3.08
2012-06-23,2.21,7.98,46.8,3.5,30.94,11.73,1.36,36.5,11.97,24.09,49.92,0.0,8.4,53.58,2.6,0.0,42.35,44.37,55.9,15.77,8.04,1.16
