date,stock_name,attention_ticker
2017-04-27,Intel Stock Price,29.0
2017-04-28,Intel Stock Price,7.249999999999999
2017-04-29,Intel Stock Price,0.0
2017-04-30,Intel Stock Price,0.0
2017-05-01,Intel Stock Price,18.81
2017-05-02,Intel Stock Price,33.0
2017-05-03,Intel Stock Price,10.56
2017-05-04,Intel Stock Price,18.48
2017-05-05,Intel Stock Price,15.510000000000002
2017-05-06,Intel Stock Price,13.86
2017-05-07,Intel Stock Price,8.25
2017-05-08,Intel Stock Price,8.91
2017-05-09,Intel Stock Price,0.0
2017-05-10,Intel Stock Price,15.510000000000002
2017-05-11,Intel Stock Price,0.0
2017-05-12,Intel Stock Price,26.73
2017-05-13,Intel Stock Price,8.58
2017-05-14,Intel Stock Price,0.0
2017-05-15,Intel Stock Price,19.47
2017-05-16,Intel Stock Price,17.82
2017-05-17,Intel Stock Price,24.75
2017-05-18,Intel Stock Price,4.95
2017-05-19,Intel Stock Price,11.55
2017-05-20,Intel Stock Price,0.0
2017-05-21,Intel Stock Price,11.55
2017-05-22,Intel Stock Price,9.9
2017-05-23,Intel Stock Price,27.72
2017-05-24,Intel Stock Price,12.87
2017-05-25,Intel Stock Price,21.45
2017-05-26,Intel Stock Price,12.87
2017-05-27,Intel Stock Price,5.28
2017-05-28,Intel Stock Price,8.91
2017-05-29,Intel Stock Price,6.6000000000000005
2017-05-30,Intel Stock Price,26.07
2017-05-31,Intel Stock Price,11.22
2017-06-01,Intel Stock Price,14.72
2017-06-02,Intel Stock Price,18.88
2017-06-03,Intel Stock Price,12.48
2017-06-04,Intel Stock Price,0.0
2017-06-05,Intel Stock Price,19.84
2017-06-06,Intel Stock Price,16.96
2017-06-07,Intel Stock Price,32.0
2017-06-08,Intel Stock Price,16.32
2017-06-09,Intel Stock Price,13.76
2017-06-10,Intel Stock Price,0.0
2017-06-11,Intel Stock Price,16.64
2017-06-12,Intel Stock Price,18.88
2017-06-13,Intel Stock Price,0.0
2017-06-14,Intel Stock Price,14.08
2017-06-15,Intel Stock Price,27.84
2017-06-16,Intel Stock Price,17.92
2017-06-17,Intel Stock Price,10.24
2017-06-18,Intel Stock Price,0.0
2017-06-19,Intel Stock Price,16.0
2017-06-20,Intel Stock Price,14.08
2017-06-21,Intel Stock Price,11.52
2017-06-22,Intel Stock Price,15.68
2017-06-23,Intel Stock Price,30.72
2017-06-24,Intel Stock Price,0.0
2017-06-25,Intel Stock Price,0.0
2017-06-26,Intel Stock Price,20.48
2017-06-27,Intel Stock Price,27.52
2017-06-28,Intel Stock Price,24.32
2017-06-29,Intel Stock Price,22.72
2017-06-30,Intel Stock Price,13.44
2017-07-01,Intel Stock Price,28.000000000000004
2017-07-02,Intel Stock Price,0.0
2017-07-03,Intel Stock Price,12.6
2017-07-04,Intel Stock Price,0.0
2017-07-05,Intel Stock Price,13.72
2017-07-06,Intel Stock Price,13.44
2017-07-07,Intel Stock Price,18.48
2017-07-08,Intel Stock Price,0.0
2017-07-09,Intel Stock Price,8.680000000000001
2017-07-10,Intel Stock Price,22.12
2017-07-11,Intel Stock Price,17.92
2017-07-12,Intel Stock Price,21.28
2017-07-13,Intel Stock Price,11.48
2017-07-14,Intel Stock Price,9.8
2017-07-15,Intel Stock Price,0.0
2017-07-16,Intel Stock Price,15.68
2017-07-17,Intel Stock Price,0.0
2017-07-18,Intel Stock Price,13.44
2017-07-19,Intel Stock Price,9.8
2017-07-20,Intel Stock Price,5.040000000000001
2017-07-21,Intel Stock Price,10.920000000000002
2017-07-22,Intel Stock Price,10.64
2017-07-23,Intel Stock Price,0.0
2017-07-24,Intel Stock Price,7.000000000000001
2017-07-25,Intel Stock Price,8.120000000000001
2017-07-26,Intel Stock Price,7.000000000000001
2017-07-27,Intel Stock Price,20.72
2017-07-28,Intel Stock Price,17.080000000000002
2017-07-29,Intel Stock Price,0.0
2017-07-30,Intel Stock Price,0.0
2017-07-31,Intel Stock Price,16.520000000000003
2017-08-01,Intel Stock Price,31.0
2017-08-02,Intel Stock Price,15.19
2017-08-03,Intel Stock Price,24.8
2017-08-04,Intel Stock Price,17.98
2017-08-05,Intel Stock Price,9.3
2017-08-06,Intel Stock Price,4.96
2017-08-07,Intel Stock Price,20.46
2017-08-08,Intel Stock Price,14.88
2017-08-09,Intel Stock Price,26.97
2017-08-10,Intel Stock Price,5.89
2017-08-11,Intel Stock Price,15.5
2017-08-12,Intel Stock Price,10.54
2017-08-13,Intel Stock Price,0.0
2017-08-14,Intel Stock Price,15.5
2017-08-15,Intel Stock Price,18.91
2017-08-16,Intel Stock Price,10.23
2017-08-17,Intel Stock Price,15.81
2017-08-18,Intel Stock Price,5.58
2017-08-19,Intel Stock Price,0.0
2017-08-20,Intel Stock Price,6.82
2017-08-21,Intel Stock Price,10.54
2017-08-22,Intel Stock Price,28.21
2017-08-23,Intel Stock Price,23.56
2017-08-24,Intel Stock Price,23.25
2017-08-25,Intel Stock Price,0.0
2017-08-26,Intel Stock Price,0.0
2017-08-27,Intel Stock Price,4.65
2017-08-28,Intel Stock Price,20.15
2017-08-29,Intel Stock Price,21.39
2017-08-30,Intel Stock Price,26.66
2017-08-31,Intel Stock Price,19.84
2017-09-01,Intel Stock Price,0.0
2017-09-02,Intel Stock Price,10.85
2017-09-03,Intel Stock Price,15.81
2017-09-04,Intel Stock Price,5.58
2017-09-05,Intel Stock Price,5.89
2017-09-06,Intel Stock Price,16.43
2017-09-07,Intel Stock Price,12.71
2017-09-08,Intel Stock Price,15.81
2017-09-09,Intel Stock Price,14.88
2017-09-10,Intel Stock Price,10.23
2017-09-11,Intel Stock Price,13.33
2017-09-12,Intel Stock Price,20.77
2017-09-13,Intel Stock Price,16.74
2017-09-14,Intel Stock Price,17.05
2017-09-15,Intel Stock Price,20.15
2017-09-16,Intel Stock Price,17.36
2017-09-17,Intel Stock Price,0.0
2017-09-18,Intel Stock Price,19.53
2017-09-19,Intel Stock Price,31.0
2017-09-20,Intel Stock Price,26.66
2017-09-21,Intel Stock Price,26.97
2017-09-22,Intel Stock Price,5.27
2017-09-23,Intel Stock Price,6.2
2017-09-24,Intel Stock Price,0.0
2017-09-25,Intel Stock Price,18.29
2017-09-26,Intel Stock Price,26.04
2017-09-27,Intel Stock Price,17.05
2017-09-28,Intel Stock Price,9.3
2017-09-29,Intel Stock Price,22.94
2017-09-30,Intel Stock Price,27.9
2017-10-01,Intel Stock Price,0.0
2017-10-02,Intel Stock Price,13.02
2017-10-03,Intel Stock Price,38.22
2017-10-04,Intel Stock Price,10.5
2017-10-05,Intel Stock Price,28.98
2017-10-06,Intel Stock Price,23.52
2017-10-07,Intel Stock Price,5.04
2017-10-08,Intel Stock Price,0.0
2017-10-09,Intel Stock Price,4.62
2017-10-10,Intel Stock Price,28.14
2017-10-11,Intel Stock Price,32.34
2017-10-12,Intel Stock Price,19.32
2017-10-13,Intel Stock Price,11.34
2017-10-14,Intel Stock Price,0.0
2017-10-15,Intel Stock Price,13.86
2017-10-16,Intel Stock Price,11.34
2017-10-17,Intel Stock Price,21.0
2017-10-18,Intel Stock Price,24.36
2017-10-19,Intel Stock Price,15.12
2017-10-20,Intel Stock Price,18.48
2017-10-21,Intel Stock Price,10.92
2017-10-22,Intel Stock Price,0.0
2017-10-23,Intel Stock Price,16.38
2017-10-24,Intel Stock Price,39.48
2017-10-25,Intel Stock Price,17.22
2017-10-26,Intel Stock Price,35.28
2017-10-27,Intel Stock Price,39.06
2017-10-28,Intel Stock Price,0.0
2017-10-29,Intel Stock Price,11.76
2017-10-30,Intel Stock Price,28.14
2017-10-31,Intel Stock Price,42.0
2017-11-01,Intel Stock Price,31.200000000000003
2017-11-02,Intel Stock Price,43.68
2017-11-03,Intel Stock Price,52.0
2017-11-04,Intel Stock Price,29.12
2017-11-05,Intel Stock Price,5.720000000000001
2017-11-06,Intel Stock Price,43.68
2017-11-07,Intel Stock Price,28.08
2017-11-08,Intel Stock Price,24.96
2017-11-09,Intel Stock Price,50.96
2017-11-10,Intel Stock Price,30.68
2017-11-11,Intel Stock Price,7.800000000000001
2017-11-12,Intel Stock Price,9.36
2017-11-13,Intel Stock Price,42.64
2017-11-14,Intel Stock Price,25.48
2017-11-15,Intel Stock Price,21.32
2017-11-16,Intel Stock Price,41.6
2017-11-17,Intel Stock Price,24.44
2017-11-18,Intel Stock Price,23.92
2017-11-19,Intel Stock Price,0.0
2017-11-20,Intel Stock Price,23.4
2017-11-21,Intel Stock Price,33.800000000000004
2017-11-22,Intel Stock Price,21.32
2017-11-23,Intel Stock Price,7.800000000000001
2017-11-24,Intel Stock Price,18.2
2017-11-25,Intel Stock Price,0.0
2017-11-26,Intel Stock Price,9.88
2017-11-27,Intel Stock Price,28.6
2017-11-28,Intel Stock Price,36.4
2017-11-29,Intel Stock Price,32.24
2017-11-30,Intel Stock Price,28.08
2017-12-01,Intel Stock Price,20.91
2017-12-02,Intel Stock Price,15.579999999999998
2017-12-03,Intel Stock Price,6.15
2017-12-04,Intel Stock Price,26.24
2017-12-05,Intel Stock Price,26.24
2017-12-06,Intel Stock Price,27.06
2017-12-07,Intel Stock Price,12.3
2017-12-08,Intel Stock Price,18.45
2017-12-09,Intel Stock Price,0.0
2017-12-10,Intel Stock Price,6.56
2017-12-11,Intel Stock Price,21.73
2017-12-12,Intel Stock Price,25.42
2017-12-13,Intel Stock Price,22.14
2017-12-14,Intel Stock Price,11.07
2017-12-15,Intel Stock Price,31.57
2017-12-16,Intel Stock Price,4.92
2017-12-17,Intel Stock Price,0.0
2017-12-18,Intel Stock Price,23.37
2017-12-19,Intel Stock Price,41.0
2017-12-20,Intel Stock Price,25.42
2017-12-21,Intel Stock Price,29.11
2017-12-22,Intel Stock Price,38.13
2017-12-23,Intel Stock Price,0.0
2017-12-24,Intel Stock Price,0.0
2017-12-25,Intel Stock Price,9.84
2017-12-26,Intel Stock Price,15.579999999999998
2017-12-27,Intel Stock Price,15.17
2017-12-28,Intel Stock Price,38.95
2017-12-29,Intel Stock Price,25.01
2017-12-30,Intel Stock Price,0.0
2017-12-31,Intel Stock Price,16.81
2018-01-01,Intel Stock Price,4.0
2018-01-02,Intel Stock Price,20.0
2018-01-03,Intel Stock Price,65.0
2018-01-04,Intel Stock Price,88.0
2018-01-05,Intel Stock Price,100.0
2018-01-06,Intel Stock Price,34.0
2018-01-07,Intel Stock Price,10.0
2018-01-08,Intel Stock Price,37.0
2018-01-09,Intel Stock Price,40.0
2018-01-10,Intel Stock Price,32.0
2018-01-11,Intel Stock Price,21.0
2018-01-12,Intel Stock Price,25.0
2018-01-13,Intel Stock Price,8.0
2018-01-14,Intel Stock Price,5.0
2018-01-15,Intel Stock Price,7.0
2018-01-16,Intel Stock Price,15.0
2018-01-17,Intel Stock Price,24.0
2018-01-18,Intel Stock Price,23.0
2018-01-19,Intel Stock Price,10.0
2018-01-20,Intel Stock Price,8.0
2018-01-21,Intel Stock Price,0.0
2018-01-22,Intel Stock Price,30.0
2018-01-23,Intel Stock Price,22.0
2018-01-24,Intel Stock Price,21.0
2018-01-25,Intel Stock Price,27.0
2018-01-26,Intel Stock Price,37.0
2018-01-27,Intel Stock Price,18.0
2018-01-28,Intel Stock Price,17.0
2018-01-29,Intel Stock Price,21.0
2018-01-30,Intel Stock Price,21.0
2018-01-31,Intel Stock Price,23.0
2018-02-01,Intel Stock Price,54.27
2018-02-02,Intel Stock Price,52.93
2018-02-03,Intel Stock Price,18.09
2018-02-04,Intel Stock Price,16.75
2018-02-05,Intel Stock Price,49.580000000000005
2018-02-06,Intel Stock Price,67.0
2018-02-07,Intel Stock Price,56.28
2018-02-08,Intel Stock Price,58.290000000000006
2018-02-09,Intel Stock Price,60.970000000000006
2018-02-10,Intel Stock Price,12.73
2018-02-11,Intel Stock Price,36.18
2018-02-12,Intel Stock Price,46.900000000000006
2018-02-13,Intel Stock Price,50.92
2018-02-14,Intel Stock Price,36.85
2018-02-15,Intel Stock Price,46.23
2018-02-16,Intel Stock Price,34.84
2018-02-17,Intel Stock Price,19.43
2018-02-18,Intel Stock Price,11.39
2018-02-19,Intel Stock Price,0.0
2018-02-20,Intel Stock Price,41.54
2018-02-21,Intel Stock Price,34.84
2018-02-22,Intel Stock Price,17.42
2018-02-23,Intel Stock Price,10.72
2018-02-24,Intel Stock Price,18.09
2018-02-25,Intel Stock Price,0.0
2018-02-26,Intel Stock Price,28.14
2018-02-27,Intel Stock Price,58.96
2018-02-28,Intel Stock Price,59.63
2018-03-01,Intel Stock Price,24.78
2018-03-02,Intel Stock Price,34.809999999999995
2018-03-03,Intel Stock Price,12.98
2018-03-04,Intel Stock Price,0.0
2018-03-05,Intel Stock Price,38.94
2018-03-06,Intel Stock Price,49.56
2018-03-07,Intel Stock Price,36.58
2018-03-08,Intel Stock Price,46.02
2018-03-09,Intel Stock Price,31.27
2018-03-10,Intel Stock Price,18.29
2018-03-11,Intel Stock Price,5.31
2018-03-12,Intel Stock Price,37.17
2018-03-13,Intel Stock Price,59.0
2018-03-14,Intel Stock Price,53.1
2018-03-15,Intel Stock Price,47.79
2018-03-16,Intel Stock Price,33.629999999999995
2018-03-17,Intel Stock Price,14.16
2018-03-18,Intel Stock Price,8.85
2018-03-19,Intel Stock Price,27.73
2018-03-20,Intel Stock Price,43.66
2018-03-21,Intel Stock Price,35.989999999999995
2018-03-22,Intel Stock Price,36.58
2018-03-23,Intel Stock Price,36.58
2018-03-24,Intel Stock Price,5.31
2018-03-25,Intel Stock Price,6.489999999999999
2018-03-26,Intel Stock Price,31.86
2018-03-27,Intel Stock Price,47.79
2018-03-28,Intel Stock Price,40.12
2018-03-29,Intel Stock Price,37.17
2018-03-30,Intel Stock Price,11.8
2018-03-31,Intel Stock Price,0.0
2018-04-01,Intel Stock Price,0.0
2018-04-02,Intel Stock Price,44.66
2018-04-03,Intel Stock Price,55.1
2018-04-04,Intel Stock Price,41.18
2018-04-05,Intel Stock Price,38.28
2018-04-06,Intel Stock Price,48.13999999999999
2018-04-07,Intel Stock Price,17.98
2018-04-08,Intel Stock Price,5.8
2018-04-09,Intel Stock Price,8.7
2018-04-10,Intel Stock Price,34.22
2018-04-11,Intel Stock Price,25.52
2018-04-12,Intel Stock Price,40.02
2018-04-13,Intel Stock Price,26.68
2018-04-14,Intel Stock Price,10.44
2018-04-15,Intel Stock Price,0.0
2018-04-16,Intel Stock Price,26.1
2018-04-17,Intel Stock Price,39.44
2018-04-18,Intel Stock Price,29.0
2018-04-19,Intel Stock Price,25.52
2018-04-20,Intel Stock Price,21.46
2018-04-21,Intel Stock Price,13.34
2018-04-22,Intel Stock Price,0.0
2018-04-23,Intel Stock Price,24.94
2018-04-24,Intel Stock Price,36.54
2018-04-25,Intel Stock Price,34.22
2018-04-26,Intel Stock Price,57.99999999999999
2018-04-27,Intel Stock Price,48.72
2018-04-28,Intel Stock Price,11.02
2018-04-29,Intel Stock Price,9.28
2018-04-30,Intel Stock Price,28.42
2018-05-01,Intel Stock Price,39.6
2018-05-02,Intel Stock Price,24.3
2018-05-03,Intel Stock Price,25.65
2018-05-04,Intel Stock Price,18.45
2018-05-05,Intel Stock Price,17.55
2018-05-06,Intel Stock Price,9.45
2018-05-07,Intel Stock Price,27.9
2018-05-08,Intel Stock Price,42.75
2018-05-09,Intel Stock Price,45.0
2018-05-10,Intel Stock Price,38.7
2018-05-11,Intel Stock Price,29.25
2018-05-12,Intel Stock Price,0.0
2018-05-13,Intel Stock Price,18.9
2018-05-14,Intel Stock Price,21.15
2018-05-15,Intel Stock Price,23.4
2018-05-16,Intel Stock Price,13.5
2018-05-17,Intel Stock Price,18.0
2018-05-18,Intel Stock Price,23.85
2018-05-19,Intel Stock Price,5.4
2018-05-20,Intel Stock Price,7.65
2018-05-21,Intel Stock Price,36.0
2018-05-22,Intel Stock Price,34.65
2018-05-23,Intel Stock Price,31.05
2018-05-24,Intel Stock Price,20.25
2018-05-25,Intel Stock Price,18.9
2018-05-26,Intel Stock Price,0.0
2018-05-27,Intel Stock Price,0.0
2018-05-28,Intel Stock Price,0.0
2018-05-29,Intel Stock Price,29.7
2018-05-30,Intel Stock Price,34.2
2018-05-31,Intel Stock Price,18.0
2018-06-01,Intel Stock Price,13.44
2018-06-02,Intel Stock Price,0.0
2018-06-03,Intel Stock Price,7.280000000000001
2018-06-04,Intel Stock Price,31.92
2018-06-05,Intel Stock Price,30.800000000000004
2018-06-06,Intel Stock Price,30.24
2018-06-07,Intel Stock Price,32.480000000000004
2018-06-08,Intel Stock Price,41.440000000000005
2018-06-09,Intel Stock Price,19.040000000000003
2018-06-10,Intel Stock Price,0.0
2018-06-11,Intel Stock Price,22.96
2018-06-12,Intel Stock Price,28.000000000000004
2018-06-13,Intel Stock Price,20.160000000000004
2018-06-14,Intel Stock Price,30.24
2018-06-15,Intel Stock Price,29.120000000000005
2018-06-16,Intel Stock Price,0.0
2018-06-17,Intel Stock Price,10.64
2018-06-18,Intel Stock Price,29.120000000000005
2018-06-19,Intel Stock Price,23.520000000000003
2018-06-20,Intel Stock Price,30.24
2018-06-21,Intel Stock Price,56.00000000000001
2018-06-22,Intel Stock Price,48.720000000000006
2018-06-23,Intel Stock Price,12.88
2018-06-24,Intel Stock Price,0.0
2018-06-25,Intel Stock Price,34.720000000000006
2018-06-26,Intel Stock Price,31.360000000000003
2018-06-27,Intel Stock Price,31.360000000000003
2018-06-28,Intel Stock Price,25.200000000000003
2018-06-29,Intel Stock Price,34.160000000000004
2018-06-30,Intel Stock Price,5.6000000000000005
2018-07-01,Intel Stock Price,5.2
2018-07-02,Intel Stock Price,11.44
2018-07-03,Intel Stock Price,10.4
2018-07-04,Intel Stock Price,6.24
2018-07-05,Intel Stock Price,15.08
2018-07-06,Intel Stock Price,10.4
2018-07-07,Intel Stock Price,12.48
2018-07-08,Intel Stock Price,5.2
2018-07-09,Intel Stock Price,16.12
2018-07-10,Intel Stock Price,19.24
2018-07-11,Intel Stock Price,13.0
2018-07-12,Intel Stock Price,16.12
2018-07-13,Intel Stock Price,11.96
2018-07-14,Intel Stock Price,8.84
2018-07-15,Intel Stock Price,0.0
2018-07-16,Intel Stock Price,9.36
2018-07-17,Intel Stock Price,18.72
2018-07-18,Intel Stock Price,11.96
2018-07-19,Intel Stock Price,12.48
2018-07-20,Intel Stock Price,15.6
2018-07-21,Intel Stock Price,2.6
2018-07-22,Intel Stock Price,18.2
2018-07-23,Intel Stock Price,16.12
2018-07-24,Intel Stock Price,17.16
2018-07-25,Intel Stock Price,16.12
2018-07-26,Intel Stock Price,32.24
2018-07-27,Intel Stock Price,52.0
2018-07-28,Intel Stock Price,14.56
2018-07-29,Intel Stock Price,11.96
2018-07-30,Intel Stock Price,21.32
2018-07-31,Intel Stock Price,14.56
2018-08-01,Intel Stock Price,42.3
2018-08-02,Intel Stock Price,16.45
2018-08-03,Intel Stock Price,20.21
2018-08-04,Intel Stock Price,10.34
2018-08-05,Intel Stock Price,0.0
2018-08-06,Intel Stock Price,33.84
2018-08-07,Intel Stock Price,30.55
2018-08-08,Intel Stock Price,32.43
2018-08-09,Intel Stock Price,38.54
2018-08-10,Intel Stock Price,33.84
2018-08-11,Intel Stock Price,0.0
2018-08-12,Intel Stock Price,13.16
2018-08-13,Intel Stock Price,47.0
2018-08-14,Intel Stock Price,32.9
2018-08-15,Intel Stock Price,28.67
2018-08-16,Intel Stock Price,24.44
2018-08-17,Intel Stock Price,38.54
2018-08-18,Intel Stock Price,25.38
2018-08-19,Intel Stock Price,9.4
2018-08-20,Intel Stock Price,24.91
2018-08-21,Intel Stock Price,32.43
2018-08-22,Intel Stock Price,31.96
2018-08-23,Intel Stock Price,31.49
2018-08-24,Intel Stock Price,35.25
2018-08-25,Intel Stock Price,7.989999999999999
2018-08-26,Intel Stock Price,6.58
2018-08-27,Intel Stock Price,22.56
2018-08-28,Intel Stock Price,29.14
2018-08-29,Intel Stock Price,8.459999999999999
2018-08-30,Intel Stock Price,25.85
2018-08-31,Intel Stock Price,23.97
2018-09-01,Intel Stock Price,8.2
2018-09-02,Intel Stock Price,5.33
2018-09-03,Intel Stock Price,0.0
2018-09-04,Intel Stock Price,36.9
2018-09-05,Intel Stock Price,34.03
2018-09-06,Intel Stock Price,29.52
2018-09-07,Intel Stock Price,22.96
2018-09-08,Intel Stock Price,12.3
2018-09-09,Intel Stock Price,0.0
2018-09-10,Intel Stock Price,25.42
2018-09-11,Intel Stock Price,21.73
2018-09-12,Intel Stock Price,38.95
2018-09-13,Intel Stock Price,41.0
2018-09-14,Intel Stock Price,29.93
2018-09-15,Intel Stock Price,0.0
2018-09-16,Intel Stock Price,0.0
2018-09-17,Intel Stock Price,16.81
2018-09-18,Intel Stock Price,25.83
2018-09-19,Intel Stock Price,22.14
2018-09-20,Intel Stock Price,20.91
2018-09-21,Intel Stock Price,35.669999999999995
2018-09-22,Intel Stock Price,5.739999999999999
2018-09-23,Intel Stock Price,4.92
2018-09-24,Intel Stock Price,25.42
2018-09-25,Intel Stock Price,23.78
2018-09-26,Intel Stock Price,21.73
2018-09-27,Intel Stock Price,34.85
2018-09-28,Intel Stock Price,37.72
2018-09-29,Intel Stock Price,20.5
2018-09-30,Intel Stock Price,0.0
2018-10-01,Intel Stock Price,0.0
2018-10-02,Intel Stock Price,52.0
2018-10-03,Intel Stock Price,52.0
2018-10-04,Intel Stock Price,39.52
2018-10-05,Intel Stock Price,49.4
2018-10-06,Intel Stock Price,5.720000000000001
2018-10-07,Intel Stock Price,0.0
2018-10-08,Intel Stock Price,29.12
2018-10-09,Intel Stock Price,25.48
2018-10-10,Intel Stock Price,43.68
2018-10-11,Intel Stock Price,24.96
2018-10-12,Intel Stock Price,30.16
2018-10-13,Intel Stock Price,9.88
2018-10-14,Intel Stock Price,0.0
2018-10-15,Intel Stock Price,26.0
2018-10-16,Intel Stock Price,30.16
2018-10-17,Intel Stock Price,20.28
2018-10-18,Intel Stock Price,20.28
2018-10-19,Intel Stock Price,21.84
2018-10-20,Intel Stock Price,15.08
2018-10-21,Intel Stock Price,0.0
2018-10-22,Intel Stock Price,37.44
2018-10-23,Intel Stock Price,42.120000000000005
2018-10-24,Intel Stock Price,21.32
2018-10-25,Intel Stock Price,48.36
2018-10-26,Intel Stock Price,45.760000000000005
2018-10-27,Intel Stock Price,11.44
2018-10-28,Intel Stock Price,10.4
2018-10-29,Intel Stock Price,29.12
2018-10-30,Intel Stock Price,38.48
2018-10-31,Intel Stock Price,49.92
2018-11-01,Intel Stock Price,30.4
2018-11-02,Intel Stock Price,32.800000000000004
2018-11-03,Intel Stock Price,11.2
2018-11-04,Intel Stock Price,0.0
2018-11-05,Intel Stock Price,22.4
2018-11-06,Intel Stock Price,16.8
2018-11-07,Intel Stock Price,19.6
2018-11-08,Intel Stock Price,36.4
2018-11-09,Intel Stock Price,18.4
2018-11-10,Intel Stock Price,0.0
2018-11-11,Intel Stock Price,0.0
2018-11-12,Intel Stock Price,24.4
2018-11-13,Intel Stock Price,14.4
2018-11-14,Intel Stock Price,0.0
2018-11-15,Intel Stock Price,21.6
2018-11-16,Intel Stock Price,18.4
2018-11-17,Intel Stock Price,0.0
2018-11-18,Intel Stock Price,6.4
2018-11-19,Intel Stock Price,40.0
2018-11-20,Intel Stock Price,27.200000000000003
2018-11-21,Intel Stock Price,18.0
2018-11-22,Intel Stock Price,0.0
2018-11-23,Intel Stock Price,15.2
2018-11-24,Intel Stock Price,12.0
2018-11-25,Intel Stock Price,0.0
2018-11-26,Intel Stock Price,23.200000000000003
2018-11-27,Intel Stock Price,20.8
2018-11-28,Intel Stock Price,23.6
2018-11-29,Intel Stock Price,21.6
2018-11-30,Intel Stock Price,27.6
2018-12-01,Intel Stock Price,7.04
2018-12-02,Intel Stock Price,7.36
2018-12-03,Intel Stock Price,21.44
2018-12-04,Intel Stock Price,32.0
2018-12-05,Intel Stock Price,16.96
2018-12-06,Intel Stock Price,18.88
2018-12-07,Intel Stock Price,16.0
2018-12-08,Intel Stock Price,0.0
2018-12-09,Intel Stock Price,7.04
2018-12-10,Intel Stock Price,17.6
2018-12-11,Intel Stock Price,24.64
2018-12-12,Intel Stock Price,11.84
2018-12-13,Intel Stock Price,20.16
2018-12-14,Intel Stock Price,14.08
2018-12-15,Intel Stock Price,10.24
2018-12-16,Intel Stock Price,0.0
2018-12-17,Intel Stock Price,13.76
2018-12-18,Intel Stock Price,22.4
2018-12-19,Intel Stock Price,11.2
2018-12-20,Intel Stock Price,30.4
2018-12-21,Intel Stock Price,31.36
2018-12-22,Intel Stock Price,6.4
2018-12-23,Intel Stock Price,8.32
2018-12-24,Intel Stock Price,14.08
2018-12-25,Intel Stock Price,0.0
2018-12-26,Intel Stock Price,31.36
2018-12-27,Intel Stock Price,15.36
2018-12-28,Intel Stock Price,15.04
2018-12-29,Intel Stock Price,0.0
2018-12-30,Intel Stock Price,8.64
2018-12-31,Intel Stock Price,30.72
2019-01-01,Intel Stock Price,12.47
2019-01-02,Intel Stock Price,43.0
2019-01-03,Intel Stock Price,30.96
2019-01-04,Intel Stock Price,31.39
2019-01-05,Intel Stock Price,28.81
2019-01-06,Intel Stock Price,9.03
2019-01-07,Intel Stock Price,15.91
2019-01-08,Intel Stock Price,25.8
2019-01-09,Intel Stock Price,27.09
2019-01-10,Intel Stock Price,29.24
2019-01-11,Intel Stock Price,15.91
2019-01-12,Intel Stock Price,7.31
2019-01-13,Intel Stock Price,0.0
2019-01-14,Intel Stock Price,13.76
2019-01-15,Intel Stock Price,26.23
2019-01-16,Intel Stock Price,27.09
2019-01-17,Intel Stock Price,18.06
2019-01-18,Intel Stock Price,27.09
2019-01-19,Intel Stock Price,14.62
2019-01-20,Intel Stock Price,0.0
2019-01-21,Intel Stock Price,9.03
2019-01-22,Intel Stock Price,19.78
2019-01-23,Intel Stock Price,18.92
2019-01-24,Intel Stock Price,37.84
2019-01-25,Intel Stock Price,36.98
2019-01-26,Intel Stock Price,21.5
2019-01-27,Intel Stock Price,18.49
2019-01-28,Intel Stock Price,27.09
2019-01-29,Intel Stock Price,32.68
2019-01-30,Intel Stock Price,22.36
2019-01-31,Intel Stock Price,31.82
2019-02-01,Intel Stock Price,28.44
2019-02-02,Intel Stock Price,10.8
2019-02-03,Intel Stock Price,0.0
2019-02-04,Intel Stock Price,20.16
2019-02-05,Intel Stock Price,25.92
2019-02-06,Intel Stock Price,21.24
2019-02-07,Intel Stock Price,18.0
2019-02-08,Intel Stock Price,19.44
2019-02-09,Intel Stock Price,21.96
2019-02-10,Intel Stock Price,0.0
2019-02-11,Intel Stock Price,11.16
2019-02-12,Intel Stock Price,20.16
2019-02-13,Intel Stock Price,17.64
2019-02-14,Intel Stock Price,36.0
2019-02-15,Intel Stock Price,31.68
2019-02-16,Intel Stock Price,14.4
2019-02-17,Intel Stock Price,10.8
2019-02-18,Intel Stock Price,6.12
2019-02-19,Intel Stock Price,17.64
2019-02-20,Intel Stock Price,26.64
2019-02-21,Intel Stock Price,20.16
2019-02-22,Intel Stock Price,23.76
2019-02-23,Intel Stock Price,15.12
2019-02-24,Intel Stock Price,0.0
2019-02-25,Intel Stock Price,17.28
2019-02-26,Intel Stock Price,25.56
2019-02-27,Intel Stock Price,5.76
2019-02-28,Intel Stock Price,16.2
2019-03-01,Intel Stock Price,15.4
2019-03-02,Intel Stock Price,15.05
2019-03-03,Intel Stock Price,13.3
2019-03-04,Intel Stock Price,17.849999999999998
2019-03-05,Intel Stock Price,29.05
2019-03-06,Intel Stock Price,27.3
2019-03-07,Intel Stock Price,17.849999999999998
2019-03-08,Intel Stock Price,25.9
2019-03-09,Intel Stock Price,17.5
2019-03-10,Intel Stock Price,0.0
2019-03-11,Intel Stock Price,25.9
2019-03-12,Intel Stock Price,35.0
2019-03-13,Intel Stock Price,19.95
2019-03-14,Intel Stock Price,22.4
