date,Visa_unscaled,Visa_monthly,isPartial,scale,Visa
2022-06-27,98,82.0,,0.82,80.36
2022-06-28,93,82.0,,0.82,76.25999999999999
2022-06-29,96,82.0,,0.82,78.72
2022-06-30,91,82.0,,0.82,74.61999999999999
2022-07-01,79,79.0,False,0.79,62.410000000000004
2022-07-02,66,79.0,,0.79,52.14
2022-07-03,64,79.0,,0.79,50.56
2022-07-04,63,79.0,,0.79,49.77
2022-07-05,89,79.0,,0.79,70.31
2022-07-06,87,79.0,,0.79,68.73
2022-07-07,81,79.0,,0.79,63.99
2022-07-08,86,79.0,,0.79,67.94
2022-07-09,65,79.0,,0.79,51.35
2022-07-10,60,79.0,,0.79,47.400000000000006
2022-07-11,89,79.0,,0.79,70.31
2022-07-12,79,79.0,,0.79,62.410000000000004
2022-07-13,100,79.0,,0.79,79.0
2022-07-14,81,79.0,,0.79,63.99
2022-07-15,81,79.0,,0.79,63.99
2022-07-16,64,79.0,,0.79,50.56
2022-07-17,60,79.0,,0.79,47.400000000000006
2022-07-18,87,79.0,,0.79,68.73
2022-07-19,87,79.0,,0.79,68.73
2022-07-20,83,79.0,,0.79,65.57000000000001
2022-07-21,82,79.0,,0.79,64.78
2022-07-22,85,79.0,,0.79,67.15
2022-07-23,60,79.0,,0.79,47.400000000000006
2022-07-24,60,79.0,,0.79,47.400000000000006
2022-07-25,89,79.0,,0.79,70.31
2022-07-26,85,79.0,,0.79,67.15
2022-07-27,82,79.0,,0.79,64.78
2022-07-28,79,79.0,,0.79,62.410000000000004
2022-07-29,90,79.0,,0.79,71.10000000000001
2022-07-30,60,79.0,,0.79,47.400000000000006
2022-07-31,64,79.0,,0.79,50.56
2022-08-01,97,75.0,False,0.75,72.75
2022-08-02,97,75.0,,0.75,72.75
2022-08-03,90,75.0,,0.75,67.5
2022-08-04,94,75.0,,0.75,70.5
2022-08-05,88,75.0,,0.75,66.0
2022-08-06,68,75.0,,0.75,51.0
2022-08-07,70,75.0,,0.75,52.5
2022-08-08,100,75.0,,0.75,75.0
2022-08-09,100,75.0,,0.75,75.0
2022-08-10,93,75.0,,0.75,69.75
2022-08-11,84,75.0,,0.75,63.0
2022-08-12,81,75.0,,0.75,60.75
2022-08-13,65,75.0,,0.75,48.75
2022-08-14,64,75.0,,0.75,48.0
2022-08-15,92,75.0,,0.75,69.0
2022-08-16,91,75.0,,0.75,68.25
2022-08-17,91,75.0,,0.75,68.25
2022-08-18,81,75.0,,0.75,60.75
2022-08-19,88,75.0,,0.75,66.0
2022-08-20,70,75.0,,0.75,52.5
2022-08-21,64,75.0,,0.75,48.0
2022-08-22,78,75.0,,0.75,58.5
2022-08-23,90,75.0,,0.75,67.5
2022-08-24,86,75.0,,0.75,64.5
2022-08-25,85,75.0,,0.75,63.75
2022-08-26,76,75.0,,0.75,57.0
2022-08-27,69,75.0,,0.75,51.75
2022-08-28,65,75.0,,0.75,48.75
2022-08-29,90,75.0,,0.75,67.5
2022-08-30,89,75.0,,0.75,66.75
2022-08-31,85,75.0,,0.75,63.75
2022-09-01,86,77.0,False,0.77,66.22
2022-09-02,79,77.0,,0.77,60.83
2022-09-03,63,77.0,,0.77,48.51
2022-09-04,59,77.0,,0.77,45.43
2022-09-05,70,77.0,,0.77,53.9
2022-09-06,86,77.0,,0.77,66.22
2022-09-07,100,77.0,,0.77,77.0
2022-09-08,95,77.0,,0.77,73.15
2022-09-09,79,77.0,,0.77,60.83
2022-09-10,65,77.0,,0.77,50.050000000000004
2022-09-11,62,77.0,,0.77,47.74
2022-09-12,87,77.0,,0.77,66.99
2022-09-13,82,77.0,,0.77,63.14
2022-09-14,86,77.0,,0.77,66.22
2022-09-15,83,77.0,,0.77,63.910000000000004
2022-09-16,78,77.0,,0.77,60.06
2022-09-17,65,77.0,,0.77,50.050000000000004
2022-09-18,63,77.0,,0.77,48.51
2022-09-19,88,77.0,,0.77,67.76
2022-09-20,85,77.0,,0.77,65.45
2022-09-21,86,77.0,,0.77,66.22
2022-09-22,88,77.0,,0.77,67.76
2022-09-23,77,77.0,,0.77,59.29
2022-09-24,61,77.0,,0.77,46.97
2022-09-25,57,77.0,,0.77,43.89
2022-09-26,90,77.0,,0.77,69.3
2022-09-27,68,77.0,,0.77,52.36
2022-09-28,80,77.0,,0.77,61.6
2022-09-29,79,77.0,,0.77,60.83
2022-09-30,79,77.0,,0.77,60.83
2022-10-01,87,77.0,False,0.77,66.99
2022-10-02,65,77.0,,0.77,50.050000000000004
2022-10-03,93,77.0,,0.77,71.61
2022-10-04,85,77.0,,0.77,65.45
2022-10-05,88,77.0,,0.77,67.76
2022-10-06,96,77.0,,0.77,73.92
2022-10-07,93,77.0,,0.77,71.61
2022-10-08,77,77.0,,0.77,59.29
2022-10-09,70,77.0,,0.77,53.9
2022-10-10,91,77.0,,0.77,70.07000000000001
2022-10-11,95,77.0,,0.77,73.15
2022-10-12,77,77.0,,0.77,59.29
2022-10-13,92,77.0,,0.77,70.84
2022-10-14,84,77.0,,0.77,64.68
2022-10-15,77,77.0,,0.77,59.29
2022-10-16,73,77.0,,0.77,56.21
2022-10-17,90,77.0,,0.77,69.3
2022-10-18,90,77.0,,0.77,69.3
2022-10-19,88,77.0,,0.77,67.76
2022-10-20,97,77.0,,0.77,74.69
2022-10-21,76,77.0,,0.77,58.52
2022-10-22,66,77.0,,0.77,50.82
2022-10-23,59,77.0,,0.77,45.43
2022-10-24,81,77.0,,0.77,62.370000000000005
2022-10-25,100,77.0,,0.77,77.0
2022-10-26,91,77.0,,0.77,70.07000000000001
2022-10-27,83,77.0,,0.77,63.910000000000004
2022-10-28,77,77.0,,0.77,59.29
2022-10-29,61,77.0,,0.77,46.97
2022-10-30,65,77.0,,0.77,50.050000000000004
2022-10-31,85,77.0,,0.77,65.45
2022-11-01,95,72.0,False,0.72,68.39999999999999
2022-11-02,98,72.0,,0.72,70.56
2022-11-03,90,72.0,,0.72,64.8
2022-11-04,92,72.0,,0.72,66.24
2022-11-05,69,72.0,,0.72,49.68
2022-11-06,70,72.0,,0.72,50.4
2022-11-07,93,72.0,,0.72,66.96
2022-11-08,95,72.0,,0.72,68.39999999999999
2022-11-09,85,72.0,,0.72,61.199999999999996
2022-11-10,92,72.0,,0.72,66.24
2022-11-11,90,72.0,,0.72,64.8
2022-11-12,74,72.0,,0.72,53.28
2022-11-13,66,72.0,,0.72,47.519999999999996
2022-11-14,98,72.0,,0.72,70.56
2022-11-15,96,72.0,,0.72,69.12
2022-11-16,100,72.0,,0.72,72.0
2022-11-17,95,72.0,,0.72,68.39999999999999
2022-11-18,88,72.0,,0.72,63.36
2022-11-19,69,72.0,,0.72,49.68
2022-11-20,64,72.0,,0.72,46.08
2022-11-21,97,72.0,,0.72,69.84
2022-11-22,89,72.0,,0.72,64.08
2022-11-23,86,72.0,,0.72,61.919999999999995
2022-11-24,62,72.0,,0.72,44.64
2022-11-25,70,72.0,,0.72,50.4
2022-11-26,73,72.0,,0.72,52.559999999999995
2022-11-27,73,72.0,,0.72,52.559999999999995
2022-11-28,91,72.0,,0.72,65.52
2022-11-29,88,72.0,,0.72,63.36
2022-11-30,87,72.0,,0.72,62.64
2022-12-01,73,87.0,False,0.87,63.51
2022-12-02,70,87.0,,0.87,60.9
2022-12-03,53,87.0,,0.87,46.11
2022-12-04,54,87.0,,0.87,46.98
2022-12-05,61,87.0,,0.87,53.07
2022-12-06,68,87.0,,0.87,59.16
2022-12-07,69,87.0,,0.87,60.03
2022-12-08,65,87.0,,0.87,56.55
2022-12-09,67,87.0,,0.87,58.29
2022-12-10,57,87.0,,0.87,49.589999999999996
2022-12-11,55,87.0,,0.87,47.85
2022-12-12,74,87.0,,0.87,64.38
2022-12-13,69,87.0,,0.87,60.03
2022-12-14,74,87.0,,0.87,64.38
2022-12-15,77,87.0,,0.87,66.99
2022-12-16,73,87.0,,0.87,63.51
2022-12-17,69,87.0,,0.87,60.03
2022-12-18,54,87.0,,0.87,46.98
2022-12-19,85,87.0,,0.87,73.95
2022-12-20,81,87.0,,0.87,70.47
2022-12-21,75,87.0,,0.87,65.25
2022-12-22,75,87.0,,0.87,65.25
2022-12-23,71,87.0,,0.87,61.77
2022-12-24,61,87.0,,0.87,53.07
2022-12-25,77,87.0,,0.87,66.99
2022-12-26,88,87.0,,0.87,76.56
2022-12-27,98,87.0,,0.87,85.26
2022-12-28,100,87.0,,0.87,87.0
2022-12-29,80,87.0,,0.87,69.6
2022-12-30,72,87.0,,0.87,62.64
2022-12-31,57,87.0,,0.87,49.589999999999996
2023-01-01,61,77.0,False,0.77,46.97
2023-01-02,90,77.0,,0.77,69.3
2023-01-03,93,77.0,,0.77,71.61
2023-01-04,95,77.0,,0.77,73.15
2023-01-05,93,77.0,,0.77,71.61
2023-01-06,84,77.0,,0.77,64.68
2023-01-07,85,77.0,,0.77,65.45
2023-01-08,89,77.0,,0.77,68.53
2023-01-09,91,77.0,,0.77,70.07000000000001
2023-01-10,97,77.0,,0.77,74.69
2023-01-11,92,77.0,,0.77,70.84
2023-01-12,92,77.0,,0.77,70.84
2023-01-13,81,77.0,,0.77,62.370000000000005
2023-01-14,74,77.0,,0.77,56.980000000000004
2023-01-15,72,77.0,,0.77,55.44
2023-01-16,84,77.0,,0.77,64.68
2023-01-17,100,77.0,,0.77,77.0
2023-01-18,84,77.0,,0.77,64.68
2023-01-19,81,77.0,,0.77,62.370000000000005
2023-01-20,77,77.0,,0.77,59.29
2023-01-21,72,77.0,,0.77,55.44
2023-01-22,67,77.0,,0.77,51.59
2023-01-23,86,77.0,,0.77,66.22
2023-01-24,78,77.0,,0.77,60.06
2023-01-25,92,77.0,,0.77,70.84
2023-01-26,83,77.0,,0.77,63.910000000000004
2023-01-27,77,77.0,,0.77,59.29
2023-01-28,76,77.0,,0.77,58.52
2023-01-29,67,77.0,,0.77,51.59
2023-01-30,79,77.0,,0.77,60.83
2023-01-31,87,77.0,,0.77,66.99
2023-02-01,96,82.0,False,0.82,78.72
2023-02-02,80,82.0,,0.82,65.6
2023-02-03,95,82.0,,0.82,77.89999999999999
2023-02-04,84,82.0,,0.82,68.88
2023-02-05,79,82.0,,0.82,64.78
2023-02-06,92,82.0,,0.82,75.44
2023-02-07,92,82.0,,0.82,75.44
2023-02-08,90,82.0,,0.82,73.8
2023-02-09,87,82.0,,0.82,71.33999999999999
2023-02-10,99,82.0,,0.82,81.17999999999999
2023-02-11,88,82.0,,0.82,72.16
2023-02-12,78,82.0,,0.82,63.959999999999994
2023-02-13,85,82.0,,0.82,69.7
2023-02-14,94,82.0,,0.82,77.08
2023-02-15,92,82.0,,0.82,75.44
2023-02-16,85,82.0,,0.82,69.7
2023-02-17,86,82.0,,0.82,70.52
2023-02-18,85,82.0,,0.82,69.7
2023-02-19,69,82.0,,0.82,56.58
2023-02-20,85,82.0,,0.82,69.7
2023-02-21,95,82.0,,0.82,77.89999999999999
2023-02-22,100,82.0,,0.82,82.0
2023-02-23,88,82.0,,0.82,72.16
2023-02-24,85,82.0,,0.82,69.7
2023-02-25,83,82.0,,0.82,68.06
2023-02-26,73,82.0,,0.82,59.86
2023-02-27,99,82.0,,0.82,81.17999999999999
2023-02-28,97,82.0,,0.82,79.53999999999999
2023-03-01,87,82.0,False,0.82,71.33999999999999
2023-03-02,87,82.0,,0.82,71.33999999999999
2023-03-03,78,82.0,,0.82,63.959999999999994
2023-03-04,76,82.0,,0.82,62.31999999999999
2023-03-05,74,82.0,,0.82,60.68
2023-03-06,100,82.0,,0.82,82.0
2023-03-07,91,82.0,,0.82,74.61999999999999
2023-03-08,88,82.0,,0.82,72.16
2023-03-09,87,82.0,,0.82,71.33999999999999
2023-03-10,79,82.0,,0.82,64.78
2023-03-11,68,82.0,,0.82,55.76
2023-03-12,68,82.0,,0.82,55.76
2023-03-13,85,82.0,,0.82,69.7
2023-03-14,95,82.0,,0.82,77.89999999999999
2023-03-15,97,82.0,,0.82,79.53999999999999
2023-03-16,85,82.0,,0.82,69.7
2023-03-17,93,82.0,,0.82,76.25999999999999
2023-03-18,78,82.0,,0.82,63.959999999999994
2023-03-19,70,82.0,,0.82,57.4
2023-03-20,94,82.0,,0.82,77.08
2023-03-21,94,82.0,,0.82,77.08
2023-03-22,91,82.0,,0.82,74.61999999999999
2023-03-23,86,82.0,,0.82,70.52
2023-03-24,82,82.0,,0.82,67.24
2023-03-25,74,82.0,,0.82,60.68
2023-03-26,67,82.0,,0.82,54.94
2023-03-27,89,82.0,,0.82,72.97999999999999
2023-03-28,87,82.0,,0.82,71.33999999999999
2023-03-29,90,82.0,,0.82,73.8
2023-03-30,94,82.0,,0.82,77.08
2023-03-31,81,82.0,,0.82,66.42
2023-04-01,75,82.0,False,0.82,61.49999999999999
2023-04-02,71,82.0,,0.82,58.22
2023-04-03,83,82.0,,0.82,68.06
2023-04-04,94,82.0,,0.82,77.08
2023-04-05,89,82.0,,0.82,72.97999999999999
2023-04-06,98,82.0,,0.82,80.36
2023-04-07,85,82.0,,0.82,69.7
2023-04-08,67,82.0,,0.82,54.94
2023-04-09,68,82.0,,0.82,55.76
2023-04-10,100,82.0,,0.82,82.0
2023-04-11,96,82.0,,0.82,78.72
2023-04-12,93,82.0,,0.82,76.25999999999999
2023-04-13,89,82.0,,0.82,72.97999999999999
2023-04-14,92,82.0,,0.82,75.44
2023-04-15,71,82.0,,0.82,58.22
2023-04-16,72,82.0,,0.82,59.04
2023-04-17,90,82.0,,0.82,73.8
2023-04-18,91,82.0,,0.82,74.61999999999999
2023-04-19,90,82.0,,0.82,73.8
2023-04-20,86,82.0,,0.82,70.52
2023-04-21,82,82.0,,0.82,67.24
2023-04-22,71,82.0,,0.82,58.22
2023-04-23,70,82.0,,0.82,57.4
2023-04-24,90,82.0,,0.82,73.8
2023-04-25,93,82.0,,0.82,76.25999999999999
2023-04-26,86,82.0,,0.82,70.52
2023-04-27,85,82.0,,0.82,69.7
2023-04-28,79,82.0,,0.82,64.78
2023-04-29,72,82.0,,0.82,59.04
2023-04-30,77,82.0,,0.82,63.13999999999999
2023-05-01,85,81.0,False,0.81,68.85000000000001
2023-05-02,88,81.0,,0.81,71.28
2023-05-03,91,81.0,,0.81,73.71000000000001
2023-05-04,89,81.0,,0.81,72.09
2023-05-05,88,81.0,,0.81,71.28
2023-05-06,85,81.0,,0.81,68.85000000000001
2023-05-07,75,81.0,,0.81,60.75000000000001
2023-05-08,93,81.0,,0.81,75.33
2023-05-09,95,81.0,,0.81,76.95
2023-05-10,96,81.0,,0.81,77.76
2023-05-11,94,81.0,,0.81,76.14
2023-05-12,83,81.0,,0.81,67.23
2023-05-13,78,81.0,,0.81,63.18000000000001
2023-05-14,62,81.0,,0.81,50.220000000000006
2023-05-15,89,81.0,,0.81,72.09
2023-05-16,89,81.0,,0.81,72.09
2023-05-17,90,81.0,,0.81,72.9
2023-05-18,87,81.0,,0.81,70.47
2023-05-19,90,81.0,,0.81,72.9
2023-05-20,70,81.0,,0.81,56.7
2023-05-21,68,81.0,,0.81,55.080000000000005
2023-05-22,87,81.0,,0.81,70.47
2023-05-23,90,81.0,,0.81,72.9
2023-05-24,87,81.0,,0.81,70.47
2023-05-25,88,81.0,,0.81,71.28
2023-05-26,84,81.0,,0.81,68.04
2023-05-27,67,81.0,,0.81,54.27
2023-05-28,61,81.0,,0.81,49.410000000000004
2023-05-29,69,81.0,,0.81,55.89
2023-05-30,100,81.0,,0.81,81.0
2023-05-31,97,81.0,,0.81,78.57000000000001
2023-06-01,88,88.0,False,0.88,77.44
2023-06-02,86,88.0,,0.88,75.68
2023-06-03,70,88.0,,0.88,61.6
2023-06-04,67,88.0,,0.88,58.96
2023-06-05,92,88.0,,0.88,80.96
2023-06-06,94,88.0,,0.88,82.72
2023-06-07,92,88.0,,0.88,80.96
2023-06-08,89,88.0,,0.88,78.32000000000001
2023-06-09,91,88.0,,0.88,80.08
2023-06-10,76,88.0,,0.88,66.88
2023-06-11,66,88.0,,0.88,58.08
2023-06-12,91,88.0,,0.88,80.08
2023-06-13,89,88.0,,0.88,78.32000000000001
2023-06-14,95,88.0,,0.88,83.6
2023-06-15,87,88.0,,0.88,76.56
2023-06-16,89,88.0,,0.88,78.32000000000001
2023-06-17,73,88.0,,0.88,64.24
2023-06-18,65,88.0,,0.88,57.2
2023-06-19,89,88.0,,0.88,78.32000000000001
2023-06-20,90,88.0,,0.88,79.2
2023-06-21,87,88.0,,0.88,76.56
2023-06-22,85,88.0,,0.88,74.8
2023-06-23,77,88.0,,0.88,67.76
2023-06-24,70,88.0,,0.88,61.6
2023-06-25,74,88.0,,0.88,65.12
2023-06-26,92,88.0,,0.88,80.96
2023-06-27,100,88.0,,0.88,88.0
2023-06-28,89,88.0,,0.88,78.32000000000001
2023-06-29,81,88.0,,0.88,71.28
2023-06-30,77,88.0,,0.88,67.76
2023-07-01,63,100.0,False,1.0,63.0
2023-07-02,58,100.0,,1.0,58.0
2023-07-03,73,100.0,,1.0,73.0
2023-07-04,69,100.0,,1.0,69.0
2023-07-05,88,100.0,,1.0,88.0
2023-07-06,84,100.0,,1.0,84.0
2023-07-07,79,100.0,,1.0,79.0
2023-07-08,64,100.0,,1.0,64.0
2023-07-09,64,100.0,,1.0,64.0
2023-07-10,84,100.0,,1.0,84.0
2023-07-11,91,100.0,,1.0,91.0
2023-07-12,89,100.0,,1.0,89.0
2023-07-13,86,100.0,,1.0,86.0
2023-07-14,77,100.0,,1.0,77.0
2023-07-15,75,100.0,,1.0,75.0
2023-07-16,63,100.0,,1.0,63.0
2023-07-17,78,100.0,,1.0,78.0
2023-07-18,86,100.0,,1.0,86.0
2023-07-19,80,100.0,,1.0,80.0
2023-07-20,78,100.0,,1.0,78.0
2023-07-21,78,100.0,,1.0,78.0
2023-07-22,70,100.0,,1.0,70.0
2023-07-23,67,100.0,,1.0,67.0
2023-07-24,93,100.0,,1.0,93.0
2023-07-25,100,100.0,,1.0,100.0
2023-07-26,93,100.0,,1.0,93.0
2023-07-27,87,100.0,,1.0,87.0
2023-07-28,90,100.0,,1.0,90.0
2023-07-29,75,100.0,,1.0,75.0
2023-07-30,75,100.0,,1.0,75.0
2023-07-31,99,100.0,,1.0,99.0
2023-08-01,91,83.0,False,0.83,75.53
2023-08-02,92,83.0,,0.83,76.36
2023-08-03,90,83.0,,0.83,74.7
2023-08-04,79,83.0,,0.83,65.57
2023-08-05,82,83.0,,0.83,68.06
2023-08-06,65,83.0,,0.83,53.949999999999996
2023-08-07,100,83.0,,0.83,83.0
2023-08-08,91,83.0,,0.83,75.53
2023-08-09,88,83.0,,0.83,73.03999999999999
2023-08-10,88,83.0,,0.83,73.03999999999999
2023-08-11,79,83.0,,0.83,65.57
2023-08-12,64,83.0,,0.83,53.12
2023-08-13,62,83.0,,0.83,51.46
2023-08-14,84,83.0,,0.83,69.72
2023-08-15,90,83.0,,0.83,74.7
2023-08-16,86,83.0,,0.83,71.38
2023-08-17,79,83.0,,0.83,65.57
2023-08-18,79,83.0,,0.83,65.57
2023-08-19,64,83.0,,0.83,53.12
2023-08-20,61,83.0,,0.83,50.629999999999995
2023-08-21,80,83.0,,0.83,66.39999999999999
2023-08-22,82,83.0,,0.83,68.06
2023-08-23,77,83.0,,0.83,63.91
2023-08-24,75,83.0,,0.83,62.25
2023-08-25,74,83.0,,0.83,61.419999999999995
2023-08-26,63,83.0,,0.83,52.29
2023-08-27,66,83.0,,0.83,54.779999999999994
2023-08-28,81,83.0,,0.83,67.22999999999999
2023-08-29,79,83.0,,0.83,65.57
2023-08-30,79,83.0,,0.83,65.57
2023-08-31,76,83.0,,0.83,63.08
2023-09-01,76,81.0,False,0.81,61.56
2023-09-02,61,81.0,,0.81,49.410000000000004
2023-09-03,60,81.0,,0.81,48.6
2023-09-04,75,81.0,,0.81,60.75000000000001
2023-09-05,88,81.0,,0.81,71.28
2023-09-06,86,81.0,,0.81,69.66000000000001
2023-09-07,85,81.0,,0.81,68.85000000000001
2023-09-08,82,81.0,,0.81,66.42
2023-09-09,76,81.0,,0.81,61.56
2023-09-10,67,81.0,,0.81,54.27
2023-09-11,90,81.0,,0.81,72.9
2023-09-12,89,81.0,,0.81,72.09
2023-09-13,91,81.0,,0.81,73.71000000000001
2023-09-14,92,81.0,,0.81,74.52000000000001
2023-09-15,100,81.0,,0.81,81.0
2023-09-16,75,81.0,,0.81,60.75000000000001
2023-09-17,62,81.0,,0.81,50.220000000000006
2023-09-18,84,81.0,,0.81,68.04
2023-09-19,81,81.0,,0.81,65.61
2023-09-20,87,81.0,,0.81,70.47
2023-09-21,89,81.0,,0.81,72.09
2023-09-22,85,81.0,,0.81,68.85000000000001
2023-09-23,65,81.0,,0.81,52.650000000000006
2023-09-24,62,81.0,,0.81,50.220000000000006
2023-09-25,79,81.0,,0.81,63.99
2023-09-26,83,81.0,,0.81,67.23
2023-09-27,84,81.0,,0.81,68.04
2023-09-28,75,81.0,,0.81,60.75000000000001
2023-09-29,76,81.0,,0.81,61.56
2023-09-30,63,81.0,,0.81,51.03
2023-10-01,72,80.0,False,0.8,57.6
2023-10-02,95,80.0,,0.8,76.0
2023-10-03,97,80.0,,0.8,77.60000000000001
2023-10-04,99,80.0,,0.8,79.2
2023-10-05,100,80.0,,0.8,80.0
2023-10-06,98,80.0,,0.8,78.4
2023-10-07,76,80.0,,0.8,60.800000000000004
2023-10-08,69,80.0,,0.8,55.2
2023-10-09,94,80.0,,0.8,75.2
2023-10-10,88,80.0,,0.8,70.4
2023-10-11,90,80.0,,0.8,72.0
2023-10-12,92,80.0,,0.8,73.60000000000001
2023-10-13,83,80.0,,0.8,66.4
2023-10-14,72,80.0,,0.8,57.6
2023-10-15,71,80.0,,0.8,56.800000000000004
2023-10-16,83,80.0,,0.8,66.4
2023-10-17,90,80.0,,0.8,72.0
2023-10-18,88,80.0,,0.8,70.4
2023-10-19,88,80.0,,0.8,70.4
2023-10-20,90,80.0,,0.8,72.0
2023-10-21,72,80.0,,0.8,57.6
2023-10-22,66,80.0,,0.8,52.800000000000004
2023-10-23,87,80.0,,0.8,69.60000000000001
2023-10-24,92,80.0,,0.8,73.60000000000001
2023-10-25,90,80.0,,0.8,72.0
2023-10-26,93,80.0,,0.8,74.4
2023-10-27,79,80.0,,0.8,63.2
2023-10-28,70,80.0,,0.8,56.0
2023-10-29,63,80.0,,0.8,50.400000000000006
2023-10-30,88,80.0,,0.8,70.4
2023-10-31,92,80.0,,0.8,73.60000000000001
2023-11-01,85,75.0,False,0.75,63.75
2023-11-02,88,75.0,,0.75,66.0
2023-11-03,84,75.0,,0.75,63.0
2023-11-04,73,75.0,,0.75,54.75
2023-11-05,69,75.0,,0.75,51.75
2023-11-06,93,75.0,,0.75,69.75
2023-11-07,93,75.0,,0.75,69.75
2023-11-08,89,75.0,,0.75,66.75
2023-11-09,81,75.0,,0.75,60.75
2023-11-10,82,75.0,,0.75,61.5
2023-11-11,70,75.0,,0.75,52.5
2023-11-12,61,75.0,,0.75,45.75
2023-11-13,88,75.0,,0.75,66.0
2023-11-14,100,75.0,,0.75,75.0
2023-11-15,88,75.0,,0.75,66.0
2023-11-16,85,75.0,,0.75,63.75
2023-11-17,80,75.0,,0.75,60.0
2023-11-18,70,75.0,,0.75,52.5
2023-11-19,61,75.0,,0.75,45.75
2023-11-20,81,75.0,,0.75,60.75
2023-11-21,94,75.0,,0.75,70.5
2023-11-22,81,75.0,,0.75,60.75
2023-11-23,59,75.0,,0.75,44.25
2023-11-24,80,75.0,,0.75,60.0
2023-11-25,67,75.0,,0.75,50.25
2023-11-26,71,75.0,,0.75,53.25
2023-11-27,93,75.0,,0.75,69.75
2023-11-28,90,75.0,,0.75,67.5
2023-11-29,90,75.0,,0.75,67.5
2023-11-30,87,75.0,,0.75,65.25
2023-12-01,66,88.0,False,0.88,58.08
2023-12-02,65,88.0,,0.88,57.2
2023-12-03,58,88.0,,0.88,51.04
2023-12-04,77,88.0,,0.88,67.76
2023-12-05,75,88.0,,0.88,66.0
2023-12-06,71,88.0,,0.88,62.48
2023-12-07,78,88.0,,0.88,68.64
2023-12-08,78,88.0,,0.88,68.64
2023-12-09,69,88.0,,0.88,60.72
2023-12-10,68,88.0,,0.88,59.84
2023-12-11,80,88.0,,0.88,70.4
2023-12-12,82,88.0,,0.88,72.16
2023-12-13,77,88.0,,0.88,67.76
2023-12-14,70,88.0,,0.88,61.6
2023-12-15,71,88.0,,0.88,62.48
2023-12-16,56,88.0,,0.88,49.28
2023-12-17,58,88.0,,0.88,51.04
2023-12-18,71,88.0,,0.88,62.48
2023-12-19,75,88.0,,0.88,66.0
2023-12-20,82,88.0,,0.88,72.16
2023-12-21,84,88.0,,0.88,73.92
2023-12-22,65,88.0,,0.88,57.2
2023-12-23,67,88.0,,0.88,58.96
2023-12-24,65,88.0,,0.88,57.2
2023-12-25,90,88.0,,0.88,79.2
2023-12-26,100,88.0,,0.88,88.0
2023-12-27,94,88.0,,0.88,82.72
2023-12-28,87,88.0,,0.88,76.56
2023-12-29,85,88.0,,0.88,74.8
2023-12-30,68,88.0,,0.88,59.84
2023-12-31,60,88.0,,0.88,52.8
