,date,VISA
3692,2014-02-09,6.1000000000000005
3693,2014-02-10,4.3
3694,2014-02-11,0.0
3695,2014-02-12,10.0
3696,2014-02-13,0.0
3697,2014-02-14,0.0
3698,2014-02-15,0.0
3699,2014-02-16,0.0
3700,2014-02-17,0.0
3701,2014-02-18,5.2
3702,2014-02-19,0.0
3703,2014-02-20,3.4000000000000004
3704,2014-02-21,0.0
3705,2014-02-22,0.0
3706,2014-02-23,0.0
3707,2014-02-24,0.0
3708,2014-02-25,0.0
3709,2014-02-26,0.0
3710,2014-02-27,0.0
3711,2014-02-28,0.0
3712,2014-03-01,8.0
3713,2014-03-02,7.52
3714,2014-03-03,4.48
3715,2014-03-04,7.04
3716,2014-03-05,0.0
3717,2014-03-06,0.0
3718,2014-03-07,3.04
3719,2014-03-08,6.5600000000000005
3720,2014-03-09,0.0
3721,2014-03-10,6.08
3722,2014-03-11,0.0
3723,2014-03-12,7.92
3724,2014-03-13,0.0
3725,2014-03-14,4.64
3726,2014-03-15,0.0
3727,2014-03-16,0.0
3728,2014-03-17,2.96
3729,2014-03-18,4.32
3730,2014-03-19,7.28
3731,2014-03-20,0.0
3732,2014-03-21,6.88
3733,2014-03-22,0.0
3734,2014-03-23,4.48
3735,2014-03-24,2.88
3736,2014-03-25,2.8000000000000003
3737,2014-03-26,0.0
3738,2014-03-27,0.0
3739,2014-03-28,4.0
3740,2014-03-29,0.0
3741,2014-03-30,0.0
3742,2014-03-31,7.68
3743,2014-04-01,0.0
3744,2014-04-02,0.0
3745,2014-04-03,1.68
3746,2014-04-04,2.16
3747,2014-04-05,0.0
3748,2014-04-06,0.0
3749,2014-04-07,0.0
3750,2014-04-08,0.0
3751,2014-04-09,4.5600000000000005
3752,2014-04-10,0.0
3753,2014-04-11,4.4
3754,2014-04-12,0.0
3755,2014-04-13,0.0
3756,2014-04-14,0.0
3757,2014-04-15,0.0
3758,2014-04-16,0.0
3759,2014-04-17,0.0
3760,2014-04-18,0.0
3761,2014-04-19,4.64
3762,2014-04-20,0.0
3763,2014-04-21,0.0
3764,2014-04-22,0.0
3765,2014-04-23,0.0
3766,2014-04-24,3.76
3767,2014-04-25,0.0
3768,2014-04-26,0.0
3769,2014-04-27,3.36
3770,2014-04-28,8.0
3771,2014-04-29,0.0
3772,2014-04-30,0.0
3773,2014-05-01,5.53
3774,2014-05-02,2.5200000000000005
3775,2014-05-03,0.0
3776,2014-05-04,2.9400000000000004
3777,2014-05-05,0.0
3778,2014-05-06,0.0
3779,2014-05-07,0.0
3780,2014-05-08,0.0
3781,2014-05-09,6.23
3782,2014-05-10,0.0
3783,2014-05-11,0.0
3784,2014-05-12,5.8100000000000005
3785,2014-05-13,0.0
3786,2014-05-14,3.99
3787,2014-05-15,7.000000000000001
3788,2014-05-16,0.0
3789,2014-05-17,0.0
3790,2014-05-18,0.0
3791,2014-05-19,0.0
3792,2014-05-20,0.0
3793,2014-05-21,0.0
3794,2014-05-22,0.0
3795,2014-05-23,0.0
3796,2014-05-24,0.0
3797,2014-05-25,0.0
3798,2014-05-26,0.0
3799,2014-05-27,2.3800000000000003
3800,2014-05-28,0.0
3801,2014-05-29,0.0
3802,2014-05-30,0.0
3803,2014-05-31,0.0
3804,2014-06-01,0.0
3805,2014-06-02,0.0
3806,2014-06-03,0.0
3807,2014-06-04,1.4
3808,2014-06-05,5.6000000000000005
3809,2014-06-06,2.1
3810,2014-06-07,0.0
3811,2014-06-08,0.0
3812,2014-06-09,3.01
3813,2014-06-10,3.08
3814,2014-06-11,2.66
3815,2014-06-12,0.0
3816,2014-06-13,0.0
3817,2014-06-14,7.000000000000001
3818,2014-06-15,0.0
3819,2014-06-16,0.0
3820,2014-06-17,0.0
3821,2014-06-18,0.0
3822,2014-06-19,0.0
3823,2014-06-20,0.0
3824,2014-06-21,0.0
3825,2014-06-22,0.0
3826,2014-06-23,0.0
3827,2014-06-24,4.41
3828,2014-06-25,0.0
3829,2014-06-26,0.0
3830,2014-06-27,0.0
3831,2014-06-28,0.0
3832,2014-06-29,3.43
3833,2014-06-30,2.3800000000000003
3834,2014-07-01,0.0
3835,2014-07-02,0.0
3836,2014-07-03,0.0
3837,2014-07-04,5.44
3838,2014-07-05,0.0
3839,2014-07-06,0.0
3840,2014-07-07,0.0
3841,2014-07-08,0.0
3842,2014-07-09,2.24
3843,2014-07-10,0.0
3844,2014-07-11,0.0
3845,2014-07-12,0.0
3846,2014-07-13,2.56
3847,2014-07-14,0.0
3848,2014-07-15,1.84
3849,2014-07-16,0.0
3850,2014-07-17,0.0
3851,2014-07-18,0.0
3852,2014-07-19,0.0
3853,2014-07-20,0.0
3854,2014-07-21,0.0
3855,2014-07-22,2.32
3856,2014-07-23,0.0
3857,2014-07-24,4.8
3858,2014-07-25,8.0
3859,2014-07-26,0.0
3860,2014-07-27,0.0
3861,2014-07-28,0.0
3862,2014-07-29,0.0
3863,2014-07-30,2.88
3864,2014-07-31,3.04
3865,2014-08-01,2.72
3866,2014-08-02,0.0
3867,2014-08-03,8.0
3868,2014-08-04,0.0
3869,2014-08-05,2.72
3870,2014-08-06,6.72
3871,2014-08-07,0.0
3872,2014-08-08,0.0
3873,2014-08-09,0.0
3874,2014-08-10,3.92
3875,2014-08-11,0.0
3876,2014-08-12,0.0
3877,2014-08-13,0.0
3878,2014-08-14,0.0
3879,2014-08-15,2.8000000000000003
3880,2014-08-16,0.0
3881,2014-08-17,0.0
3882,2014-08-18,0.0
3883,2014-08-19,5.04
3884,2014-08-20,0.0
3885,2014-08-21,2.96
3886,2014-08-22,4.48
3887,2014-08-23,0.0
3888,2014-08-24,7.04
3889,2014-08-25,6.08
3890,2014-08-26,3.76
3891,2014-08-27,0.0
3892,2014-08-28,0.0
3893,2014-08-29,0.0
3894,2014-08-30,3.52
3895,2014-08-31,4.16
3896,2014-09-01,4.08
3897,2014-09-02,8.0
3898,2014-09-03,0.0
3899,2014-09-04,6.5600000000000005
3900,2014-09-05,0.0
3901,2014-09-06,0.0
3902,2014-09-07,0.0
3903,2014-09-08,0.0
3904,2014-09-09,2.08
3905,2014-09-10,2.24
3906,2014-09-11,0.0
3907,2014-09-12,3.92
3908,2014-09-13,0.0
3909,2014-09-14,0.0
3910,2014-09-15,0.0
3911,2014-09-16,1.68
3912,2014-09-17,3.76
3913,2014-09-18,0.0
3914,2014-09-19,0.0
3915,2014-09-20,0.0
3916,2014-09-21,0.0
3917,2014-09-22,4.0
3918,2014-09-23,0.0
3919,2014-09-24,1.92
3920,2014-09-25,0.0
3921,2014-09-26,1.68
3922,2014-09-27,0.0
3923,2014-09-28,5.12
3924,2014-09-29,0.0
3925,2014-09-30,0.0
3926,2014-10-01,0.0
3927,2014-10-02,0.0
3928,2014-10-03,8.1
3929,2014-10-04,0.0
3930,2014-10-05,0.0
3931,2014-10-06,3.5
3932,2014-10-07,3.0
3933,2014-10-08,0.0
3934,2014-10-09,6.300000000000001
3935,2014-10-10,4.4
3936,2014-10-11,0.0
3937,2014-10-12,0.0
3938,2014-10-13,0.0
3939,2014-10-14,0.0
3940,2014-10-15,0.0
3941,2014-10-16,0.0
3942,2014-10-17,0.0
3943,2014-10-18,3.4000000000000004
3944,2014-10-19,8.5
3945,2014-10-20,0.0
3946,2014-10-21,4.1000000000000005
3947,2014-10-22,4.3
3948,2014-10-23,4.2
3949,2014-10-24,0.0
3950,2014-10-25,0.0
3951,2014-10-26,0.0
3952,2014-10-27,3.8
3953,2014-10-28,0.0
3954,2014-10-29,3.4000000000000004
3955,2014-10-30,10.0
3956,2014-10-31,9.6
3957,2014-11-01,5.07
3958,2014-11-02,0.0
3959,2014-11-03,1.95
3960,2014-11-04,4.29
3961,2014-11-05,13.0
3962,2014-11-06,2.73
3963,2014-11-07,1.95
3964,2014-11-08,0.0
3965,2014-11-09,0.0
3966,2014-11-10,0.0
3967,2014-11-11,3.25
3968,2014-11-12,1.95
3969,2014-11-13,0.0
3970,2014-11-14,6.890000000000001
3971,2014-11-15,4.16
3972,2014-11-16,0.0
3973,2014-11-17,0.0
3974,2014-11-18,0.0
3975,2014-11-19,0.0
3976,2014-11-20,2.8600000000000003
3977,2014-11-21,2.08
3978,2014-11-22,0.0
3979,2014-11-23,0.0
3980,2014-11-24,3.25
3981,2014-11-25,0.0
3982,2014-11-26,2.34
3983,2014-11-27,3.77
3984,2014-11-28,0.0
3985,2014-11-29,0.0
3986,2014-11-30,0.0
3987,2014-12-01,0.0
3988,2014-12-02,1.04
3989,2014-12-03,2.48
3990,2014-12-04,0.0
3991,2014-12-05,1.2
3992,2014-12-06,0.0
3993,2014-12-07,0.0
3994,2014-12-08,0.0
3995,2014-12-09,1.36
3996,2014-12-10,1.28
3997,2014-12-11,0.0
3998,2014-12-12,1.2
3999,2014-12-13,0.0
4000,2014-12-14,0.0
4001,2014-12-15,1.76
4002,2014-12-16,0.0
4003,2014-12-17,1.68
4004,2014-12-18,1.84
4005,2014-12-19,1.12
4006,2014-12-20,0.0
4007,2014-12-21,0.0
4008,2014-12-22,5.44
4009,2014-12-23,0.0
4010,2014-12-24,1.2
4011,2014-12-25,1.12
4012,2014-12-26,1.68
4013,2014-12-27,8.0
4014,2014-12-28,1.92
4015,2014-12-29,0.0
4016,2014-12-30,1.28
4017,2014-12-31,0.0
4018,2015-01-01,0.0
4019,2015-01-02,2.99
4020,2015-01-03,0.0
4021,2015-01-04,3.12
4022,2015-01-05,4.42
4023,2015-01-06,4.03
4024,2015-01-07,0.0
4025,2015-01-08,0.0
4026,2015-01-09,6.37
4027,2015-01-10,0.0
4028,2015-01-11,0.0
4029,2015-01-12,4.55
4030,2015-01-13,5.720000000000001
4031,2015-01-14,0.0
4032,2015-01-15,4.68
4033,2015-01-16,0.0
4034,2015-01-17,0.0
4035,2015-01-18,0.0
4036,2015-01-19,2.47
4037,2015-01-20,0.0
4038,2015-01-21,0.0
4039,2015-01-22,4.94
4040,2015-01-23,5.2
4041,2015-01-24,3.9
4042,2015-01-25,5.8500000000000005
4043,2015-01-26,10.66
4044,2015-01-27,6.76
4045,2015-01-28,3.64
4046,2015-01-29,3.38
4047,2015-01-30,13.0
4048,2015-01-31,7.0200000000000005
4049,2015-02-01,0.0
4050,2015-02-02,0.0
4051,2015-02-03,0.0
4052,2015-02-04,0.0
4053,2015-02-05,7.199999999999999
4054,2015-02-06,4.68
4055,2015-02-07,2.28
4056,2015-02-08,0.0
4057,2015-02-09,0.0
4058,2015-02-10,3.24
4059,2015-02-11,2.4
4060,2015-02-12,3.96
4061,2015-02-13,0.0
4062,2015-02-14,0.0
4063,2015-02-15,0.0
4064,2015-02-16,1.92
4065,2015-02-17,0.0
4066,2015-02-18,1.56
4067,2015-02-19,0.0
4068,2015-02-20,3.6
4069,2015-02-21,0.0
4070,2015-02-22,4.08
4071,2015-02-23,3.0
4072,2015-02-24,12.0
4073,2015-02-25,8.16
4074,2015-02-26,7.08
4075,2015-02-27,0.0
4076,2015-02-28,5.279999999999999
4077,2015-03-01,0.0
4078,2015-03-02,3.36
4079,2015-03-03,13.92
4080,2015-03-04,2.64
4081,2015-03-05,6.48
4082,2015-03-06,5.04
4083,2015-03-07,0.0
4084,2015-03-08,2.88
4085,2015-03-09,5.279999999999999
4086,2015-03-10,5.76
4087,2015-03-11,4.8
4088,2015-03-12,4.56
4089,2015-03-13,0.0
4090,2015-03-14,0.0
4091,2015-03-15,0.0
4092,2015-03-16,9.84
4093,2015-03-17,0.0
4094,2015-03-18,6.24
4095,2015-03-19,24.0
4096,2015-03-20,0.0
4097,2015-03-21,9.6
4098,2015-03-22,10.32
4099,2015-03-23,13.2
4100,2015-03-24,6.24
4101,2015-03-25,0.0
4102,2015-03-26,10.8
4103,2015-03-27,0.0
4104,2015-03-28,4.32
4105,2015-03-29,0.0
4106,2015-03-30,5.279999999999999
4107,2015-03-31,0.0
4108,2015-04-01,7.65
4109,2015-04-02,6.970000000000001
4110,2015-04-03,0.0
4111,2015-04-04,5.44
4112,2015-04-05,0.0
4113,2015-04-06,0.0
4114,2015-04-07,0.0
4115,2015-04-08,13.77
4116,2015-04-09,11.56
4117,2015-04-10,0.0
4118,2015-04-11,7.99
4119,2015-04-12,0.0
4120,2015-04-13,12.750000000000002
4121,2015-04-14,9.18
4122,2015-04-15,0.0
4123,2015-04-16,15.98
4124,2015-04-17,3.91
4125,2015-04-18,0.0
4126,2015-04-19,13.77
4127,2015-04-20,4.25
4128,2015-04-21,0.0
4129,2015-04-22,10.71
4130,2015-04-23,5.78
4131,2015-04-24,8.5
4132,2015-04-25,0.0
4133,2015-04-26,5.78
4134,2015-04-27,17.0
4135,2015-04-28,5.44
4136,2015-04-29,5.61
4137,2015-04-30,9.69
4138,2015-05-01,12.15
4139,2015-05-02,3.9
4140,2015-05-03,0.0
4141,2015-05-04,3.15
4142,2015-05-05,0.0
4143,2015-05-06,5.55
4144,2015-05-07,5.55
4145,2015-05-08,0.0
4146,2015-05-09,0.0
4147,2015-05-10,0.0
4148,2015-05-11,7.8
4149,2015-05-12,5.25
4150,2015-05-13,0.0
4151,2015-05-14,0.0
4152,2015-05-15,7.05
4153,2015-05-16,3.6
4154,2015-05-17,7.649999999999999
4155,2015-05-18,3.6
4156,2015-05-19,6.3
4157,2015-05-20,9.15
4158,2015-05-21,7.649999999999999
4159,2015-05-22,4.5
4160,2015-05-23,0.0
4161,2015-05-24,0.0
4162,2015-05-25,0.0
4163,2015-05-26,6.0
4164,2015-05-27,8.25
4165,2015-05-28,15.0
4166,2015-05-29,9.75
4167,2015-05-30,0.0
4168,2015-05-31,0.0
4169,2015-06-01,3.15
4170,2015-06-02,8.4
4171,2015-06-03,5.7
4172,2015-06-04,9.15
4173,2015-06-05,0.0
4174,2015-06-06,0.0
4175,2015-06-07,4.95
4176,2015-06-08,4.8
4177,2015-06-09,5.7
4178,2015-06-10,2.55
4179,2015-06-11,5.55
4180,2015-06-12,0.0
4181,2015-06-13,4.95
4182,2015-06-14,3.45
4183,2015-06-15,0.0
4184,2015-06-16,4.5
4185,2015-06-17,6.6
4186,2015-06-18,6.0
4187,2015-06-19,15.0
4188,2015-06-20,0.0
4189,2015-06-21,7.949999999999999
4190,2015-06-22,0.0
4191,2015-06-23,0.0
4192,2015-06-24,0.0
4193,2015-06-25,8.85
4194,2015-06-26,5.7
4195,2015-06-27,0.0
4196,2015-06-28,0.0
4197,2015-06-29,3.6
4198,2015-06-30,8.1
4199,2015-07-01,5.6000000000000005
4200,2015-07-02,0.0
4201,2015-07-03,0.0
4202,2015-07-04,0.0
4203,2015-07-05,0.0
4204,2015-07-06,11.2
4205,2015-07-07,3.04
4206,2015-07-08,16.0
4207,2015-07-09,0.0
4208,2015-07-10,0.0
4209,2015-07-11,0.0
4210,2015-07-12,0.0
4211,2015-07-13,3.2
4212,2015-07-14,8.64
4213,2015-07-15,0.0
4214,2015-07-16,0.0
4215,2015-07-17,4.96
4216,2015-07-18,0.0
4217,2015-07-19,0.0
4218,2015-07-20,0.0
4219,2015-07-21,6.72
4220,2015-07-22,5.28
4221,2015-07-23,8.16
4222,2015-07-24,8.16
4223,2015-07-25,0.0
4224,2015-07-26,0.0
4225,2015-07-27,3.84
4226,2015-07-28,5.12
4227,2015-07-29,6.24
4228,2015-07-30,4.64
4229,2015-07-31,4.32
4230,2015-08-01,5.94
4231,2015-08-02,12.06
4232,2015-08-03,5.94
4233,2015-08-04,5.22
4234,2015-08-05,18.0
4235,2015-08-06,0.0
4236,2015-08-07,0.0
4237,2015-08-08,13.68
4238,2015-08-09,0.0
4239,2015-08-10,0.0
4240,2015-08-11,11.34
4241,2015-08-12,7.56
4242,2015-08-13,4.14
4243,2015-08-14,8.64
4244,2015-08-15,0.0
4245,2015-08-16,0.0
4246,2015-08-17,3.96
4247,2015-08-18,3.78
4248,2015-08-19,8.82
4249,2015-08-20,10.98
4250,2015-08-21,8.1
4251,2015-08-22,4.32
4252,2015-08-23,0.0
4253,2015-08-24,8.459999999999999
4254,2015-08-25,12.78
4255,2015-08-26,6.3
4256,2015-08-27,8.28
4257,2015-08-28,6.84
4258,2015-08-29,0.0
4259,2015-08-30,0.0
4260,2015-08-31,0.0
4261,2015-09-01,7.840000000000001
4262,2015-09-02,6.0200000000000005
4263,2015-09-03,4.62
4264,2015-09-04,6.720000000000001
4265,2015-09-05,0.0
4266,2015-09-06,7.98
4267,2015-09-07,0.0
