,date,HON
3899,2014-09-04,4.32
3900,2014-09-05,0.0
3901,2014-09-06,0.0
3902,2014-09-07,0.0
3903,2014-09-08,0.0
3904,2014-09-09,9.0
3905,2014-09-10,0.0
3906,2014-09-11,3.6
3907,2014-09-12,0.0
3908,2014-09-13,0.0
3909,2014-09-14,0.0
3910,2014-09-15,0.0
3911,2014-09-16,0.0
3912,2014-09-17,0.0
3913,2014-09-18,0.0
3914,2014-09-19,0.0
3915,2014-09-20,0.0
3916,2014-09-21,0.0
3917,2014-09-22,0.0
3918,2014-09-23,0.0
3919,2014-09-24,6.3
3920,2014-09-25,4.23
3921,2014-09-26,7.739999999999999
3922,2014-09-27,0.0
3923,2014-09-28,6.029999999999999
3924,2014-09-29,7.38
3925,2014-09-30,0.0
3926,2014-10-01,0.0
3927,2014-10-02,12.24
3928,2014-10-03,6.29
3929,2014-10-04,14.45
3930,2014-10-05,0.0
3931,2014-10-06,0.0
3932,2014-10-07,0.0
3933,2014-10-08,0.0
3934,2014-10-09,13.43
3935,2014-10-10,0.0
3936,2014-10-11,0.0
3937,2014-10-12,0.0
3938,2014-10-13,0.0
3939,2014-10-14,0.0
3940,2014-10-15,5.61
3941,2014-10-16,16.150000000000002
3942,2014-10-17,0.0
3943,2014-10-18,0.0
3944,2014-10-19,0.0
3945,2014-10-20,0.0
3946,2014-10-21,0.0
3947,2014-10-22,15.81
3948,2014-10-23,0.0
3949,2014-10-24,0.0
3950,2014-10-25,0.0
3951,2014-10-26,17.0
3952,2014-10-27,8.16
3953,2014-10-28,0.0
3954,2014-10-29,10.54
3955,2014-10-30,5.95
3956,2014-10-31,9.52
3957,2014-11-01,0.0
3958,2014-11-02,0.0
3959,2014-11-03,5.6000000000000005
3960,2014-11-04,8.64
3961,2014-11-05,3.68
3962,2014-11-06,4.96
3963,2014-11-07,0.0
3964,2014-11-08,0.0
3965,2014-11-09,0.0
3966,2014-11-10,0.0
3967,2014-11-11,0.0
3968,2014-11-12,0.0
3969,2014-11-13,0.0
3970,2014-11-14,0.0
3971,2014-11-15,8.96
3972,2014-11-16,0.0
3973,2014-11-17,0.0
3974,2014-11-18,9.6
3975,2014-11-19,0.0
3976,2014-11-20,10.24
3977,2014-11-21,6.08
3978,2014-11-22,0.0
3979,2014-11-23,6.88
3980,2014-11-24,0.0
3981,2014-11-25,0.0
3982,2014-11-26,16.0
3983,2014-11-27,0.0
3984,2014-11-28,0.0
3985,2014-11-29,0.0
3986,2014-11-30,0.0
3987,2014-12-01,0.0
3988,2014-12-02,6.51
3989,2014-12-03,0.0
3990,2014-12-04,0.0
3991,2014-12-05,9.45
3992,2014-12-06,0.0
3993,2014-12-07,0.0
3994,2014-12-08,0.0
3995,2014-12-09,0.0
3996,2014-12-10,6.09
3997,2014-12-11,0.0
3998,2014-12-12,0.0
3999,2014-12-13,16.38
4000,2014-12-14,0.0
4001,2014-12-15,0.0
4002,2014-12-16,0.0
4003,2014-12-17,0.0
4004,2014-12-18,6.3
4005,2014-12-19,6.09
4006,2014-12-20,0.0
4007,2014-12-21,0.0
4008,2014-12-22,0.0
4009,2014-12-23,0.0
4010,2014-12-24,0.0
4011,2014-12-25,8.19
4012,2014-12-26,21.0
4013,2014-12-27,0.0
4014,2014-12-28,0.0
4015,2014-12-29,0.0
4016,2014-12-30,6.93
4017,2014-12-31,5.88
4018,2015-01-01,10.56
4019,2015-01-02,0.0
4020,2015-01-03,0.0
4021,2015-01-04,0.0
4022,2015-01-05,5.04
4023,2015-01-06,7.68
4024,2015-01-07,0.0
4025,2015-01-08,0.0
4026,2015-01-09,0.0
4027,2015-01-10,0.0
4028,2015-01-11,0.0
4029,2015-01-12,0.0
4030,2015-01-13,0.0
4031,2015-01-14,0.0
4032,2015-01-15,5.76
4033,2015-01-16,0.0
4034,2015-01-17,7.319999999999999
4035,2015-01-18,0.0
4036,2015-01-19,10.56
4037,2015-01-20,0.0
4038,2015-01-21,0.0
4039,2015-01-22,0.0
4040,2015-01-23,0.0
4041,2015-01-24,12.0
4042,2015-01-25,0.0
4043,2015-01-26,0.0
4044,2015-01-27,6.24
4045,2015-01-28,0.0
4046,2015-01-29,0.0
4047,2015-01-30,7.68
4048,2015-01-31,0.0
4049,2015-02-01,0.0
4050,2015-02-02,0.0
4051,2015-02-03,0.0
4052,2015-02-04,0.0
4053,2015-02-05,0.0
4054,2015-02-06,4.800000000000001
4055,2015-02-07,10.0
4056,2015-02-08,0.0
4057,2015-02-09,0.0
4058,2015-02-10,0.0
4059,2015-02-11,0.0
4060,2015-02-12,0.0
4061,2015-02-13,0.0
4062,2015-02-14,5.5
4063,2015-02-15,0.0
4064,2015-02-16,0.0
4065,2015-02-17,0.0
4066,2015-02-18,0.0
4067,2015-02-19,0.0
4068,2015-02-20,0.0
4069,2015-02-21,0.0
4070,2015-02-22,0.0
4071,2015-02-23,0.0
4072,2015-02-24,0.0
4073,2015-02-25,0.0
4074,2015-02-26,0.0
4075,2015-02-27,3.9
4076,2015-02-28,0.0
4077,2015-03-01,0.0
4078,2015-03-02,5.64
4079,2015-03-03,0.0
4080,2015-03-04,0.0
4081,2015-03-05,0.0
4082,2015-03-06,0.0
4083,2015-03-07,8.04
4084,2015-03-08,0.0
4085,2015-03-09,8.879999999999999
4086,2015-03-10,0.0
4087,2015-03-11,12.0
4088,2015-03-12,12.0
4089,2015-03-13,0.0
4090,2015-03-14,0.0
4091,2015-03-15,0.0
4092,2015-03-16,0.0
4093,2015-03-17,10.2
4094,2015-03-18,0.0
4095,2015-03-19,0.0
4096,2015-03-20,0.0
4097,2015-03-21,0.0
4098,2015-03-22,0.0
4099,2015-03-23,0.0
4100,2015-03-24,0.0
4101,2015-03-25,0.0
4102,2015-03-26,0.0
4103,2015-03-27,0.0
4104,2015-03-28,11.04
4105,2015-03-29,0.0
4106,2015-03-30,0.0
4107,2015-03-31,0.0
4108,2015-04-01,13.0
4109,2015-04-02,0.0
4110,2015-04-03,5.46
4111,2015-04-04,0.0
4112,2015-04-05,7.0200000000000005
4113,2015-04-06,7.54
4114,2015-04-07,0.0
4115,2015-04-08,0.0
4116,2015-04-09,5.98
4117,2015-04-10,0.0
4118,2015-04-11,0.0
4119,2015-04-12,10.92
4120,2015-04-13,0.0
4121,2015-04-14,5.07
4122,2015-04-15,6.37
4123,2015-04-16,0.0
4124,2015-04-17,0.0
4125,2015-04-18,0.0
4126,2015-04-19,0.0
4127,2015-04-20,0.0
4128,2015-04-21,0.0
4129,2015-04-22,0.0
4130,2015-04-23,6.76
4131,2015-04-24,0.0
4132,2015-04-25,11.7
4133,2015-04-26,0.0
4134,2015-04-27,12.22
4135,2015-04-28,0.0
4136,2015-04-29,5.59
4137,2015-04-30,0.0
4138,2015-05-01,0.0
4139,2015-05-02,0.0
4140,2015-05-03,0.0
4141,2015-05-04,0.0
4142,2015-05-05,4.42
4143,2015-05-06,0.0
4144,2015-05-07,0.0
4145,2015-05-08,0.0
4146,2015-05-09,4.16
4147,2015-05-10,0.0
4148,2015-05-11,0.0
4149,2015-05-12,0.0
4150,2015-05-13,0.0
4151,2015-05-14,0.0
4152,2015-05-15,13.0
4153,2015-05-16,4.29
4154,2015-05-17,0.0
4155,2015-05-18,2.8600000000000003
4156,2015-05-19,0.0
4157,2015-05-20,0.0
4158,2015-05-21,0.0
4159,2015-05-22,0.0
4160,2015-05-23,0.0
4161,2015-05-24,0.0
4162,2015-05-25,7.0200000000000005
4163,2015-05-26,0.0
4164,2015-05-27,2.8600000000000003
4165,2015-05-28,6.76
4166,2015-05-29,0.0
4167,2015-05-30,0.0
4168,2015-05-31,0.0
4169,2015-06-01,0.0
4170,2015-06-02,6.890000000000001
4171,2015-06-03,3.64
4172,2015-06-04,13.0
4173,2015-06-05,3.77
4174,2015-06-06,0.0
4175,2015-06-07,0.0
4176,2015-06-08,0.0
4177,2015-06-09,0.0
4178,2015-06-10,4.68
4179,2015-06-11,0.0
4180,2015-06-12,4.42
4181,2015-06-13,0.0
4182,2015-06-14,0.0
4183,2015-06-15,0.0
4184,2015-06-16,0.0
4185,2015-06-17,0.0
4186,2015-06-18,0.0
4187,2015-06-19,0.0
4188,2015-06-20,5.8500000000000005
4189,2015-06-21,0.0
4190,2015-06-22,0.0
4191,2015-06-23,0.0
4192,2015-06-24,0.0
4193,2015-06-25,0.0
4194,2015-06-26,0.0
4195,2015-06-27,0.0
4196,2015-06-28,0.0
4197,2015-06-29,6.76
4198,2015-06-30,11.18
4199,2015-07-01,2.6
4200,2015-07-02,0.0
4201,2015-07-03,0.0
4202,2015-07-04,8.8
4203,2015-07-05,0.0
4204,2015-07-06,0.0
4205,2015-07-07,0.0
4206,2015-07-08,0.0
4207,2015-07-09,0.0
4208,2015-07-10,10.0
4209,2015-07-11,0.0
4210,2015-07-12,0.0
4211,2015-07-13,0.0
4212,2015-07-14,0.0
4213,2015-07-15,0.0
4214,2015-07-16,2.9000000000000004
4215,2015-07-17,0.0
4216,2015-07-18,0.0
4217,2015-07-19,4.7
4218,2015-07-20,3.4000000000000004
4219,2015-07-21,0.0
4220,2015-07-22,0.0
4221,2015-07-23,6.5
4222,2015-07-24,0.0
4223,2015-07-25,2.7
4224,2015-07-26,0.0
4225,2015-07-27,0.0
4226,2015-07-28,0.0
4227,2015-07-29,4.6000000000000005
4228,2015-07-30,2.3000000000000003
4229,2015-07-31,0.0
4230,2015-08-01,0.0
4231,2015-08-02,16.0
4232,2015-08-03,0.0
4233,2015-08-04,6.2
4234,2015-08-05,0.0
4235,2015-08-06,0.0
4236,2015-08-07,4.800000000000001
4237,2015-08-08,8.0
4238,2015-08-09,0.0
4239,2015-08-10,0.0
4240,2015-08-11,0.0
4241,2015-08-12,0.0
4242,2015-08-13,0.0
4243,2015-08-14,7.2
4244,2015-08-15,0.0
4245,2015-08-16,0.0
4246,2015-08-17,0.0
4247,2015-08-18,11.2
4248,2015-08-19,13.6
4249,2015-08-20,0.0
4250,2015-08-21,4.800000000000001
4251,2015-08-22,0.0
4252,2015-08-23,10.2
4253,2015-08-24,5.800000000000001
4254,2015-08-25,5.4
4255,2015-08-26,0.0
4256,2015-08-27,20.0
4257,2015-08-28,0.0
4258,2015-08-29,0.0
4259,2015-08-30,6.4
4260,2015-08-31,5.0
4261,2015-09-01,11.7
4262,2015-09-02,5.76
4263,2015-09-03,0.0
4264,2015-09-04,0.0
4265,2015-09-05,0.0
4266,2015-09-06,0.0
4267,2015-09-07,0.0
4268,2015-09-08,0.0
4269,2015-09-09,0.0
4270,2015-09-10,0.0
4271,2015-09-11,0.0
