date,Avalanche price
2016-02-01,15.200000000000001
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,13.200000000000001
2016-02-05,0.0
2016-02-06,10.600000000000001
2016-02-07,20.0
2016-02-08,7.4
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,19.400000000000002
2016-02-13,0.0
2016-02-14,10.4
2016-02-15,8.4
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,12.200000000000001
2016-02-19,0.0
2016-02-20,0.0
2016-02-21,6.800000000000001
2016-02-22,11.600000000000001
2016-02-23,0.0
2016-02-24,12.200000000000001
2016-02-25,11.8
2016-02-26,17.8
2016-02-27,0.0
2016-02-28,14.0
2016-02-29,0.0
2016-03-01,6.93
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,10.92
2016-03-05,15.12
2016-03-06,19.74
2016-03-07,8.82
2016-03-08,0.0
2016-03-09,7.14
2016-03-10,0.0
2016-03-11,10.5
2016-03-12,11.129999999999999
2016-03-13,0.0
2016-03-14,11.76
2016-03-15,10.92
2016-03-16,0.0
2016-03-17,14.7
2016-03-18,8.61
2016-03-19,0.0
2016-03-20,11.549999999999999
2016-03-21,21.0
2016-03-22,0.0
2016-03-23,7.9799999999999995
2016-03-24,13.229999999999999
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,19.11
2016-03-28,13.229999999999999
2016-03-29,7.14
2016-03-30,13.65
2016-03-31,0.0
2016-04-01,7.36
2016-04-02,16.0
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,6.5600000000000005
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,5.44
2016-04-09,7.04
2016-04-10,0.0
2016-04-11,0.0
2016-04-12,5.28
2016-04-13,0.0
2016-04-14,4.48
2016-04-15,0.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,8.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,3.84
2016-04-22,5.92
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,4.0
2016-04-26,0.0
2016-04-27,4.96
2016-04-28,0.0
2016-04-29,6.88
