date,MCD_unscaled,MCD_monthly,scale,MCD
2023-07-09,54,38.0,0.38,20.52
2023-07-10,64,38.0,0.38,24.32
2023-07-11,68,38.0,0.38,25.84
2023-07-12,58,38.0,0.38,22.04
2023-07-13,74,38.0,0.38,28.12
2023-07-14,58,38.0,0.38,22.04
2023-07-15,48,38.0,0.38,18.240000000000002
2023-07-16,45,38.0,0.38,17.1
2023-07-17,69,38.0,0.38,26.22
2023-07-18,53,38.0,0.38,20.14
2023-07-19,68,38.0,0.38,25.84
2023-07-20,68,38.0,0.38,25.84
2023-07-21,65,38.0,0.38,24.7
2023-07-22,46,38.0,0.38,17.48
2023-07-23,46,38.0,0.38,17.48
2023-07-24,72,38.0,0.38,27.36
2023-07-25,65,38.0,0.38,24.7
2023-07-26,70,38.0,0.38,26.6
2023-07-27,100,38.0,0.38,38.0
2023-07-28,71,38.0,0.38,26.98
2023-07-29,50,38.0,0.38,19.0
2023-07-30,48,38.0,0.38,18.240000000000002
2023-07-31,61,38.0,0.38,23.18
2023-08-01,94,32.0,0.32,30.080000000000002
2023-08-02,87,32.0,0.32,27.84
2023-08-03,89,32.0,0.32,28.48
2023-08-04,74,32.0,0.32,23.68
2023-08-05,47,32.0,0.32,15.040000000000001
2023-08-06,50,32.0,0.32,16.0
2023-08-07,71,32.0,0.32,22.72
2023-08-08,75,32.0,0.32,24.0
2023-08-09,93,32.0,0.32,29.76
2023-08-10,69,32.0,0.32,22.080000000000002
2023-08-11,92,32.0,0.32,29.44
2023-08-12,63,32.0,0.32,20.16
2023-08-13,58,32.0,0.32,18.56
2023-08-14,74,32.0,0.32,23.68
2023-08-15,84,32.0,0.32,26.88
2023-08-16,100,32.0,0.32,32.0
2023-08-17,73,32.0,0.32,23.36
2023-08-18,97,32.0,0.32,31.04
2023-08-19,87,32.0,0.32,27.84
2023-08-20,50,32.0,0.32,16.0
2023-08-21,77,32.0,0.32,24.64
2023-08-22,70,32.0,0.32,22.400000000000002
2023-08-23,83,32.0,0.32,26.560000000000002
2023-08-24,70,32.0,0.32,22.400000000000002
2023-08-25,99,32.0,0.32,31.68
2023-08-26,50,32.0,0.32,16.0
2023-08-27,46,32.0,0.32,14.72
2023-08-28,72,32.0,0.32,23.04
2023-08-29,83,32.0,0.32,26.560000000000002
2023-08-30,66,32.0,0.32,21.12
2023-08-31,80,32.0,0.32,25.6
2023-09-01,78,32.0,0.32,24.96
2023-09-02,65,32.0,0.32,20.8
2023-09-03,54,32.0,0.32,17.28
2023-09-04,64,32.0,0.32,20.48
2023-09-05,76,32.0,0.32,24.32
2023-09-06,93,32.0,0.32,29.76
2023-09-07,86,32.0,0.32,27.52
2023-09-08,82,32.0,0.32,26.240000000000002
2023-09-09,61,32.0,0.32,19.52
2023-09-10,73,32.0,0.32,23.36
2023-09-11,84,32.0,0.32,26.88
2023-09-12,94,32.0,0.32,30.080000000000002
2023-09-13,74,32.0,0.32,23.68
2023-09-14,85,32.0,0.32,27.2
2023-09-15,82,32.0,0.32,26.240000000000002
2023-09-16,59,32.0,0.32,18.88
2023-09-17,38,32.0,0.32,12.16
2023-09-18,100,32.0,0.32,32.0
2023-09-19,96,32.0,0.32,30.72
2023-09-20,72,32.0,0.32,23.04
2023-09-21,85,32.0,0.32,27.2
2023-09-22,72,32.0,0.32,23.04
2023-09-23,66,32.0,0.32,21.12
2023-09-24,59,32.0,0.32,18.88
2023-09-25,88,32.0,0.32,28.16
2023-09-26,76,32.0,0.32,24.32
2023-09-27,94,32.0,0.32,30.080000000000002
2023-09-28,82,32.0,0.32,26.240000000000002
2023-09-29,83,32.0,0.32,26.560000000000002
2023-09-30,68,32.0,0.32,21.76
2023-10-01,38,39.0,0.39,14.82
2023-10-02,58,39.0,0.39,22.62
2023-10-03,58,39.0,0.39,22.62
2023-10-04,66,39.0,0.39,25.740000000000002
2023-10-05,62,39.0,0.39,24.18
2023-10-06,60,39.0,0.39,23.400000000000002
2023-10-07,43,39.0,0.39,16.77
2023-10-08,45,39.0,0.39,17.55
2023-10-09,57,39.0,0.39,22.23
2023-10-10,70,39.0,0.39,27.3
2023-10-11,63,39.0,0.39,24.57
2023-10-12,70,39.0,0.39,27.3
2023-10-13,61,39.0,0.39,23.79
2023-10-14,38,39.0,0.39,14.82
2023-10-15,42,39.0,0.39,16.38
2023-10-16,66,39.0,0.39,25.740000000000002
2023-10-17,60,39.0,0.39,23.400000000000002
2023-10-18,53,39.0,0.39,20.67
2023-10-19,63,39.0,0.39,24.57
2023-10-20,61,39.0,0.39,23.79
2023-10-21,49,39.0,0.39,19.11
2023-10-22,42,39.0,0.39,16.38
2023-10-23,59,39.0,0.39,23.01
2023-10-24,60,39.0,0.39,23.400000000000002
2023-10-25,52,39.0,0.39,20.28
2023-10-26,59,39.0,0.39,23.01
2023-10-27,57,39.0,0.39,22.23
2023-10-28,52,39.0,0.39,20.28
2023-10-29,46,39.0,0.39,17.94
2023-10-30,100,39.0,0.39,39.0
2023-10-31,73,39.0,0.39,28.470000000000002
2023-11-01,85,33.0,0.33,28.05
2023-11-02,95,33.0,0.33,31.35
2023-11-03,87,33.0,0.33,28.71
2023-11-04,73,33.0,0.33,24.09
2023-11-05,74,33.0,0.33,24.42
2023-11-06,84,33.0,0.33,27.720000000000002
2023-11-07,92,33.0,0.33,30.360000000000003
2023-11-08,78,33.0,0.33,25.740000000000002
2023-11-09,87,33.0,0.33,28.71
2023-11-10,92,33.0,0.33,30.360000000000003
2023-11-11,66,33.0,0.33,21.78
2023-11-12,70,33.0,0.33,23.1
2023-11-13,80,33.0,0.33,26.400000000000002
2023-11-14,91,33.0,0.33,30.03
2023-11-15,100,33.0,0.33,33.0
2023-11-16,74,33.0,0.33,24.42
2023-11-17,89,33.0,0.33,29.37
2023-11-18,56,33.0,0.33,18.48
2023-11-19,60,33.0,0.33,19.8
2023-11-20,57,33.0,0.33,18.810000000000002
2023-11-21,81,33.0,0.33,26.73
2023-11-22,73,33.0,0.33,24.09
2023-11-23,64,33.0,0.33,21.12
2023-11-24,78,33.0,0.33,25.740000000000002
2023-11-25,45,33.0,0.33,14.850000000000001
2023-11-26,62,33.0,0.33,20.46
2023-11-27,58,33.0,0.33,19.14
2023-11-28,75,33.0,0.33,24.75
2023-11-29,88,33.0,0.33,29.040000000000003
2023-11-30,87,33.0,0.33,28.71
2023-12-01,92,37.0,0.37,34.04
2023-12-02,57,37.0,0.37,21.09
2023-12-03,54,37.0,0.37,19.98
2023-12-04,69,37.0,0.37,25.53
2023-12-05,76,37.0,0.37,28.12
2023-12-06,88,37.0,0.37,32.56
2023-12-07,100,37.0,0.37,37.0
2023-12-08,97,37.0,0.37,35.89
2023-12-09,61,37.0,0.37,22.57
2023-12-10,68,37.0,0.37,25.16
2023-12-11,91,37.0,0.37,33.67
2023-12-12,92,37.0,0.37,34.04
2023-12-13,77,37.0,0.37,28.49
2023-12-14,100,37.0,0.37,37.0
2023-12-15,82,37.0,0.37,30.34
2023-12-16,66,37.0,0.37,24.419999999999998
2023-12-17,66,37.0,0.37,24.419999999999998
2023-12-18,73,37.0,0.37,27.009999999999998
2023-12-19,77,37.0,0.37,28.49
2023-12-20,70,37.0,0.37,25.9
2023-12-21,55,37.0,0.37,20.35
2023-12-22,88,37.0,0.37,32.56
2023-12-23,48,37.0,0.37,17.759999999999998
2023-12-24,59,37.0,0.37,21.83
2023-12-25,55,37.0,0.37,20.35
2023-12-26,66,37.0,0.37,24.419999999999998
2023-12-27,80,37.0,0.37,29.6
2023-12-28,82,37.0,0.37,30.34
2023-12-29,86,37.0,0.37,31.82
2023-12-30,58,37.0,0.37,21.46
2023-12-31,44,37.0,0.37,16.28
