date,JPM_unscaled,JPM_monthly,scale,JPM
2013-01-01,16,30.0,0.3,4.8
2013-01-02,56,30.0,0.3,16.8
2013-01-03,45,30.0,0.3,13.5
2013-01-04,50,30.0,0.3,15.0
2013-01-05,13,30.0,0.3,3.9
2013-01-06,18,30.0,0.3,5.3999999999999995
2013-01-07,50,30.0,0.3,15.0
2013-01-08,43,30.0,0.3,12.9
2013-01-09,46,30.0,0.3,13.799999999999999
2013-01-10,45,30.0,0.3,13.5
2013-01-11,65,30.0,0.3,19.5
2013-01-12,21,30.0,0.3,6.3
2013-01-13,20,30.0,0.3,6.0
2013-01-14,68,30.0,0.3,20.4
2013-01-15,57,30.0,0.3,17.099999999999998
2013-01-16,100,30.0,0.3,30.0
2013-01-17,64,30.0,0.3,19.2
2013-01-18,67,30.0,0.3,20.099999999999998
2013-01-19,15,30.0,0.3,4.5
2013-01-20,15,30.0,0.3,4.5
2013-01-21,28,30.0,0.3,8.4
2013-01-22,50,30.0,0.3,15.0
2013-01-23,44,30.0,0.3,13.2
2013-01-24,47,30.0,0.3,14.1
2013-01-25,34,30.0,0.3,10.2
2013-01-26,24,30.0,0.3,7.199999999999999
2013-01-27,13,30.0,0.3,3.9
2013-01-28,25,30.0,0.3,7.5
2013-01-29,56,30.0,0.3,16.8
2013-01-30,51,30.0,0.3,15.299999999999999
2013-01-31,35,30.0,0.3,10.5
2013-02-01,76,25.0,0.25,19.0
2013-02-02,22,25.0,0.25,5.5
2013-02-03,24,25.0,0.25,6.0
2013-02-04,44,25.0,0.25,11.0
2013-02-05,71,25.0,0.25,17.75
2013-02-06,74,25.0,0.25,18.5
2013-02-07,55,25.0,0.25,13.75
2013-02-08,53,25.0,0.25,13.25
2013-02-09,21,25.0,0.25,5.25
2013-02-10,21,25.0,0.25,5.25
2013-02-11,72,25.0,0.25,18.0
2013-02-12,64,25.0,0.25,16.0
2013-02-13,70,25.0,0.25,17.5
2013-02-14,94,25.0,0.25,23.5
2013-02-15,49,25.0,0.25,12.25
2013-02-16,33,25.0,0.25,8.25
2013-02-17,23,25.0,0.25,5.75
2013-02-18,32,25.0,0.25,8.0
2013-02-19,52,25.0,0.25,13.0
2013-02-20,59,25.0,0.25,14.75
2013-02-21,63,25.0,0.25,15.75
2013-02-22,69,25.0,0.25,17.25
2013-02-23,32,25.0,0.25,8.0
2013-02-24,15,25.0,0.25,3.75
2013-02-25,69,25.0,0.25,17.25
2013-02-26,85,25.0,0.25,21.25
2013-02-27,71,25.0,0.25,17.75
2013-02-28,100,25.0,0.25,25.0
2013-03-01,51,26.0,0.26,13.26
2013-03-02,34,26.0,0.26,8.84
2013-03-03,18,26.0,0.26,4.68
2013-03-04,38,26.0,0.26,9.88
2013-03-05,41,26.0,0.26,10.66
2013-03-06,55,26.0,0.26,14.3
2013-03-07,68,26.0,0.26,17.68
2013-03-08,60,26.0,0.26,15.600000000000001
2013-03-09,9,26.0,0.26,2.34
2013-03-10,17,26.0,0.26,4.42
2013-03-11,55,26.0,0.26,14.3
2013-03-12,41,26.0,0.26,10.66
2013-03-13,34,26.0,0.26,8.84
2013-03-14,77,26.0,0.26,20.02
2013-03-15,100,26.0,0.26,26.0
2013-03-16,29,26.0,0.26,7.54
2013-03-17,19,26.0,0.26,4.94
2013-03-18,34,26.0,0.26,8.84
2013-03-19,43,26.0,0.26,11.18
2013-03-20,30,26.0,0.26,7.800000000000001
2013-03-21,35,26.0,0.26,9.1
2013-03-22,32,26.0,0.26,8.32
2013-03-23,18,26.0,0.26,4.68
2013-03-24,16,26.0,0.26,4.16
2013-03-25,40,26.0,0.26,10.4
2013-03-26,40,26.0,0.26,10.4
2013-03-27,64,26.0,0.26,16.64
2013-03-28,37,26.0,0.26,9.620000000000001
2013-03-29,24,26.0,0.26,6.24
2013-03-30,19,26.0,0.26,4.94
2013-03-31,0,26.0,0.26,0.0
2013-04-01,33,25.0,0.25,8.25
2013-04-02,31,25.0,0.25,7.75
2013-04-03,37,25.0,0.25,9.25
2013-04-04,47,25.0,0.25,11.75
2013-04-05,31,25.0,0.25,7.75
2013-04-06,12,25.0,0.25,3.0
2013-04-07,0,25.0,0.25,0.0
2013-04-08,37,25.0,0.25,9.25
2013-04-09,47,25.0,0.25,11.75
2013-04-10,40,25.0,0.25,10.0
2013-04-11,52,25.0,0.25,13.0
2013-04-12,100,25.0,0.25,25.0
2013-04-13,16,25.0,0.25,4.0
2013-04-14,21,25.0,0.25,5.25
2013-04-15,53,25.0,0.25,13.25
2013-04-16,41,25.0,0.25,10.25
2013-04-17,49,25.0,0.25,12.25
2013-04-18,33,25.0,0.25,8.25
2013-04-19,29,25.0,0.25,7.25
2013-04-20,12,25.0,0.25,3.0
2013-04-21,19,25.0,0.25,4.75
2013-04-22,36,25.0,0.25,9.0
2013-04-23,29,25.0,0.25,7.25
2013-04-24,40,25.0,0.25,10.0
2013-04-25,41,25.0,0.25,10.25
2013-04-26,38,25.0,0.25,9.5
2013-04-27,16,25.0,0.25,4.0
2013-04-28,9,25.0,0.25,2.25
2013-04-29,46,25.0,0.25,11.5
2013-04-30,33,25.0,0.25,8.25
2013-05-01,54,29.0,0.29,15.659999999999998
2013-05-02,67,29.0,0.29,19.43
2013-05-03,76,29.0,0.29,22.04
2013-05-04,36,29.0,0.29,10.44
2013-05-05,31,29.0,0.29,8.99
2013-05-06,51,29.0,0.29,14.79
2013-05-07,72,29.0,0.29,20.88
2013-05-08,48,29.0,0.29,13.919999999999998
2013-05-09,60,29.0,0.29,17.4
2013-05-10,36,29.0,0.29,10.44
2013-05-11,35,29.0,0.29,10.149999999999999
2013-05-12,0,29.0,0.29,0.0
2013-05-13,60,29.0,0.29,17.4
2013-05-14,64,29.0,0.29,18.56
2013-05-15,66,29.0,0.29,19.139999999999997
2013-05-16,57,29.0,0.29,16.529999999999998
2013-05-17,62,29.0,0.29,17.98
2013-05-18,28,29.0,0.29,8.12
2013-05-19,9,29.0,0.29,2.61
2013-05-20,65,29.0,0.29,18.849999999999998
2013-05-21,99,29.0,0.29,28.709999999999997
2013-05-22,100,29.0,0.29,28.999999999999996
2013-05-23,89,29.0,0.29,25.81
2013-05-24,43,29.0,0.29,12.469999999999999
2013-05-25,23,29.0,0.29,6.67
2013-05-26,25,29.0,0.29,7.249999999999999
2013-05-27,0,29.0,0.29,0.0
2013-05-28,63,29.0,0.29,18.27
2013-05-29,63,29.0,0.29,18.27
2013-05-30,81,29.0,0.29,23.49
2013-05-31,62,29.0,0.29,17.98
2013-06-01,25,24.0,0.24,6.0
2013-06-02,14,24.0,0.24,3.36
2013-06-03,68,24.0,0.24,16.32
2013-06-04,76,24.0,0.24,18.24
2013-06-05,62,24.0,0.24,14.879999999999999
2013-06-06,68,24.0,0.24,16.32
2013-06-07,75,24.0,0.24,18.0
2013-06-08,16,24.0,0.24,3.84
2013-06-09,23,24.0,0.24,5.52
2013-06-10,51,24.0,0.24,12.24
2013-06-11,66,24.0,0.24,15.84
2013-06-12,83,24.0,0.24,19.919999999999998
2013-06-13,100,24.0,0.24,24.0
2013-06-14,59,24.0,0.24,14.16
2013-06-15,26,24.0,0.24,6.24
2013-06-16,7,24.0,0.24,1.68
2013-06-17,68,24.0,0.24,16.32
2013-06-18,65,24.0,0.24,15.6
2013-06-19,52,24.0,0.24,12.48
2013-06-20,62,24.0,0.24,14.879999999999999
2013-06-21,58,24.0,0.24,13.92
2013-06-22,37,24.0,0.24,8.879999999999999
2013-06-23,17,24.0,0.24,4.08
2013-06-24,37,24.0,0.24,8.879999999999999
2013-06-25,96,24.0,0.24,23.04
2013-06-26,55,24.0,0.24,13.2
2013-06-27,65,24.0,0.24,15.6
2013-06-28,50,24.0,0.24,12.0
2013-06-29,24,24.0,0.24,5.76
2013-06-30,0,24.0,0.24,0.0
2013-07-01,24,27.0,0.27,6.48
2013-07-02,33,27.0,0.27,8.91
2013-07-03,20,27.0,0.27,5.4
2013-07-04,9,27.0,0.27,2.43
2013-07-05,27,27.0,0.27,7.290000000000001
2013-07-06,7,27.0,0.27,1.8900000000000001
2013-07-07,5,27.0,0.27,1.35
2013-07-08,36,27.0,0.27,9.72
2013-07-09,42,27.0,0.27,11.34
2013-07-10,35,27.0,0.27,9.450000000000001
2013-07-11,42,27.0,0.27,11.34
2013-07-12,100,27.0,0.27,27.0
2013-07-13,19,27.0,0.27,5.130000000000001
2013-07-14,15,27.0,0.27,4.050000000000001
2013-07-15,52,27.0,0.27,14.040000000000001
2013-07-16,34,27.0,0.27,9.18
2013-07-17,45,27.0,0.27,12.15
2013-07-18,51,27.0,0.27,13.770000000000001
2013-07-19,34,27.0,0.27,9.18
2013-07-20,13,27.0,0.27,3.5100000000000002
2013-07-21,25,27.0,0.27,6.75
2013-07-22,34,27.0,0.27,9.18
2013-07-23,31,27.0,0.27,8.370000000000001
2013-07-24,33,27.0,0.27,8.91
2013-07-25,49,27.0,0.27,13.23
2013-07-26,41,27.0,0.27,11.07
2013-07-27,14,27.0,0.27,3.7800000000000002
2013-07-28,10,27.0,0.27,2.7
2013-07-29,34,27.0,0.27,9.18
2013-07-30,37,27.0,0.27,9.99
2013-07-31,36,27.0,0.27,9.72
2013-08-01,100,24.0,0.24,24.0
2013-08-02,80,24.0,0.24,19.2
2013-08-03,33,24.0,0.24,7.92
2013-08-04,20,24.0,0.24,4.8
2013-08-05,65,24.0,0.24,15.6
2013-08-06,59,24.0,0.24,14.16
2013-08-07,83,24.0,0.24,19.919999999999998
2013-08-08,58,24.0,0.24,13.92
2013-08-09,72,24.0,0.24,17.28
2013-08-10,19,24.0,0.24,4.56
2013-08-11,25,24.0,0.24,6.0
2013-08-12,58,24.0,0.24,13.92
2013-08-13,75,24.0,0.24,18.0
2013-08-14,64,24.0,0.24,15.36
2013-08-15,87,24.0,0.24,20.88
2013-08-16,83,24.0,0.24,19.919999999999998
2013-08-17,23,24.0,0.24,5.52
2013-08-18,22,24.0,0.24,5.279999999999999
2013-08-19,79,24.0,0.24,18.96
2013-08-20,88,24.0,0.24,21.119999999999997
2013-08-21,67,24.0,0.24,16.08
2013-08-22,47,24.0,0.24,11.28
2013-08-23,68,24.0,0.24,16.32
2013-08-24,32,24.0,0.24,7.68
2013-08-25,18,24.0,0.24,4.32
2013-08-26,50,24.0,0.24,12.0
2013-08-27,54,24.0,0.24,12.959999999999999
2013-08-28,51,24.0,0.24,12.24
2013-08-29,69,24.0,0.24,16.56
2013-08-30,60,24.0,0.24,14.399999999999999
2013-08-31,13,24.0,0.24,3.12
2013-09-01,13,24.0,0.24,3.12
2013-09-02,12,24.0,0.24,2.88
2013-09-03,41,24.0,0.24,9.84
2013-09-04,50,24.0,0.24,12.0
2013-09-05,37,24.0,0.24,8.879999999999999
2013-09-06,45,24.0,0.24,10.799999999999999
2013-09-07,12,24.0,0.24,2.88
2013-09-08,15,24.0,0.24,3.5999999999999996
2013-09-09,52,24.0,0.24,12.48
2013-09-10,60,24.0,0.24,14.399999999999999
2013-09-11,61,24.0,0.24,14.639999999999999
2013-09-12,56,24.0,0.24,13.44
2013-09-13,49,24.0,0.24,11.76
2013-09-14,11,24.0,0.24,2.6399999999999997
2013-09-15,11,24.0,0.24,2.6399999999999997
2013-09-16,51,24.0,0.24,12.24
2013-09-17,67,24.0,0.24,16.08
2013-09-18,50,24.0,0.24,12.0
2013-09-19,77,24.0,0.24,18.48
2013-09-20,72,24.0,0.24,17.28
2013-09-21,12,24.0,0.24,2.88
2013-09-22,27,24.0,0.24,6.4799999999999995
2013-09-23,43,24.0,0.24,10.32
2013-09-24,93,24.0,0.24,22.32
2013-09-25,70,24.0,0.24,16.8
2013-09-26,100,24.0,0.24,24.0
2013-09-27,70,24.0,0.24,16.8
2013-09-28,38,24.0,0.24,9.12
2013-09-29,13,24.0,0.24,3.12
2013-09-30,63,24.0,0.24,15.12
2013-10-01,41,29.0,0.29,11.889999999999999
2013-10-02,43,29.0,0.29,12.469999999999999
2013-10-03,30,29.0,0.29,8.7
2013-10-04,27,29.0,0.29,7.829999999999999
2013-10-05,12,29.0,0.29,3.4799999999999995
2013-10-06,10,29.0,0.29,2.9
2013-10-07,42,29.0,0.29,12.18
2013-10-08,41,29.0,0.29,11.889999999999999
2013-10-09,40,29.0,0.29,11.6
2013-10-10,58,29.0,0.29,16.82
2013-10-11,100,29.0,0.29,28.999999999999996
2013-10-12,29,29.0,0.29,8.41
2013-10-13,17,29.0,0.29,4.93
2013-10-14,48,29.0,0.29,13.919999999999998
2013-10-15,47,29.0,0.29,13.629999999999999
2013-10-16,62,29.0,0.29,17.98
2013-10-17,49,29.0,0.29,14.209999999999999
2013-10-18,63,29.0,0.29,18.27
2013-10-19,34,29.0,0.29,9.86
2013-10-20,34,29.0,0.29,9.86
2013-10-21,92,29.0,0.29,26.68
2013-10-22,51,29.0,0.29,14.79
2013-10-23,37,29.0,0.29,10.729999999999999
2013-10-24,56,29.0,0.29,16.24
2013-10-25,50,29.0,0.29,14.499999999999998
2013-10-26,29,29.0,0.29,8.41
2013-10-27,16,29.0,0.29,4.64
2013-10-28,40,29.0,0.29,11.6
2013-10-29,47,29.0,0.29,13.629999999999999
2013-10-30,42,29.0,0.29,12.18
2013-10-31,33,29.0,0.29,9.569999999999999
2013-11-01,56,26.0,0.26,14.56
2013-11-02,25,26.0,0.26,6.5
2013-11-03,19,26.0,0.26,4.94
2013-11-04,64,26.0,0.26,16.64
2013-11-05,48,26.0,0.26,12.48
2013-11-06,51,26.0,0.26,13.26
2013-11-07,45,26.0,0.26,11.700000000000001
2013-11-08,54,26.0,0.26,14.040000000000001
2013-11-09,8,26.0,0.26,2.08
2013-11-10,17,26.0,0.26,4.42
2013-11-11,35,26.0,0.26,9.1
2013-11-12,45,26.0,0.26,11.700000000000001
2013-11-13,59,26.0,0.26,15.34
2013-11-14,69,26.0,0.26,17.94
2013-11-15,69,26.0,0.26,17.94
2013-11-16,25,26.0,0.26,6.5
2013-11-17,21,26.0,0.26,5.46
2013-11-18,47,26.0,0.26,12.22
2013-11-19,100,26.0,0.26,26.0
2013-11-20,76,26.0,0.26,19.76
2013-11-21,54,26.0,0.26,14.040000000000001
2013-11-22,76,26.0,0.26,19.76
2013-11-23,43,26.0,0.26,11.18
2013-11-24,6,26.0,0.26,1.56
2013-11-25,66,26.0,0.26,17.16
2013-11-26,45,26.0,0.26,11.700000000000001
2013-11-27,63,26.0,0.26,16.38
2013-11-28,10,26.0,0.26,2.6
2013-11-29,35,26.0,0.26,9.1
2013-11-30,17,26.0,0.26,4.42
2013-12-01,32,23.0,0.23,7.36
2013-12-02,61,23.0,0.23,14.030000000000001
2013-12-03,78,23.0,0.23,17.94
2013-12-04,81,23.0,0.23,18.630000000000003
2013-12-05,83,23.0,0.23,19.09
2013-12-06,65,23.0,0.23,14.950000000000001
2013-12-07,33,23.0,0.23,7.590000000000001
2013-12-08,18,23.0,0.23,4.140000000000001
2013-12-09,68,23.0,0.23,15.64
2013-12-10,37,23.0,0.23,8.51
2013-12-11,70,23.0,0.23,16.1
2013-12-12,93,23.0,0.23,21.39
2013-12-13,97,23.0,0.23,22.310000000000002
2013-12-14,25,23.0,0.23,5.75
2013-12-15,24,23.0,0.23,5.5200000000000005
2013-12-16,74,23.0,0.23,17.02
2013-12-17,70,23.0,0.23,16.1
2013-12-18,77,23.0,0.23,17.71
2013-12-19,92,23.0,0.23,21.16
2013-12-20,54,23.0,0.23,12.42
2013-12-21,40,23.0,0.23,9.200000000000001
2013-12-22,12,23.0,0.23,2.7600000000000002
2013-12-23,73,23.0,0.23,16.79
2013-12-24,54,23.0,0.23,12.42
2013-12-25,20,23.0,0.23,4.6000000000000005
2013-12-26,48,23.0,0.23,11.040000000000001
2013-12-27,65,23.0,0.23,14.950000000000001
2013-12-28,26,23.0,0.23,5.98
2013-12-29,19,23.0,0.23,4.37
2013-12-30,62,23.0,0.23,14.26
2013-12-31,100,23.0,0.23,23.0
2014-01-01,27,31.0,0.31,8.37
2014-01-02,41,31.0,0.31,12.709999999999999
2014-01-03,34,31.0,0.31,10.54
2014-01-04,10,31.0,0.31,3.1
2014-01-05,4,31.0,0.31,1.24
2014-01-06,37,31.0,0.31,11.47
2014-01-07,54,31.0,0.31,16.74
2014-01-08,46,31.0,0.31,14.26
2014-01-09,29,31.0,0.31,8.99
2014-01-10,44,31.0,0.31,13.64
2014-01-11,26,31.0,0.31,8.06
2014-01-12,27,31.0,0.31,8.37
2014-01-13,56,31.0,0.31,17.36
2014-01-14,100,31.0,0.31,31.0
2014-01-15,59,31.0,0.31,18.29
2014-01-16,53,31.0,0.31,16.43
2014-01-17,43,31.0,0.31,13.33
2014-01-18,18,31.0,0.31,5.58
2014-01-19,11,31.0,0.31,3.41
2014-01-20,20,31.0,0.31,6.2
2014-01-21,40,31.0,0.31,12.4
2014-01-22,34,31.0,0.31,10.54
2014-01-23,28,31.0,0.31,8.68
2014-01-24,47,31.0,0.31,14.57
2014-01-25,28,31.0,0.31,8.68
2014-01-26,18,31.0,0.31,5.58
2014-01-27,37,31.0,0.31,11.47
2014-01-28,51,31.0,0.31,15.81
2014-01-29,41,31.0,0.31,12.709999999999999
2014-01-30,43,31.0,0.31,13.33
2014-01-31,37,31.0,0.31,11.47
2014-02-01,50,24.0,0.24,12.0
2014-02-02,25,24.0,0.24,6.0
2014-02-03,85,24.0,0.24,20.4
2014-02-04,63,24.0,0.24,15.12
2014-02-05,87,24.0,0.24,20.88
2014-02-06,96,24.0,0.24,23.04
2014-02-07,92,24.0,0.24,22.08
2014-02-08,30,24.0,0.24,7.199999999999999
2014-02-09,32,24.0,0.24,7.68
2014-02-10,65,24.0,0.24,15.6
2014-02-11,60,24.0,0.24,14.399999999999999
2014-02-12,95,24.0,0.24,22.8
2014-02-13,67,24.0,0.24,16.08
2014-02-14,83,24.0,0.24,19.919999999999998
2014-02-15,32,24.0,0.24,7.68
2014-02-16,38,24.0,0.24,9.12
2014-02-17,40,24.0,0.24,9.6
2014-02-18,99,24.0,0.24,23.759999999999998
2014-02-19,76,24.0,0.24,18.24
2014-02-20,69,24.0,0.24,16.56
2014-02-21,60,24.0,0.24,14.399999999999999
2014-02-22,45,24.0,0.24,10.799999999999999
2014-02-23,29,24.0,0.24,6.96
2014-02-24,84,24.0,0.24,20.16
2014-02-25,100,24.0,0.24,24.0
2014-02-26,95,24.0,0.24,22.8
2014-02-27,67,24.0,0.24,16.08
2014-02-28,75,24.0,0.24,18.0
2014-03-01,37,24.0,0.24,8.879999999999999
2014-03-02,11,24.0,0.24,2.6399999999999997
2014-03-03,60,24.0,0.24,14.399999999999999
2014-03-04,77,24.0,0.24,18.48
2014-03-05,83,24.0,0.24,19.919999999999998
2014-03-06,64,24.0,0.24,15.36
2014-03-07,60,24.0,0.24,14.399999999999999
2014-03-08,26,24.0,0.24,6.24
2014-03-09,23,24.0,0.24,5.52
2014-03-10,65,24.0,0.24,15.6
2014-03-11,82,24.0,0.24,19.68
2014-03-12,68,24.0,0.24,16.32
2014-03-13,74,24.0,0.24,17.759999999999998
2014-03-14,80,24.0,0.24,19.2
2014-03-15,26,24.0,0.24,6.24
2014-03-16,14,24.0,0.24,3.36
2014-03-17,50,24.0,0.24,12.0
2014-03-18,76,24.0,0.24,18.24
2014-03-19,75,24.0,0.24,18.0
2014-03-20,71,24.0,0.24,17.04
2014-03-21,94,24.0,0.24,22.56
2014-03-22,19,24.0,0.24,4.56
2014-03-23,24,24.0,0.24,5.76
2014-03-24,79,24.0,0.24,18.96
2014-03-25,69,24.0,0.24,16.56
2014-03-26,100,24.0,0.24,24.0
2014-03-27,89,24.0,0.24,21.36
2014-03-28,84,24.0,0.24,20.16
2014-03-29,48,24.0,0.24,11.52
2014-03-30,26,24.0,0.24,6.24
2014-03-31,80,24.0,0.24,19.2
2014-04-01,36,26.0,0.26,9.36
2014-04-02,34,26.0,0.26,8.84
2014-04-03,43,26.0,0.26,11.18
2014-04-04,36,26.0,0.26,9.36
2014-04-05,8,26.0,0.26,2.08
2014-04-06,15,26.0,0.26,3.9000000000000004
2014-04-07,34,26.0,0.26,8.84
2014-04-08,26,26.0,0.26,6.76
2014-04-09,37,26.0,0.26,9.620000000000001
2014-04-10,49,26.0,0.26,12.74
2014-04-11,100,26.0,0.26,26.0
2014-04-12,37,26.0,0.26,9.620000000000001
2014-04-13,13,26.0,0.26,3.38
2014-04-14,44,26.0,0.26,11.440000000000001
2014-04-15,36,26.0,0.26,9.36
2014-04-16,47,26.0,0.26,12.22
2014-04-17,31,26.0,0.26,8.06
2014-04-18,19,26.0,0.26,4.94
2014-04-19,6,26.0,0.26,1.56
2014-04-20,11,26.0,0.26,2.8600000000000003
2014-04-21,25,26.0,0.26,6.5
2014-04-22,34,26.0,0.26,8.84
2014-04-23,32,26.0,0.26,8.32
2014-04-24,29,26.0,0.26,7.54
2014-04-25,21,26.0,0.26,5.46
2014-04-26,8,26.0,0.26,2.08
2014-04-27,9,26.0,0.26,2.34
2014-04-28,32,26.0,0.26,8.32
2014-04-29,35,26.0,0.26,9.1
2014-04-30,41,26.0,0.26,10.66
2014-05-01,66,22.0,0.22,14.52
2014-05-02,67,22.0,0.22,14.74
2014-05-03,42,22.0,0.22,9.24
2014-05-04,17,22.0,0.22,3.74
2014-05-05,85,22.0,0.22,18.7
2014-05-06,70,22.0,0.22,15.4
2014-05-07,80,22.0,0.22,17.6
2014-05-08,74,22.0,0.22,16.28
2014-05-09,31,22.0,0.22,6.82
2014-05-10,30,22.0,0.22,6.6
2014-05-11,35,22.0,0.22,7.7
2014-05-12,52,22.0,0.22,11.44
2014-05-13,70,22.0,0.22,15.4
2014-05-14,100,22.0,0.22,22.0
2014-05-15,76,22.0,0.22,16.72
2014-05-16,67,22.0,0.22,14.74
2014-05-17,27,22.0,0.22,5.94
2014-05-18,0,22.0,0.22,0.0
2014-05-19,53,22.0,0.22,11.66
2014-05-20,90,22.0,0.22,19.8
2014-05-21,81,22.0,0.22,17.82
2014-05-22,77,22.0,0.22,16.94
2014-05-23,69,22.0,0.22,15.18
2014-05-24,14,22.0,0.22,3.08
2014-05-25,46,22.0,0.22,10.12
2014-05-26,18,22.0,0.22,3.96
2014-05-27,76,22.0,0.22,16.72
2014-05-28,67,22.0,0.22,14.74
2014-05-29,47,22.0,0.22,10.34
2014-05-30,69,22.0,0.22,15.18
2014-05-31,21,22.0,0.22,4.62
2014-06-01,20,23.0,0.23,4.6000000000000005
2014-06-02,63,23.0,0.23,14.49
2014-06-03,98,23.0,0.23,22.540000000000003
2014-06-04,69,23.0,0.23,15.870000000000001
2014-06-05,91,23.0,0.23,20.93
2014-06-06,100,23.0,0.23,23.0
2014-06-07,41,23.0,0.23,9.43
2014-06-08,25,23.0,0.23,5.75
2014-06-09,62,23.0,0.23,14.26
2014-06-10,73,23.0,0.23,16.79
2014-06-11,82,23.0,0.23,18.86
2014-06-12,72,23.0,0.23,16.560000000000002
2014-06-13,76,23.0,0.23,17.48
2014-06-14,30,23.0,0.23,6.9
2014-06-15,0,23.0,0.23,0.0
2014-06-16,66,23.0,0.23,15.180000000000001
2014-06-17,66,23.0,0.23,15.180000000000001
2014-06-18,63,23.0,0.23,14.49
2014-06-19,63,23.0,0.23,14.49
2014-06-20,58,23.0,0.23,13.34
2014-06-21,0,23.0,0.23,0.0
2014-06-22,32,23.0,0.23,7.36
2014-06-23,84,23.0,0.23,19.32
2014-06-24,55,23.0,0.23,12.65
2014-06-25,61,23.0,0.23,14.030000000000001
2014-06-26,50,23.0,0.23,11.5
2014-06-27,65,23.0,0.23,14.950000000000001
2014-06-28,13,23.0,0.23,2.99
2014-06-29,0,23.0,0.23,0.0
2014-06-30,77,23.0,0.23,17.71
2014-07-01,50,26.0,0.26,13.0
2014-07-02,46,26.0,0.26,11.96
2014-07-03,54,26.0,0.26,14.040000000000001
2014-07-04,23,26.0,0.26,5.98
2014-07-05,8,26.0,0.26,2.08
2014-07-06,15,26.0,0.26,3.9000000000000004
2014-07-07,51,26.0,0.26,13.26
2014-07-08,32,26.0,0.26,8.32
2014-07-09,48,26.0,0.26,12.48
2014-07-10,57,26.0,0.26,14.82
2014-07-11,43,26.0,0.26,11.18
2014-07-12,27,26.0,0.26,7.0200000000000005
2014-07-13,8,26.0,0.26,2.08
2014-07-14,47,26.0,0.26,12.22
2014-07-15,100,26.0,0.26,26.0
2014-07-16,45,26.0,0.26,11.700000000000001
2014-07-17,32,26.0,0.26,8.32
2014-07-18,61,26.0,0.26,15.860000000000001
2014-07-19,17,26.0,0.26,4.42
2014-07-20,7,26.0,0.26,1.82
2014-07-21,45,26.0,0.26,11.700000000000001
2014-07-22,54,26.0,0.26,14.040000000000001
2014-07-23,47,26.0,0.26,12.22
2014-07-24,39,26.0,0.26,10.14
2014-07-25,45,26.0,0.26,11.700000000000001
2014-07-26,26,26.0,0.26,6.76
2014-07-27,17,26.0,0.26,4.42
2014-07-28,41,26.0,0.26,10.66
2014-07-29,46,26.0,0.26,11.96
2014-07-30,40,26.0,0.26,10.4
2014-07-31,61,26.0,0.26,15.860000000000001
2014-08-01,75,21.0,0.21,15.75
2014-08-02,28,21.0,0.21,5.88
2014-08-03,35,21.0,0.21,7.35
2014-08-04,51,21.0,0.21,10.709999999999999
2014-08-05,63,21.0,0.21,13.229999999999999
2014-08-06,39,21.0,0.21,8.19
2014-08-07,37,21.0,0.21,7.77
2014-08-08,46,21.0,0.21,9.66
2014-08-09,20,21.0,0.21,4.2
2014-08-10,18,21.0,0.21,3.78
2014-08-11,55,21.0,0.21,11.549999999999999
2014-08-12,63,21.0,0.21,13.229999999999999
2014-08-13,72,21.0,0.21,15.12
2014-08-14,82,21.0,0.21,17.22
2014-08-15,57,21.0,0.21,11.969999999999999
2014-08-16,37,21.0,0.21,7.77
2014-08-17,36,21.0,0.21,7.56
2014-08-18,78,21.0,0.21,16.38
2014-08-19,37,21.0,0.21,7.77
2014-08-20,77,21.0,0.21,16.169999999999998
2014-08-21,59,21.0,0.21,12.389999999999999
2014-08-22,52,21.0,0.21,10.92
2014-08-23,22,21.0,0.21,4.62
2014-08-24,17,21.0,0.21,3.57
2014-08-25,77,21.0,0.21,16.169999999999998
2014-08-26,75,21.0,0.21,15.75
2014-08-27,77,21.0,0.21,16.169999999999998
2014-08-28,100,21.0,0.21,21.0
2014-08-29,86,21.0,0.21,18.06
2014-08-30,7,21.0,0.21,1.47
2014-08-31,20,21.0,0.21,4.2
2014-09-01,17,20.0,0.2,3.4000000000000004
2014-09-02,63,20.0,0.2,12.600000000000001
2014-09-03,73,20.0,0.2,14.600000000000001
2014-09-04,53,20.0,0.2,10.600000000000001
2014-09-05,74,20.0,0.2,14.8
2014-09-06,45,20.0,0.2,9.0
2014-09-07,7,20.0,0.2,1.4000000000000001
2014-09-08,72,20.0,0.2,14.4
2014-09-09,64,20.0,0.2,12.8
2014-09-10,91,20.0,0.2,18.2
2014-09-11,65,20.0,0.2,13.0
2014-09-12,75,20.0,0.2,15.0
2014-09-13,43,20.0,0.2,8.6
2014-09-14,12,20.0,0.2,2.4000000000000004
2014-09-15,64,20.0,0.2,12.8
2014-09-16,93,20.0,0.2,18.6
2014-09-17,57,20.0,0.2,11.4
2014-09-18,90,20.0,0.2,18.0
2014-09-19,100,20.0,0.2,20.0
2014-09-20,50,20.0,0.2,10.0
2014-09-21,34,20.0,0.2,6.800000000000001
2014-09-22,45,20.0,0.2,9.0
2014-09-23,59,20.0,0.2,11.8
2014-09-24,79,20.0,0.2,15.8
2014-09-25,67,20.0,0.2,13.4
2014-09-26,75,20.0,0.2,15.0
2014-09-27,0,20.0,0.2,0.0
2014-09-28,23,20.0,0.2,4.6000000000000005
2014-09-29,45,20.0,0.2,9.0
2014-09-30,83,20.0,0.2,16.6
2014-10-01,67,25.0,0.25,16.75
