date,CRM
2015-05-19,45.92
2015-05-20,55.440000000000005
2015-05-21,54.32000000000001
2015-05-22,44.800000000000004
2015-05-23,19.6
2015-05-24,12.88
2015-05-25,18.48
2015-05-26,48.720000000000006
2015-05-27,52.080000000000005
2015-05-28,47.040000000000006
2015-05-29,37.52
2015-05-30,16.240000000000002
2015-05-31,12.88
2015-06-01,49.14
2015-06-02,54.18
2015-06-03,57.96
2015-06-04,56.7
2015-06-05,53.55
2015-06-06,22.05
2015-06-07,19.53
2015-06-08,51.03
2015-06-09,54.81
2015-06-10,57.96
2015-06-11,56.07
2015-06-12,47.25
2015-06-13,20.79
2015-06-14,17.64
2015-06-15,53.55
2015-06-16,56.07
2015-06-17,61.74
2015-06-18,59.22
2015-06-19,46.62
2015-06-20,20.16
2015-06-21,15.75
2015-06-22,59.22
2015-06-23,60.480000000000004
2015-06-24,57.33
2015-06-25,63.0
2015-06-26,52.92
2015-06-27,22.05
2015-06-28,18.27
2015-06-29,57.33
2015-06-30,58.59
2015-07-01,51.24
2015-07-02,44.53
2015-07-03,23.18
2015-07-04,14.64
2015-07-05,14.03
2015-07-06,51.24
2015-07-07,57.339999999999996
2015-07-08,58.56
2015-07-09,58.56
2015-07-10,49.41
2015-07-11,15.86
2015-07-12,18.3
2015-07-13,49.41
2015-07-14,53.68
2015-07-15,57.339999999999996
2015-07-16,53.07
2015-07-17,51.85
2015-07-18,18.3
2015-07-19,17.08
2015-07-20,54.9
2015-07-21,59.17
2015-07-22,56.73
2015-07-23,61.0
2015-07-24,48.19
2015-07-25,22.57
2015-07-26,13.42
2015-07-27,54.9
2015-07-28,54.29
2015-07-29,55.51
2015-07-30,56.12
2015-07-31,51.24
2015-08-01,15.0
2015-08-02,14.399999999999999
2015-08-03,54.6
2015-08-04,58.8
2015-08-05,54.0
2015-08-06,57.0
2015-08-07,41.4
2015-08-08,19.8
2015-08-09,15.0
2015-08-10,51.6
2015-08-11,47.4
2015-08-12,59.4
2015-08-13,49.199999999999996
2015-08-14,39.0
2015-08-15,14.399999999999999
2015-08-16,14.399999999999999
2015-08-17,48.0
2015-08-18,52.199999999999996
2015-08-19,57.0
2015-08-20,54.0
2015-08-21,52.199999999999996
2015-08-22,19.8
2015-08-23,18.0
2015-08-24,51.0
2015-08-25,51.6
2015-08-26,57.0
2015-08-27,60.0
2015-08-28,46.199999999999996
2015-08-29,19.2
2015-08-30,18.0
2015-08-31,40.8
2015-09-01,57.99999999999999
2015-09-02,55.099999999999994
2015-09-03,46.4
2015-09-04,41.76
2015-09-05,17.4
2015-09-06,14.499999999999998
2015-09-07,20.88
2015-09-08,53.94
2015-09-09,55.099999999999994
2015-09-10,56.839999999999996
2015-09-11,47.559999999999995
2015-09-12,20.88
2015-09-13,16.82
