date,IBM
2015-01-17,22.080000000000002
2015-01-18,21.16
2015-01-19,52.440000000000005
2015-01-20,66.24000000000001
2015-01-21,66.24000000000001
2015-01-22,65.32000000000001
2015-01-23,62.56
2015-01-24,27.6
2015-01-25,28.52
2015-01-26,92.0
2015-01-27,78.2
2015-01-28,89.24000000000001
2015-01-29,84.64
2015-01-30,68.08
2015-01-31,28.52
2015-02-01,28.5
2015-02-02,58.5
2015-02-03,67.5
2015-02-04,75.0
2015-02-05,64.5
2015-02-06,51.75
2015-02-07,33.75
2015-02-08,26.25
2015-02-09,58.5
2015-02-10,55.5
2015-02-11,60.0
2015-02-12,57.0
2015-02-13,51.0
2015-02-14,26.25
2015-02-15,26.25
2015-02-16,45.0
2015-02-17,59.25
2015-02-18,66.75
2015-02-19,65.25
2015-02-20,60.0
2015-02-21,27.0
2015-02-22,28.5
2015-02-23,57.75
2015-02-24,58.5
2015-02-25,64.5
2015-02-26,63.0
2015-02-27,56.25
2015-02-28,27.75
2015-03-01,30.810000000000002
2015-03-02,73.47
2015-03-03,75.84
2015-03-04,77.42
2015-03-05,67.94
2015-03-06,71.89
2015-03-07,32.39
2015-03-08,28.44
2015-03-09,70.31
2015-03-10,73.47
2015-03-11,75.84
2015-03-12,72.68
2015-03-13,73.47
2015-03-14,33.97
2015-03-15,30.020000000000003
2015-03-16,71.89
2015-03-17,79.0
2015-03-18,77.42
2015-03-19,76.63000000000001
2015-03-20,70.31
2015-03-21,37.92
2015-03-22,26.07
2015-03-23,72.68
2015-03-24,75.05
2015-03-25,67.94
2015-03-26,75.84
2015-03-27,70.31
2015-03-28,30.020000000000003
2015-03-29,30.020000000000003
2015-03-30,71.10000000000001
2015-03-31,77.42
2015-04-01,70.4
2015-04-02,62.48
2015-04-03,53.68
2015-04-04,22.88
2015-04-05,26.4
2015-04-06,63.36
2015-04-07,66.0
2015-04-08,68.64
2015-04-09,62.48
2015-04-10,59.84
2015-04-11,29.04
2015-04-12,29.92
2015-04-13,64.24
2015-04-14,79.2
2015-04-15,68.64
2015-04-16,66.88
2015-04-17,65.12
2015-04-18,32.56
2015-04-19,29.04
2015-04-20,88.0
2015-04-21,87.12
2015-04-22,69.52
2015-04-23,77.44
