date,MCD
2015-03-23,17.080000000000002
2015-03-24,21.28
2015-03-25,20.160000000000004
2015-03-26,16.8
2015-03-27,16.520000000000003
2015-03-28,7.56
2015-03-29,12.88
2015-03-30,18.48
2015-03-31,21.840000000000003
2015-04-01,27.26
2015-04-02,27.84
2015-04-03,18.27
2015-04-04,15.079999999999998
2015-04-05,23.49
2015-04-06,26.97
2015-04-07,16.82
2015-04-08,17.11
2015-04-09,28.71
2015-04-10,20.01
2015-04-11,18.56
2015-04-12,14.21
2015-04-13,18.27
2015-04-14,21.75
2015-04-15,25.81
2015-04-16,24.07
2015-04-17,19.43
2015-04-18,17.98
2015-04-19,8.41
2015-04-20,23.78
2015-04-21,26.68
2015-04-22,26.1
2015-04-23,26.1
2015-04-24,21.17
2015-04-25,14.499999999999998
2015-04-26,18.56
2015-04-27,21.46
2015-04-28,21.17
2015-04-29,21.17
2015-04-30,29.0
2015-05-01,10.920000000000002
2015-05-02,7.280000000000001
2015-05-03,10.920000000000002
2015-05-04,21.000000000000004
2015-05-05,19.6
2015-05-06,28.000000000000004
2015-05-07,15.400000000000002
2015-05-08,17.64
2015-05-09,15.12
2015-05-10,4.760000000000001
2015-05-11,18.76
2015-05-12,16.240000000000002
2015-05-13,15.68
2015-05-14,16.8
2015-05-15,13.72
2015-05-16,13.160000000000002
2015-05-17,8.4
2015-05-18,16.520000000000003
2015-05-19,19.040000000000003
2015-05-20,21.56
2015-05-21,17.360000000000003
2015-05-22,11.760000000000002
2015-05-23,14.000000000000002
2015-05-24,9.8
2015-05-25,3.92
2015-05-26,15.12
2015-05-27,15.96
2015-05-28,22.96
2015-05-29,16.8
2015-05-30,8.120000000000001
2015-05-31,12.04
2015-06-01,16.8
2015-06-02,24.64
2015-06-03,26.040000000000003
2015-06-04,22.12
2015-06-05,27.72
2015-06-06,12.6
2015-06-07,24.360000000000003
2015-06-08,26.040000000000003
2015-06-09,24.64
2015-06-10,26.040000000000003
2015-06-11,22.4
2015-06-12,21.000000000000004
2015-06-13,22.680000000000003
2015-06-14,19.040000000000003
2015-06-15,23.520000000000003
2015-06-16,24.64
2015-06-17,20.72
2015-06-18,25.76
2015-06-19,26.6
2015-06-20,17.92
2015-06-21,13.72
2015-06-22,19.880000000000003
2015-06-23,18.76
2015-06-24,17.080000000000002
2015-06-25,21.840000000000003
2015-06-26,19.880000000000003
2015-06-27,21.28
2015-06-28,10.080000000000002
2015-06-29,28.000000000000004
2015-06-30,25.200000000000003
2015-07-01,12.0
2015-07-02,11.0
2015-07-03,6.0
2015-07-04,10.0
2015-07-05,6.0
2015-07-06,12.0
2015-07-07,13.0
2015-07-08,18.0
2015-07-09,15.0
2015-07-10,17.0
2015-07-11,19.0
2015-07-12,14.0
2015-07-13,13.0
2015-07-14,15.0
2015-07-15,21.0
2015-07-16,31.0
2015-07-17,42.0
2015-07-18,25.0
2015-07-19,26.0
2015-07-20,68.0
2015-07-21,82.0
2015-07-22,83.0
2015-07-23,100.0
2015-07-24,97.0
2015-07-25,91.0
2015-07-26,84.0
2015-07-27,78.0
2015-07-28,62.0
2015-07-29,83.0
