date,TSLA
2015-06-07,0.49000000000000005
2015-06-08,5.8100000000000005
2015-06-09,7.000000000000001
2015-06-10,6.16
2015-06-11,4.550000000000001
2015-06-12,3.8500000000000005
2015-06-13,1.9600000000000002
2015-06-14,1.2600000000000002
2015-06-15,4.970000000000001
2015-06-16,4.69
2015-06-17,5.670000000000001
2015-06-18,5.390000000000001
2015-06-19,5.250000000000001
2015-06-20,1.6800000000000002
2015-06-21,1.6800000000000002
2015-06-22,5.880000000000001
2015-06-23,4.970000000000001
2015-06-24,5.390000000000001
2015-06-25,4.970000000000001
2015-06-26,5.11
2015-06-27,1.33
2015-06-28,1.2600000000000002
2015-06-29,5.390000000000001
2015-06-30,5.95
2015-07-01,4.48
2015-07-02,6.16
2015-07-03,4.0
2015-07-04,1.12
2015-07-05,1.36
2015-07-06,5.28
2015-07-07,5.12
2015-07-08,6.32
2015-07-09,5.68
2015-07-10,4.88
2015-07-11,1.28
2015-07-12,0.4
2015-07-13,3.92
2015-07-14,3.84
2015-07-15,4.64
2015-07-16,4.64
2015-07-17,7.68
2015-07-18,3.12
2015-07-19,1.28
2015-07-20,6.88
2015-07-21,8.0
2015-07-22,6.24
2015-07-23,4.8
2015-07-24,4.32
2015-07-25,1.12
2015-07-26,1.92
2015-07-27,4.88
2015-07-28,5.12
2015-07-29,4.96
2015-07-30,5.44
2015-07-31,4.48
2015-08-01,1.0
2015-08-02,0.5
2015-08-03,2.7
2015-08-04,3.0
2015-08-05,7.800000000000001
2015-08-06,10.0
2015-08-07,4.5
2015-08-08,1.5
2015-08-09,1.4000000000000001
2015-08-10,4.2
2015-08-11,3.0
2015-08-12,2.8000000000000003
2015-08-13,5.1000000000000005
2015-08-14,3.3000000000000003
2015-08-15,1.4000000000000001
2015-08-16,0.8
2015-08-17,4.3
2015-08-18,3.8000000000000003
2015-08-19,3.0
2015-08-20,4.0
2015-08-21,5.0
2015-08-22,1.5
2015-08-23,1.0
2015-08-24,6.9
2015-08-25,5.9
2015-08-26,4.3
2015-08-27,5.1000000000000005
2015-08-28,4.4
2015-08-29,1.3
2015-08-30,0.8
2015-08-31,3.2
2015-09-01,5.11
2015-09-02,5.74
2015-09-03,6.65
2015-09-04,5.040000000000001
2015-09-05,1.61
2015-09-06,1.2600000000000002
2015-09-07,1.2600000000000002
2015-09-08,4.130000000000001
2015-09-09,3.5700000000000003
2015-09-10,4.0600000000000005
2015-09-11,3.6400000000000006
2015-09-12,0.9800000000000001
2015-09-13,0.9100000000000001
2015-09-14,3.7800000000000002
2015-09-15,4.550000000000001
2015-09-16,4.48
2015-09-17,4.550000000000001
2015-09-18,3.9200000000000004
2015-09-19,2.0300000000000002
2015-09-20,0.7000000000000001
2015-09-21,4.41
2015-09-22,4.550000000000001
2015-09-23,4.0600000000000005
2015-09-24,3.7800000000000002
2015-09-25,3.8500000000000005
2015-09-26,0.9800000000000001
2015-09-27,0.42000000000000004
2015-09-28,3.6400000000000006
2015-09-29,4.83
2015-09-30,7.000000000000001
2015-10-01,4.16
2015-10-02,3.36
2015-10-03,1.28
2015-10-04,0.96
2015-10-05,3.6
2015-10-06,2.96
2015-10-07,3.2800000000000002
2015-10-08,3.12
2015-10-09,4.4
2015-10-10,1.2
2015-10-11,0.64
2015-10-12,3.6
2015-10-13,3.92
2015-10-14,3.04
2015-10-15,3.2
2015-10-16,2.88
2015-10-17,0.8
2015-10-18,0.48
2015-10-19,2.56
2015-10-20,8.0
2015-10-21,5.68
2015-10-22,4.48
2015-10-23,4.08
2015-10-24,1.12
2015-10-25,0.72
2015-10-26,3.12
2015-10-27,3.44
2015-10-28,3.04
2015-10-29,2.48
2015-10-30,2.88
2015-10-31,0.96
2015-11-01,0.6
2015-11-02,2.4
2015-11-03,5.64
2015-11-04,6.0
2015-11-05,3.48
2015-11-06,2.34
2015-11-07,0.54
2015-11-08,0.3
2015-11-09,1.8599999999999999
2015-11-10,2.28
2015-11-11,1.7999999999999998
2015-11-12,1.74
2015-11-13,1.8599999999999999
2015-11-14,0.54
2015-11-15,0.42
2015-11-16,1.5
2015-11-17,1.44
2015-11-18,1.74
2015-11-19,1.68
2015-11-20,3.0
2015-11-21,0.72
2015-11-22,0.48
2015-11-23,1.92
2015-11-24,1.74
2015-11-25,1.56
2015-11-26,0.78
2015-11-27,1.08
2015-11-28,0.18
2015-11-29,0.36
2015-11-30,1.44
2015-12-01,2.72
2015-12-02,2.2800000000000002
2015-12-03,3.2
2015-12-04,2.84
2015-12-05,1.28
2015-12-06,1.0
2015-12-07,2.64
2015-12-08,2.4
2015-12-09,2.96
2015-12-10,3.12
