date,CRM_unscaled,CRM_monthly,scale,CRM
2018-02-06,70,63.0,0.63,44.1
2018-02-07,67,63.0,0.63,42.21
2018-02-08,64,63.0,0.63,40.32
2018-02-09,67,63.0,0.63,42.21
2018-02-10,37,63.0,0.63,23.31
2018-02-11,25,63.0,0.63,15.75
2018-02-12,61,63.0,0.63,38.43
2018-02-13,67,63.0,0.63,42.21
2018-02-14,63,63.0,0.63,39.69
2018-02-15,71,63.0,0.63,44.73
2018-02-16,64,63.0,0.63,40.32
2018-02-17,31,63.0,0.63,19.53
2018-02-18,26,63.0,0.63,16.38
2018-02-19,53,63.0,0.63,33.39
2018-02-20,70,63.0,0.63,44.1
2018-02-21,67,63.0,0.63,42.21
2018-02-22,69,63.0,0.63,43.47
2018-02-23,67,63.0,0.63,42.21
2018-02-24,33,63.0,0.63,20.79
2018-02-25,28,63.0,0.63,17.64
2018-02-26,64,63.0,0.63,40.32
2018-02-27,70,63.0,0.63,44.1
2018-02-28,100,63.0,0.63,63.0
2018-03-01,100,63.0,0.63,63.0
2018-03-02,81,63.0,0.63,51.03
2018-03-03,46,63.0,0.63,28.98
2018-03-04,37,63.0,0.63,23.31
2018-03-05,87,63.0,0.63,54.81
2018-03-06,92,63.0,0.63,57.96
2018-03-07,87,63.0,0.63,54.81
2018-03-08,89,63.0,0.63,56.07
2018-03-09,83,63.0,0.63,52.29
2018-03-10,46,63.0,0.63,28.98
2018-03-11,32,63.0,0.63,20.16
2018-03-12,83,63.0,0.63,52.29
2018-03-13,83,63.0,0.63,52.29
2018-03-14,72,63.0,0.63,45.36
2018-03-15,82,63.0,0.63,51.660000000000004
2018-03-16,63,63.0,0.63,39.69
2018-03-17,38,63.0,0.63,23.94
2018-03-18,33,63.0,0.63,20.79
2018-03-19,78,63.0,0.63,49.14
2018-03-20,77,63.0,0.63,48.51
2018-03-21,94,63.0,0.63,59.22
2018-03-22,87,63.0,0.63,54.81
2018-03-23,79,63.0,0.63,49.77
2018-03-24,31,63.0,0.63,19.53
2018-03-25,30,63.0,0.63,18.9
2018-03-26,79,63.0,0.63,49.77
2018-03-27,94,63.0,0.63,59.22
2018-03-28,84,63.0,0.63,52.92
2018-03-29,90,63.0,0.63,56.7
2018-03-30,59,63.0,0.63,37.17
2018-03-31,42,63.0,0.63,26.46
2018-04-01,21,60.0,0.6,12.6
2018-04-02,95,60.0,0.6,57.0
2018-04-03,83,60.0,0.6,49.8
2018-04-04,96,60.0,0.6,57.599999999999994
2018-04-05,100,60.0,0.6,60.0
2018-04-06,78,60.0,0.6,46.8
2018-04-07,47,60.0,0.6,28.2
2018-04-08,38,60.0,0.6,22.8
2018-04-09,85,60.0,0.6,51.0
2018-04-10,83,60.0,0.6,49.8
2018-04-11,78,60.0,0.6,46.8
2018-04-12,90,60.0,0.6,54.0
2018-04-13,79,60.0,0.6,47.4
2018-04-14,46,60.0,0.6,27.599999999999998
2018-04-15,40,60.0,0.6,24.0
2018-04-16,88,60.0,0.6,52.8
2018-04-17,91,60.0,0.6,54.6
2018-04-18,100,60.0,0.6,60.0
2018-04-19,84,60.0,0.6,50.4
2018-04-20,81,60.0,0.6,48.6
2018-04-21,50,60.0,0.6,30.0
2018-04-22,35,60.0,0.6,21.0
2018-04-23,85,60.0,0.6,51.0
2018-04-24,97,60.0,0.6,58.199999999999996
2018-04-25,93,60.0,0.6,55.8
2018-04-26,90,60.0,0.6,54.0
2018-04-27,82,60.0,0.6,49.199999999999996
2018-04-28,41,60.0,0.6,24.599999999999998
2018-04-29,28,60.0,0.6,16.8
2018-04-30,85,60.0,0.6,51.0
2018-05-01,73,63.0,0.63,45.99
2018-05-02,69,63.0,0.63,43.47
2018-05-03,66,63.0,0.63,41.58
2018-05-04,62,63.0,0.63,39.06
2018-05-05,43,63.0,0.63,27.09
2018-05-06,30,63.0,0.63,18.9
2018-05-07,75,63.0,0.63,47.25
2018-05-08,78,63.0,0.63,49.14
2018-05-09,79,63.0,0.63,49.77
2018-05-10,76,63.0,0.63,47.88
2018-05-11,71,63.0,0.63,44.73
2018-05-12,35,63.0,0.63,22.05
2018-05-13,34,63.0,0.63,21.42
2018-05-14,70,63.0,0.63,44.1
2018-05-15,76,63.0,0.63,47.88
2018-05-16,77,63.0,0.63,48.51
2018-05-17,75,63.0,0.63,47.25
2018-05-18,60,63.0,0.63,37.8
2018-05-19,37,63.0,0.63,23.31
2018-05-20,37,63.0,0.63,23.31
2018-05-21,69,63.0,0.63,43.47
2018-05-22,79,63.0,0.63,49.77
2018-05-23,75,63.0,0.63,47.25
2018-05-24,81,63.0,0.63,51.03
2018-05-25,63,63.0,0.63,39.69
2018-05-26,38,63.0,0.63,23.94
2018-05-27,42,63.0,0.63,26.46
2018-05-28,36,63.0,0.63,22.68
2018-05-29,96,63.0,0.63,60.480000000000004
2018-05-30,100,63.0,0.63,63.0
2018-05-31,91,63.0,0.63,57.33
2018-06-01,79,66.0,0.66,52.14
2018-06-02,42,66.0,0.66,27.720000000000002
2018-06-03,51,66.0,0.66,33.660000000000004
2018-06-04,84,66.0,0.66,55.440000000000005
2018-06-05,82,66.0,0.66,54.120000000000005
2018-06-06,94,66.0,0.66,62.040000000000006
2018-06-07,94,66.0,0.66,62.040000000000006
2018-06-08,81,66.0,0.66,53.46
2018-06-09,39,66.0,0.66,25.740000000000002
2018-06-10,34,66.0,0.66,22.44
2018-06-11,88,66.0,0.66,58.080000000000005
2018-06-12,93,66.0,0.66,61.38
2018-06-13,100,66.0,0.66,66.0
2018-06-14,91,66.0,0.66,60.06
2018-06-15,73,66.0,0.66,48.18
2018-06-16,38,66.0,0.66,25.080000000000002
2018-06-17,28,66.0,0.66,18.48
2018-06-18,100,66.0,0.66,66.0
2018-06-19,89,66.0,0.66,58.74
2018-06-20,87,66.0,0.66,57.42
2018-06-21,86,66.0,0.66,56.760000000000005
2018-06-22,83,66.0,0.66,54.78
2018-06-23,35,66.0,0.66,23.1
2018-06-24,34,66.0,0.66,22.44
2018-06-25,84,66.0,0.66,55.440000000000005
2018-06-26,93,66.0,0.66,61.38
2018-06-27,85,66.0,0.66,56.1
2018-06-28,96,66.0,0.66,63.36
2018-06-29,83,66.0,0.66,54.78
2018-06-30,35,66.0,0.66,23.1
2018-07-01,37,59.0,0.59,21.83
2018-07-02,69,59.0,0.59,40.71
2018-07-03,75,59.0,0.59,44.25
2018-07-04,34,59.0,0.59,20.06
2018-07-05,75,59.0,0.59,44.25
2018-07-06,57,59.0,0.59,33.629999999999995
2018-07-07,28,59.0,0.59,16.52
2018-07-08,42,59.0,0.59,24.779999999999998
2018-07-09,87,59.0,0.59,51.33
2018-07-10,82,59.0,0.59,48.379999999999995
2018-07-11,78,59.0,0.59,46.019999999999996
2018-07-12,75,59.0,0.59,44.25
2018-07-13,71,59.0,0.59,41.89
2018-07-14,30,59.0,0.59,17.7
2018-07-15,38,59.0,0.59,22.419999999999998
2018-07-16,72,59.0,0.59,42.48
2018-07-17,82,59.0,0.59,48.379999999999995
2018-07-18,77,59.0,0.59,45.43
2018-07-19,84,59.0,0.59,49.559999999999995
2018-07-20,59,59.0,0.59,34.809999999999995
2018-07-21,30,59.0,0.59,17.7
2018-07-22,44,59.0,0.59,25.959999999999997
2018-07-23,79,59.0,0.59,46.61
2018-07-24,100,59.0,0.59,59.0
2018-07-25,83,59.0,0.59,48.97
2018-07-26,77,59.0,0.59,45.43
2018-07-27,69,59.0,0.59,40.71
2018-07-28,30,59.0,0.59,17.7
2018-07-29,41,59.0,0.59,24.189999999999998
2018-07-30,74,59.0,0.59,43.66
2018-07-31,83,59.0,0.59,48.97
2018-08-01,64,64.0,0.64,40.96
2018-08-02,62,64.0,0.64,39.68
2018-08-03,59,64.0,0.64,37.76
2018-08-04,24,64.0,0.64,15.36
2018-08-05,38,64.0,0.64,24.32
2018-08-06,70,64.0,0.64,44.800000000000004
2018-08-07,70,64.0,0.64,44.800000000000004
2018-08-08,77,64.0,0.64,49.28
2018-08-09,66,64.0,0.64,42.24
2018-08-10,61,64.0,0.64,39.04
2018-08-11,32,64.0,0.64,20.48
2018-08-12,32,64.0,0.64,20.48
2018-08-13,62,64.0,0.64,39.68
2018-08-14,72,64.0,0.64,46.08
2018-08-15,67,64.0,0.64,42.88
2018-08-16,75,64.0,0.64,48.0
2018-08-17,56,64.0,0.64,35.84
2018-08-18,28,64.0,0.64,17.92
2018-08-19,34,64.0,0.64,21.76
2018-08-20,66,64.0,0.64,42.24
2018-08-21,70,64.0,0.64,44.800000000000004
2018-08-22,66,64.0,0.64,42.24
2018-08-23,65,64.0,0.64,41.6
2018-08-24,68,64.0,0.64,43.52
2018-08-25,25,64.0,0.64,16.0
2018-08-26,36,64.0,0.64,23.04
2018-08-27,68,64.0,0.64,43.52
2018-08-28,74,64.0,0.64,47.36
2018-08-29,100,64.0,0.64,64.0
2018-08-30,86,64.0,0.64,55.04
2018-08-31,58,64.0,0.64,37.12
2018-09-01,34,59.0,0.59,20.06
2018-09-02,42,59.0,0.59,24.779999999999998
2018-09-03,38,59.0,0.59,22.419999999999998
2018-09-04,95,59.0,0.59,56.05
2018-09-05,100,59.0,0.59,59.0
2018-09-06,87,59.0,0.59,51.33
2018-09-07,77,59.0,0.59,45.43
2018-09-08,38,59.0,0.59,22.419999999999998
2018-09-09,41,59.0,0.59,24.189999999999998
2018-09-10,82,59.0,0.59,48.379999999999995
2018-09-11,97,59.0,0.59,57.23
2018-09-12,92,59.0,0.59,54.279999999999994
2018-09-13,90,59.0,0.59,53.099999999999994
2018-09-14,82,59.0,0.59,48.379999999999995
2018-09-15,40,59.0,0.59,23.599999999999998
2018-09-16,33,59.0,0.59,19.47
2018-09-17,92,59.0,0.59,54.279999999999994
2018-09-18,97,59.0,0.59,57.23
2018-09-19,91,59.0,0.59,53.69
2018-09-20,91,59.0,0.59,53.69
2018-09-21,87,59.0,0.59,51.33
2018-09-22,36,59.0,0.59,21.24
2018-09-23,31,59.0,0.59,18.29
2018-09-24,90,59.0,0.59,53.099999999999994
2018-09-25,97,59.0,0.59,57.23
2018-09-26,93,59.0,0.59,54.87
2018-09-27,86,59.0,0.59,50.739999999999995
2018-09-28,86,59.0,0.59,50.739999999999995
2018-09-29,38,59.0,0.59,22.419999999999998
2018-09-30,33,59.0,0.59,19.47
2018-10-01,88,62.0,0.62,54.56
2018-10-02,89,62.0,0.62,55.18
2018-10-03,92,62.0,0.62,57.04
2018-10-04,98,62.0,0.62,60.76
2018-10-05,81,62.0,0.62,50.22
2018-10-06,39,62.0,0.62,24.18
2018-10-07,41,62.0,0.62,25.419999999999998
2018-10-08,83,62.0,0.62,51.46
2018-10-09,96,62.0,0.62,59.519999999999996
2018-10-10,98,62.0,0.62,60.76
2018-10-11,95,62.0,0.62,58.9
2018-10-12,94,62.0,0.62,58.28
2018-10-13,39,62.0,0.62,24.18
2018-10-14,39,62.0,0.62,24.18
2018-10-15,89,62.0,0.62,55.18
2018-10-16,100,62.0,0.62,62.0
2018-10-17,82,62.0,0.62,50.839999999999996
2018-10-18,84,62.0,0.62,52.08
2018-10-19,87,62.0,0.62,53.94
2018-10-20,36,62.0,0.62,22.32
2018-10-21,40,62.0,0.62,24.8
2018-10-22,88,62.0,0.62,54.56
2018-10-23,95,62.0,0.62,58.9
2018-10-24,90,62.0,0.62,55.8
2018-10-25,92,62.0,0.62,57.04
2018-10-26,71,62.0,0.62,44.02
2018-10-27,40,62.0,0.62,24.8
2018-10-28,43,62.0,0.62,26.66
2018-10-29,86,62.0,0.62,53.32
2018-10-30,94,62.0,0.62,58.28
2018-10-31,86,62.0,0.62,53.32
2018-11-01,64,61.0,0.61,39.04
2018-11-02,64,61.0,0.61,39.04
2018-11-03,27,61.0,0.61,16.47
2018-11-04,34,61.0,0.61,20.74
2018-11-05,69,61.0,0.61,42.089999999999996
2018-11-06,63,61.0,0.61,38.43
2018-11-07,60,61.0,0.61,36.6
2018-11-08,66,61.0,0.61,40.26
2018-11-09,57,61.0,0.61,34.769999999999996
2018-11-10,25,61.0,0.61,15.25
2018-11-11,32,61.0,0.61,19.52
2018-11-12,54,61.0,0.61,32.94
2018-11-13,71,61.0,0.61,43.31
2018-11-14,72,61.0,0.61,43.92
2018-11-15,60,61.0,0.61,36.6
2018-11-16,60,61.0,0.61,36.6
2018-11-17,32,61.0,0.61,19.52
2018-11-18,27,61.0,0.61,16.47
2018-11-19,67,61.0,0.61,40.87
2018-11-20,68,61.0,0.61,41.48
2018-11-21,55,61.0,0.61,33.55
2018-11-22,16,61.0,0.61,9.76
2018-11-23,23,61.0,0.61,14.03
2018-11-24,20,61.0,0.61,12.2
2018-11-25,26,61.0,0.61,15.86
2018-11-26,63,61.0,0.61,38.43
2018-11-27,86,61.0,0.61,52.46
2018-11-28,100,61.0,0.61,61.0
2018-11-29,76,61.0,0.61,46.36
2018-11-30,62,61.0,0.61,37.82
2018-12-01,37,49.0,0.49,18.13
2018-12-02,43,49.0,0.49,21.07
2018-12-03,89,49.0,0.49,43.61
2018-12-04,100,49.0,0.49,49.0
2018-12-05,84,49.0,0.49,41.16
2018-12-06,89,49.0,0.49,43.61
2018-12-07,87,49.0,0.49,42.63
2018-12-08,38,49.0,0.49,18.62
2018-12-09,49,49.0,0.49,24.009999999999998
2018-12-10,79,49.0,0.49,38.71
2018-12-11,92,49.0,0.49,45.08
2018-12-12,86,49.0,0.49,42.14
2018-12-13,95,49.0,0.49,46.55
2018-12-14,74,49.0,0.49,36.26
2018-12-15,33,49.0,0.49,16.169999999999998
2018-12-16,33,49.0,0.49,16.169999999999998
2018-12-17,82,49.0,0.49,40.18
2018-12-18,92,49.0,0.49,45.08
2018-12-19,79,49.0,0.49,38.71
2018-12-20,96,49.0,0.49,47.04
2018-12-21,83,49.0,0.49,40.67
2018-12-22,34,49.0,0.49,16.66
2018-12-23,24,49.0,0.49,11.76
2018-12-24,39,49.0,0.49,19.11
2018-12-25,23,49.0,0.49,11.27
2018-12-26,54,49.0,0.49,26.46
2018-12-27,73,49.0,0.49,35.769999999999996
2018-12-28,81,49.0,0.49,39.69
2018-12-29,33,49.0,0.49,16.169999999999998
2018-12-30,33,49.0,0.49,16.169999999999998
2018-12-31,39,49.0,0.49,19.11
2019-01-01,25,59.0,0.59,14.75
2019-01-02,63,59.0,0.59,37.169999999999995
2019-01-03,70,59.0,0.59,41.3
2019-01-04,80,59.0,0.59,47.199999999999996
2019-01-05,38,59.0,0.59,22.419999999999998
2019-01-06,25,59.0,0.59,14.75
2019-01-07,71,59.0,0.59,41.89
2019-01-08,77,59.0,0.59,45.43
2019-01-09,91,59.0,0.59,53.69
2019-01-10,92,59.0,0.59,54.279999999999994
2019-01-11,75,59.0,0.59,44.25
2019-01-12,28,59.0,0.59,16.52
2019-01-13,30,59.0,0.59,17.7
2019-01-14,75,59.0,0.59,44.25
2019-01-15,81,59.0,0.59,47.79
2019-01-16,81,59.0,0.59,47.79
2019-01-17,100,59.0,0.59,59.0
2019-01-18,70,59.0,0.59,41.3
2019-01-19,37,59.0,0.59,21.83
2019-01-20,31,59.0,0.59,18.29
2019-01-21,56,59.0,0.59,33.04
2019-01-22,82,59.0,0.59,48.379999999999995
2019-01-23,78,59.0,0.59,46.019999999999996
2019-01-24,88,59.0,0.59,51.919999999999995
2019-01-25,63,59.0,0.59,37.169999999999995
2019-01-26,33,59.0,0.59,19.47
2019-01-27,33,59.0,0.59,19.47
2019-01-28,70,59.0,0.59,41.3
2019-01-29,82,59.0,0.59,48.379999999999995
2019-01-30,77,59.0,0.59,45.43
2019-01-31,82,59.0,0.59,48.379999999999995
2019-02-01,95,63.0,0.63,59.85
2019-02-02,36,63.0,0.63,22.68
2019-02-03,36,63.0,0.63,22.68
2019-02-04,71,63.0,0.63,44.73
2019-02-05,80,63.0,0.63,50.4
2019-02-06,80,63.0,0.63,50.4
2019-02-07,100,63.0,0.63,63.0
2019-02-08,82,63.0,0.63,51.660000000000004
2019-02-09,37,63.0,0.63,23.31
2019-02-10,34,63.0,0.63,21.42
2019-02-11,86,63.0,0.63,54.18
2019-02-12,91,63.0,0.63,57.33
2019-02-13,88,63.0,0.63,55.44
2019-02-14,86,63.0,0.63,54.18
2019-02-15,77,63.0,0.63,48.51
2019-02-16,31,63.0,0.63,19.53
2019-02-17,32,63.0,0.63,20.16
2019-02-18,64,63.0,0.63,40.32
2019-02-19,84,63.0,0.63,52.92
2019-02-20,84,63.0,0.63,52.92
2019-02-21,76,63.0,0.63,47.88
2019-02-22,78,63.0,0.63,49.14
2019-02-23,63,63.0,0.63,39.69
2019-02-24,32,63.0,0.63,20.16
2019-02-25,71,63.0,0.63,44.73
2019-02-26,83,63.0,0.63,52.29
2019-02-27,80,63.0,0.63,50.4
2019-02-28,78,63.0,0.63,49.14
2019-03-01,73,71.0,0.71,51.83
2019-03-02,29,71.0,0.71,20.59
2019-03-03,34,71.0,0.71,24.14
2019-03-04,100,71.0,0.71,71.0
2019-03-05,100,71.0,0.71,71.0
2019-03-06,81,71.0,0.71,57.51
2019-03-07,77,71.0,0.71,54.669999999999995
2019-03-08,65,71.0,0.71,46.15
2019-03-09,34,71.0,0.71,24.14
2019-03-10,24,71.0,0.71,17.04
2019-03-11,78,71.0,0.71,55.379999999999995
2019-03-12,71,71.0,0.71,50.41
2019-03-13,69,71.0,0.71,48.989999999999995
2019-03-14,66,71.0,0.71,46.86
2019-03-15,66,71.0,0.71,46.86
2019-03-16,30,71.0,0.71,21.299999999999997
2019-03-17,28,71.0,0.71,19.88
2019-03-18,68,71.0,0.71,48.28
2019-03-19,67,71.0,0.71,47.57
2019-03-20,68,71.0,0.71,48.28
2019-03-21,67,71.0,0.71,47.57
2019-03-22,60,71.0,0.71,42.599999999999994
2019-03-23,27,71.0,0.71,19.169999999999998
2019-03-24,25,71.0,0.71,17.75
2019-03-25,68,71.0,0.71,48.28
2019-03-26,66,71.0,0.71,46.86
2019-03-27,76,71.0,0.71,53.959999999999994
2019-03-28,73,71.0,0.71,51.83
2019-03-29,65,71.0,0.71,46.15
2019-03-30,53,71.0,0.71,37.629999999999995
2019-03-31,55,71.0,0.71,39.05
2019-04-01,86,64.0,0.64,55.04
2019-04-02,100,64.0,0.64,64.0
2019-04-03,79,64.0,0.64,50.56
2019-04-04,84,64.0,0.64,53.76
2019-04-05,66,64.0,0.64,42.24
2019-04-06,30,64.0,0.64,19.2
2019-04-07,29,64.0,0.64,18.56
2019-04-08,81,64.0,0.64,51.84
2019-04-09,78,64.0,0.64,49.92
2019-04-10,86,64.0,0.64,55.04
2019-04-11,83,64.0,0.64,53.120000000000005
2019-04-12,72,64.0,0.64,46.08
2019-04-13,25,64.0,0.64,16.0
2019-04-14,33,64.0,0.64,21.12
2019-04-15,81,64.0,0.64,51.84
2019-04-16,85,64.0,0.64,54.4
2019-04-17,82,64.0,0.64,52.480000000000004
2019-04-18,88,64.0,0.64,56.32
2019-04-19,62,64.0,0.64,39.68
2019-04-20,26,64.0,0.64,16.64
2019-04-21,30,64.0,0.64,19.2
2019-04-22,78,64.0,0.64,49.92
2019-04-23,80,64.0,0.64,51.2
2019-04-24,79,64.0,0.64,50.56
2019-04-25,85,64.0,0.64,54.4
2019-04-26,75,64.0,0.64,48.0
2019-04-27,28,64.0,0.64,17.92
2019-04-28,28,64.0,0.64,17.92
2019-04-29,82,64.0,0.64,52.480000000000004
2019-04-30,83,64.0,0.64,53.120000000000005
2019-05-01,91,58.0,0.58,52.779999999999994
2019-05-02,92,58.0,0.58,53.36
2019-05-03,71,58.0,0.58,41.18
2019-05-04,41,58.0,0.58,23.779999999999998
2019-05-05,34,58.0,0.58,19.72
2019-05-06,87,58.0,0.58,50.459999999999994
2019-05-07,83,58.0,0.58,48.13999999999999
2019-05-08,85,58.0,0.58,49.3
2019-05-09,98,58.0,0.58,56.839999999999996
2019-05-10,70,58.0,0.58,40.599999999999994
2019-05-11,33,58.0,0.58,19.139999999999997
2019-05-12,31,58.0,0.58,17.98
2019-05-13,80,58.0,0.58,46.4
2019-05-14,94,58.0,0.58,54.519999999999996
2019-05-15,80,58.0,0.58,46.4
2019-05-16,100,58.0,0.58,57.99999999999999
2019-05-17,81,58.0,0.58,46.98
2019-05-18,39,58.0,0.58,22.619999999999997
2019-05-19,30,58.0,0.58,17.4
2019-05-20,86,58.0,0.58,49.879999999999995
2019-05-21,93,58.0,0.58,53.94
2019-05-22,83,58.0,0.58,48.13999999999999
2019-05-23,83,58.0,0.58,48.13999999999999
2019-05-24,86,58.0,0.58,49.879999999999995
2019-05-25,25,58.0,0.58,14.499999999999998
2019-05-26,28,58.0,0.58,16.24
2019-05-27,34,58.0,0.58,19.72
2019-05-28,81,58.0,0.58,46.98
2019-05-29,88,58.0,0.58,51.04
2019-05-30,90,58.0,0.58,52.199999999999996
2019-05-31,90,58.0,0.58,52.199999999999996
2019-06-01,27,64.0,0.64,17.28
2019-06-02,29,64.0,0.64,18.56
2019-06-03,69,64.0,0.64,44.160000000000004
2019-06-04,100,64.0,0.64,64.0
2019-06-05,96,64.0,0.64,61.44
2019-06-06,78,64.0,0.64,49.92
2019-06-07,77,64.0,0.64,49.28
2019-06-08,26,64.0,0.64,16.64
2019-06-09,29,64.0,0.64,18.56
2019-06-10,98,64.0,0.64,62.72
2019-06-11,88,64.0,0.64,56.32
2019-06-12,87,64.0,0.64,55.68
2019-06-13,82,64.0,0.64,52.480000000000004
2019-06-14,81,64.0,0.64,51.84
2019-06-15,27,64.0,0.64,17.28
2019-06-16,26,64.0,0.64,16.64
2019-06-17,79,64.0,0.64,50.56
2019-06-18,73,64.0,0.64,46.72
2019-06-19,79,64.0,0.64,50.56
2019-06-20,70,64.0,0.64,44.800000000000004
2019-06-21,83,64.0,0.64,53.120000000000005
2019-06-22,24,64.0,0.64,15.36
2019-06-23,29,64.0,0.64,18.56
2019-06-24,72,64.0,0.64,46.08
2019-06-25,79,64.0,0.64,50.56
2019-06-26,73,64.0,0.64,46.72
2019-06-27,84,64.0,0.64,53.76
2019-06-28,62,64.0,0.64,39.68
2019-06-29,20,64.0,0.64,12.8
2019-06-30,26,64.0,0.64,16.64
2019-07-01,86,57.0,0.57,49.019999999999996
2019-07-02,85,57.0,0.57,48.449999999999996
2019-07-03,76,57.0,0.57,43.31999999999999
2019-07-04,58,57.0,0.57,33.059999999999995
2019-07-05,48,57.0,0.57,27.36
2019-07-06,35,57.0,0.57,19.95
2019-07-07,34,57.0,0.57,19.38
2019-07-08,85,57.0,0.57,48.449999999999996
2019-07-09,87,57.0,0.57,49.589999999999996
2019-07-10,91,57.0,0.57,51.87
2019-07-11,99,57.0,0.57,56.42999999999999
2019-07-12,76,57.0,0.57,43.31999999999999
2019-07-13,29,57.0,0.57,16.529999999999998
2019-07-14,39,57.0,0.57,22.229999999999997
2019-07-15,76,57.0,0.57,43.31999999999999
2019-07-16,89,57.0,0.57,50.73
2019-07-17,89,57.0,0.57,50.73
2019-07-18,100,57.0,0.57,56.99999999999999
2019-07-19,75,57.0,0.57,42.74999999999999
2019-07-20,36,57.0,0.57,20.52
2019-07-21,38,57.0,0.57,21.659999999999997
2019-07-22,85,57.0,0.57,48.449999999999996
2019-07-23,91,57.0,0.57,51.87
2019-07-24,85,57.0,0.57,48.449999999999996
2019-07-25,100,57.0,0.57,56.99999999999999
2019-07-26,69,57.0,0.57,39.33
2019-07-27,32,57.0,0.57,18.24
2019-07-28,30,57.0,0.57,17.099999999999998
2019-07-29,73,57.0,0.57,41.61
2019-07-30,80,57.0,0.57,45.599999999999994
2019-07-31,83,57.0,0.57,47.309999999999995
2019-08-01,70,66.0,0.66,46.2
2019-08-02,55,66.0,0.66,36.300000000000004
2019-08-03,28,66.0,0.66,18.48
2019-08-04,24,66.0,0.66,15.84
2019-08-05,62,66.0,0.66,40.92
2019-08-06,66,66.0,0.66,43.56
2019-08-07,59,66.0,0.66,38.940000000000005
2019-08-08,56,66.0,0.66,36.96
2019-08-09,73,66.0,0.66,48.18
2019-08-10,27,66.0,0.66,17.82
2019-08-11,27,66.0,0.66,17.82
2019-08-12,67,66.0,0.66,44.22
2019-08-13,67,66.0,0.66,44.22
2019-08-14,71,66.0,0.66,46.86
2019-08-15,61,66.0,0.66,40.260000000000005
2019-08-16,66,66.0,0.66,43.56
2019-08-17,29,66.0,0.66,19.14
2019-08-18,27,66.0,0.66,17.82
2019-08-19,73,66.0,0.66,48.18
2019-08-20,69,66.0,0.66,45.54
2019-08-21,74,66.0,0.66,48.84
2019-08-22,100,66.0,0.66,66.0
2019-08-23,100,66.0,0.66,66.0
2019-08-24,30,66.0,0.66,19.8
2019-08-25,25,66.0,0.66,16.5
2019-08-26,68,66.0,0.66,44.88
2019-08-27,68,66.0,0.66,44.88
2019-08-28,64,66.0,0.66,42.24
2019-08-29,66,66.0,0.66,43.56
2019-08-30,60,66.0,0.66,39.6
2019-08-31,21,66.0,0.66,13.860000000000001
2019-09-01,39,57.0,0.57,22.229999999999997
2019-09-02,42,57.0,0.57,23.939999999999998
2019-09-03,72,57.0,0.57,41.04
2019-09-04,84,57.0,0.57,47.879999999999995
2019-09-05,91,57.0,0.57,51.87
2019-09-06,99,57.0,0.57,56.42999999999999
2019-09-07,42,57.0,0.57,23.939999999999998
2019-09-08,31,57.0,0.57,17.669999999999998
2019-09-09,72,57.0,0.57,41.04
2019-09-10,91,57.0,0.57,51.87
2019-09-11,93,57.0,0.57,53.01
2019-09-12,99,57.0,0.57,56.42999999999999
2019-09-13,93,57.0,0.57,53.01
2019-09-14,31,57.0,0.57,17.669999999999998
2019-09-15,41,57.0,0.57,23.369999999999997
2019-09-16,90,57.0,0.57,51.3
2019-09-17,92,57.0,0.57,52.44
2019-09-18,100,57.0,0.57,56.99999999999999
2019-09-19,90,57.0,0.57,51.3
2019-09-20,91,57.0,0.57,51.87
2019-09-21,43,57.0,0.57,24.509999999999998
2019-09-22,33,57.0,0.57,18.81
2019-09-23,92,57.0,0.57,52.44
2019-09-24,87,57.0,0.57,49.589999999999996
2019-09-25,87,57.0,0.57,49.589999999999996
2019-09-26,77,57.0,0.57,43.88999999999999
2019-09-27,98,57.0,0.57,55.85999999999999
2019-09-28,42,57.0,0.57,23.939999999999998
2019-09-29,37,57.0,0.57,21.09
2019-09-30,84,57.0,0.57,47.879999999999995
2019-10-01,99,59.0,0.59,58.41
2019-10-02,100,59.0,0.59,59.0
2019-10-03,93,59.0,0.59,54.87
2019-10-04,85,59.0,0.59,50.15
2019-10-05,62,59.0,0.59,36.58
2019-10-06,41,59.0,0.59,24.189999999999998
2019-10-07,89,59.0,0.59,52.51
2019-10-08,85,59.0,0.59,50.15
2019-10-09,84,59.0,0.59,49.559999999999995
2019-10-10,92,59.0,0.59,54.279999999999994
2019-10-11,99,59.0,0.59,58.41
2019-10-12,36,59.0,0.59,21.24
2019-10-13,40,59.0,0.59,23.599999999999998
2019-10-14,79,59.0,0.59,46.61
2019-10-15,88,59.0,0.59,51.919999999999995
2019-10-16,93,59.0,0.59,54.87
2019-10-17,99,59.0,0.59,58.41
2019-10-18,96,59.0,0.59,56.64
2019-10-19,39,59.0,0.59,23.009999999999998
2019-10-20,42,59.0,0.59,24.779999999999998
2019-10-21,84,59.0,0.59,49.559999999999995
2019-10-22,88,59.0,0.59,51.919999999999995
2019-10-23,94,59.0,0.59,55.459999999999994
2019-10-24,97,59.0,0.59,57.23
2019-10-25,84,59.0,0.59,49.559999999999995
2019-10-26,47,59.0,0.59,27.729999999999997
2019-10-27,38,59.0,0.59,22.419999999999998
2019-10-28,80,59.0,0.59,47.199999999999996
2019-10-29,88,59.0,0.59,51.919999999999995
2019-10-30,90,59.0,0.59,53.099999999999994
2019-10-31,88,59.0,0.59,51.919999999999995
2019-11-01,88,57.0,0.57,50.16
2019-11-02,32,57.0,0.57,18.24
