date,UNH_unscaled,UNH_monthly,scale,UNH
2022-11-15,89,73.0,0.73,64.97
2022-11-16,77,73.0,0.73,56.21
2022-11-17,80,73.0,0.73,58.4
2022-11-18,86,73.0,0.73,62.78
2022-11-19,90,73.0,0.73,65.7
2022-11-20,65,73.0,0.73,47.449999999999996
2022-11-21,99,73.0,0.73,72.27
2022-11-22,62,73.0,0.73,45.26
2022-11-23,47,73.0,0.73,34.31
2022-11-24,35,73.0,0.73,25.55
2022-11-25,32,73.0,0.73,23.36
2022-11-26,100,73.0,0.73,73.0
2022-11-27,82,73.0,0.73,59.86
2022-11-28,92,73.0,0.73,67.16
2022-11-29,86,73.0,0.73,62.78
2022-11-30,76,73.0,0.73,55.48
2022-12-01,73,54.0,0.54,39.42
2022-12-02,65,54.0,0.54,35.1
2022-12-03,100,54.0,0.54,54.0
2022-12-04,52,54.0,0.54,28.080000000000002
2022-12-05,54,54.0,0.54,29.160000000000004
2022-12-06,67,54.0,0.54,36.18
2022-12-07,60,54.0,0.54,32.400000000000006
2022-12-08,57,54.0,0.54,30.78
2022-12-09,49,54.0,0.54,26.46
2022-12-10,45,54.0,0.54,24.3
2022-12-11,39,54.0,0.54,21.060000000000002
2022-12-12,57,54.0,0.54,30.78
2022-12-13,57,54.0,0.54,30.78
2022-12-14,51,54.0,0.54,27.540000000000003
2022-12-15,51,54.0,0.54,27.540000000000003
2022-12-16,50,54.0,0.54,27.0
2022-12-17,32,54.0,0.54,17.28
2022-12-18,29,54.0,0.54,15.66
2022-12-19,47,54.0,0.54,25.380000000000003
2022-12-20,52,54.0,0.54,28.080000000000002
2022-12-21,50,54.0,0.54,27.0
2022-12-22,45,54.0,0.54,24.3
2022-12-23,29,54.0,0.54,15.66
2022-12-24,14,54.0,0.54,7.5600000000000005
2022-12-25,20,54.0,0.54,10.8
2022-12-26,22,54.0,0.54,11.88
2022-12-27,38,54.0,0.54,20.520000000000003
2022-12-28,40,54.0,0.54,21.6
2022-12-29,37,54.0,0.54,19.98
2022-12-30,39,54.0,0.54,21.060000000000002
2022-12-31,37,54.0,0.54,19.98
2023-01-01,29,60.0,0.6,17.4
2023-01-02,39,60.0,0.6,23.4
2023-01-03,58,60.0,0.6,34.8
2023-01-04,62,60.0,0.6,37.199999999999996
2023-01-05,55,60.0,0.6,33.0
2023-01-06,64,60.0,0.6,38.4
2023-01-07,43,60.0,0.6,25.8
2023-01-08,49,60.0,0.6,29.4
2023-01-09,63,60.0,0.6,37.8
2023-01-10,66,60.0,0.6,39.6
2023-01-11,64,60.0,0.6,38.4
2023-01-12,57,60.0,0.6,34.199999999999996
2023-01-13,92,60.0,0.6,55.199999999999996
2023-01-14,44,60.0,0.6,26.4
2023-01-15,45,60.0,0.6,27.0
2023-01-16,49,60.0,0.6,29.4
2023-01-17,66,60.0,0.6,39.6
2023-01-18,77,60.0,0.6,46.199999999999996
2023-01-19,72,60.0,0.6,43.199999999999996
2023-01-20,67,60.0,0.6,40.199999999999996
2023-01-21,63,60.0,0.6,37.8
2023-01-22,62,60.0,0.6,37.199999999999996
2023-01-23,85,60.0,0.6,51.0
2023-01-24,100,60.0,0.6,60.0
2023-01-25,93,60.0,0.6,55.8
2023-01-26,86,60.0,0.6,51.6
2023-01-27,78,60.0,0.6,46.8
2023-01-28,51,60.0,0.6,30.599999999999998
2023-01-29,58,60.0,0.6,34.8
2023-01-30,79,60.0,0.6,47.4
2023-01-31,76,60.0,0.6,45.6
2023-02-01,67,70.0,0.7,46.9
2023-02-02,100,70.0,0.7,70.0
2023-02-03,78,70.0,0.7,54.599999999999994
2023-02-04,51,70.0,0.7,35.699999999999996
2023-02-05,48,70.0,0.7,33.599999999999994
2023-02-06,67,70.0,0.7,46.9
2023-02-07,78,70.0,0.7,54.599999999999994
2023-02-08,71,70.0,0.7,49.699999999999996
2023-02-09,68,70.0,0.7,47.599999999999994
2023-02-10,71,70.0,0.7,49.699999999999996
2023-02-11,64,70.0,0.7,44.8
2023-02-12,44,70.0,0.7,30.799999999999997
2023-02-13,67,70.0,0.7,46.9
2023-02-14,65,70.0,0.7,45.5
2023-02-15,71,70.0,0.7,49.699999999999996
2023-02-16,71,70.0,0.7,49.699999999999996
2023-02-17,86,70.0,0.7,60.199999999999996
2023-02-18,84,70.0,0.7,58.8
2023-02-19,58,70.0,0.7,40.599999999999994
2023-02-20,69,70.0,0.7,48.3
2023-02-21,69,70.0,0.7,48.3
2023-02-22,66,70.0,0.7,46.199999999999996
2023-02-23,61,70.0,0.7,42.699999999999996
2023-02-24,55,70.0,0.7,38.5
2023-02-25,47,70.0,0.7,32.9
2023-02-26,54,70.0,0.7,37.8
2023-02-27,59,70.0,0.7,41.3
2023-02-28,69,70.0,0.7,48.3
2023-03-01,91,58.0,0.58,52.779999999999994
2023-03-02,81,58.0,0.58,46.98
2023-03-03,66,58.0,0.58,38.279999999999994
2023-03-04,55,58.0,0.58,31.9
2023-03-05,52,58.0,0.58,30.159999999999997
2023-03-06,81,58.0,0.58,46.98
2023-03-07,96,58.0,0.58,55.67999999999999
2023-03-08,86,58.0,0.58,49.879999999999995
2023-03-09,74,58.0,0.58,42.919999999999995
2023-03-10,65,58.0,0.58,37.699999999999996
2023-03-11,44,58.0,0.58,25.52
2023-03-12,46,58.0,0.58,26.68
2023-03-13,66,58.0,0.58,38.279999999999994
2023-03-14,55,58.0,0.58,31.9
2023-03-15,54,58.0,0.58,31.319999999999997
2023-03-16,52,58.0,0.58,30.159999999999997
2023-03-17,48,58.0,0.58,27.839999999999996
2023-03-18,48,58.0,0.58,27.839999999999996
2023-03-19,44,58.0,0.58,25.52
2023-03-20,73,58.0,0.58,42.339999999999996
2023-03-21,82,58.0,0.58,47.559999999999995
2023-03-22,93,58.0,0.58,53.94
2023-03-23,81,58.0,0.58,46.98
2023-03-24,69,58.0,0.58,40.019999999999996
2023-03-25,67,58.0,0.58,38.86
2023-03-26,58,58.0,0.58,33.64
2023-03-27,88,58.0,0.58,51.04
2023-03-28,87,58.0,0.58,50.459999999999994
2023-03-29,82,58.0,0.58,47.559999999999995
2023-03-30,100,58.0,0.58,57.99999999999999
2023-03-31,80,58.0,0.58,46.4
2023-04-01,47,67.0,0.67,31.490000000000002
2023-04-02,53,67.0,0.67,35.510000000000005
2023-04-03,94,67.0,0.67,62.980000000000004
2023-04-04,85,67.0,0.67,56.95
2023-04-05,83,67.0,0.67,55.61000000000001
2023-04-06,77,67.0,0.67,51.59
2023-04-07,52,67.0,0.67,34.84
2023-04-08,42,67.0,0.67,28.14
2023-04-09,44,67.0,0.67,29.48
2023-04-10,78,67.0,0.67,52.260000000000005
2023-04-11,89,67.0,0.67,59.63
2023-04-12,85,67.0,0.67,56.95
2023-04-13,73,67.0,0.67,48.910000000000004
2023-04-14,100,67.0,0.67,67.0
2023-04-15,51,67.0,0.67,34.17
2023-04-16,50,67.0,0.67,33.5
2023-04-17,75,67.0,0.67,50.25
2023-04-18,80,67.0,0.67,53.6
2023-04-19,80,67.0,0.67,53.6
2023-04-20,85,67.0,0.67,56.95
2023-04-21,77,67.0,0.67,51.59
2023-04-22,49,67.0,0.67,32.830000000000005
2023-04-23,43,67.0,0.67,28.810000000000002
2023-04-24,84,67.0,0.67,56.28
2023-04-25,73,67.0,0.67,48.910000000000004
2023-04-26,79,67.0,0.67,52.93
2023-04-27,62,67.0,0.67,41.54
2023-04-28,57,67.0,0.67,38.190000000000005
2023-04-29,43,67.0,0.67,28.810000000000002
2023-04-30,51,67.0,0.67,34.17
2023-05-01,100,55.0,0.55,55.00000000000001
2023-05-02,81,55.0,0.55,44.550000000000004
2023-05-03,77,55.0,0.55,42.35
2023-05-04,74,55.0,0.55,40.7
2023-05-05,56,55.0,0.55,30.800000000000004
2023-05-06,29,55.0,0.55,15.950000000000001
2023-05-07,39,55.0,0.55,21.450000000000003
2023-05-08,68,55.0,0.55,37.400000000000006
2023-05-09,60,55.0,0.55,33.0
2023-05-10,67,55.0,0.55,36.85
2023-05-11,69,55.0,0.55,37.95
2023-05-12,60,55.0,0.55,33.0
2023-05-13,36,55.0,0.55,19.8
2023-05-14,36,55.0,0.55,19.8
2023-05-15,67,55.0,0.55,36.85
2023-05-16,57,55.0,0.55,31.35
2023-05-17,64,55.0,0.55,35.2
2023-05-18,61,55.0,0.55,33.550000000000004
2023-05-19,69,55.0,0.55,37.95
2023-05-20,58,55.0,0.55,31.900000000000002
2023-05-21,41,55.0,0.55,22.55
2023-05-22,60,55.0,0.55,33.0
2023-05-23,56,55.0,0.55,30.800000000000004
2023-05-24,60,55.0,0.55,33.0
2023-05-25,67,55.0,0.55,36.85
2023-05-26,47,55.0,0.55,25.85
2023-05-27,27,55.0,0.55,14.850000000000001
2023-05-28,24,55.0,0.55,13.200000000000001
2023-05-29,26,55.0,0.55,14.3
2023-05-30,43,55.0,0.55,23.650000000000002
2023-05-31,62,55.0,0.55,34.1
2023-06-01,35,48.0,0.48,16.8
2023-06-02,44,48.0,0.48,21.119999999999997
2023-06-03,21,48.0,0.48,10.08
2023-06-04,21,48.0,0.48,10.08
2023-06-05,37,48.0,0.48,17.759999999999998
2023-06-06,51,48.0,0.48,24.48
2023-06-07,36,48.0,0.48,17.28
2023-06-08,38,48.0,0.48,18.24
2023-06-09,43,48.0,0.48,20.64
2023-06-10,21,48.0,0.48,10.08
2023-06-11,23,48.0,0.48,11.04
2023-06-12,47,48.0,0.48,22.56
2023-06-13,50,48.0,0.48,24.0
2023-06-14,100,48.0,0.48,48.0
2023-06-15,62,48.0,0.48,29.759999999999998
2023-06-16,54,48.0,0.48,25.919999999999998
2023-06-17,24,48.0,0.48,11.52
2023-06-18,27,48.0,0.48,12.959999999999999
2023-06-19,30,48.0,0.48,14.399999999999999
2023-06-20,46,48.0,0.48,22.08
2023-06-21,48,48.0,0.48,23.04
2023-06-22,41,48.0,0.48,19.68
2023-06-23,41,48.0,0.48,19.68
2023-06-24,28,48.0,0.48,13.44
2023-06-25,19,48.0,0.48,9.12
2023-06-26,54,48.0,0.48,25.919999999999998
2023-06-27,45,48.0,0.48,21.599999999999998
2023-06-28,45,48.0,0.48,21.599999999999998
2023-06-29,40,48.0,0.48,19.2
2023-06-30,37,48.0,0.48,17.759999999999998
2023-07-01,25,48.0,0.48,12.0
2023-07-02,26,48.0,0.48,12.48
2023-07-03,37,48.0,0.48,17.759999999999998
2023-07-04,27,48.0,0.48,12.959999999999999
2023-07-05,42,48.0,0.48,20.16
2023-07-06,41,48.0,0.48,19.68
2023-07-07,52,48.0,0.48,24.96
2023-07-08,28,48.0,0.48,13.44
2023-07-09,31,48.0,0.48,14.879999999999999
2023-07-10,55,48.0,0.48,26.4
2023-07-11,59,48.0,0.48,28.32
2023-07-12,70,48.0,0.48,33.6
2023-07-13,67,48.0,0.48,32.16
2023-07-14,100,48.0,0.48,48.0
2023-07-15,35,48.0,0.48,16.8
2023-07-16,28,48.0,0.48,13.44
2023-07-17,57,48.0,0.48,27.36
2023-07-18,57,48.0,0.48,27.36
2023-07-19,64,48.0,0.48,30.72
2023-07-20,51,48.0,0.48,24.48
2023-07-21,45,48.0,0.48,21.599999999999998
2023-07-22,24,48.0,0.48,11.52
2023-07-23,22,48.0,0.48,10.559999999999999
2023-07-24,52,48.0,0.48,24.96
2023-07-25,51,48.0,0.48,24.48
2023-07-26,49,48.0,0.48,23.52
2023-07-27,41,48.0,0.48,19.68
2023-07-28,46,48.0,0.48,22.08
2023-07-29,22,48.0,0.48,10.559999999999999
2023-07-30,25,48.0,0.48,12.0
2023-07-31,37,48.0,0.48,17.759999999999998
2023-08-01,50,59.0,0.59,29.5
2023-08-02,50,59.0,0.59,29.5
2023-08-03,44,59.0,0.59,25.959999999999997
2023-08-04,38,59.0,0.59,22.419999999999998
2023-08-05,24,59.0,0.59,14.16
2023-08-06,27,59.0,0.59,15.93
2023-08-07,48,59.0,0.59,28.32
2023-08-08,49,59.0,0.59,28.91
2023-08-09,42,59.0,0.59,24.779999999999998
2023-08-10,48,59.0,0.59,28.32
2023-08-11,42,59.0,0.59,24.779999999999998
2023-08-12,33,59.0,0.59,19.47
2023-08-13,28,59.0,0.59,16.52
2023-08-14,58,59.0,0.59,34.22
2023-08-15,47,59.0,0.59,27.729999999999997
2023-08-16,51,59.0,0.59,30.09
2023-08-17,43,59.0,0.59,25.369999999999997
2023-08-18,53,59.0,0.59,31.27
2023-08-19,26,59.0,0.59,15.34
2023-08-20,40,59.0,0.59,23.599999999999998
2023-08-21,66,59.0,0.59,38.94
2023-08-22,64,59.0,0.59,37.76
2023-08-23,56,59.0,0.59,33.04
2023-08-24,54,59.0,0.59,31.86
2023-08-25,61,59.0,0.59,35.989999999999995
2023-08-26,67,59.0,0.59,39.53
2023-08-27,67,59.0,0.59,39.53
2023-08-28,100,59.0,0.59,59.0
2023-08-29,96,59.0,0.59,56.64
2023-08-30,76,59.0,0.59,44.839999999999996
2023-08-31,84,59.0,0.59,49.559999999999995
2023-09-01,72,70.0,0.7,50.4
2023-09-02,68,70.0,0.7,47.599999999999994
2023-09-03,58,70.0,0.7,40.599999999999994
2023-09-04,60,70.0,0.7,42.0
2023-09-05,92,70.0,0.7,64.39999999999999
2023-09-06,65,70.0,0.7,45.5
2023-09-07,74,70.0,0.7,51.8
2023-09-08,61,70.0,0.7,42.699999999999996
2023-09-09,73,70.0,0.7,51.099999999999994
2023-09-10,57,70.0,0.7,39.9
2023-09-11,63,70.0,0.7,44.099999999999994
2023-09-12,64,70.0,0.7,44.8
2023-09-13,72,70.0,0.7,50.4
2023-09-14,70,70.0,0.7,49.0
2023-09-15,60,70.0,0.7,42.0
2023-09-16,89,70.0,0.7,62.3
2023-09-17,84,70.0,0.7,58.8
2023-09-18,66,70.0,0.7,46.199999999999996
2023-09-19,77,70.0,0.7,53.9
2023-09-20,73,70.0,0.7,51.099999999999994
2023-09-21,65,70.0,0.7,45.5
2023-09-22,64,70.0,0.7,44.8
2023-09-23,66,70.0,0.7,46.199999999999996
2023-09-24,68,70.0,0.7,47.599999999999994
2023-09-25,63,70.0,0.7,44.099999999999994
2023-09-26,73,70.0,0.7,51.099999999999994
2023-09-27,62,70.0,0.7,43.4
2023-09-28,68,70.0,0.7,47.599999999999994
2023-09-29,63,70.0,0.7,44.099999999999994
2023-09-30,100,70.0,0.7,70.0
2023-10-01,47,71.0,0.71,33.37
2023-10-02,63,71.0,0.71,44.73
2023-10-03,54,71.0,0.71,38.339999999999996
2023-10-04,55,71.0,0.71,39.05
2023-10-05,60,71.0,0.71,42.599999999999994
2023-10-06,47,71.0,0.71,33.37
2023-10-07,38,71.0,0.71,26.979999999999997
2023-10-08,46,71.0,0.71,32.66
2023-10-09,57,71.0,0.71,40.47
2023-10-10,65,71.0,0.71,46.15
2023-10-11,60,71.0,0.71,42.599999999999994
2023-10-12,63,71.0,0.71,44.73
2023-10-13,89,71.0,0.71,63.19
2023-10-14,100,71.0,0.71,71.0
2023-10-15,52,71.0,0.71,36.92
2023-10-16,78,71.0,0.71,55.379999999999995
2023-10-17,69,71.0,0.71,48.989999999999995
2023-10-18,65,71.0,0.71,46.15
2023-10-19,55,71.0,0.71,39.05
2023-10-20,62,71.0,0.71,44.019999999999996
2023-10-21,87,71.0,0.71,61.769999999999996
2023-10-22,66,71.0,0.71,46.86
2023-10-23,52,71.0,0.71,36.92
2023-10-24,55,71.0,0.71,39.05
2023-10-25,54,71.0,0.71,38.339999999999996
2023-10-26,61,71.0,0.71,43.309999999999995
2023-10-27,64,71.0,0.71,45.44
2023-10-28,50,71.0,0.71,35.5
2023-10-29,42,71.0,0.71,29.82
2023-10-30,61,71.0,0.71,43.309999999999995
2023-10-31,54,71.0,0.71,38.339999999999996
2023-11-01,59,79.0,0.79,46.61
2023-11-02,51,79.0,0.79,40.29
2023-11-03,58,79.0,0.79,45.82
2023-11-04,74,79.0,0.79,58.46
2023-11-05,33,79.0,0.79,26.07
2023-11-06,55,79.0,0.79,43.45
2023-11-07,56,79.0,0.79,44.24
2023-11-08,70,79.0,0.79,55.300000000000004
2023-11-09,58,79.0,0.79,45.82
2023-11-10,43,79.0,0.79,33.97
2023-11-11,42,79.0,0.79,33.18
2023-11-12,52,79.0,0.79,41.08
2023-11-13,62,79.0,0.79,48.980000000000004
2023-11-14,52,79.0,0.79,41.08
2023-11-15,47,79.0,0.79,37.13
2023-11-16,53,79.0,0.79,41.870000000000005
2023-11-17,52,79.0,0.79,41.08
2023-11-18,69,79.0,0.79,54.510000000000005
2023-11-19,62,79.0,0.79,48.980000000000004
2023-11-20,100,79.0,0.79,79.0
2023-11-21,59,79.0,0.79,46.61
2023-11-22,34,79.0,0.79,26.86
2023-11-23,29,79.0,0.79,22.91
2023-11-24,29,79.0,0.79,22.91
2023-11-25,41,79.0,0.79,32.39
2023-11-26,52,79.0,0.79,41.08
2023-11-27,70,79.0,0.79,55.300000000000004
2023-11-28,56,79.0,0.79,44.24
2023-11-29,64,79.0,0.79,50.56
2023-11-30,62,79.0,0.79,48.980000000000004
2023-12-01,76,53.0,0.53,40.28
2023-12-02,78,53.0,0.53,41.34
2023-12-03,62,53.0,0.53,32.86
2023-12-04,94,53.0,0.53,49.82
2023-12-05,100,53.0,0.53,53.0
2023-12-06,90,53.0,0.53,47.7
2023-12-07,83,53.0,0.53,43.99
2023-12-08,77,53.0,0.53,40.81
2023-12-09,56,53.0,0.53,29.68
2023-12-10,56,53.0,0.53,29.68
2023-12-11,97,53.0,0.53,51.410000000000004
2023-12-12,87,53.0,0.53,46.11
2023-12-13,77,53.0,0.53,40.81
2023-12-14,87,53.0,0.53,46.11
2023-12-15,77,53.0,0.53,40.81
2023-12-16,61,53.0,0.53,32.33
2023-12-17,49,53.0,0.53,25.970000000000002
2023-12-18,62,53.0,0.53,32.86
2023-12-19,71,53.0,0.53,37.63
2023-12-20,84,53.0,0.53,44.52
2023-12-21,65,53.0,0.53,34.45
2023-12-22,59,53.0,0.53,31.270000000000003
2023-12-23,41,53.0,0.53,21.73
2023-12-24,33,53.0,0.53,17.490000000000002
2023-12-25,33,53.0,0.53,17.490000000000002
2023-12-26,44,53.0,0.53,23.32
2023-12-27,70,53.0,0.53,37.1
2023-12-28,66,53.0,0.53,34.980000000000004
2023-12-29,56,53.0,0.53,29.68
2023-12-30,56,53.0,0.53,29.68
2023-12-31,41,53.0,0.53,21.73
